entity_type,entity,entity_id,biotype,relationship,sources,n_sources,evidence_types,best_score,score_type,tissue_celltype,confidence_tier,notes
pathway_or_geneset,synaptic vesicle membrane,,,differentially_active (up),gene-expression-atlas-okn,1,measured_activity_change,1.5e-07,adj_p_value,hippocampal formation,T2 high (stat sig),GO_0030672; effect_size 2.13
pathway_or_geneset,GABAergic synapse,,,differentially_active (up),gene-expression-atlas-okn,1,measured_activity_change,7.2e-05,adj_p_value,hippocampal formation,T2 high (stat sig),GO_0098982; effect_size 3.3
pathway_or_geneset,presynaptic active zone,,,differentially_active (up),gene-expression-atlas-okn,1,measured_activity_change,5.4e-05,adj_p_value,hippocampal formation,T2 high (stat sig),GO_0048786; effect_size 2.36
pathway_or_geneset,Translation (eukaryotic),,,differentially_active (up),gene-expression-atlas-okn,1,measured_activity_change,0.00017,adj_p_value,cortex,T2 high (stat sig),R-HSA-72613; effect_size 1.59
pathway_or_geneset,TP53 regulates metabolic genes,,,differentially_active (up),gene-expression-atlas-okn,1,measured_activity_change,0.00016,adj_p_value,cortex,T2 high (stat sig),R-HSA-5628897; effect_size 1.6
clinical_feature,Dementia,,,has_phenotype (rdkg),rdkg,1,curated_link,,,,T3 medium,HP_0000726
clinical_feature,Memory impairment,,,has_phenotype (rdkg),rdkg,1,curated_link,,,,T3 medium,HP_0002354
clinical_feature,Neurofibrillary tangles,,,has_phenotype (rdkg),rdkg,1,curated_link,,,,T3 medium,HP_0002185
clinical_feature,Senile plaques,,,has_phenotype (rdkg),rdkg,1,curated_link,,,,T3 medium,HP_0100256
clinical_feature,Deposits immunoreactive to beta-amyloid protein,,,has_phenotype (rdkg),rdkg,1,curated_link,,,,T3 medium,HP_0003791
clinical_feature,Cerebral amyloid angiopathy,,,has_phenotype (rdkg),rdkg,1,curated_link,,,,T3 medium,HP_0011970
clinical_feature,Cognitive impairment,,,has_phenotype (rdkg),rdkg,1,curated_link,,,,T3 medium,HP_0100543
clinical_feature,Hippocampal atrophy,,,has_phenotype (rdkg),rdkg,1,curated_link,,,,T3 medium,HP_0410170
clinical_feature,Cerebral cortical atrophy,,,has_phenotype (rdkg),rdkg,1,curated_link,,,,T3 medium,HP_0002120
clinical_feature,Temporal cortical atrophy,,,has_phenotype (rdkg),rdkg,1,curated_link,,,,T3 medium,HP_0007112
clinical_feature,Parietal hypometabolism in FDG PET,,,has_phenotype (rdkg),rdkg,1,curated_link,,,,T3 medium,HP_0012662
clinical_feature,Apathy,,,has_phenotype (rdkg),rdkg,1,curated_link,,,,T3 medium,HP_0000741
clinical_feature,Agitation,,,has_phenotype (rdkg),rdkg,1,curated_link,,,,T3 medium,HP_0000713
clinical_feature,Depressivity,,,has_phenotype (rdkg),rdkg,1,curated_link,,,,T3 medium,HP_0000716
clinical_feature,Hallucinations,,,has_phenotype (rdkg),rdkg,1,curated_link,,,,T3 medium,HP_0000738
clinical_feature,Anxiety,,,has_phenotype (rdkg),rdkg,1,curated_link,,,,T3 medium,HP_0000739
clinical_feature,Aphasia,,,has_phenotype (rdkg),rdkg,1,curated_link,,,,T3 medium,HP_0002381
clinical_feature,Apraxia,,,has_phenotype (rdkg),rdkg,1,curated_link,,,,T3 medium,HP_0002186
clinical_feature,Agnosia,,,has_phenotype (rdkg),rdkg,1,curated_link,,,,T3 medium,HP_0010524
clinical_feature,Seizure,,,has_phenotype (rdkg),rdkg,1,curated_link,,,,T3 medium,HP_0001250
clinical_feature,Myoclonus,,,has_phenotype (rdkg),rdkg,1,curated_link,,,,T3 medium,HP_0001336
clinical_feature,Parkinsonism,,,has_phenotype (rdkg),rdkg,1,curated_link,,,,T3 medium,HP_0001300
clinical_feature,Behavioral abnormality,,,has_phenotype (rdkg),rdkg,1,curated_link,,,,T3 medium,HP_0000708
clinical_feature,Personality changes,,,has_phenotype (rdkg),rdkg,1,curated_link,,,,T3 medium,HP_0000751
clinical_feature,Aggressive behavior,,,has_phenotype (rdkg),rdkg,1,curated_link,,,,T3 medium,HP_0000718
clinical_feature,Disinhibition,,,has_phenotype (rdkg),rdkg,1,curated_link,,,,T3 medium,HP_0000734
clinical_feature,Sleep disturbance,,,has_phenotype (rdkg),rdkg,1,curated_link,,,,T3 medium,HP_0002360
clinical_feature,Sleep-wake cycle disturbance,,,has_phenotype (rdkg),rdkg,1,curated_link,,,,T3 medium,HP_0006979
clinical_feature,Confusion,,,has_phenotype (rdkg),rdkg,1,curated_link,,,,T3 medium,HP_0001289
clinical_feature,Dysphagia,,,has_phenotype (rdkg),rdkg,1,curated_link,,,,T3 medium,HP_0002015
clinical_feature,Dysarthria,,,has_phenotype (rdkg),rdkg,1,curated_link,,,,T3 medium,HP_0001260
clinical_feature,Ataxia,,,has_phenotype (rdkg),rdkg,1,curated_link,,,,T3 medium,HP_0001251
clinical_feature,Alzheimer disease,,,has_phenotype (rdkg),rdkg,1,curated_link,,,,T3 medium,HP_0002511
clinical_feature,Impairment of activities of daily living,,,has_phenotype (rdkg),rdkg,1,curated_link,,,,T3 medium,HP_0031058
clinical_feature,Anomia,,,has_phenotype (rdkg),rdkg,1,curated_link,,,,T3 medium,HP_0030784
clinical_feature,Memory impairment,,,has_phenotype (rdkg),rdkg,1,curated_link,,,,T3 medium,HP_0002354
clinical_feature,Late onset,,,has_phenotype (rdkg),rdkg,1,curated_link,,,,T3 medium,HP_0003584
clinical_feature,Adult onset,,,has_phenotype (rdkg),rdkg,1,curated_link,,,,T3 medium,HP_0003581
clinical_feature,Autosomal dominant inheritance,,,has_phenotype (rdkg),rdkg,1,curated_link,,,,T3 medium,HP_0000006
biomarker,CHI3L1,,,biomarker_for (biomarkerkg),biomarkerkg,1,curated_link,,,CSF/blood,T2 high,YKL-40; neuroinflammation panel AN6223-1
biomarker,GFAP,,,biomarker_for (biomarkerkg),biomarkerkg,1,curated_link,,,CSF/blood,T2 high,astrocyte marker; panel AN6223-1
biomarker,ICAM1,,,biomarker_for (biomarkerkg),biomarkerkg,1,curated_link,,,CSF/blood,T2 high,panel AN6223-1
biomarker,TREM2,,,biomarker_for (biomarkerkg),biomarkerkg,1,curated_link,,,CSF/blood,T2 high,microglial; panel AN6223-1
biomarker,S100B,,,biomarker_for (biomarkerkg),biomarkerkg,1,curated_link,,,CSF/blood,T2 high,panel AN6223-1
biomarker,CCL2,,,biomarker_for (biomarkerkg),biomarkerkg,1,curated_link,,,CSF/blood,T2 high,MCP-1; panel AN6223-1
biomarker,TSPO,,,biomarker_for (biomarkerkg),biomarkerkg,1,curated_link,,,CSF/blood,T2 high,panel AN6223-1
biomarker,VCAM1,,,biomarker_for (biomarkerkg),biomarkerkg,1,curated_link,,,CSF/blood,T2 high,panel AN6223-1
biomarker,VSNL1,,,biomarker_for (biomarkerkg),biomarkerkg,1,curated_link,,,CSF/blood,T2 high,visinin-like-1; measured in CSF (BB1483-1)
genetic_variant,(gene-level GWAS signal; no variant nodes),,,variant-derived (digcfdekg PIGEAN/EAGGL uses GWAS),digcfdekg,1,statistical_association,,,,n/a,UNDERCOUNT: federation exposes no AD variant-entity layer (no dbSNP/ClinVar/UniProt-variant nodes disease-linked); APP/PSEN1/PSEN2 pathogenic mutations + APOE-e4 represented only at gene level
