disease,hp,hp_label,disease_label
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0030187,Titubation,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0030223,Perseveration,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0030553,Visual acuity no light perception,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0030786,Photopsia,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0040019,Finger clinodactyly,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0040083,Toe walking,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0040160,Generalized osteoporosis,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0100021,Cerebral palsy,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0100022,Abnormality of movement,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0100309,Subdural hemorrhage,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0100324,Scleroderma,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0100502,Vitamin B12 deficiency,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0100507,Reduced blood folate concentration,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0100512,Low levels of vitamin D,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0100543,Cognitive impairment,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0100546,Carotid artery stenosis,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0100561,Spinal cord lesion,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0100614,Myositis,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0100651,Type I diabetes mellitus,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0100653,Optic neuritis,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0100660,Dyskinesia,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0100704,Cerebral visual impairment,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0100724,Hypercoagulability,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0100785,Insomnia,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0100806,Sepsis,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0100832,Vitreous floaters,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0200021,Down-sloping shoulders,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0200136,Oral-pharyngeal dysphagia,Leber hereditary optic neuropathy
