osd,hEntrez,humanSymbol,log2fc,adj_p,top_fanout,model_symbols,tissue,system,species,dir,strict
OSD-207,411,ARSB,-1.37749,9.25918e-05,15,CG7402,head,FLYHEAD,fly,DOWN,True
OSD-207,412,STS,-1.37749,9.25918e-05,15,CG7402,head,FLYHEAD,fly,DOWN,True
OSD-207,414,ARSD,-1.37749,9.25918e-05,15,CG7402,head,FLYHEAD,fly,DOWN,True
OSD-207,415,ARSL,-1.37749,9.25918e-05,15,CG7402,head,FLYHEAD,fly,DOWN,True
OSD-207,416,ARSF,-1.37749,9.25918e-05,15,CG7402,head,FLYHEAD,fly,DOWN,True
OSD-207,432,ASGR1,3.45919,0.0100134,15,lectin-33A|tfc,head,FLYHEAD,fly,UP,True
OSD-207,433,ASGR2,3.45919,0.0100134,15,lectin-33A|tfc,head,FLYHEAD,fly,UP,True
OSD-207,444,ASPH,-1.48629,1.88102e-05,3,Asph,head,FLYHEAD,fly,DOWN,True
OSD-207,445,ASS1,1.13467,0.0317283,1,Ass,head,FLYHEAD,fly,UP,True
OSD-207,466,ATF1,1.25927,0.0245973,9,CrebA,head,FLYHEAD,fly,UP,True
OSD-207,471,ATIC,-1.79892,0.00720793,1,CG11089,head,FLYHEAD,fly,DOWN,True
OSD-207,477,ATP1A2,-4.60061,0.0156248,17,CG45063,head,FLYHEAD,fly,DOWN,True
OSD-207,478,ATP1A3,-4.60061,0.0156248,17,CG45063,head,FLYHEAD,fly,DOWN,True
OSD-207,479,ATP12A,-4.60061,0.0156248,17,CG45063,head,FLYHEAD,fly,DOWN,True
OSD-207,480,ATP1A4,-4.60061,0.0156248,17,CG45063,head,FLYHEAD,fly,DOWN,True
OSD-207,481,ATP1B1,-1.53872,6.72219e-13,1,nrv2|nrv3,head,FLYHEAD,fly,DOWN,True
OSD-207,487,ATP2A1,-4.60061,0.0156248,17,CG45063,head,FLYHEAD,fly,DOWN,True
OSD-207,488,ATP2A2,-4.60061,0.0156248,17,CG45063,head,FLYHEAD,fly,DOWN,True
OSD-207,489,ATP2A3,-1.86458,1.96108e-05,1,SERCA,head,FLYHEAD,fly,DOWN,True
OSD-207,490,ATP2B1,-4.60061,0.0156248,17,CG45063,head,FLYHEAD,fly,DOWN,True
OSD-207,491,ATP2B2,-4.60061,0.0156248,17,CG45063,head,FLYHEAD,fly,DOWN,True
OSD-207,492,ATP2B3,-4.60061,0.0156248,17,CG45063,head,FLYHEAD,fly,DOWN,True
OSD-207,495,ATP4A,-4.60061,0.0156248,17,CG45063,head,FLYHEAD,fly,DOWN,True
OSD-207,496,ATP4B,-1.12643,0.0321787,2,CG33310,head,FLYHEAD,fly,DOWN,True
OSD-207,498,ATP5F1A,-1.5349,1.77845e-11,1,blw,head,FLYHEAD,fly,DOWN,True
OSD-207,506,ATP5F1B,-1.22841,1.28823e-11,1,ATPsynbeta,head,FLYHEAD,fly,DOWN,True
OSD-207,509,ATP5F1C,-1.34838,1.4505e-11,1,ATPsyngamma,head,FLYHEAD,fly,DOWN,True
OSD-207,513,ATP5F1D,-1.2687,7.90428e-12,1,ATPsyndelta,head,FLYHEAD,fly,DOWN,True
OSD-207,515,ATP5PB,-1.11552,5.53719e-09,1,ATPsynB,head,FLYHEAD,fly,DOWN,True
OSD-207,522,ATP5PF,4.27311,0.0200712,1,ATPsynCF6|ATPsynCF6L,head,FLYHEAD,fly,UP,True
OSD-207,523,ATP6V1A,-1.15658,4.50503e-18,1,Vha68-1,head,FLYHEAD,fly,DOWN,True
OSD-207,538,ATP7A,-4.60061,0.0156248,17,CG45063,head,FLYHEAD,fly,DOWN,True
OSD-207,539,ATP5PO,-1.29821,2.39568e-10,1,ATPsynO,head,FLYHEAD,fly,DOWN,True
OSD-207,572,BAD,-3.31595,0.000958326,1,CG15530,head,FLYHEAD,fly,DOWN,True
OSD-207,595,CCND1,1.22467,0.00351006,8,CycA|CycE,head,FLYHEAD,fly,UP,True
OSD-207,610,HCN2,-1.1979,0.0336102,14,CG6026,head,FLYHEAD,fly,DOWN,True
OSD-207,669,BPGM,-1.18544,0.000104871,1,CG7059,head,FLYHEAD,fly,DOWN,True
OSD-207,686,BTD,8.28078,3.47299e-06,3,Btnd|CG32750|CG32751|vanin-like,head,FLYHEAD,fly,UP,True
OSD-207,718,C3,3.25179,2.65495e-05,8,Tep1|Tep2,head,FLYHEAD,fly,UP,True
OSD-207,720,C4A|LOC110384692,3.25179,2.65495e-05,8,Tep1|Tep2,head,FLYHEAD,fly,UP,True
OSD-207,721,C4B,3.25179,2.65495e-05,8,Tep1|Tep2,head,FLYHEAD,fly,UP,True
OSD-207,727,C5,3.25179,2.65495e-05,8,Tep1|Tep2,head,FLYHEAD,fly,UP,True
OSD-207,759,CA1,7.57749,1.97346e-05,11,CAH4|CAH5|CAH7|CAH8|CARPB,head,FLYHEAD,fly,UP,True
OSD-207,761,CA3,7.57749,1.97346e-05,11,CAH4|CAH5|CAH7|CAH8|CARPB,head,FLYHEAD,fly,UP,True
OSD-207,762,CA4,-2.38566,0.0169896,14,CAH4|CAH7|CARPB,head,FLYHEAD,fly,DOWN,True
OSD-207,763,CA5A,7.57749,1.97346e-05,11,CAH4|CAH5|CAH7|CAH8|CARPB,head,FLYHEAD,fly,UP,True
OSD-207,765,CA6,7.57749,1.97346e-05,11,CAH4|CAH5|CAH7|CAH8|CARPB,head,FLYHEAD,fly,UP,True
OSD-207,766,CA7,7.57749,1.97346e-05,11,CAH4|CAH5|CAH7|CAH8|CARPB,head,FLYHEAD,fly,UP,True
OSD-207,767,CA8,7.57749,1.97346e-05,11,CAH4|CAH5|CAH7|CAH8|CARPB,head,FLYHEAD,fly,UP,True
OSD-207,768,CA9,7.57749,1.97346e-05,11,CAH4|CAH5|CAH7|CAH8|CARPB,head,FLYHEAD,fly,UP,True
OSD-207,770,CA11,7.57749,1.97346e-05,11,CAH4|CAH5|CAH7|CAH8|CARPB,head,FLYHEAD,fly,UP,True
OSD-207,771,CA12,7.57749,1.97346e-05,11,CAH4|CAH5|CAH7|CAH8|CARPB,head,FLYHEAD,fly,UP,True
OSD-207,793,CALB1,-1.0392,3.87434e-06,3,Cbp53E,head,FLYHEAD,fly,DOWN,True
OSD-207,794,CALB2,-1.0392,3.87434e-06,3,Cbp53E,head,FLYHEAD,fly,DOWN,True
OSD-207,801,CALM1,4.25242,0.00115671,18,TpnC4,head,FLYHEAD,fly,UP,True
OSD-207,805,CALM2,4.25242,0.00115671,18,TpnC4,head,FLYHEAD,fly,UP,True
OSD-207,808,CALM3,4.25242,0.00115671,18,TpnC4,head,FLYHEAD,fly,UP,True
OSD-207,810,CALML3,4.25242,0.00115671,18,TpnC4,head,FLYHEAD,fly,UP,True
OSD-207,828,CAPS,-3.36361,7.77505e-09,5,TpnC41C|TpnC47D|TpnC73F,head,FLYHEAD,fly,DOWN,True
OSD-207,833,CARS1,1.22482,8.78009e-08,1,CysRS,head,FLYHEAD,fly,UP,True
OSD-207,834,CASP1,7.58715,0.000559217,14,Decay|Dronc,head,FLYHEAD,fly,UP,True
OSD-207,835,CASP2,7.58715,0.000559217,14,Decay|Dronc,head,FLYHEAD,fly,UP,True
OSD-207,837,CASP4,7.58715,0.000559217,14,Decay|Dronc,head,FLYHEAD,fly,UP,True
OSD-207,838,CASP5,7.58715,0.000559217,14,Decay|Dronc,head,FLYHEAD,fly,UP,True
OSD-207,839,CASP6,7.58715,0.000559217,14,Decay|Dronc,head,FLYHEAD,fly,UP,True
OSD-207,841,CASP8,7.58715,0.000559217,14,Decay|Dronc,head,FLYHEAD,fly,UP,True
OSD-207,842,CASP9,7.58715,0.000559217,14,Decay|Dronc,head,FLYHEAD,fly,UP,True
OSD-207,874,CBR3,-1.77542,0.00359245,4,CG3699,head,FLYHEAD,fly,DOWN,True
OSD-207,890,CCNA2,-1.03395,0.000362875,17,CycE,head,FLYHEAD,fly,DOWN,True
OSD-207,891,CCNB1,1.22467,0.00351006,8,CycA|CycE,head,FLYHEAD,fly,UP,True
OSD-207,894,CCND2,-1.03395,0.000362875,17,CycE,head,FLYHEAD,fly,DOWN,True
OSD-207,896,CCND3,1.22467,0.00351006,8,CycA|CycE,head,FLYHEAD,fly,UP,True
OSD-207,898,CCNE1,-1.03395,0.000362875,17,CycE,head,FLYHEAD,fly,DOWN,True
OSD-207,899,CCNF,-1.03395,0.000362875,17,CycE,head,FLYHEAD,fly,DOWN,True
OSD-207,900,CCNG1,1.22467,0.00351006,8,CycA|CycE,head,FLYHEAD,fly,UP,True
OSD-207,901,CCNG2,1.22467,0.00351006,8,CycA|CycE,head,FLYHEAD,fly,UP,True
OSD-207,921,CD5,-2.02325,2.06489e-08,6,Loxl2,head,FLYHEAD,fly,DOWN,True
OSD-207,922,CD5L,-2.02325,2.06489e-08,6,Loxl2,head,FLYHEAD,fly,DOWN,True
OSD-207,923,CD6,-2.02325,2.06489e-08,6,Loxl2,head,FLYHEAD,fly,DOWN,True
OSD-207,948,CD36,1.04839,0.00595323,2,CG2736,head,FLYHEAD,fly,UP,True
OSD-207,949,SCARB1,-1.95689,0.0216676,1,CG3829|CG7227|ninaD,head,FLYHEAD,fly,DOWN,True
OSD-207,950,SCARB2,1.04839,0.00595323,2,CG2736,head,FLYHEAD,fly,UP,True
OSD-207,983,CDK1,1.11809,0.0085582,1,Cdk1,head,FLYHEAD,fly,UP,True
OSD-207,990,CDC6,-1.76852,2.20825e-05,1,Cdc6,head,FLYHEAD,fly,DOWN,True
OSD-207,993,CDC25A,-1.88811,0.000928058,1,stg,head,FLYHEAD,fly,DOWN,True
OSD-207,1040,CDS1,-1.00082,2.44087e-13,2,Cds,head,FLYHEAD,fly,DOWN,True
OSD-207,1050,CEBPA,-1.34836,0.0136284,4,slbo,head,FLYHEAD,fly,DOWN,True
OSD-207,1051,CEBPB,-1.34836,0.0136284,4,slbo,head,FLYHEAD,fly,DOWN,True
OSD-207,1052,CEBPD,-1.34836,0.0136284,4,slbo,head,FLYHEAD,fly,DOWN,True
OSD-207,1053,CEBPE,-1.34836,0.0136284,4,slbo,head,FLYHEAD,fly,DOWN,True
OSD-207,1056,CEL,1.86331,0.0001826,12,CG4757|CG9289|Est-P|Jhe|Jhedup|alpha-Est2|alpha-Est5,head,FLYHEAD,fly,UP,True
OSD-207,1066,CES1,1.86331,0.0001826,12,CG4757|CG9289|Est-P|Jhe|Jhedup|alpha-Est2|alpha-Est5,head,FLYHEAD,fly,UP,True
OSD-207,1069,CETN2,4.25242,0.00115671,18,TpnC4,head,FLYHEAD,fly,UP,True
OSD-207,1070,CETN3,4.25242,0.00115671,18,TpnC4,head,FLYHEAD,fly,UP,True
OSD-207,1101,CHAD,-3.63822,0.0375998,8,CG18095,head,FLYHEAD,fly,DOWN,True
OSD-207,1103,CHAT,-1.24543,1.29374e-13,1,ChAT,head,FLYHEAD,fly,DOWN,True
OSD-207,1109,AKR1C4,1.29359,0.00308725,9,CG3397|CG6083,head,FLYHEAD,fly,UP,True
OSD-207,1116,CHI3L1,7.71799,2.75479e-08,4,Cda4|Cht10|Cht12|Cht4|Cht7|Cht8|Cht9|Idgf1|Idgf2|Idgf3,head,FLYHEAD,fly,UP,True
OSD-207,1117,CHI3L2,7.71799,2.75479e-08,4,Cda4|Cht10|Cht12|Cht4|Cht7|Cht8|Cht9|Idgf1|Idgf2|Idgf3,head,FLYHEAD,fly,UP,True
OSD-207,1118,CHIT1,7.71799,2.75479e-08,4,Cda4|Cht10|Cht12|Cht4|Cht7|Cht8|Cht9|Idgf1|Idgf2|Idgf3,head,FLYHEAD,fly,UP,True
OSD-207,1154,CISH,1.50055,0.00297696,7,Socs36E,head,FLYHEAD,fly,UP,True
OSD-207,1159,CKMT1B,1.20886,0.0351223,3,CG30274,head,FLYHEAD,fly,UP,True
OSD-207,1160,CKMT2,1.20886,0.0351223,3,CG30274,head,FLYHEAD,fly,UP,True
OSD-207,1163,CKS1B,-1.48207,0.0430591,2,Cks30A,head,FLYHEAD,fly,DOWN,True
OSD-207,1164,CKS2,-1.48207,0.0430591,2,Cks30A,head,FLYHEAD,fly,DOWN,True
OSD-207,1192,CLIC1,-2.70479,0.002238,12,GstD1|GstD6|GstE1|GstE13|GstE3|GstE4|GstE7|GstE8,head,FLYHEAD,fly,DOWN,True
OSD-207,1193,CLIC2,-2.70479,0.002238,12,GstD1|GstD6|GstE1|GstE13|GstE3|GstE4|GstE7|GstE8,head,FLYHEAD,fly,DOWN,True
OSD-207,1258,CNGB1,-1.1979,0.0336102,14,CG6026,head,FLYHEAD,fly,DOWN,True
OSD-207,1259,CNGA1,-1.1979,0.0336102,14,CG6026,head,FLYHEAD,fly,DOWN,True
OSD-207,1261,CNGA3,-1.1979,0.0336102,14,CG6026,head,FLYHEAD,fly,DOWN,True
OSD-207,1262,CNGA4,-1.1979,0.0336102,14,CG6026,head,FLYHEAD,fly,DOWN,True
OSD-207,1286,COL4A4,-1.13258,0.000277666,2,vkg,head,FLYHEAD,fly,DOWN,True
OSD-207,1288,COL4A6,-1.13258,0.000277666,2,vkg,head,FLYHEAD,fly,DOWN,True
OSD-207,1311,COMP,-1.10693,8.02721e-12,6,Tsp,head,FLYHEAD,fly,DOWN,True
OSD-207,1327,COX4I1,-1.04273,1.75203e-11,2,COX4,head,FLYHEAD,fly,DOWN,True
OSD-207,1329,COX5B,-1.24819,4.91832e-13,1,COX5B,head,FLYHEAD,fly,DOWN,True
OSD-207,1339,COX6A2,-1.02143,1.56114e-10,1,levy,head,FLYHEAD,fly,DOWN,True
OSD-207,1346,COX7A1,-1.88625,1.75404e-05,3,CG34172,head,FLYHEAD,fly,DOWN,True
OSD-207,1347,COX7A2,-1.88625,1.75404e-05,3,CG34172,head,FLYHEAD,fly,DOWN,True
OSD-207,1350,COX7C,-1.04242,4.68701e-08,1,COX7C,head,FLYHEAD,fly,DOWN,True
OSD-207,1357,CPA1,5.77394,0.0192294,9,CG12374|CG17633|CG3097|CG4017|CG4408|CG8539|CG8560|CG8563,head,FLYHEAD,fly,UP,True
OSD-207,1358,CPA2,5.77394,0.0192294,9,CG12374|CG17633|CG4017|CG4408|CG8539|CG8560,head,FLYHEAD,fly,UP,True
OSD-207,1359,CPA3,5.77394,0.0192294,9,CG12374|CG17633|CG3097|CG4017|CG4408|CG8539|CG8560|CG8563,head,FLYHEAD,fly,UP,True
OSD-207,1360,CPB1,5.77394,0.0192294,9,CG12374|CG17633|CG4017|CG4408|CG8539|CG8560,head,FLYHEAD,fly,UP,True
OSD-207,1361,CPB2,5.77394,0.0192294,9,CG12374|CG17633|CG3097|CG4017|CG4408|CG8539|CG8560|CG8563,head,FLYHEAD,fly,UP,True
OSD-207,1370,CPN2,-3.63822,0.0375998,8,CG18095,head,FLYHEAD,fly,DOWN,True
OSD-207,1381,CRABP1,-1.16032,2.22008e-06,12,fabp,head,FLYHEAD,fly,DOWN,True
OSD-207,1382,CRABP2,-1.16032,2.22008e-06,12,fabp,head,FLYHEAD,fly,DOWN,True
OSD-207,1388,ATF6B,1.25927,0.0245973,9,CrebA,head,FLYHEAD,fly,UP,True
OSD-207,1390,CREM,1.25927,0.0245973,9,CrebA,head,FLYHEAD,fly,UP,True
OSD-207,1409,CRYAA|LOC102724652,-3.96244,6.71931e-05,7,Hsp22|Hsp26|Hsp67Ba|Hsp67Bc|l(2)efl,head,FLYHEAD,fly,DOWN,True
OSD-207,1410,CRYAB,-3.96244,6.71931e-05,7,Hsp22|Hsp26|Hsp67Ba|Hsp67Bc|l(2)efl,head,FLYHEAD,fly,DOWN,True
OSD-207,1431,CS,-1.60067,8.24504e-10,1,kdn,head,FLYHEAD,fly,DOWN,True
OSD-207,1465,CSRP1,-1.38457,0.000240129,3,Mlp60A|Mlp84B,head,FLYHEAD,fly,DOWN,True
OSD-207,1466,CSRP2,-1.38457,0.000240129,3,Mlp60A|Mlp84B,head,FLYHEAD,fly,DOWN,True
OSD-207,1486,CTBS,-2.09677,3.46127e-05,1,Cda5,head,FLYHEAD,fly,DOWN,True
OSD-207,1488,CTBP2,1.39498,7.74353e-06,2,CG1236,head,FLYHEAD,fly,UP,True
OSD-207,1514,CTSL,1.11832,0.00529265,3,CG11459|Swim,head,FLYHEAD,fly,UP,True
OSD-207,1515,CTSV,1.11832,0.00529265,3,CG11459|Swim,head,FLYHEAD,fly,UP,True
OSD-207,1521,CTSW,-1.00672,0.0453961,5,Swim,head,FLYHEAD,fly,DOWN,True
OSD-207,1537,CYC1,-1.25744,0.0159161,1,Cyt-c1|Cyt-c1L,head,FLYHEAD,fly,DOWN,True
OSD-207,1579,CYP4A11,3.33857,4.10384e-07,13,Cyp4aa1|Cyp4ac1|Cyp4ac2|Cyp4ad1|Cyp4ae1|Cyp4c3|Cyp4d1|Cyp4d14|Cyp4d21|Cyp4e2|Cyp4e3|Cyp4p1|Cyp4p2|Cyp4s3,head,FLYHEAD,fly,UP,True
OSD-207,1580,CYP4B1,3.33857,4.10384e-07,13,Cyp4aa1|Cyp4ac1|Cyp4ac2|Cyp4ad1|Cyp4ae1|Cyp4c3|Cyp4d1|Cyp4d14|Cyp4d21|Cyp4e2|Cyp4e3|Cyp4p1|Cyp4p2|Cyp4s3,head,FLYHEAD,fly,UP,True
OSD-207,1588,CYP19A1,3.33857,4.10384e-07,13,Cyp4aa1|Cyp4ac1|Cyp4ac2|Cyp4ad1|Cyp4ae1|Cyp4c3|Cyp4d1|Cyp4d14|Cyp4d21|Cyp4e2|Cyp4e3|Cyp4p1|Cyp4p2|Cyp4s3,head,FLYHEAD,fly,UP,True
OSD-207,1591,CYP24A1,1.22771,0.0278772,4,sad,head,FLYHEAD,fly,UP,True
OSD-207,1593,CYP27A1,1.22771,0.0278772,4,sad,head,FLYHEAD,fly,UP,True
OSD-207,1594,CYP27B1,1.22771,0.0278772,4,sad,head,FLYHEAD,fly,UP,True
OSD-207,1606,DGKA,-1.394,7.25467e-11,9,rdgA,head,FLYHEAD,fly,DOWN,True
OSD-207,1607,DGKB,-1.394,7.25467e-11,9,rdgA,head,FLYHEAD,fly,DOWN,True
OSD-207,1608,DGKG,-1.394,7.25467e-11,9,rdgA,head,FLYHEAD,fly,DOWN,True
OSD-207,1622,DBI,-1.03773,0.00499862,4,Acbp2,head,FLYHEAD,fly,DOWN,True
OSD-207,1632,ECI1,1.11282,1.06265e-05,1,CG4594,head,FLYHEAD,fly,UP,True
OSD-207,1645,AKR1C1,1.29359,0.00308725,9,CG3397|CG6083,head,FLYHEAD,fly,UP,True
OSD-207,1646,AKR1C2,1.29359,0.00308725,9,CG3397|CG6083,head,FLYHEAD,fly,UP,True
OSD-207,1647,GADD45A,2.41567,2.74243e-06,3,Gadd45,head,FLYHEAD,fly,UP,True
OSD-207,1737,DLAT,-1.4358,3.15072e-11,1,muc,head,FLYHEAD,fly,DOWN,True
OSD-207,1738,DLD,-1.30775,4.56755e-12,1,CG7430,head,FLYHEAD,fly,DOWN,True
OSD-207,1757,SARDH,1.15604,0.00332354,1,Sardh,head,FLYHEAD,fly,UP,True
OSD-207,1763,DNA2,2.06363,0.0139241,4,CG6701|CG6967,head,FLYHEAD,fly,UP,True
OSD-207,1777,DNASE2,1.04149,0.00434748,2,DNaseII,head,FLYHEAD,fly,UP,True
OSD-207,1780,DYNC1I1,4.48755,0.0477932,2,Sdic1,head,FLYHEAD,fly,UP,True
OSD-207,1781,DYNC1I2,4.48755,0.0477932,2,Sdic1,head,FLYHEAD,fly,UP,True
OSD-207,1889,ECE1,-2.32596,2.28499e-05,6,Nep4|Nepl12|Nepl20,head,FLYHEAD,fly,DOWN,True
OSD-207,1977,EIF4E,-4.6824,0.0115976,4,eIF4E6|eIF4E7,head,FLYHEAD,fly,DOWN,True
OSD-207,1978,EIF4EBP1,-1.20964,4.40286e-07,3,Thor,head,FLYHEAD,fly,DOWN,True
OSD-207,1979,EIF4EBP2,-1.20964,4.40286e-07,3,Thor,head,FLYHEAD,fly,DOWN,True
OSD-207,2039,DMTN,-7.48785,1.29818e-11,4,Unc-115a|Unc-115b,head,FLYHEAD,fly,DOWN,True
OSD-207,2040,STOM,1.68157,0.00574434,2,Mec2,head,FLYHEAD,fly,UP,True
OSD-207,2052,EPHX1,1.11258,0.00943432,1,Jheh1,head,FLYHEAD,fly,UP,True
OSD-207,2053,EPHX2,1.05096,0.00152393,8,CG15879|CG5707,head,FLYHEAD,fly,UP,True
OSD-207,2118,ETV4,-1.58998,0.0123742,1,Ets96B,head,FLYHEAD,fly,DOWN,True
OSD-207,2122,MECOM,-1.75639,0.000500089,1,CG10348,head,FLYHEAD,fly,DOWN,True
OSD-207,2166,FAAH,1.16497,0.0313708,1,CG7910,head,FLYHEAD,fly,UP,True
OSD-207,2167,FABP4,-1.16032,2.22008e-06,12,fabp,head,FLYHEAD,fly,DOWN,True
OSD-207,2170,FABP3,-1.16032,2.22008e-06,12,fabp,head,FLYHEAD,fly,DOWN,True
OSD-207,2171,FABP5,-1.16032,2.22008e-06,12,fabp,head,FLYHEAD,fly,DOWN,True
OSD-207,2177,FANCD2,1.06114,0.000240815,1,Fancd2,head,FLYHEAD,fly,UP,True
OSD-207,2180,ACSL1,-1.52947,0.00087416,12,CG11391|CG11407|Fatp2,head,FLYHEAD,fly,DOWN,True
OSD-207,2181,ACSL3,-1.52947,0.00087416,12,CG11391|CG11407|Fatp2,head,FLYHEAD,fly,DOWN,True
OSD-207,2182,ACSL4,-1.52947,0.00087416,12,CG11391|CG11407|Fatp2,head,FLYHEAD,fly,DOWN,True
OSD-207,2184,FAH,-1.06221,0.00102637,1,Faa,head,FLYHEAD,fly,DOWN,True
OSD-207,2194,FASN,-2.00255,0.00597929,1,FASN2,head,FLYHEAD,fly,DOWN,True
OSD-207,2208,FCER2,3.45919,0.0100134,15,lectin-33A|tfc,head,FLYHEAD,fly,UP,True
OSD-207,2271,FH,1.89788,0.0393289,1,Fum2,head,FLYHEAD,fly,UP,True
OSD-207,2317,FLNB,-1.03847,0.00735796,1,CG5984,head,FLYHEAD,fly,DOWN,True
OSD-207,2487,FRZB,-1.03315,4.60182e-07,1,fz,head,FLYHEAD,fly,DOWN,True
OSD-207,2542,SLC37A4,4.25786,0.000176882,9,CG15096|CG30265|CG7881|CG9826|MFS12,head,FLYHEAD,fly,UP,True
OSD-207,2547,XRCC6,1.51765,2.04814e-06,1,Irbp,head,FLYHEAD,fly,UP,True
OSD-207,2571,GAD1,-1.16552,6.4767e-10,2,Gad1,head,FLYHEAD,fly,DOWN,True
OSD-207,2572,GAD2,-1.16552,6.4767e-10,2,Gad1,head,FLYHEAD,fly,DOWN,True
OSD-207,2588,GALNS,-1.37749,9.25918e-05,15,CG7402,head,FLYHEAD,fly,DOWN,True
OSD-207,2597,GAPDH,-1.0182,0.000459587,1,Gapdh1,head,FLYHEAD,fly,DOWN,True
OSD-207,2618,GART,1.10041,0.0179459,1,Gart,head,FLYHEAD,fly,UP,True
OSD-207,2622,GAS8,1.31014,0.0216619,1,Gas8,head,FLYHEAD,fly,UP,True
OSD-207,2626,GATA4,6.36103,0.000506116,1,GATAe,head,FLYHEAD,fly,UP,True
OSD-207,2632,GBE1,-1.17267,0.00389222,1,AGBE,head,FLYHEAD,fly,DOWN,True
OSD-207,2639,GCDH,1.32863,0.00185365,1,CG9547,head,FLYHEAD,fly,UP,True
OSD-207,2643,GCH1,-1.29511,0.00169195,1,Pu,head,FLYHEAD,fly,DOWN,True
OSD-207,2649,NR6A1,-2.30008,0.000749756,1,Hr4,head,FLYHEAD,fly,DOWN,True
OSD-207,2678,GGT1,1.25295,9.29513e-07,7,Ggt-1,head,FLYHEAD,fly,UP,True
OSD-207,2686,GGT7,1.25295,9.29513e-07,7,Ggt-1,head,FLYHEAD,fly,UP,True
OSD-207,2687,GGT5,1.25295,9.29513e-07,7,Ggt-1,head,FLYHEAD,fly,UP,True
OSD-207,2717,GLA,-1.41394,0.0114387,2,CG5731|CG7997,head,FLYHEAD,fly,DOWN,True
OSD-207,2720,GLB1,2.00693,0.0034701,4,Ect3,head,FLYHEAD,fly,UP,True
OSD-207,2731,GLDC,1.42309,0.00913985,1,CG3999,head,FLYHEAD,fly,UP,True
OSD-207,2744,GLS,-1.12101,8.59251e-05,2,GLS,head,FLYHEAD,fly,DOWN,True
OSD-207,2746,GLUD1,-1.12061,2.54349e-06,2,Gdh,head,FLYHEAD,fly,DOWN,True
OSD-207,2747,GLUD2,-1.12061,2.54349e-06,2,Gdh,head,FLYHEAD,fly,DOWN,True
OSD-207,2767,GNA11,-1.08542,4.10619e-05,9,CG30054,head,FLYHEAD,fly,DOWN,True
OSD-207,2769,GNA15,-1.08542,4.10619e-05,9,CG30054,head,FLYHEAD,fly,DOWN,True
OSD-207,2774,GNAL,-1.08542,4.10619e-05,9,CG30054,head,FLYHEAD,fly,DOWN,True
OSD-207,2776,GNAQ,-1.08542,4.10619e-05,9,CG30054,head,FLYHEAD,fly,DOWN,True
OSD-207,2778,GNAS,-1.08542,4.10619e-05,9,CG30054,head,FLYHEAD,fly,DOWN,True
OSD-207,2781,GNAZ,-1.08542,4.10619e-05,9,CG30054,head,FLYHEAD,fly,DOWN,True
OSD-207,2799,GNS,-1.37749,9.25918e-05,15,CG7402,head,FLYHEAD,fly,DOWN,True
OSD-207,2820,GPD2,-1.05952,7.02327e-07,1,Gpo1,head,FLYHEAD,fly,DOWN,True
OSD-207,2890,GRIA1,-3.03189,0.000294898,17,CG11155|Grik|Ir41a|Ir68a|Ir75a|Ir75b|Ir75c|Ir92a,head,FLYHEAD,fly,DOWN,True
OSD-207,2891,GRIA2,-3.03189,0.000294898,17,CG11155|Grik|Ir41a|Ir68a|Ir75a|Ir75b|Ir75c|Ir92a,head,FLYHEAD,fly,DOWN,True
OSD-207,2892,GRIA3,-3.03189,0.000294898,17,CG11155|Grik|Ir41a|Ir68a|Ir75a|Ir75b|Ir75c|Ir92a,head,FLYHEAD,fly,DOWN,True
OSD-207,2893,GRIA4,-3.03189,0.000294898,17,CG11155|Grik|Ir41a|Ir68a|Ir75a|Ir75b|Ir75c|Ir92a,head,FLYHEAD,fly,DOWN,True
OSD-207,2894,GRID1,-3.03189,0.000294898,17,CG11155|Grik|Ir41a|Ir68a|Ir75a|Ir75b|Ir75c|Ir92a,head,FLYHEAD,fly,DOWN,True
OSD-207,2895,GRID2,-3.03189,0.000294898,17,Grik|Ir41a|Ir68a|Ir75a|Ir75b|Ir75c|Ir92a,head,FLYHEAD,fly,DOWN,True
OSD-207,2897,GRIK1,-3.03189,0.000294898,17,CG11155|Grik|Ir41a|Ir68a|Ir75a|Ir75b|Ir75c|Ir92a,head,FLYHEAD,fly,DOWN,True
OSD-207,2898,GRIK2,-3.03189,0.000294898,17,CG11155|Grik|Ir41a|Ir68a|Ir75a|Ir75b|Ir75c|Ir92a,head,FLYHEAD,fly,DOWN,True
OSD-207,2899,GRIK3,-3.03189,0.000294898,17,CG11155|Grik|Ir41a|Ir68a|Ir75a|Ir75b|Ir75c|Ir92a,head,FLYHEAD,fly,DOWN,True
OSD-207,2900,GRIK4,-3.03189,0.000294898,17,CG11155|Grik|Ir41a|Ir68a|Ir75a|Ir75b|Ir75c|Ir92a,head,FLYHEAD,fly,DOWN,True
OSD-207,2901,GRIK5,-3.03189,0.000294898,17,CG11155|Grik|Ir41a|Ir68a|Ir75a|Ir75b|Ir75c|Ir92a,head,FLYHEAD,fly,DOWN,True
OSD-207,2903,GRIN2A,-3.03189,0.000294898,17,Grik|Ir41a|Ir68a|Ir75a|Ir75b|Ir75c|Ir92a,head,FLYHEAD,fly,DOWN,True
OSD-207,2904,GRIN2B,-3.03189,0.000294898,17,CG11155|Grik|Ir41a|Ir68a|Ir75a|Ir75b|Ir75c|Ir92a,head,FLYHEAD,fly,DOWN,True
