osd,hEntrez,humanSymbol,log2fc,adj_p,top_fanout,model_symbols,tissue,system,species,dir,strict
OSD-207,259266,ASPM,-1.94231,0.0109214,1,asp,head,FLYHEAD,fly,DOWN,True
OSD-207,259307,IL4I1,-3.14245,0.000102383,5,CG5653|CG6034|CG7460|CG7737|shps,head,FLYHEAD,fly,DOWN,True
OSD-207,260293,CYP4X1,3.33857,4.10384e-07,13,Cyp4aa1|Cyp4ac1|Cyp4ac2|Cyp4ad1|Cyp4ae1|Cyp4c3|Cyp4d1|Cyp4d14|Cyp4d21|Cyp4e2|Cyp4e3|Cyp4p1|Cyp4p2|Cyp4s3,head,FLYHEAD,fly,UP,True
OSD-207,260434,PYDC1,7.58715,0.000559217,14,Decay|Dronc,head,FLYHEAD,fly,UP,True
OSD-207,267020,ATP5MGL,-1.21476,4.99125e-13,2,ATPsynG,head,FLYHEAD,fly,DOWN,True
OSD-207,282679,AQP11,-1.4671,9.61347e-08,2,AQP,head,FLYHEAD,fly,DOWN,True
OSD-207,283208,P4HA3,4.79057,8.53254e-05,2,CG15539|PH4alphaMP|PH4alphaPV,head,FLYHEAD,fly,UP,True
OSD-207,283219,KCTD21,-1.20883,8.50861e-11,13,twz,head,FLYHEAD,fly,DOWN,True
OSD-207,283232,TMEM80,-1.06402,0.00214792,3,CG11760,head,FLYHEAD,fly,DOWN,True
OSD-207,283238,SLC22A24,2.48226,0.00316086,22,Balat|CG14856|CG15221|CG31106|CG42269|CG4459|CG4462|CG6231|Orct2|SLC22A,head,FLYHEAD,fly,UP,True
OSD-207,283316,CD163L1,-2.02325,2.06489e-08,6,Loxl2,head,FLYHEAD,fly,DOWN,True
OSD-207,283464,GXYLT1,1.25909,6.6629e-05,3,shams,head,FLYHEAD,fly,UP,True
OSD-207,283518,KCNRG,-1.20883,8.50861e-11,13,twz,head,FLYHEAD,fly,DOWN,True
OSD-207,283652,SLC24A5,-1.03994,3.85388e-13,1,CG1090,head,FLYHEAD,fly,DOWN,True
OSD-207,283807,FBXL22,2.8656,0.00389939,13,CG9003|FipoQ|Skp2,head,FLYHEAD,fly,UP,True
OSD-207,283848,CES4A,1.86331,0.0001826,12,CG4757|CG9289|Est-P|Jhe|Jhedup|alpha-Est2|alpha-Est5,head,FLYHEAD,fly,UP,True
OSD-207,283871,PGP,-1.05738,2.75326e-06,3,CG10352,head,FLYHEAD,fly,DOWN,True
OSD-207,283971,CLEC18C,6.05991,7.49826e-06,13,Ag5r|CG17974|CG34002|CG8483|CG9400|antr|scpr-A|scpr-B|scpr-C,head,FLYHEAD,fly,UP,True
OSD-207,284076,TTLL6,-2.61559,0.0016854,3,TTLL3B,head,FLYHEAD,fly,DOWN,True
OSD-207,284114,TMEM102,5.48452,0.000176743,2,CG15865,head,FLYHEAD,fly,UP,True
OSD-207,284129,SLC26A11,1.55493,1.49715e-07,1,CG5002,head,FLYHEAD,fly,UP,True
OSD-207,284252,KCTD1,-1.20883,8.50861e-11,13,twz,head,FLYHEAD,fly,DOWN,True
OSD-207,284273,PTGR3,2.78043,0.0455673,1,CG4836,head,FLYHEAD,fly,UP,True
OSD-207,284297,SSC5D,-2.02325,2.06489e-08,6,Loxl2,head,FLYHEAD,fly,DOWN,True
OSD-207,284541,CYP4A22,3.33857,4.10384e-07,13,Cyp4aa1|Cyp4ac1|Cyp4ac2|Cyp4ad1|Cyp4ae1|Cyp4c3|Cyp4d1|Cyp4d14|Cyp4d21|Cyp4e2|Cyp4e3|Cyp4p1|Cyp4p2|Cyp4s3,head,FLYHEAD,fly,UP,True
OSD-207,284613,CYB561D1,1.35477,0.000322733,2,CG13077,head,FLYHEAD,fly,UP,True
OSD-207,285126,DNAJC5G,1.63392,1.72962e-05,13,P58IPK,head,FLYHEAD,fly,UP,True
OSD-207,285440,CYP4V2,3.33857,4.10384e-07,13,Cyp4aa1|Cyp4ac1|Cyp4ac2|Cyp4ad1|Cyp4ae1|Cyp4c3|Cyp4d1|Cyp4d14|Cyp4d21|Cyp4e2|Cyp4e3|Cyp4p1|Cyp4p2|Cyp4s3,head,FLYHEAD,fly,UP,True
OSD-207,285588,EFCAB9,4.25242,0.00115671,18,TpnC4,head,FLYHEAD,fly,UP,True
OSD-207,286187,PPP1R42,1.12635,0.0171592,10,TbCMF46,head,FLYHEAD,fly,UP,True
OSD-207,286514,MAGEB18,1.04407,4.692e-09,33,MAGE,head,FLYHEAD,fly,UP,True
OSD-207,317649,EIF4E3,-4.6824,0.0115976,4,eIF4E6|eIF4E7,head,FLYHEAD,fly,DOWN,True
OSD-207,317749,DHRS4L2,-1.77542,0.00359245,4,CG3699,head,FLYHEAD,fly,DOWN,True
OSD-207,317781,DDX51,1.0962,1.34111e-05,1,Dbp73D,head,FLYHEAD,fly,UP,True
OSD-207,333926,PPM1J,-1.99809,6.78965e-05,7,CG17746,head,FLYHEAD,fly,DOWN,True
OSD-207,338339,CLEC4D,3.45919,0.0100134,15,lectin-33A|tfc,head,FLYHEAD,fly,UP,True
OSD-207,338567,KCNK18,-1.88766,2.226e-07,3,CG10864|CG43155|Task6|sand,head,FLYHEAD,fly,DOWN,True
OSD-207,339105,PRSS53,18.9191,1.71707e-10,2,CG10405|CG8299|Try29F|alphaTry|betaTry|gammaTry,head,FLYHEAD,fly,UP,True
OSD-207,339390,CLEC4G,3.45919,0.0100134,15,lectin-33A|tfc,head,FLYHEAD,fly,UP,True
OSD-207,339398,LINGO4,5.25455,0.00351329,2,CG4781|CG5819,head,FLYHEAD,fly,UP,True
OSD-207,339761,CYP27C1,1.22771,0.0278772,4,sad,head,FLYHEAD,fly,UP,True
OSD-207,339967,TMPRSS11A,-2.05836,4.50411e-06,18,CG1632|Sb,head,FLYHEAD,fly,DOWN,True
OSD-207,340061,STING1,2.60412,1.88414e-06,1,Sting,head,FLYHEAD,fly,UP,True
OSD-207,340075,ARSI,-1.37749,9.25918e-05,15,CG7402,head,FLYHEAD,fly,DOWN,True
OSD-207,340485,ACER2,-1.46369,1.52822e-05,1,bwa,head,FLYHEAD,fly,DOWN,True
OSD-207,340562,SATL1,2.8439,0.0201424,3,CG4210,head,FLYHEAD,fly,UP,True
OSD-207,340654,LIPM,-6.13208,3.96184e-06,6,CG11406|CG18302|CG3635|CG6753|CG7329|Lip2|Lip3|Lip4,head,FLYHEAD,fly,DOWN,True
OSD-207,340811,AKR1C8,1.29359,0.00308725,9,CG3397|CG6083,head,FLYHEAD,fly,UP,True
OSD-207,341883,LRRC9,1.12635,0.0171592,10,TbCMF46,head,FLYHEAD,fly,UP,True
OSD-207,342850,ANKRD62,1.60244,0.0365965,8,CG42391,head,FLYHEAD,fly,UP,True
OSD-207,344018,FIGLA,-1.44934,0.0155155,13,twi,head,FLYHEAD,fly,DOWN,True
OSD-207,344148,NCKAP5,-1.14933,3.26049e-08,2,CG42663,head,FLYHEAD,fly,DOWN,True
OSD-207,344805,TMPRSS7,-2.05836,4.50411e-06,18,Sb,head,FLYHEAD,fly,DOWN,True
OSD-207,344905,ATP13A5,-4.60061,0.0156248,17,CG45063,head,FLYHEAD,fly,DOWN,True
OSD-207,345051,REELD1,-1.42598,0.00531285,3,l(2)34Fc,head,FLYHEAD,fly,DOWN,True
OSD-207,346007,EYS,1.47218,0.0379063,1,frac,head,FLYHEAD,fly,UP,True
OSD-207,346562,GNAT3,-1.08542,4.10619e-05,9,CG30054,head,FLYHEAD,fly,DOWN,True
OSD-207,346606,MOGAT3,-3.51811,0.0431334,7,CG1946|Dgat2,head,FLYHEAD,fly,DOWN,True
OSD-207,347051,SLC10A5,-3.57691,0.00516572,2,CG9903,head,FLYHEAD,fly,DOWN,True
OSD-207,347516,DGAT2L6,-3.51811,0.0431334,7,CG1946|Dgat2,head,FLYHEAD,fly,DOWN,True
OSD-207,347527,ARSH,-1.37749,9.25918e-05,15,CG7402,head,FLYHEAD,fly,DOWN,True
OSD-207,347541,MAGEB5,1.04407,4.692e-09,33,MAGE,head,FLYHEAD,fly,UP,True
OSD-207,347733,TUBB2B,-1.13556,0.0234853,2,betaTub85D,head,FLYHEAD,fly,DOWN,True
OSD-207,348174,CLEC18A,6.05991,7.49826e-06,13,Ag5r|CG17974|CG34002|CG8483|CG9400|antr|scpr-A|scpr-B|scpr-C,head,FLYHEAD,fly,UP,True
OSD-207,348980,HCN1,-1.1979,0.0336102,14,CG6026,head,FLYHEAD,fly,DOWN,True
OSD-207,350383,GPR142,-2.40552,0.00473433,2,CG15614,head,FLYHEAD,fly,DOWN,True
OSD-207,360200,TMPRSS9,-2.05836,4.50411e-06,18,Sb,head,FLYHEAD,fly,DOWN,True
OSD-207,360226,PRSS41,-2.05836,4.50411e-06,18,Sb,head,FLYHEAD,fly,DOWN,True
OSD-207,374618,TEX9,-1.58499,0.0295065,1,CG4681,head,FLYHEAD,fly,DOWN,True
OSD-207,374860,ANKRD30B,1.60244,0.0365965,8,CG42391,head,FLYHEAD,fly,UP,True
OSD-207,374955,SPATA21,-3.36361,7.77505e-09,5,TpnC41C|TpnC47D|TpnC73F,head,FLYHEAD,fly,DOWN,True
OSD-207,375033,PEAR1,-2.28464,1.25337e-07,2,NimA,head,FLYHEAD,fly,DOWN,True
OSD-207,375323,LHFPL4,-1.95127,0.000235793,3,Tmhs,head,FLYHEAD,fly,DOWN,True
OSD-207,375612,LHFPL3,-1.95127,0.000235793,3,Tmhs,head,FLYHEAD,fly,DOWN,True
OSD-207,376497,SLC27A1,-1.52947,0.00087416,12,CG11391|CG11407|Fatp2,head,FLYHEAD,fly,DOWN,True
OSD-207,377677,CA13,7.57749,1.97346e-05,11,CAH4|CAH5|CAH7|CAH8|CARPB,head,FLYHEAD,fly,UP,True
OSD-207,386617,KCTD8,-1.20883,8.50861e-11,13,twz,head,FLYHEAD,fly,DOWN,True
OSD-207,386618,KCTD4,-1.20883,8.50861e-11,13,twz,head,FLYHEAD,fly,DOWN,True
OSD-207,387601,SLC22A25,2.48226,0.00316086,22,Balat|CG14856|CG15221|CG31106|CG42269|CG4459|CG4462|CG6231|Orct2|SLC22A,head,FLYHEAD,fly,UP,True
OSD-207,387700,SLC16A12,-1.3207,0.0178996,14,CG13907|Mct1,head,FLYHEAD,fly,DOWN,True
OSD-207,387755,INSC,1.0404,0.0022679,1,insc,head,FLYHEAD,fly,UP,True
OSD-207,387775,SLC22A10,2.48226,0.00316086,22,Balat|CG14856|CG15221|CG31106|CG42269|CG4459|CG4462|CG6231|Orct2|SLC22A,head,FLYHEAD,fly,UP,True
OSD-207,387923,SERP2,1.06654,6.05484e-06,2,CG32276,head,FLYHEAD,fly,UP,True
OSD-207,388228,SBK1,-1.01018,1.99722e-06,2,CG4945,head,FLYHEAD,fly,DOWN,True
OSD-207,388403,YPEL2,-1.02412,9.56315e-05,1,CG15309,head,FLYHEAD,fly,DOWN,True
OSD-207,388512,CLEC17A,3.45919,0.0100134,15,lectin-33A|tfc,head,FLYHEAD,fly,UP,True
OSD-207,388531,RGS9BP,-1.79766,4.24948e-06,2,CG14340,head,FLYHEAD,fly,DOWN,True
OSD-207,388585,HES5,-3.59013,0.000534153,13,E(spl)m3-HLH|E(spl)m7-HLH|h,head,FLYHEAD,fly,DOWN,True
OSD-207,389207,GRXCR1,-5.23167,0.000403313,2,CG12206|CG31559,head,FLYHEAD,fly,DOWN,True
OSD-207,389208,TMPRSS11F,-2.05836,4.50411e-06,18,CG1632|Sb,head,FLYHEAD,fly,DOWN,True
OSD-207,389816,LRRC26,-3.63822,0.0375998,8,CG18095,head,FLYHEAD,fly,DOWN,True
OSD-207,389852,SPACA5,10.0391,0.000420584,7,CG11159|CG16756|CG16799|CG30062|CG8492|LysE|LysP|LysS,head,FLYHEAD,fly,UP,True
OSD-207,390992,HES3,-3.59013,0.000534153,13,E(spl)m3-HLH|E(spl)m7-HLH,head,FLYHEAD,fly,DOWN,True
OSD-207,391059,FRRS1,-1.42598,0.00531285,3,l(2)34Fc,head,FLYHEAD,fly,DOWN,True
OSD-207,391723,HELT,-3.59013,0.000534153,13,E(spl)m3-HLH|E(spl)m7-HLH,head,FLYHEAD,fly,DOWN,True
OSD-207,392433,MAGEB6B,1.04407,4.692e-09,33,MAGE,head,FLYHEAD,fly,UP,True
OSD-207,392843,IQCA1L,1.11534,0.0130365,2,CG14183,head,FLYHEAD,fly,UP,True
OSD-207,401190,RGS7BP,-1.79766,4.24948e-06,2,CG14340,head,FLYHEAD,fly,DOWN,True
OSD-207,401236,STMND1,-1.3201,1.07744e-08,5,stai,head,FLYHEAD,fly,DOWN,True
OSD-207,401251,SAPCD1,-4.94054,0.000697066,1,CG3880,head,FLYHEAD,fly,DOWN,True
OSD-207,401720,FIGNL2,2.17834,0.000966431,7,Fign,head,FLYHEAD,fly,UP,True
OSD-207,402665,IGLON5,-2.87402,0.00701997,6,Ama|DIP-zeta,head,FLYHEAD,fly,DOWN,True
OSD-207,405753,DUOXA2,-1.58459,6.60238e-06,2,mol,head,FLYHEAD,fly,DOWN,True
OSD-207,440307,TTLL13,-2.87954,0.0191902,1,TTLL6A,head,FLYHEAD,fly,DOWN,True
OSD-207,440567,UQCRHL,-1.22555,3.30067e-09,2,UQCR-11,head,FLYHEAD,fly,DOWN,True
OSD-207,440822,PIWIL3,1.3067,0.021299,2,aub,head,FLYHEAD,fly,UP,True
OSD-207,441024,MTHFD2L,1.93349,0.0176001,1,Nmdmc,head,FLYHEAD,fly,UP,True
OSD-207,441282,AKR1B15,1.44574,0.0155674,1,CG12766|CG3397|CG6083,head,FLYHEAD,fly,UP,True
OSD-207,441459,ANKRD18B,1.60244,0.0365965,8,CG42391,head,FLYHEAD,fly,UP,True
OSD-207,441531,PGAM4,-1.01011,3.79176e-06,3,Pglym78,head,FLYHEAD,fly,DOWN,True
OSD-207,441549,CDNF,1.59312,1.27431e-06,2,Manf,head,FLYHEAD,fly,UP,True
OSD-207,442117,GALNTL6,3.29878,0.0269259,9,CG31776|Pgant4|Pgant8,head,FLYHEAD,fly,UP,True
OSD-207,448834,KPRP,-2.61559,0.0016854,3,TTLL3B,head,FLYHEAD,fly,DOWN,True
OSD-207,497190,CLEC18B,6.05991,7.49826e-06,13,Ag5r|CG17974|CG34002|CG8483|CG9400|antr|scpr-A|scpr-B|scpr-C,head,FLYHEAD,fly,UP,True
OSD-207,548596,CKMT1A,1.20886,0.0351223,3,CG30274,head,FLYHEAD,fly,UP,True
OSD-207,554226,ANKRD30BL,1.60244,0.0365965,8,CG42391,head,FLYHEAD,fly,UP,True
OSD-207,574537,UGT2A2,-8.26418,1.74035e-19,21,Ugt302K1|Ugt305A1|Ugt35B1|Ugt35E1|Ugt35E2|Ugt37A2|Ugt37A3|Ugt37B1|Ugt37C1,head,FLYHEAD,fly,DOWN,True
OSD-207,642658,SCX,2.12499,0.0345038,12,Hand|twi,head,FLYHEAD,fly,UP,True
OSD-207,643226,GRXCR2,-5.23167,0.000403313,2,CG12206|CG31559,head,FLYHEAD,fly,DOWN,True
OSD-207,643414,LIPK,-6.13208,3.96184e-06,6,CG11406|CG18302|CG3635|CG6753|CG7329|Lip2|Lip3|Lip4,head,FLYHEAD,fly,DOWN,True
OSD-207,643418,LIPN,-6.13208,3.96184e-06,6,CG11406|CG18302|CG3635|CG6753|CG7329|Lip2|Lip3|Lip4,head,FLYHEAD,fly,DOWN,True
OSD-207,644943,RASSF10,-1.78566,5.12987e-06,2,CG13875,head,FLYHEAD,fly,DOWN,True
OSD-207,645104,CLRN2,-1.02734,0.00164436,3,CG1103,head,FLYHEAD,fly,DOWN,True
OSD-207,645121,CCNI2,1.22467,0.00351006,8,CycA|CycE,head,FLYHEAD,fly,UP,True
OSD-207,645191,LINGO3,5.25455,0.00351329,2,CG4781|CG5819,head,FLYHEAD,fly,UP,True
OSD-207,645432,ARRDC5,7.26609,0.000416164,1,CG10086|CG18745|CG18746|CG18747|CG18748|CG2993,head,FLYHEAD,fly,UP,True
OSD-207,645864,MAGEB17,1.04407,4.692e-09,33,MAGE,head,FLYHEAD,fly,UP,True
OSD-207,646480,FABP9,-1.16032,2.22008e-06,12,fabp,head,FLYHEAD,fly,DOWN,True
OSD-207,646486,FABP12,-1.16032,2.22008e-06,12,fabp,head,FLYHEAD,fly,DOWN,True
OSD-207,646960,PRSS56,-4.17146,0.0139909,2,CG33459,head,FLYHEAD,fly,DOWN,True
OSD-207,653437,AQP12B,-1.4671,9.61347e-08,2,AQP,head,FLYHEAD,fly,DOWN,True
OSD-207,653689,GSTT2B,-2.70479,0.002238,12,GstD1|GstD6|GstE1|GstE13|GstE3|GstE4|GstE7|GstE8|se,head,FLYHEAD,fly,DOWN,True
OSD-207,727857,BHLHA9,2.12499,0.0345038,12,Hand|twi,head,FLYHEAD,fly,UP,True
OSD-207,728215,NALF1,-1.12957,1.98673e-12,2,Mid1,head,FLYHEAD,fly,DOWN,True
OSD-207,728226,GGTLC3,1.25295,9.29513e-07,7,Ggt-1,head,FLYHEAD,fly,UP,True
OSD-207,728239,MAGED4,1.04407,4.692e-09,33,MAGE,head,FLYHEAD,fly,UP,True
OSD-207,728763,CROCC2,1.83203,0.0114723,2,Root,head,FLYHEAD,fly,UP,True
OSD-207,728819,C1GALT1C1L,5.73695,0.000150642,3,CG2983|tgy,head,FLYHEAD,fly,UP,True
OSD-207,100129654,TCF24,2.12499,0.0345038,12,Hand|twi,head,FLYHEAD,fly,UP,True
OSD-207,100130827,SBK3,-1.01018,1.99722e-06,2,CG4945,head,FLYHEAD,fly,DOWN,True
OSD-207,100506742,CASP12,7.58715,0.000559217,14,Decay|Dronc,head,FLYHEAD,fly,UP,True
OSD-207,105372267,NFILZ,1.3546,3.24312e-09,2,vri,head,FLYHEAD,fly,UP,True
OSD-255,29,ABR,-0.173472,0.0237417,1,Abr,retina,OCULAR,mouse,DOWN,False
OSD-255,34,ACADM,-0.56573,1.21905e-05,1,Acadm,retina,OCULAR,mouse,DOWN,False
OSD-255,60,ACTB,-0.240136,0.0183432,1,Actb,retina,OCULAR,mouse,DOWN,False
OSD-255,71,ACTG1,-0.233377,1.97599e-07,1,Actg1,retina,OCULAR,mouse,DOWN,False
OSD-255,107,ADCY1,-0.432955,2.21319e-07,1,Adcy1,retina,OCULAR,mouse,DOWN,False
OSD-255,153,ADRB1,-0.312015,0.00539352,1,Adrb1,retina,OCULAR,mouse,DOWN,False
OSD-255,358,AQP1,0.482923,4.79857e-07,1,Aqp1,retina,OCULAR,mouse,UP,False
OSD-255,389,RHOC,-0.432123,0.0474364,1,Rhoc,retina,OCULAR,mouse,DOWN,False
OSD-255,407,ARR3,-0.300777,0.000518182,1,Arr3,retina,OCULAR,mouse,DOWN,False
OSD-255,498,ATP5F1A,-0.157009,0.036621,1,Atp5a1,retina,OCULAR,mouse,DOWN,False
OSD-255,576,ADGRB2,-0.543818,2.16854e-05,1,Adgrb2,retina,OCULAR,mouse,DOWN,False
OSD-255,664,BNIP3,0.359738,0.00713367,1,Bnip3,retina,OCULAR,mouse,UP,False
OSD-255,767,CA8,-0.370207,7.37935e-07,1,Car8,retina,OCULAR,mouse,DOWN,False
OSD-255,815,CAMK2A,-0.282287,0.026103,1,Camk2a,retina,OCULAR,mouse,DOWN,False
OSD-255,840,CASP7,-0.513338,0.00718846,1,Casp7,retina,OCULAR,mouse,DOWN,False
OSD-255,1002,CDH4,-0.268826,0.0245149,1,Cdh4,retina,OCULAR,mouse,DOWN,False
OSD-255,1039,CDR2,-0.20171,0.040037,1,Cdr2,retina,OCULAR,mouse,DOWN,False
OSD-255,1159,CKMT1B,0.232695,0.0439178,2,Ckmt1,retina,OCULAR,mouse,UP,False
OSD-255,1182,CLCN3,0.227154,0.0099104,1,Clcn3,retina,OCULAR,mouse,UP,False
OSD-255,1284,COL4A2,-0.337,0.0140368,1,Col4a2,retina,OCULAR,mouse,DOWN,False
OSD-255,1310,COL19A1,-0.708092,0.00170699,1,Col19a1,retina,OCULAR,mouse,DOWN,False
OSD-255,1374,CPT1A,-0.480525,1.82706e-07,1,Cpt1a,retina,OCULAR,mouse,DOWN,False
OSD-255,1428,CRYM,-0.40003,0.0491045,1,Crym,retina,OCULAR,mouse,DOWN,False
OSD-255,1471,CST3,-0.285595,0.000860818,1,Cst3,retina,OCULAR,mouse,DOWN,False
OSD-255,1495,CTNNA1,0.2242,0.00532039,1,Ctnna1,retina,OCULAR,mouse,UP,False
OSD-255,1734,DIO2,-0.674203,0.0052147,1,Dio2,retina,OCULAR,mouse,DOWN,False
OSD-255,1739,DLG1,0.208184,0.0486969,1,Dlg1,retina,OCULAR,mouse,UP,False
OSD-255,1815,DRD4,0.800694,3.1775e-58,1,Drd4,retina,OCULAR,mouse,UP,False
OSD-255,1846,DUSP4,-0.367025,0.0245149,1,Dusp4,retina,OCULAR,mouse,DOWN,False
OSD-255,1938,EEF2,0.140465,0.00350877,1,Eef2,retina,OCULAR,mouse,UP,False
OSD-255,1981,EIF4G1,-0.194529,0.0198281,1,Eif4g1,retina,OCULAR,mouse,DOWN,False
OSD-255,1982,EIF4G2,-0.177884,0.0245149,1,Eif4g2,retina,OCULAR,mouse,DOWN,False
OSD-255,2058,EPRS1,-0.163267,0.0415174,1,Eprs,retina,OCULAR,mouse,DOWN,False
OSD-255,2194,FASN,-0.290617,0.0177648,1,Fasn,retina,OCULAR,mouse,DOWN,False
OSD-255,2258,FGF13,0.311853,0.026103,1,Fgf13,retina,OCULAR,mouse,UP,False
OSD-255,2580,GAK,-0.151046,0.0479759,1,Gak,retina,OCULAR,mouse,DOWN,False
OSD-255,2617,GARS1,-0.267157,7.00564e-06,1,Gars,retina,OCULAR,mouse,DOWN,False
OSD-255,2646,GCKR,0.687456,0.00330094,1,Gckr,retina,OCULAR,mouse,UP,False
OSD-255,2781,GNAZ,0.318878,0.000273376,1,Gnaz,retina,OCULAR,mouse,UP,False
OSD-255,2889,RAPGEF1,-0.172822,0.0278502,1,Rapgef1,retina,OCULAR,mouse,DOWN,False
OSD-255,2907,GRINA,-0.21236,0.000124165,1,Grina,retina,OCULAR,mouse,DOWN,False
OSD-255,2923,PDIA3,0.212127,0.026103,1,Pdia3,retina,OCULAR,mouse,UP,False
OSD-255,2978,GUCA1A|LOC118142757,-0.223351,0.0174998,2,Guca1a,retina,OCULAR,mouse,DOWN,False
OSD-255,2979,GUCA1B,-0.350933,0.000374698,1,Guca1b,retina,OCULAR,mouse,DOWN,False
OSD-255,3012,H2AC8,0.42944,0.0324303,2,H2ac6,retina,OCULAR,mouse,UP,False
OSD-255,3017,H2BC5,0.507524,4.56476e-12,7,H2bc4|H2bc6,retina,OCULAR,mouse,UP,False
OSD-255,3059,HCLS1,-0.448627,0.026103,1,Hcls1,retina,OCULAR,mouse,DOWN,False
OSD-255,3067,HDC,-0.423397,0.000367707,1,Hdc,retina,OCULAR,mouse,DOWN,False
OSD-255,3099,HK2,0.280133,0.00674444,1,Hk2,retina,OCULAR,mouse,UP,False
OSD-255,3149,HMGB3,-0.499437,0.00173202,1,Hmgb3,retina,OCULAR,mouse,DOWN,False
OSD-255,3178,HNRNPA1,-0.203309,0.0283393,3,Hnrnpa1,retina,OCULAR,mouse,DOWN,False
OSD-255,3241,HPCAL1,-0.396585,5.49857e-08,1,Hpcal1,retina,OCULAR,mouse,DOWN,False
OSD-255,3300,DNAJB2,0.327562,5.0877e-07,1,Dnajb2,retina,OCULAR,mouse,UP,False
OSD-255,3309,HSPA5,0.342938,0.000150969,1,Hspa5,retina,OCULAR,mouse,UP,False
OSD-255,3312,HSPA8,0.369984,0.000104884,1,Hspa8,retina,OCULAR,mouse,UP,False
OSD-255,3320,HSP90AA1,0.270404,0.0237417,1,Hsp90aa1,retina,OCULAR,mouse,UP,False
OSD-255,3416,IDE,0.400035,8.61517e-08,1,Ide,retina,OCULAR,mouse,UP,False
OSD-255,3512,JCHAIN,-0.50867,0.0474364,1,Jchain,retina,OCULAR,mouse,DOWN,False
OSD-255,3665,IRF7,1.41962,7.21893e-19,1,Irf7,retina,OCULAR,mouse,UP,True
OSD-255,4038,LRP4,-0.362372,0.0133245,1,Lrp4,retina,OCULAR,mouse,DOWN,False
OSD-255,4130,MAP1A,-0.200692,0.0133245,1,Map1a,retina,OCULAR,mouse,DOWN,False
OSD-255,4131,MAP1B,-0.218984,0.0228587,1,Map1b,retina,OCULAR,mouse,DOWN,False
OSD-255,4134,MAP4,-0.145645,0.00887309,1,Map4,retina,OCULAR,mouse,DOWN,False
OSD-255,4638,MYLK,0.231532,0.0305671,1,Mylk,retina,OCULAR,mouse,UP,False
OSD-255,4684,NCAM1,-0.169382,0.000854404,1,Ncam1,retina,OCULAR,mouse,DOWN,False
OSD-255,4820,NKTR,0.342808,0.0171897,1,Nktr,retina,OCULAR,mouse,UP,False
OSD-255,4884,NPTX1,-0.249271,0.000104884,1,Nptx1,retina,OCULAR,mouse,DOWN,False
OSD-255,5033,P4HA1,0.245031,0.00687983,1,P4ha1,retina,OCULAR,mouse,UP,False
OSD-255,5062,PAK2,-0.178232,0.0163397,1,Pak2,retina,OCULAR,mouse,DOWN,False
OSD-255,5187,PER1,-0.311015,0.000273376,1,Per1,retina,OCULAR,mouse,DOWN,False
OSD-255,5214,PFKP,0.357328,0.0217174,1,Pfkp,retina,OCULAR,mouse,UP,False
OSD-255,5230,PGK1,0.183536,0.0321477,1,Pgk1,retina,OCULAR,mouse,UP,False
OSD-255,5521,PPP2R2B,-0.417235,0.000655325,1,Ppp2r2b,retina,OCULAR,mouse,DOWN,False
OSD-255,5621,PRNP,0.179539,0.0114905,1,Prnp,retina,OCULAR,mouse,UP,False
OSD-255,5627,PROS1,-0.676351,0.0391227,1,Pros1,retina,OCULAR,mouse,DOWN,False
OSD-255,5629,PROX1,-0.155259,0.0147297,1,Prox1,retina,OCULAR,mouse,DOWN,False
OSD-255,5630,PRPH,0.811131,0.0148624,1,Prph,retina,OCULAR,mouse,UP,False
OSD-255,5641,LGMN,0.199323,0.0203119,1,Lgmn,retina,OCULAR,mouse,UP,False
OSD-255,5662,PSD,-0.219857,0.0358581,1,Psd,retina,OCULAR,mouse,DOWN,False
OSD-255,5903,RANBP2,-0.186065,0.00687983,1,Ranbp2,retina,OCULAR,mouse,DOWN,False
OSD-255,5935,RBM3,-0.286319,0.0321168,1,Rbm3,retina,OCULAR,mouse,DOWN,False
OSD-255,5949,RBP3,-0.220858,0.00043482,1,Rbp3,retina,OCULAR,mouse,DOWN,False
OSD-255,5957,RCVRN,0.259282,0.00228831,1,Rcvrn,retina,OCULAR,mouse,UP,False
OSD-255,6017,RLBP1,-0.246562,0.0226509,1,Rlbp1,retina,OCULAR,mouse,DOWN,False
OSD-255,6247,RS1,-0.332257,3.70546e-05,1,Rs1,retina,OCULAR,mouse,DOWN,False
OSD-255,6249,CLIP1,0.187018,0.0114905,1,Clip1,retina,OCULAR,mouse,UP,False
OSD-255,6295,SAG,-0.644363,6.88608e-21,1,Sag,retina,OCULAR,mouse,DOWN,False
OSD-255,6329,SCN4A,0.480155,0.00401847,1,Scn4a,retina,OCULAR,mouse,UP,False
OSD-255,6512,SLC1A7,0.177058,0.0472956,1,Slc1a7,retina,OCULAR,mouse,UP,False
OSD-255,6520,SLC3A2,-0.195218,0.0162655,1,Slc3a2,retina,OCULAR,mouse,DOWN,False
OSD-255,6535,SLC6A8,-0.196886,0.026103,1,Slc6a8,retina,OCULAR,mouse,DOWN,False
OSD-255,6541,SLC7A1,-0.412868,0.00185102,1,Slc7a1,retina,OCULAR,mouse,DOWN,False
OSD-255,6575,SLC20A2,-0.308896,0.0286738,1,Slc20a2,retina,OCULAR,mouse,DOWN,False
OSD-255,6596,HLTF,0.259387,0.000108091,1,Hltf,retina,OCULAR,mouse,UP,False
OSD-255,6619,SNAPC3,0.273348,0.0253525,1,Snapc3,retina,OCULAR,mouse,UP,False
