cid,frsId,facName,naicsCode,naicsLabel
9936047797209923584,110022811439,NORAMPAC CORRUGATED PRODUCTS,322130,Paperboard Mills 
9936047797209923584,110022811439,NORAMPAC CORRUGATED PRODUCTS,322211,Corrugated and Solid Fiber Box Manufacturing 
9936047797209923584,110022811439,NORAMPAC CORRUGATED PRODUCTS,326199,All Other Plastics Product Manufacturing 
9936047797209923584,110024226078,SAY INDUSTRIES INC,,
9936047797209923584,110030818596,HIGHLINE WARREN LLC,441210,Recreational Vehicle Dealers 
9936047797209923584,110067273248,NORTHWIN LTD,,
9936047797209923584,110070566158,AZELIS AMERICAS CASE LLC - PIONEER DRIVE,,
9936047797209923584,110070703662,HIGHLINER AFTERMARKET LLC,,
9936048243886522368,110012709328,HORIZON WIRE & CABLE DIV.,334310,Audio and Video Equipment Manufacturing
9936048243886522368,110013868341,SPECTRO COATING CORP,313320,Fabric Coating Mills
9936048243886522368,110020514870,SOUTHWIN LTD,325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing 
9936048243886522368,110020514870,SOUTHWIN LTD,336399,
9936048243886522368,110022355164,CLAREMONT FLOCK,313312,
9936048243886522368,110022355164,CLAREMONT FLOCK,31332,Fabric Coating Mills
9936048243886522368,110070306052,SPECTRO COATING CORP,313320,Fabric Coating Mills
9936048243886522368,110071333443,PEAK PERFORMANCE COMPOUNDING LLC,325211,Plastics Material and Resin Manufacturing 
9936048312605999104,110001134200,GEORGIAPACIFIC CONSUMER OPERATIONS LLC,,
9936048312605999104,110006618810,FITCHBURG EAST WASTEWATER TREATMENT FACILITY,22131,Water Supply and Irrigation Systems 
9936048312605999104,110006618810,FITCHBURG EAST WASTEWATER TREATMENT FACILITY,221320,Sewage Treatment Facilities 
9936048312605999104,110006817098,QUEBECOR PRINTING,323110,
9936048312605999104,110006817098,QUEBECOR PRINTING,323111,Commercial Printing (except Screen and Books) 
9936048312605999104,110070305886,QUAD GRAPHICS COMMERCIAL AND SPECIALTY LLC,323111,Commercial Printing (except Screen and Books) 
9936050820866899968,110024352537,MWRA CLINTON WASTEWATER TREATMENT PLANT,221320,Sewage Treatment Facilities 
9936187125949005824,110070924563,REC MANUFACTURING CORPORATION,325211,Plastics Material and Resin Manufacturing 
9936190355764412416,110000732814,CHARLES RIVER WASTEWATER TREATMENT FACILITY,221320,Sewage Treatment Facilities 
9936213239350165504,110016496120,BROCKTON ADVANCED WATER RECLAMATION FAC,22132,Sewage Treatment Facilities 
9936213239350165504,110016496120,BROCKTON ADVANCED WATER RECLAMATION FAC,221320,Sewage Treatment Facilities 
9936213273709903872,110041589778,VERACKA,,
9936213514228072448,110000882368,PHARMASOL CONTRACT DEVELOPMENT & MANUFACTURING,325412,Pharmaceutical Preparation Manufacturing 
9936213514228072448,110000882368,PHARMASOL CONTRACT DEVELOPMENT & MANUFACTURING,325620,Toilet Preparation Manufacturing
9936213514228072448,110003421413,STAR PRINTING,323110,
9936213514228072448,110003421413,STAR PRINTING,323111,Commercial Printing (except Screen and Books) 
9936213514228072448,110006499271,PRODUCTION ENAMELING,332812,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers "
9936213514228072448,110006499271,PRODUCTION ENAMELING,811111,General Automotive Repair 
9936236947569639424,110002061866,GAS RECOVERY SYSTEMS,221119,
9936236947569639424,110002061866,BFINA EAST BRIDGEWATER LANDFILL,221119,
9936236947569639424,110002061866,BFINA EAST BRIDGEWATER LANDFILL,562212,Solid Waste Landfill 
9936236947569639424,110002061866,GAS RECOVERY SYSTEMS,562212,Solid Waste Landfill 
9936236947569639424,110022882013,THATCHER STREET LANDFILL,562212,Solid Waste Landfill 
9936241345616150528,110000311332,HAPCO INC,325211,Plastics Material and Resin Manufacturing 
9936241345616150528,110020582742,STOUGHTON STEEL,331111,
9936241345616150528,110020582742,STOUGHTON STEEL,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing 
9936841644605177856,110022811402,MUSTANG MOTORCYCLE PRODUCTS,336991,"Motorcycle, Bicycle, and Parts Manufacturing "
9936843809268695040,110000308453,NOVA CHEMICALS INC,325211,Plastics Material and Resin Manufacturing 
9936843809268695040,110003371128,BAYER CORP  PLASTICS TECH,,
9936843809268695040,110013349019,BAYER CORPORATION,325211,Plastics Material and Resin Manufacturing 
9936843809268695040,110013349019,BAYER CORPORATION,326199,All Other Plastics Product Manufacturing 
9936843809268695040,110013349019,BAYER CORPORATION,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring "
9936843809268695040,110018894525,CYTEC INDUSTRIES,325510,Paint and Coating Manufacturing
9936843809268695040,110018894525,CYTEC INDUSTRIES,32552,Adhesive Manufacturing
9936843809268695040,110018894525,CYTEC INDUSTRIES,325520,Adhesive Manufacturing
9936843809268695040,110018894525,CYTEC INDUSTRIES,541712,
9936843809268695040,110024330482,INEOS MELAMINES,,
9936843809268695040,110070515974,PRAXAIR SPRINGFIELD,325120,Industrial Gas Manufacturing
9936870850382790656,110000495946,PRESSTEK INC,323120,Support Activities for Printing
9936870850382790656,110000495946,PRESSTEK INC,323122,
9936870850382790656,110058975541,PRESSTEK,,
9936870850382790656,110064638478,GRANBY SOLID WASTE FACILITY,,
9936870850382790656,110064857061,GRANBY SANITARY LANDFILL,562212,Solid Waste Landfill 
9936870953462005760,110012199405,SOUTH HADLEY LANDFILL & RECYCLING CTR,221112,Fossil Fuel Electric Power Generation 
9936870953462005760,110012199405,SOUTH HADLEY LANDFILL & RECYCLING CTR,562212,Solid Waste Landfill 
9936871778095726592,110000308042,HAMPDEN PAPERS INC,322220,Paper Bag and Coated and Treated Paper Manufacturing
9936871778095726592,110000308042,HAMPDEN PAPERS INC,322221,
9936871778095726592,110001937389,WESTSIDE FINISHING,332812,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers "
9936871778095726592,110001937389,WESTSIDE FINISHING CO INC,332812,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers "
9936871778095726592,110001937389,WESTSIDE FINISHING,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring "
9936871778095726592,110001937389,WESTSIDE FINISHING CO INC,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring "
9936871778095726592,110003419578,AMPAD CORPORATION,322230,Stationery Product Manufacturing
9936871778095726592,110003419578,AMPAD CORPORATION,322233,
9936871778095726592,110038276843,CREATIVE CHEMICALS INC,,
9936871778095726592,110041393890,LAMINATED,,
9936871778095726592,110069993165,LIQUI BOX CORP,,
9936871778095726592,110070887332,UNITED INNOVATIONS INC,,
9936871778095726592,110071394736,FORMER NORTH AMERICAN TEXTURING,332812,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers "
9936871984254156800,110070431931,SOUTH HADLEY DIVISION OF WATER POLLUTION CONTROL,,
9936872568369709056,110024366924,POLY PLATING INC,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring "
9936873255564476416,110000307971,FACEMATE SITE,313310,Textile and Fabric Finishing Mills 
9936873255564476416,110000307971,FACEMATE SITE,313311,
9936873255564476416,110003419952,UNIROYAL COMPLEX (FORMER),321999,All Other Miscellaneous Wood Product Manufacturing 
9936873255564476416,110003419952,UNIROYAL COMPLEX (FORMER),326211,Tire Manufacturing (except Retreading) 
9936873255564476416,110003419952,UNIROYAL COMPLEX (FORMER),482111,Line-Haul Railroads 
9936873702241075200,110008400293,EASTERN ETCHING & MANUFACTURING,323113,Commercial Screen Printing 
9936873702241075200,110009592057,PIONEER PACKAGING INC,323111,Commercial Printing (except Screen and Books) 
9936877275653865472,110008400943,FIBERMARK DSI INC,322110,Pulp Mills 
9936877275653865472,110008400943,FIBERMARK DSI INC,322120,Paper Mills 
9936877275653865472,110008400943,FIBERMARK DSI INC,551114,"Corporate, Subsidiary, and Regional Managing Offices "
9936949465464176640,110000732529,TEXON -CLOSED,31332,Fabric Coating Mills
9936949465464176640,110000732529,TEXON -CLOSED,322130,Paperboard Mills 
9936949465464176640,110064595530,USM CORP TEXON DIV-RUSSELL,,
9936987501694550016,110007257128,WINDSOR LANDFILL,,
9936987501694550016,110009290114,ADAMS LANDFILL,562212,Solid Waste Landfill 
9936987501694550016,110013916478,OTIS LANDFILL,562212,Solid Waste Landfill 
9936987501694550016,110013916487,MINERY DUMP,562212,Solid Waste Landfill 
9936987501694550016,110013916496,COLE AVENUE DUMP,562212,Solid Waste Landfill 
9936987501694550016,110013916566,STOCKBRIDGE LANDFILL,,
9936987501694550016,110013916584,NEW MARLBOROUGH LANDFILL,562212,Solid Waste Landfill 
9936987501694550016,110013977456,GREAT BARRINGTON LANDFILL,,
9936987501694550016,110013992313,SAVOY LANDFILL,,
9936987501694550016,110013992402,HANCOCK LANDFILL,,
9936987501694550016,110041411932,WESTFIELD PAPER CO LANDFILL,,
9936987501694550016,110041434034,NORTH ADAMS SANITARY LANDFILL,562212,Solid Waste Landfill 
9942563812353769472,110064276466,CHATHAM LANDFILL,,
