disease,study,title,tech,pmid
http://www.ebi.ac.uk/efo/EFO_0000304,http://purl.org/okn/wobd/study/E-GEOD-30775,Gene expression change after LSD1 siRNA treatment in ER-negative breast cancer cells MDA-MB-231,,22542627.0
http://www.ebi.ac.uk/efo/EFO_0000304,http://purl.org/okn/wobd/study/E-GEOD-37820,Gene expression profile in MCF7 breast cancer cells after siRNA knock down of estrogen receptor alpha (ESR1),,
http://www.ebi.ac.uk/efo/EFO_0000304,http://purl.org/okn/wobd/study/E-GEOD-37911,VEGF189 overexpression in breast cancer cells delays metastasis,,26196186.0
http://www.ebi.ac.uk/efo/EFO_0000304,http://purl.org/okn/wobd/study/E-GEOD-48433,Microarray analysis of xenograft models in use at the Developmental Therapeutics Program of the National Cancer Institute (DTP-NCI),,24885658.0
http://www.ebi.ac.uk/efo/EFO_0000304,http://purl.org/okn/wobd/study/E-GEOD-52036,RNA-seq analysis reveals endogenous aryl hydrocarbon receptor regulation is highly associated with eicosanoid synthesis and tumor necrosis factor activity in MCF-7 cancer cells,,
http://www.ebi.ac.uk/efo/EFO_0000304,http://purl.org/okn/wobd/study/E-GEOD-56579,Gene expression profiling upon PI3K inhibition using different inhibitors,,
http://www.ebi.ac.uk/efo/EFO_0000304,http://purl.org/okn/wobd/study/E-GEOD-57935,Expression data for Control and SMRT-Depleted MCF-7 Cells,,
http://www.ebi.ac.uk/efo/EFO_0000304,http://purl.org/okn/wobd/study/E-MEXP-3230,Expression profiling of Runx2 and CBFbeta siRNA treatment,,22032690.0
http://www.ebi.ac.uk/efo/EFO_0000304,http://purl.org/okn/wobd/study/E-MTAB-10149,Transcriptomic analysis investigating the role of TNC in tumor progression using the MMTV-NeuNT mouse model,,
http://www.ebi.ac.uk/efo/EFO_0000304,http://purl.org/okn/wobd/study/E-MTAB-2706,RNA-seq of 675 commonly used human cancer cell lines,,25485619.0
http://www.ebi.ac.uk/efo/EFO_0000304,http://purl.org/okn/wobd/study/E-MTAB-2770,RNA-seq of 1019 human cancer cell lines from the Cancer Cell Line Encyclopedia,,31068700.0
http://www.ebi.ac.uk/efo/EFO_0000304,http://purl.org/okn/wobd/study/E-MTAB-3983,CGP CORE CELL LINES   RNA seq,,
http://www.ebi.ac.uk/efo/EFO_0000304,http://purl.org/okn/wobd/study/E-MTAB-4801,Variation in RNA expression in a panel of 30 breast cancer cell lines,,29844118.0
http://www.ebi.ac.uk/efo/EFO_0000304,http://purl.org/okn/wobd/study/E-MTAB-5200,The International Cancer Genome project: Pan-Cancer Analysis of Whole Genomes (PCAWG),,
http://www.ebi.ac.uk/efo/EFO_0000304,http://purl.org/okn/wobd/study/E-MTAB-5423,The International Cancer Genome project: Pan-Cancer Analysis of Whole Genomes (PCAWG)- Alternative view by individual,,
http://www.ebi.ac.uk/efo/EFO_0000304,http://purl.org/okn/wobd/study/E-MTAB-5537,RNA-seq of the human breast cancer ERÎ±-suppressed MCF-7(MCF-7/SP10+) cells and of their internal control MCF-7 (MCF-7/C) cells,,
http://www.ebi.ac.uk/efo/EFO_0000304,http://purl.org/okn/wobd/study/E-MTAB-6647,RNA-seq of human breast cancer cell lines: CAL120; MDAMB468 and BT549 incubated in DMEM-F12 and Plasmax in normoxia (21%O2) and hypoxia (0.1% O2),,
http://www.ebi.ac.uk/efo/EFO_0000304,http://purl.org/okn/wobd/study/E-MTAB-7176,MDA-MB-231/1833 bone-metastatic breast cancer cell gene expression after conditioning in conditioned medium from HUVECs conditioned in conditioned medium from static and flow-stimulated MLO-Y4 osteocytes,,
http://www.ebi.ac.uk/efo/EFO_0000304,http://purl.org/okn/wobd/study/E-MTAB-8408,All-trans Retinoic acid promotes viral mimicry and antigen presentation in immunologically silent breast-cancer cells,,
http://www.ebi.ac.uk/efo/EFO_0000304,http://purl.org/okn/wobd/study/E-MTAB-8532,"DNA microarray studies of tumors grown in nude mice from breast cancer cells MDA-MB-231 overexpressing or not the angiotensin II AT2 receptor, and treated or not with AT2 agonist compound C21",,
http://www.ebi.ac.uk/efo/EFO_0000304,http://purl.org/okn/wobd/study/E-PROT-2,Proteomic profiling of NCI60 cell lines from Cancer Cell Line Encyclopedia,,24727770.0
http://www.ebi.ac.uk/efo/EFO_0000304,http://purl.org/okn/wobd/study/E-PROT-22,Panel of 20 human breast cell lines and four clinical tumors,,25892236.0
http://www.ebi.ac.uk/efo/EFO_0000304,http://purl.org/okn/wobd/study/E-PROT-25,Global Proteome Analysis of the NCI-60 Cell Line Panel,,23933261.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-10780,Transcription profiling of human histologically normal breast tissues reveals proliferative genes dominate malignancy-risk gene signature,,19266279.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-10797,Transcription profiling by array of human breast epithelium and stroma in normal reduction mammoplasty and invasive breast cancer patients,,18373191.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-10879,Transcription profiling by array of human hormone-responsive MCF-7 cells versus estrogen-deprived breast cancer cells,,
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-11352,Transcription profiling by array time series of human MCF7 breast cancer cells treated with estradiol,,17542648.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-11791,Transcription profiling by array of human MCF-7 breast cancer cells,,18714337.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-12665,Gene expression profiling of invasive breast cancer events from the tamoxifen prevention trial,,21947828.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-12791,Paclitaxel resistant MDA-MB-231 Cells and resensitization with bexarotene treatment,,21737656.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-15893,Gene expression pattern in CXCR4+ and CXCR4- subpopulation of breast cancer cells,,20603605.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-16080,Networking of differentially expressed genes in human MDA-MB-468 breast cancer cells resistant to methotrexate,,19732436.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-16179,BT474 and BT474-J4 microarray data,,19671800.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-16873,Early Dysregulation of Cell Adhesion and Extracellular Matrix Pathways in Breast Cancer Progression,,19700746.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-17508,Identification of human miR-22-responsive transcripts in MCF7 cells,,
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-18773,CAL-51 breast cancer side population cells,,20040597.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-19737,Genes regulated by miR-145,,20818426.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-19777,Antisense miRNA-221/222 (si221/222) and control inhibitor (GFP) treated fulvestrant-resistant breast cancer cells,,21057537.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-20086,Heterogeneity of gene expression in stromal fibroblasts of human breast carcinomas and normal breast,,20062080.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-20181,Letrozole (Femara) early and late responses to treatment,,20697427.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-20719,Gene expression changes upon treatment of T47D breast cancer cells with the Pan-PI3 kinase inhibitor GDC-0941,,20453058.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-21832,Identification of the receptor tyrosine kinase AXL in triple negative breast cancer as a novel target for the human miR-34a microRNA (gene expression),,21814748.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-21947,Gene expression profiles of breast cancer subtypes are detectable in histologically normal breast epithelium,,21059815.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-22533,"Breast cancer cells resistant to hormone deprivation maintain an estrogen receptor alpha-dependent, E2F-directed transcriptional program",,22049316.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-23362,Genes regulated by SDC1,,
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-23610,"Gene expression profiles of MCF-7 cells treated with Si-Wu-Tang, estradiol and ferulic acid",,21464939.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-24594,MMTV-Myc tumor development in E2F-null backgrounds,,21245101.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-25407,Expression data from breast tumors and reduction mammoplasty explants,,21118987.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-25412,Resveratrol induces downregulation of DNA repair genes in MCF7 human breast cancer cells.,,
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-26370,The gene expression response of MCF7 and MDAMB231 to glutamine deprivation,,
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-26462,Expression data from WASF3 knockdown stable MDA-MB-231 cells and control cells,,
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-26662,miR-148b modulates the expression of multiple genes,,23233531.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-26834,Expression data from MCF-7 cells stimulated by Estrogen or IGF-I,,21541704.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-27473,Expression data from MCF7 cell line after silencing of Estrogen receptor,,21713035.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-28049,Gene expression data from MDA-MB231 cells stably transduced with lentiviral vectors encoding a control shRNA (shscramble) or two shRNAs targeting Coco (shco2 and shco4),,22901808.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-28413,Expression profile of etoposide-resistant MCF7 (MCF7VP) cells,,
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-28542,"Expression Profiling of Inflammatory Breast Cancer Cells Treated with the Novel Histone Deacetylase Inhibitor, CG-1521",,
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-29406,The genomic analysis of the interaction between the lactic acidosis and hypoxia response,,22135092.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-30037,TFPI alpha and beta regulate mRNAs involved in cancer biology and in the immune system,,23071754.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-30516,Dynamic re-wiring of apoptotic signaling networks enhances tumor cell killing by DNA damage,,22579283.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-30543,Differential gene expression profiles between SUM149 cells transfected with control siRNA and SUM149 cells transfected with siRNA targeting tarzarotene-induced gene 1 (TIG1),,24014597.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-30592,A1-2 expression analysis of GR activation,,22451486.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-31192,Molecular Signature of Pregnancy Associated Breast Cancer (PABC),,23479404.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-31782,Knock-down and Over-expression of JMJD6 in MCF-7 and/or MDA-MB231,,22621393.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-31812,Mutant p53 Disrupts Mammary Acinar Morphogenesis via the Mevalonate Pathway,,22265415.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-32526,Expression data from breast cancer tumor-initiating cells,,23042145.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-33443,Microarray analysis of gene expression profiles in response to tomato leaves extract treatment in MCF-7 breast cancer cells,,23464452.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-33552,"Expression data from MDA-MB-231 cell line treated with Zoledronate, or Fluvastatin, or mock-treated control cells.",,22723339.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-33827,Expression data from MDA-MB-231 parental and xenograft tumor cells treated with Smac mimetic SM-164.,,22241084.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-33950,SHARP1 suppresses breast cancer metastasis by promoting degradation of hypoxia-inducible factors,,22801492.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-35525,Pivotal role of HMGA1 gene signature in highly metastatic breast cancer,,23945276.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-35696,SIN3A-regulated LIF-responsive genes in MCF7 cells,,22783022.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-36765,Gene expression profiling of CD4+ T cells infiltrating human breast cancer (Discovery Set),,
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-37087,Examination of the role of peptidylarginine deiminase 2 (PAD2) in gene expression in MCF-7 breast cancer cells,,
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-37781,Prolactin-inducible Stat5a-mediated and Stat5b-mediated gene profiles,,
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-39870,Estrogen receptor prevents p53-dependent apoptosis in breast cancer,,23077249.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-40968,The effect of ACSL4 expression on overall gene expression in breast cancer cell lines,,
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-41405,Genes affected by Ret activation during estrogen stimulation or inhibition in MCF7/Aro cells,,23868506.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-41678,System-Wide Analysis Reveals a Complex Network of Tumor-Fibroblast Interactions Involved in Tumorigenicity,,24068959.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-41972,In vivo NCL-targeting affects breast cancer aggressiveness through miRNA regulation [Affymetrix],,23610125.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-42024,Characterization of gene expression profiles induced by HIC-1 reactivation on breast cancer,,
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-42619,"Gene expression profiles of MCF7 with with the following NR ligands: estradiol/E2 (ERÎ± agonist), AM580 (RARA agonist), CD437 (RARG agonist), ATRA (RARA/RARG agonist), GW0742 (PPARD agonist), R5020 (PGR agonist), and dexamethasone (GR/NR3C1 agonist).",,23375374.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-42781,A Splice Variant of HER2 Activates Key Signaling Cascades and Evokes Mammary Tumors and Metastases,,23867476.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-45804,Gene expression data from MCF-7 cells treated with Lacciac Acid A,,23839987.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-46925,Aerobic training modulation of the host systemic milieu directly alters breast cancer cell phenotype in vitro.,,
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-47378,Gene expression data from 1833 cells expressing RKIP vs control,,
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-49608,Differential transcript stability measurements in MDA-MB-231 vs. MDA-LM2 cells,,25043050.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-50226,Gene expression data from 1833 cells and 1833 cells depleted of BACH1 mRNA expression,,24349199.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-50693,Endocrine response in invasive lobular carcinoma is characterized by unique estrogen-mediated gene expression and de novo tamoxifen resistance (MM134),,24425047.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-50694,Endocrine response in invasive lobular carcinoma is characterized by unique estrogen-mediated gene expression and de novo tamoxifen resistance (SUM44),,24425047.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-50697,Gene expression of SUM159 breast cancer cell line expressing microRNA--203,,24045437.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-51403,"RNA-seq differential expression studies: more sequence, or more replication?",,24319002.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-52194,mRNA-sequencing of breast cancer subtypes and normal tissue,,22355776.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-52327,Expression data of ALDH+ breast cancer cells,,24511467.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-52385,Next generation sequencing of the transcriptome in MCF-7 cells with/without SRA knockdown,,24486609.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-52567,The RON receptor tyrosine kinase promotes metastasis by triggering epigenetic reprogramming through the thymine glycosylase MBD4 (gene expression array),,
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-52687,The RON receptor tyrosine kinase promotes metastasis by triggering epigenetic reprogramming through the thymine glycosylase MBD4 (RNA-Seq),,24388747.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-52707,Nuclear factor kappa B activation-induced anti-apoptosis renders HER2 positive cells drug resistant and accelerates tumor growth,,24319068.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-54002,Gene expression profiling of LCM captured breast cancer cells,,25214461.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-54505,TWIST1-induced microRNA-424 drives an intermediate epithelial-to-mesenchymal transition that opposes metastasis,,25716682.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-54756,Expression data from TGFBR3 controls and TGFBR3 knockdown of SUM159 3D cultures,,
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-55193,Energy Metabolism during Anchorage-Independence,,25157961.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-5764,Transcription profiling of human lobular and ductal invasive carcinomas vs normal breast tissue from the same patient to identify gene expression profiles of ductal and lobular carcinomas in relation to normal ductal and lobular cells,,17389037.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-5823,RNAi profiling of human cancer cell lines depleted for  c-MYC depletion,,17159920.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-58252,Expression data from breast cancer cell line MCF-7 with ectopic expression of the transcription factor Snail,,
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-58326,Global analysis of ZNF217 chromatin occupancy in the breast cancer cell genome reveals an association with Eralpha,,24962896.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-58379,Identification of alternatively spliced transcripts in brain metastatic derivatives of MDA-MB-231 breast cancer cells in response to RBM47 expression,,24898756.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-59251,RNA-sequencing experiment: Treatment of MCF-7 breast cancer cells with the novel small molecule ZNA,,
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-60123,Examination of gene expression in response to ING2 knockdown by siRNA in human breast cancer cells,,
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-63452,Knock-in of PIK3CA-H1047R into MCF-10A,,25583473.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-65194,Expression profiling of breast cancer samples from Institut Curie (Maire cohort) --Affy CDF,,25848952.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-68086,"RNA-seq of tumor-educated platelets enables blood-based pan-cancer, multiclass and molecular pathway cancer diagnostics",,26525104.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-7307,Human Body Index - Transcription profiling by array of human samples with various different diseases,,
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-73296,Effect of Cnot7 expression on 4T1 mammary tumor cell line transcriptome,,
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-7382,Transcription profiling of human MCF-7 cells with inducible LMO4 and DN-Clim expression,,17452977.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-GEOD-7515,Transcription profiling of cancer mammospheres and bulk tumors,,19666588.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-MEXP-3982,Acquisition of docetaxel resistance in breast cancer cells reveals upregulation of ABCB1 expression as a key mediator of resistance accompanied by discrete upregulation of other specific genes and pathways,,25596703.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-MTAB-10819,"DOCK1 gene derived hsa_circ_0020397 RNA is over-expressed in luminal mammary tumors and it is involved in the epithelial differentiation, growth and motility of the neoplastic cell",,
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-MTAB-11313,Deficiency of ERO1 and activation of protein translation synergistically impair breast tumor resilience,,
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-MTAB-11344,ROBO3s: a novel ROBO3 shot isoform promoting breast cancer aggressiveness,,
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-MTAB-2706,RNA-seq of 675 commonly used human cancer cell lines,,25485619.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-MTAB-2770,RNA-seq of 1019 human cancer cell lines from the Cancer Cell Line Encyclopedia,,31068700.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-MTAB-3021,Regulation of constitutive and alternative messenger RNA splicing across the human transcriptome by PRPF8 is determined by 5' splice site strength,,
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-MTAB-339,Transcription profiling by array of human breast cancer MCF-7 cells treated with 17-AAG,,23626839.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-MTAB-3801,Increased Expression of Phosphodiesterase Type 5 Promotes the Invasive Potential of Breast Cancer Cells: Implications for Targeted Therapy.,,
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-MTAB-3983,CGP CORE CELL LINES   RNA seq,,
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-MTAB-4363,"The nuclear receptor ERbeta engages AGO2 in regulation of gene transcription, RNA splicing and RISC loading. Part 4",,
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-MTAB-4801,Variation in RNA expression in a panel of 30 breast cancer cell lines,,29844118.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-MTAB-5243,Ampliseq transcriptomic array of REF seq. genes in ZEB1 knock out triple negative breast cancer cells,,
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-MTAB-5244,Ampliseq transcriptomic array of REF seq. genes in Snai1 knock out triple negative breast cancer cells,,
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-MTAB-6008,Transcriptome profiling of radiation-transformed breast cells after TRPS1 siRNA knockdown.,,
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-MTAB-688,FOXP3 target gene expression with and without MOF knockdown in MCF7 cell.,,
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-MTAB-779,OncomiRs like let-7 and miR-21 are deregulated in two types of benign tumors: Fibroadenoma and Fibroadenomatosis,,24104550.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-MTAB-8834,RNA-seq of doxycycline induced tumor and residual mouse primary mammary epithelial cells grown in 3D cell cultures against non-induced controls,,
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-MTAB-9206,BT549 cells depleted of ELP3 compared to control,,
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-MTAB-9750,Cellular and extracellular vesicle RNA sequence for E-cadherin-RFP EMT reporter system expressing mouse breast cancer cell line Py2T during EMT/MET,,35348275.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-PROT-149,DIA-MS analysis of 21 breast cancer tissues,,33855848.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-PROT-2,Proteomic profiling of NCI60 cell lines from Cancer Cell Line Encyclopedia,,24727770.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-PROT-22,Panel of 20 human breast cell lines and four clinical tumors,,25892236.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-PROT-26,Deep proteomic profiling of luminal breast cancer progression,,27135363.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-PROT-72,OLFM4 expression in breast tumor samples,,31318138.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-PROT-73,NCI60 proteome by PCT-SWATH - Quantitative Proteome Landscape of the NCI-60 Cancer Cell Lines,,31733513.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-TABM-1118,Transcrption profiling by array of human breast cancer cells treated with LPS-Stimulated macrophage conditioned media,,21383199.0
http://www.ebi.ac.uk/efo/EFO_0000305,http://purl.org/okn/wobd/study/E-TABM-601,"Transcription profiling by array of human breast cancer cell line MCF7 transfected with miR221, miR222 and miR206 to identify the different functions of these microRNAs",,20388878.0
http://www.ebi.ac.uk/efo/EFO_0000306,http://purl.org/okn/wobd/study/E-PROT-27,Systems-wide quantitative proteomic study of breast cancer tumours,,26725330.0
http://www.ebi.ac.uk/efo/EFO_0000308,http://purl.org/okn/wobd/study/E-MEXP-1137,Transcription profiling of lung alveolar type II epithelial cells from CCSP-rtTA/(teto)7Stat3C bitransgenic mice treated with doxycycline and with spontaneous lung bronchoalveolar adenocarcinoma,,17875688.0
http://www.ebi.ac.uk/efo/EFO_0000308,http://purl.org/okn/wobd/study/E-MTAB-2706,RNA-seq of 675 commonly used human cancer cell lines,,25485619.0
