disease,study,title,tech,pmid
http://www.ebi.ac.uk/efo/EFO_0000308,http://purl.org/okn/wobd/study/E-MTAB-2770,RNA-seq of 1019 human cancer cell lines from the Cancer Cell Line Encyclopedia,,31068700.0
http://www.ebi.ac.uk/efo/EFO_0000309,http://purl.org/okn/wobd/study/E-GEOD-48433,Microarray analysis of xenograft models in use at the Developmental Therapeutics Program of the National Cancer Institute (DTP-NCI),,24885658.0
http://www.ebi.ac.uk/efo/EFO_0000309,http://purl.org/okn/wobd/study/E-MTAB-2706,RNA-seq of 675 commonly used human cancer cell lines,,25485619.0
http://www.ebi.ac.uk/efo/EFO_0000309,http://purl.org/okn/wobd/study/E-MTAB-2770,RNA-seq of 1019 human cancer cell lines from the Cancer Cell Line Encyclopedia,,31068700.0
http://www.ebi.ac.uk/efo/EFO_0000309,http://purl.org/okn/wobd/study/E-MTAB-3983,CGP CORE CELL LINES   RNA seq,,
http://www.ebi.ac.uk/efo/EFO_0000309,http://purl.org/okn/wobd/study/E-MTAB-6867,"RNA-seq analysis of several immortalized B cell lines (Namalwa, Daudi, Ramos, Raji, Toledo, ARH-77): Project 6 of Open Targets - Epigenomes of Cell Lines",,
http://www.ebi.ac.uk/efo/EFO_0000313,http://purl.org/okn/wobd/study/E-GEOD-26284,RNA-seq of long poly adenylated RNA and long non poly adenylated RNA from ENCODE cell lines,,22019781.0
http://www.ebi.ac.uk/efo/EFO_0000313,http://purl.org/okn/wobd/study/E-GEOD-38257,A Novel Tumor suppressor network in squamous malignancies,,23145321.0
http://www.ebi.ac.uk/efo/EFO_0000313,http://purl.org/okn/wobd/study/E-GEOD-48397,Expression data from (mouse) normal lung fibroblasts and carcinoma-associated fibroblasts,,
http://www.ebi.ac.uk/efo/EFO_0000313,http://purl.org/okn/wobd/study/E-MEXP-1361,Transcription profiling of wild_type and IGF-I receptor over-expressing mouse lung carcinoma cells identifies a type I insulin like growth factor receptor regulated gene expression profile associated with an altered site-specificity of metastasis.,,
http://www.ebi.ac.uk/efo/EFO_0000313,http://purl.org/okn/wobd/study/E-MEXP-714,Transcription profiling of human hepatitis C virus replicon cell line treated with interferon-alpha 2a in a time series,,
http://www.ebi.ac.uk/efo/EFO_0000313,http://purl.org/okn/wobd/study/E-MTAB-3983,CGP CORE CELL LINES   RNA seq,,
http://www.ebi.ac.uk/efo/EFO_0000313,http://purl.org/okn/wobd/study/E-MTAB-7386,RNAseq of tumor samples from CT26 syngeneic mouse treated with a PI3Ka/d inhibitor (AZD8835),,30587236.0
http://www.ebi.ac.uk/efo/EFO_0000313,http://purl.org/okn/wobd/study/E-MTAB-7777,RNAseq of tumor samples from CT26 syngeneic mouse treated with a PD-L1 and CTLA-4 immunotherapy combination,,
http://www.ebi.ac.uk/efo/EFO_0000326,http://purl.org/okn/wobd/study/E-GEOD-19686,shGFP- and shQK-transduced human Hs683 cells,,
http://www.ebi.ac.uk/efo/EFO_0000326,http://purl.org/okn/wobd/study/E-GEOD-29384,Tetracycline-Inducible Cyr61 effect on LN229 glioma cells,,22282654.0
http://www.ebi.ac.uk/efo/EFO_0000326,http://purl.org/okn/wobd/study/E-GEOD-38283,Expression data from normal brain/glioma associated macrophages,,24371228.0
http://www.ebi.ac.uk/efo/EFO_0000326,http://purl.org/okn/wobd/study/E-GEOD-55541,Human ESC-based modeling of pediatric gliomas by K27M mutation in histone H3.3 variant,,25525250.0
http://www.ebi.ac.uk/efo/EFO_0000326,http://purl.org/okn/wobd/study/E-GEOD-59612,MRI-localized biopsies reveal subtype-specific differences in molecular and cellular composition at the margins of glioblastoma,,25114226.0
http://www.ebi.ac.uk/efo/EFO_0000326,http://purl.org/okn/wobd/study/E-GEOD-61973,Expression data from PARK2 overexpression in U251 cells,,25877876.0
http://www.ebi.ac.uk/efo/EFO_0000326,http://purl.org/okn/wobd/study/E-MTAB-2358,CIC inactivating mutations are associated with poor prognosis and increased proliferation pathways,,
http://www.ebi.ac.uk/efo/EFO_0000326,http://purl.org/okn/wobd/study/E-MTAB-2706,RNA-seq of 675 commonly used human cancer cell lines,,25485619.0
http://www.ebi.ac.uk/efo/EFO_0000326,http://purl.org/okn/wobd/study/E-MTAB-3983,CGP CORE CELL LINES   RNA seq,,
http://www.ebi.ac.uk/efo/EFO_0000326,http://purl.org/okn/wobd/study/E-MTAB-4771,Rapid reprogramming of primary human astrocytes into potent tumor initiating cells with defined genetic factors,,27364552.0
http://www.ebi.ac.uk/efo/EFO_0000326,http://purl.org/okn/wobd/study/E-MTAB-5200,The International Cancer Genome project: Pan-Cancer Analysis of Whole Genomes (PCAWG),,
http://www.ebi.ac.uk/efo/EFO_0000326,http://purl.org/okn/wobd/study/E-MTAB-5423,The International Cancer Genome project: Pan-Cancer Analysis of Whole Genomes (PCAWG)- Alternative view by individual,,
http://www.ebi.ac.uk/efo/EFO_0000326,http://purl.org/okn/wobd/study/E-MTAB-6151,Microarray to study the effects of Snail overexpression in Glioblastoma cells.,,
http://www.ebi.ac.uk/efo/EFO_0000326,http://purl.org/okn/wobd/study/E-PROT-2,Proteomic profiling of NCI60 cell lines from Cancer Cell Line Encyclopedia,,24727770.0
http://www.ebi.ac.uk/efo/EFO_0000326,http://purl.org/okn/wobd/study/E-PROT-73,NCI60 proteome by PCT-SWATH - Quantitative Proteome Landscape of the NCI-60 Cancer Cell Lines,,31733513.0
http://www.ebi.ac.uk/efo/EFO_0000330,http://purl.org/okn/wobd/study/E-MTAB-2770,RNA-seq of 1019 human cancer cell lines from the Cancer Cell Line Encyclopedia,,31068700.0
http://www.ebi.ac.uk/efo/EFO_0000333,http://purl.org/okn/wobd/study/E-MTAB-2706,RNA-seq of 675 commonly used human cancer cell lines,,25485619.0
http://www.ebi.ac.uk/efo/EFO_0000333,http://purl.org/okn/wobd/study/E-MTAB-2770,RNA-seq of 1019 human cancer cell lines from the Cancer Cell Line Encyclopedia,,31068700.0
http://www.ebi.ac.uk/efo/EFO_0000333,http://purl.org/okn/wobd/study/E-MTAB-3983,CGP CORE CELL LINES   RNA seq,,
http://www.ebi.ac.uk/efo/EFO_0000335,http://purl.org/okn/wobd/study/E-GEOD-11151,Gene expression data from human data of different types of renal tumors and normal kidneys,,19445733.0
http://www.ebi.ac.uk/efo/EFO_0000335,http://purl.org/okn/wobd/study/E-GEOD-15641,Transcriptional profiling of human kidney samples to discover gene signatures of progression and metastasis in renal cell cancer,,16115910.0
http://www.ebi.ac.uk/efo/EFO_0000335,http://purl.org/okn/wobd/study/E-MTAB-5200,The International Cancer Genome project: Pan-Cancer Analysis of Whole Genomes (PCAWG),,
http://www.ebi.ac.uk/efo/EFO_0000335,http://purl.org/okn/wobd/study/E-MTAB-5423,The International Cancer Genome project: Pan-Cancer Analysis of Whole Genomes (PCAWG)- Alternative view by individual,,
http://www.ebi.ac.uk/efo/EFO_0000339,http://purl.org/okn/wobd/study/E-GEOD-16085,Networking of differentially expressed genes in human K562 erythtoblastic leukemia cells resistant to methotrexate,,19732436.0
http://www.ebi.ac.uk/efo/EFO_0000339,http://purl.org/okn/wobd/study/E-GEOD-26284,RNA-seq of long poly adenylated RNA and long non poly adenylated RNA from ENCODE cell lines,,22019781.0
http://www.ebi.ac.uk/efo/EFO_0000339,http://purl.org/okn/wobd/study/E-GEOD-31625,Gene Expression Patterns that Predict Sensitivity to Epidermal Growth Factor Receptor Tyrosine Kinase Inhibitors in Lung Cancer Cell Lines and Human Lung Tumors,,17096850.0
http://www.ebi.ac.uk/efo/EFO_0000339,http://purl.org/okn/wobd/study/E-GEOD-56465,Comparison of haploid and diploid clones of KBM7 cancer cell line,,
http://www.ebi.ac.uk/efo/EFO_0000339,http://purl.org/okn/wobd/study/E-GEOD-7114,Transcription profiling of  human CML cell line resistant to cyclophosphamide using oligonucleotide arrays and response to TKI,,17403535.0
http://www.ebi.ac.uk/efo/EFO_0000339,http://purl.org/okn/wobd/study/E-GEOD-8832,Transcription profiling of  the human K562 cell line treated with the polyamide-Chl conjugate 1R-Chl,,18413791.0
http://www.ebi.ac.uk/efo/EFO_0000339,http://purl.org/okn/wobd/study/E-MEXP-433,Transcription profiling of human chromic myeloid leukemia (CML) patients treated second-line with imatinib after failure of an interferon-alpha based therapy to identify genes with predictive value for primary cytogenetic outcome to imatinib,,16728981.0
http://www.ebi.ac.uk/efo/EFO_0000339,http://purl.org/okn/wobd/study/E-MTAB-10162,"RNA-seq of CN, CN/AML, and CN/AML BAALC KO iPSCs-derived HSPCs",,
http://www.ebi.ac.uk/efo/EFO_0000339,http://purl.org/okn/wobd/study/E-MTAB-2581,"Transcriptional profiling of CML and normal, stem and progenitor haematopoietic cells.",,
http://www.ebi.ac.uk/efo/EFO_0000339,http://purl.org/okn/wobd/study/E-MTAB-2706,RNA-seq of 675 commonly used human cancer cell lines,,25485619.0
http://www.ebi.ac.uk/efo/EFO_0000339,http://purl.org/okn/wobd/study/E-MTAB-2770,RNA-seq of 1019 human cancer cell lines from the Cancer Cell Line Encyclopedia,,31068700.0
http://www.ebi.ac.uk/efo/EFO_0000339,http://purl.org/okn/wobd/study/E-MTAB-3983,CGP CORE CELL LINES   RNA seq,,
http://www.ebi.ac.uk/efo/EFO_0000339,http://purl.org/okn/wobd/study/E-MTAB-4101,RNA-seq analysis of six cell line models for haematopoiesis: Project 1 of Open Targets - Epigenomes of Cell Lines,,
http://www.ebi.ac.uk/efo/EFO_0000339,http://purl.org/okn/wobd/study/E-MTAB-5162,Expression data from Ribonuclease Inhibitor (RI/Rnh1) deficient Human K562 cells,,29408805.0
http://www.ebi.ac.uk/efo/EFO_0000339,http://purl.org/okn/wobd/study/E-MTAB-6598,"Transcriptome analysis of HSPC, THP1 and K562 cells under IFNɑ treatment",,
http://www.ebi.ac.uk/efo/EFO_0000339,http://purl.org/okn/wobd/study/E-MTAB-7061,RNA-seq of human near-haploid cell line HAP1 with CRISPR-edited frameshift mutations,,
http://www.ebi.ac.uk/efo/EFO_0000339,http://purl.org/okn/wobd/study/E-PROT-2,Proteomic profiling of NCI60 cell lines from Cancer Cell Line Encyclopedia,,24727770.0
http://www.ebi.ac.uk/efo/EFO_0000339,http://purl.org/okn/wobd/study/E-PROT-25,Global Proteome Analysis of the NCI-60 Cell Line Panel,,23933261.0
http://www.ebi.ac.uk/efo/EFO_0000341,http://purl.org/okn/wobd/study/E-GEOD-13896,Smoking-dependent Reprogramming of Alveolar Macrophage Polarization: Implication for Pathogenesis of COPD,,19635926.0
http://www.ebi.ac.uk/efo/EFO_0000341,http://purl.org/okn/wobd/study/E-GEOD-16972,COPD-Specific Gene Expression Signatures of Alveolar Macrophages as well as Peripheral Blood Monocytes Overlap and Correlate with Lung Function,,21430361.0
http://www.ebi.ac.uk/efo/EFO_0000341,http://purl.org/okn/wobd/study/E-GEOD-1786,Transcription profiling of human male vastus lateralis muscle samples from healthy and COPD subjects before and after 3 months of training,,16260967.0
http://www.ebi.ac.uk/efo/EFO_0000341,http://purl.org/okn/wobd/study/E-MTAB-1690,Bronchial Airway Gene Expression in Smokers with Lung or Head and Neck Cancer,,24497500.0
http://www.ebi.ac.uk/efo/EFO_0000341,http://purl.org/okn/wobd/study/E-MTAB-6491,Transcriptional profiling of primary human alveolar macrophages challenged with Streptococcus pneumoniae from patients with chronic obstructive pulmonary disease compared to healthy donors,,
http://www.ebi.ac.uk/efo/EFO_0000342,http://purl.org/okn/wobd/study/E-GEOD-25820,Global microRNA expression profiling of microdissected tissues from diseased and non-diseased pancreatic tissues,,21953293.0
http://www.ebi.ac.uk/efo/EFO_0000342,http://purl.org/okn/wobd/study/E-GEOD-41418,Pancreatic gene expression associated with cerulein induced chronic pancreatitis in mice,,23845568.0
http://www.ebi.ac.uk/efo/EFO_0000342,http://purl.org/okn/wobd/study/E-MEXP-804,Transcription profiling of human pancreas from patients with autoimmune pancreatitis and alcohol-induced chronic pancreatitis,,20407433.0
http://www.ebi.ac.uk/efo/EFO_0000348,http://purl.org/okn/wobd/study/E-MTAB-7808,RNA-seq upon PAX8 knockdown in Renal Cell Carcinoma cell lines,,
http://www.ebi.ac.uk/efo/EFO_0000349,http://purl.org/okn/wobd/study/E-GEOD-11151,Gene expression data from human data of different types of renal tumors and normal kidneys,,19445733.0
http://www.ebi.ac.uk/efo/EFO_0000349,http://purl.org/okn/wobd/study/E-GEOD-12606,HLA ligand profiles of primary renal cell carcinoma maintained in metastases.sue,,19184600.0
http://www.ebi.ac.uk/efo/EFO_0000349,http://purl.org/okn/wobd/study/E-GEOD-15641,Transcriptional profiling of human kidney samples to discover gene signatures of progression and metastasis in renal cell cancer,,16115910.0
http://www.ebi.ac.uk/efo/EFO_0000349,http://purl.org/okn/wobd/study/E-GEOD-46699,Smoking and Obesity Related Molecular Alterations in Clear Cell Renal Cell Carcinoma,,24479813.0
http://www.ebi.ac.uk/efo/EFO_0000349,http://purl.org/okn/wobd/study/E-GEOD-53757,Gene array analysis of clear cell renal cell carcinoma tissue versus matched normal kidney tissue,,
http://www.ebi.ac.uk/efo/EFO_0000349,http://purl.org/okn/wobd/study/E-GEOD-66270,Genome-wide analysis of gene expression patterns in human kidney cancer [patients without metastasis],,26859141.0
http://www.ebi.ac.uk/efo/EFO_0000349,http://purl.org/okn/wobd/study/E-MTAB-2706,RNA-seq of 675 commonly used human cancer cell lines,,25485619.0
http://www.ebi.ac.uk/efo/EFO_0000349,http://purl.org/okn/wobd/study/E-MTAB-2770,RNA-seq of 1019 human cancer cell lines from the Cancer Cell Line Encyclopedia,,31068700.0
http://www.ebi.ac.uk/efo/EFO_0000349,http://purl.org/okn/wobd/study/E-MTAB-3983,CGP CORE CELL LINES   RNA seq,,
http://www.ebi.ac.uk/efo/EFO_0000349,http://purl.org/okn/wobd/study/E-PROT-2,Proteomic profiling of NCI60 cell lines from Cancer Cell Line Encyclopedia,,24727770.0
http://www.ebi.ac.uk/efo/EFO_0000349,http://purl.org/okn/wobd/study/E-PROT-25,Global Proteome Analysis of the NCI-60 Cell Line Panel,,23933261.0
http://www.ebi.ac.uk/efo/EFO_0000349,http://purl.org/okn/wobd/study/E-TABM-282,Transcription profiling of clear cell renal carcinomas and normal kidney cortical tissues,,18194544.0
http://www.ebi.ac.uk/efo/EFO_0000350,http://purl.org/okn/wobd/study/E-GEOD-11151,Gene expression data from human data of different types of renal tumors and normal kidneys,,19445733.0
http://www.ebi.ac.uk/efo/EFO_0000364,http://purl.org/okn/wobd/study/E-PROT-23,Proteomics characterization of human colon and rectal cancer,,25043054.0
http://www.ebi.ac.uk/efo/EFO_0000365,http://purl.org/okn/wobd/study/E-GEOD-15799,Expression data from NS398-treated and control HT29 colon adenocarcinoma cell line samples,,20087348.0
http://www.ebi.ac.uk/efo/EFO_0000365,http://purl.org/okn/wobd/study/E-GEOD-16066,Networking of differentially expressed genes in CaCo2 human colon cancer cells resistant to methotrexate,,19732436.0
http://www.ebi.ac.uk/efo/EFO_0000365,http://purl.org/okn/wobd/study/E-GEOD-19249,Transcription Profiling of Formalin-Fixed Paraffin-Embedded Samples and fresh frozen samples by Affymetrix Microarrays as a qualitative assessment,,20522636.0
http://www.ebi.ac.uk/efo/EFO_0000365,http://purl.org/okn/wobd/study/E-GEOD-32384,Identification of molecular pathways involved in oxaliplatin-associated sinusoidal dilatation,,22200551.0
http://www.ebi.ac.uk/efo/EFO_0000365,http://purl.org/okn/wobd/study/E-GEOD-33143,Targeted disruption of the BCL9/beta-catenin complex in cancer,,22914623.0
http://www.ebi.ac.uk/efo/EFO_0000365,http://purl.org/okn/wobd/study/E-GEOD-35382,Comparison of gene expression profiles of HT29 cells treated with Instant Caffeinated Coffee or Caffeic Acid versus control.,,22919439.0
http://www.ebi.ac.uk/efo/EFO_0000365,http://purl.org/okn/wobd/study/E-GEOD-41364,Expression data for HT29 cells treated with 5-aza-deoxy-cytidine [Affymetrix],,23902433.0
http://www.ebi.ac.uk/efo/EFO_0000365,http://purl.org/okn/wobd/study/E-GEOD-41586,Expression data for HT29 cells treated with 5-aza-deoxy-cytidine [RNA-Seq],,23902433.0
http://www.ebi.ac.uk/efo/EFO_0000365,http://purl.org/okn/wobd/study/E-GEOD-42735,"""Genome-wide transcriptome profiling of SK-Mel-28, UACC-62 and HCT-116 cells stably expressing scrambled shRNA and RAB7 shRNA""",,24981740.0
http://www.ebi.ac.uk/efo/EFO_0000365,http://purl.org/okn/wobd/study/E-GEOD-47087,Gene expression alterations in human colon cancer xenograft treated with anti-VEGF antibody,,
http://www.ebi.ac.uk/efo/EFO_0000365,http://purl.org/okn/wobd/study/E-GEOD-48433,Microarray analysis of xenograft models in use at the Developmental Therapeutics Program of the National Cancer Institute (DTP-NCI),,24885658.0
http://www.ebi.ac.uk/efo/EFO_0000365,http://purl.org/okn/wobd/study/E-GEOD-68086,"RNA-seq of tumor-educated platelets enables blood-based pan-cancer, multiclass and molecular pathway cancer diagnostics",,26525104.0
http://www.ebi.ac.uk/efo/EFO_0000365,http://purl.org/okn/wobd/study/E-GEOD-76987,"RNA-seq of 21 sessile serrated colon adenoma/polyps, 10 hyperplastic polyps, 10 adenomas, 21 uninvolved colon and 20 control colon specimens",,27026680.0
http://www.ebi.ac.uk/efo/EFO_0000365,http://purl.org/okn/wobd/study/E-MEXP-1014,Transcription profiling of two human colon cancer cell lines treated with n-3 PUFA docosahexaenoic acid for 3 different time points,,18566476.0
http://www.ebi.ac.uk/efo/EFO_0000365,http://purl.org/okn/wobd/study/E-MEXP-1171,Transcription profiling by array of human colorectal carcinoma cell line HCT116 treated with SN38 (7-ethyl-10-hydroxy-20(S)-camptothecin)and sampled at 3 timepoints,,
http://www.ebi.ac.uk/efo/EFO_0000365,http://purl.org/okn/wobd/study/E-MEXP-1996,Overexpression of Mitochondrial Aconitase in HT29 Colon Cancer Cells Attenuates beta-Catenin Signaling Pathway via Metabolic Changes of NADPH and ROS,,
http://www.ebi.ac.uk/efo/EFO_0000365,http://purl.org/okn/wobd/study/E-MTAB-2706,RNA-seq of 675 commonly used human cancer cell lines,,25485619.0
http://www.ebi.ac.uk/efo/EFO_0000365,http://purl.org/okn/wobd/study/E-MTAB-2770,RNA-seq of 1019 human cancer cell lines from the Cancer Cell Line Encyclopedia,,31068700.0
http://www.ebi.ac.uk/efo/EFO_0000365,http://purl.org/okn/wobd/study/E-MTAB-3438,"Transcription profiling of effected genes by compound BIO,3G4 and knockdown of MED23",,
