sym,go,goLabel,ns
MTHFD1L,http://purl.obolibrary.org/obo/GO_0015943,formate biosynthetic process,Biological Process
MTHFD1L,http://purl.obolibrary.org/obo/GO_0016020,membrane,Cellular Component
MTHFD1L,http://purl.obolibrary.org/obo/GO_0016874,ligase activity,Molecular Function
MTHFD1L,http://purl.obolibrary.org/obo/GO_0035999,tetrahydrofolate interconversion,Biological Process
MTHFD1L,http://purl.obolibrary.org/obo/GO_0042803,protein homodimerization activity,Molecular Function
MTHFD1L,http://purl.obolibrary.org/obo/GO_0046394,carboxylic acid biosynthetic process,Biological Process
MTHFD1L,http://purl.obolibrary.org/obo/GO_0046653,tetrahydrofolate metabolic process,Biological Process
MTHFD1L,http://purl.obolibrary.org/obo/GO_0048702,embryonic neurocranium morphogenesis,Biological Process
MTHFD1L,http://purl.obolibrary.org/obo/GO_0048703,embryonic viscerocranium morphogenesis,Biological Process
MYO1C,http://purl.obolibrary.org/obo/GO_0000166,nucleotide binding,Molecular Function
MYO1C,http://purl.obolibrary.org/obo/GO_0001725,stress fiber,Cellular Component
MYO1C,http://purl.obolibrary.org/obo/GO_0003774,cytoskeletal motor activity,Molecular Function
MYO1C,http://purl.obolibrary.org/obo/GO_0003779,actin binding,Molecular Function
MYO1C,http://purl.obolibrary.org/obo/GO_0005102,signaling receptor binding,Molecular Function
MYO1C,http://purl.obolibrary.org/obo/GO_0005515,protein binding,Molecular Function
MYO1C,http://purl.obolibrary.org/obo/GO_0005516,calmodulin binding,Molecular Function
MYO1C,http://purl.obolibrary.org/obo/GO_0005524,ATP binding,Molecular Function
MYO1C,http://purl.obolibrary.org/obo/GO_0005634,nucleus,Cellular Component
MYO1C,http://purl.obolibrary.org/obo/GO_0005654,nucleoplasm,Cellular Component
MYO1C,http://purl.obolibrary.org/obo/GO_0005730,nucleolus,Cellular Component
MYO1C,http://purl.obolibrary.org/obo/GO_0005737,cytoplasm,Cellular Component
MYO1C,http://purl.obolibrary.org/obo/GO_0005829,cytosol,Cellular Component
MYO1C,http://purl.obolibrary.org/obo/GO_0005884,actin filament,Cellular Component
MYO1C,http://purl.obolibrary.org/obo/GO_0005886,plasma membrane,Cellular Component
MYO1C,http://purl.obolibrary.org/obo/GO_0005902,microvillus,Cellular Component
MYO1C,http://purl.obolibrary.org/obo/GO_0005903,brush border,Cellular Component
MYO1C,http://purl.obolibrary.org/obo/GO_0005938,cell cortex,Cellular Component
MYO1C,http://purl.obolibrary.org/obo/GO_0006612,protein targeting to membrane,Biological Process
MYO1C,http://purl.obolibrary.org/obo/GO_0009925,basal plasma membrane,Cellular Component
MYO1C,http://purl.obolibrary.org/obo/GO_0016020,membrane,Cellular Component
MYO1C,http://purl.obolibrary.org/obo/GO_0016328,lateral plasma membrane,Cellular Component
MYO1C,http://purl.obolibrary.org/obo/GO_0016604,nuclear body,Cellular Component
MYO1C,http://purl.obolibrary.org/obo/GO_0030335,positive regulation of cell migration,Biological Process
MYO1C,http://purl.obolibrary.org/obo/GO_0030659,cytoplasmic vesicle membrane,Cellular Component
MYO1C,http://purl.obolibrary.org/obo/GO_0031267,small GTPase binding,Molecular Function
MYO1C,http://purl.obolibrary.org/obo/GO_0031410,cytoplasmic vesicle,Cellular Component
MYO1C,http://purl.obolibrary.org/obo/GO_0032420,stereocilium,Cellular Component
MYO1C,http://purl.obolibrary.org/obo/GO_0032587,ruffle membrane,Cellular Component
MYO1C,http://purl.obolibrary.org/obo/GO_0038084,vascular endothelial growth factor signaling pathway,Biological Process
MYO1C,http://purl.obolibrary.org/obo/GO_0045121,membrane raft,Cellular Component
MYO1C,http://purl.obolibrary.org/obo/GO_0045335,phagocytic vesicle,Cellular Component
MYO1C,http://purl.obolibrary.org/obo/GO_0060171,stereocilium membrane,Cellular Component
MYO1C,http://purl.obolibrary.org/obo/GO_0070062,extracellular exosome,Cellular Component
MYO1C,http://purl.obolibrary.org/obo/GO_0120025,plasma membrane bounded cell projection,Cellular Component
MYO1C,http://purl.obolibrary.org/obo/GO_2000810,regulation of bicellular tight junction assembly,Biological Process
NAV2,http://purl.obolibrary.org/obo/GO_0000166,nucleotide binding,Molecular Function
NAV2,http://purl.obolibrary.org/obo/GO_0003678,DNA helicase activity,Molecular Function
NAV2,http://purl.obolibrary.org/obo/GO_0004386,helicase activity,Molecular Function
NAV2,http://purl.obolibrary.org/obo/GO_0005515,protein binding,Molecular Function
NAV2,http://purl.obolibrary.org/obo/GO_0005524,ATP binding,Molecular Function
NAV2,http://purl.obolibrary.org/obo/GO_0005634,nucleus,Cellular Component
NAV2,http://purl.obolibrary.org/obo/GO_0005654,nucleoplasm,Cellular Component
NAV2,http://purl.obolibrary.org/obo/GO_0005856,cytoskeleton,Cellular Component
NAV2,http://purl.obolibrary.org/obo/GO_0016787,hydrolase activity,Molecular Function
NAV2,http://purl.obolibrary.org/obo/GO_0016887,ATP hydrolysis activity,Molecular Function
NAV2,http://purl.obolibrary.org/obo/GO_0021695,cerebellar cortex development,Biological Process
NAV2,http://purl.obolibrary.org/obo/GO_0022008,neurogenesis,Biological Process
NAV2,http://purl.obolibrary.org/obo/GO_0030424,axon,Cellular Component
NAV2,http://purl.obolibrary.org/obo/GO_0043138,3'-5' DNA helicase activity,Molecular Function
NAV2,http://purl.obolibrary.org/obo/GO_0043204,perikaryon,Cellular Component
NCKAP5,http://purl.obolibrary.org/obo/GO_0005515,protein binding,Molecular Function
NCSTN,http://purl.obolibrary.org/obo/GO_0000139,Golgi membrane,Cellular Component
NCSTN,http://purl.obolibrary.org/obo/GO_0005515,protein binding,Molecular Function
NCSTN,http://purl.obolibrary.org/obo/GO_0005764,lysosome,Cellular Component
NCSTN,http://purl.obolibrary.org/obo/GO_0005765,lysosomal membrane,Cellular Component
NCSTN,http://purl.obolibrary.org/obo/GO_0005769,early endosome,Cellular Component
NCSTN,http://purl.obolibrary.org/obo/GO_0005783,endoplasmic reticulum,Cellular Component
NCSTN,http://purl.obolibrary.org/obo/GO_0005789,endoplasmic reticulum membrane,Cellular Component
NCSTN,http://purl.obolibrary.org/obo/GO_0005794,Golgi apparatus,Cellular Component
NCSTN,http://purl.obolibrary.org/obo/GO_0005886,plasma membrane,Cellular Component
NCSTN,http://purl.obolibrary.org/obo/GO_0005925,focal adhesion,Cellular Component
NCSTN,http://purl.obolibrary.org/obo/GO_0006508,proteolysis,Biological Process
NCSTN,http://purl.obolibrary.org/obo/GO_0006509,membrane protein ectodomain proteolysis,Biological Process
NCSTN,http://purl.obolibrary.org/obo/GO_0007219,Notch signaling pathway,Biological Process
NCSTN,http://purl.obolibrary.org/obo/GO_0007220,Notch receptor processing,Biological Process
NCSTN,http://purl.obolibrary.org/obo/GO_0008021,synaptic vesicle,Cellular Component
NCSTN,http://purl.obolibrary.org/obo/GO_0008233,peptidase activity,Molecular Function
NCSTN,http://purl.obolibrary.org/obo/GO_0010008,endosome membrane,Cellular Component
NCSTN,http://purl.obolibrary.org/obo/GO_0012505,endomembrane system,Cellular Component
NCSTN,http://purl.obolibrary.org/obo/GO_0016020,membrane,Cellular Component
NCSTN,http://purl.obolibrary.org/obo/GO_0016485,protein processing,Biological Process
NCSTN,http://purl.obolibrary.org/obo/GO_0021549,cerebellum development,Biological Process
NCSTN,http://purl.obolibrary.org/obo/GO_0030659,cytoplasmic vesicle membrane,Cellular Component
NCSTN,http://purl.obolibrary.org/obo/GO_0030674,protein-macromolecule adaptor activity,Molecular Function
NCSTN,http://purl.obolibrary.org/obo/GO_0031293,membrane protein intracellular domain proteolysis,Biological Process
NCSTN,http://purl.obolibrary.org/obo/GO_0031410,cytoplasmic vesicle,Cellular Component
NCSTN,http://purl.obolibrary.org/obo/GO_0034205,amyloid-beta formation,Biological Process
NCSTN,http://purl.obolibrary.org/obo/GO_0035577,azurophil granule membrane,Cellular Component
NCSTN,http://purl.obolibrary.org/obo/GO_0042383,sarcolemma,Cellular Component
NCSTN,http://purl.obolibrary.org/obo/GO_0042470,melanosome,Cellular Component
NCSTN,http://purl.obolibrary.org/obo/GO_0042982,amyloid precursor protein metabolic process,Biological Process
NCSTN,http://purl.obolibrary.org/obo/GO_0042987,amyloid precursor protein catabolic process,Biological Process
NCSTN,http://purl.obolibrary.org/obo/GO_0051117,ATPase binding,Molecular Function
NCSTN,http://purl.obolibrary.org/obo/GO_0061133,endopeptidase activator activity,Molecular Function
NCSTN,http://purl.obolibrary.org/obo/GO_0070062,extracellular exosome,Cellular Component
NCSTN,http://purl.obolibrary.org/obo/GO_0070851,growth factor receptor binding,Molecular Function
NCSTN,http://purl.obolibrary.org/obo/GO_0097060,synaptic membrane,Cellular Component
NCSTN,http://purl.obolibrary.org/obo/GO_0099503,secretory vesicle,Cellular Component
NDUFAB1,http://purl.obolibrary.org/obo/GO_0000036,acyl carrier activity,Molecular Function
NDUFAB1,http://purl.obolibrary.org/obo/GO_0005198,structural molecule activity,Molecular Function
NDUFAB1,http://purl.obolibrary.org/obo/GO_0005504,fatty acid binding,Molecular Function
NDUFAB1,http://purl.obolibrary.org/obo/GO_0005509,calcium ion binding,Molecular Function
NDUFAB1,http://purl.obolibrary.org/obo/GO_0005515,protein binding,Molecular Function
NDUFAB1,http://purl.obolibrary.org/obo/GO_0005739,mitochondrion,Cellular Component
NDUFAB1,http://purl.obolibrary.org/obo/GO_0005743,mitochondrial inner membrane,Cellular Component
NDUFAB1,http://purl.obolibrary.org/obo/GO_0005759,mitochondrial matrix,Cellular Component
NDUFAB1,http://purl.obolibrary.org/obo/GO_0006120,"mitochondrial electron transport, NADH to ubiquinone",Biological Process
NDUFAB1,http://purl.obolibrary.org/obo/GO_0006629,lipid metabolic process,Biological Process
NDUFAB1,http://purl.obolibrary.org/obo/GO_0006631,fatty acid metabolic process,Biological Process
NDUFAB1,http://purl.obolibrary.org/obo/GO_0006633,fatty acid biosynthetic process,Biological Process
NDUFAB1,http://purl.obolibrary.org/obo/GO_0009060,aerobic respiration,Biological Process
NDUFAB1,http://purl.obolibrary.org/obo/GO_0009249,protein lipoylation,Biological Process
NDUFAB1,http://purl.obolibrary.org/obo/GO_0016226,iron-sulfur cluster assembly,Biological Process
NDUFAB1,http://purl.obolibrary.org/obo/GO_0022904,respiratory electron transport chain,Biological Process
NDUFAB1,http://purl.obolibrary.org/obo/GO_0031966,mitochondrial membrane,Cellular Component
NDUFAB1,http://purl.obolibrary.org/obo/GO_0042776,proton motive force-driven mitochondrial ATP synthesis,Biological Process
NDUFAB1,http://purl.obolibrary.org/obo/GO_0044571,[2Fe-2S] cluster assembly,Biological Process
NDUFAB1,http://purl.obolibrary.org/obo/GO_0140978,mitochondrial large ribosomal subunit binding,Molecular Function
NDUFAB1,http://purl.obolibrary.org/obo/GO_1902775,mitochondrial large ribosomal subunit assembly,Biological Process
NECTIN2,http://purl.obolibrary.org/obo/GO_0001618,virus receptor activity,Molecular Function
NECTIN2,http://purl.obolibrary.org/obo/GO_0002860,positive regulation of natural killer cell mediated cytotoxicity directed against tumor cell target,Biological Process
NECTIN2,http://purl.obolibrary.org/obo/GO_0002891,positive regulation of immunoglobulin mediated immune response,Biological Process
NECTIN2,http://purl.obolibrary.org/obo/GO_0005515,protein binding,Molecular Function
NECTIN2,http://purl.obolibrary.org/obo/GO_0005886,plasma membrane,Cellular Component
NECTIN2,http://purl.obolibrary.org/obo/GO_0005911,cell-cell junction,Cellular Component
NECTIN2,http://purl.obolibrary.org/obo/GO_0005915,zonula adherens,Cellular Component
NECTIN2,http://purl.obolibrary.org/obo/GO_0005925,focal adhesion,Cellular Component
NECTIN2,http://purl.obolibrary.org/obo/GO_0007155,cell adhesion,Biological Process
NECTIN2,http://purl.obolibrary.org/obo/GO_0007156,homophilic cell-cell adhesion,Biological Process
NECTIN2,http://purl.obolibrary.org/obo/GO_0007165,signal transduction,Biological Process
NECTIN2,http://purl.obolibrary.org/obo/GO_0007286,spermatid development,Biological Process
NECTIN2,http://purl.obolibrary.org/obo/GO_0009986,cell surface,Cellular Component
NECTIN2,http://purl.obolibrary.org/obo/GO_0015026,coreceptor activity,Molecular Function
NECTIN2,http://purl.obolibrary.org/obo/GO_0016020,membrane,Cellular Component
NECTIN2,http://purl.obolibrary.org/obo/GO_0033005,positive regulation of mast cell activation,Biological Process
NECTIN2,http://purl.obolibrary.org/obo/GO_0042267,natural killer cell mediated cytotoxicity,Biological Process
NECTIN2,http://purl.obolibrary.org/obo/GO_0042271,susceptibility to natural killer cell mediated cytotoxicity,Biological Process
NECTIN2,http://purl.obolibrary.org/obo/GO_0042802,identical protein binding,Molecular Function
NECTIN2,http://purl.obolibrary.org/obo/GO_0042803,protein homodimerization activity,Molecular Function
NECTIN2,http://purl.obolibrary.org/obo/GO_0043296,apical junction complex,Cellular Component
NECTIN2,http://purl.obolibrary.org/obo/GO_0044291,cell-cell contact zone,Cellular Component
NECTIN2,http://purl.obolibrary.org/obo/GO_0045953,negative regulation of natural killer cell mediated cytotoxicity,Biological Process
NECTIN2,http://purl.obolibrary.org/obo/GO_0045954,positive regulation of natural killer cell mediated cytotoxicity,Biological Process
NECTIN2,http://purl.obolibrary.org/obo/GO_0046596,regulation of viral entry into host cell,Biological Process
NECTIN2,http://purl.obolibrary.org/obo/GO_0046718,symbiont entry into host cell,Biological Process
NECTIN2,http://purl.obolibrary.org/obo/GO_0048018,receptor ligand activity,Molecular Function
NECTIN2,http://purl.obolibrary.org/obo/GO_0050839,cell adhesion molecule binding,Molecular Function
NECTIN2,http://purl.obolibrary.org/obo/GO_0050862,positive regulation of T cell receptor signaling pathway,Biological Process
NECTIN2,http://purl.obolibrary.org/obo/GO_0060370,susceptibility to T cell mediated cytotoxicity,Biological Process
NECTIN2,http://purl.obolibrary.org/obo/GO_0070062,extracellular exosome,Cellular Component
NEFL,http://purl.obolibrary.org/obo/GO_0005200,structural constituent of cytoskeleton,Molecular Function
NEFL,http://purl.obolibrary.org/obo/GO_0005515,protein binding,Molecular Function
NEFL,http://purl.obolibrary.org/obo/GO_0005737,cytoplasm,Cellular Component
NEFL,http://purl.obolibrary.org/obo/GO_0005829,cytosol,Cellular Component
NEFL,http://purl.obolibrary.org/obo/GO_0005856,cytoskeleton,Cellular Component
NEFL,http://purl.obolibrary.org/obo/GO_0005882,intermediate filament,Cellular Component
NEFL,http://purl.obolibrary.org/obo/GO_0005883,neurofilament,Cellular Component
NEFL,http://purl.obolibrary.org/obo/GO_0008089,anterograde axonal transport,Biological Process
NEFL,http://purl.obolibrary.org/obo/GO_0008090,retrograde axonal transport,Biological Process
NEFL,http://purl.obolibrary.org/obo/GO_0009636,response to toxic substance,Biological Process
NEFL,http://purl.obolibrary.org/obo/GO_0015631,tubulin binding,Molecular Function
NEFL,http://purl.obolibrary.org/obo/GO_0019896,axonal transport of mitochondrion,Biological Process
NEFL,http://purl.obolibrary.org/obo/GO_0019904,protein domain specific binding,Molecular Function
NEFL,http://purl.obolibrary.org/obo/GO_0021510,spinal cord development,Biological Process
NEFL,http://purl.obolibrary.org/obo/GO_0021766,hippocampus development,Biological Process
NEFL,http://purl.obolibrary.org/obo/GO_0021987,cerebral cortex development,Biological Process
NEFL,http://purl.obolibrary.org/obo/GO_0030424,axon,Cellular Component
NEFL,http://purl.obolibrary.org/obo/GO_0030426,growth cone,Cellular Component
NEFL,http://purl.obolibrary.org/obo/GO_0030674,protein-macromolecule adaptor activity,Molecular Function
NEFL,http://purl.obolibrary.org/obo/GO_0033693,neurofilament bundle assembly,Biological Process
NEFL,http://purl.obolibrary.org/obo/GO_0042802,identical protein binding,Molecular Function
NEFL,http://purl.obolibrary.org/obo/GO_0043005,neuron projection,Cellular Component
NEFL,http://purl.obolibrary.org/obo/GO_0043274,phospholipase binding,Molecular Function
NEFL,http://purl.obolibrary.org/obo/GO_0043434,response to peptide hormone,Biological Process
NEFL,http://purl.obolibrary.org/obo/GO_0044877,protein-containing complex binding,Molecular Function
NEFL,http://purl.obolibrary.org/obo/GO_0045105,intermediate filament polymerization or depolymerization,Biological Process
NEFL,http://purl.obolibrary.org/obo/GO_0045109,intermediate filament organization,Biological Process
NEFL,http://purl.obolibrary.org/obo/GO_0045111,intermediate filament cytoskeleton,Cellular Component
NEFL,http://purl.obolibrary.org/obo/GO_0051258,protein polymerization,Biological Process
NEFL,http://purl.obolibrary.org/obo/GO_0051412,response to corticosterone,Biological Process
NEFL,http://purl.obolibrary.org/obo/GO_0090128,regulation of synapse maturation,Biological Process
NEFL,http://purl.obolibrary.org/obo/GO_0099170,postsynaptic modulation of chemical synaptic transmission,Biological Process
NEFL,http://purl.obolibrary.org/obo/GO_0099184,structural constituent of postsynaptic intermediate filament cytoskeleton,Molecular Function
NEFL,http://purl.obolibrary.org/obo/GO_0099185,postsynaptic intermediate filament cytoskeleton organization,Biological Process
NEFL,http://purl.obolibrary.org/obo/GO_1903935,response to sodium arsenite,Biological Process
NEFL,http://purl.obolibrary.org/obo/GO_1903937,response to acrylamide,Biological Process
NEFL,http://purl.obolibrary.org/obo/GO_1904115,axon cytoplasm,Cellular Component
NFATC2,http://purl.obolibrary.org/obo/GO_0000122,negative regulation of transcription by RNA polymerase II,Biological Process
NFATC2,http://purl.obolibrary.org/obo/GO_0000785,chromatin,Cellular Component
NFATC2,http://purl.obolibrary.org/obo/GO_0000976,transcription cis-regulatory region binding,Molecular Function
NFATC2,http://purl.obolibrary.org/obo/GO_0000978,RNA polymerase II cis-regulatory region sequence-specific DNA binding,Molecular Function
NFATC2,http://purl.obolibrary.org/obo/GO_0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",Molecular Function
NFATC2,http://purl.obolibrary.org/obo/GO_0001227,"DNA-binding transcription repressor activity, RNA polymerase II-specific",Molecular Function
NFATC2,http://purl.obolibrary.org/obo/GO_0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",Molecular Function
NFATC2,http://purl.obolibrary.org/obo/GO_0003677,DNA binding,Molecular Function
NFATC2,http://purl.obolibrary.org/obo/GO_0003682,chromatin binding,Molecular Function
NFATC2,http://purl.obolibrary.org/obo/GO_0003700,DNA-binding transcription factor activity,Molecular Function
NFATC2,http://purl.obolibrary.org/obo/GO_0005515,protein binding,Molecular Function
NFATC2,http://purl.obolibrary.org/obo/GO_0005634,nucleus,Cellular Component
NFATC2,http://purl.obolibrary.org/obo/GO_0005654,nucleoplasm,Cellular Component
NFATC2,http://purl.obolibrary.org/obo/GO_0005737,cytoplasm,Cellular Component
NFATC2,http://purl.obolibrary.org/obo/GO_0005829,cytosol,Cellular Component
NFATC2,http://purl.obolibrary.org/obo/GO_0006355,regulation of DNA-templated transcription,Biological Process
NFATC2,http://purl.obolibrary.org/obo/GO_0006357,regulation of transcription by RNA polymerase II,Biological Process
NFATC2,http://purl.obolibrary.org/obo/GO_0006974,DNA damage response,Biological Process
NFATC2,http://purl.obolibrary.org/obo/GO_0009410,response to xenobiotic stimulus,Biological Process
NFATC2,http://purl.obolibrary.org/obo/GO_0010628,positive regulation of gene expression,Biological Process
NFATC2,http://purl.obolibrary.org/obo/GO_0016477,cell migration,Biological Process
NFATC2,http://purl.obolibrary.org/obo/GO_0019902,phosphatase binding,Molecular Function
NFATC2,http://purl.obolibrary.org/obo/GO_0030890,positive regulation of B cell proliferation,Biological Process
NFATC2,http://purl.obolibrary.org/obo/GO_0043565,sequence-specific DNA binding,Molecular Function
NFATC2,http://purl.obolibrary.org/obo/GO_0050853,B cell receptor signaling pathway,Biological Process
NFATC2,http://purl.obolibrary.org/obo/GO_0051216,cartilage development,Biological Process
NFATC2,http://purl.obolibrary.org/obo/GO_0060090,molecular adaptor activity,Molecular Function
NFATC2,http://purl.obolibrary.org/obo/GO_0071889,14-3-3 protein binding,Molecular Function
NFATC2,http://purl.obolibrary.org/obo/GO_1905064,negative regulation of vascular associated smooth muscle cell differentiation,Biological Process
NFATC2,http://purl.obolibrary.org/obo/GO_1990837,sequence-specific double-stranded DNA binding,Molecular Function
NFIC,http://purl.obolibrary.org/obo/GO_0000122,negative regulation of transcription by RNA polymerase II,Biological Process
NFIC,http://purl.obolibrary.org/obo/GO_0000785,chromatin,Cellular Component
NFIC,http://purl.obolibrary.org/obo/GO_0000978,RNA polymerase II cis-regulatory region sequence-specific DNA binding,Molecular Function
NFIC,http://purl.obolibrary.org/obo/GO_0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",Molecular Function
NFIC,http://purl.obolibrary.org/obo/GO_0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",Molecular Function
NFIC,http://purl.obolibrary.org/obo/GO_0001650,fibrillar center,Cellular Component
NFIC,http://purl.obolibrary.org/obo/GO_0003677,DNA binding,Molecular Function
NFIC,http://purl.obolibrary.org/obo/GO_0003700,DNA-binding transcription factor activity,Molecular Function
NFIC,http://purl.obolibrary.org/obo/GO_0005515,protein binding,Molecular Function
NFIC,http://purl.obolibrary.org/obo/GO_0005634,nucleus,Cellular Component
NFIC,http://purl.obolibrary.org/obo/GO_0005654,nucleoplasm,Cellular Component
NFIC,http://purl.obolibrary.org/obo/GO_0006260,DNA replication,Biological Process
NFIC,http://purl.obolibrary.org/obo/GO_0006355,regulation of DNA-templated transcription,Biological Process
NFIC,http://purl.obolibrary.org/obo/GO_0006366,transcription by RNA polymerase II,Biological Process
NFIC,http://purl.obolibrary.org/obo/GO_0045893,positive regulation of DNA-templated transcription,Biological Process
NFIC,http://purl.obolibrary.org/obo/GO_0045944,positive regulation of transcription by RNA polymerase II,Biological Process
NFIC,http://purl.obolibrary.org/obo/GO_1990837,sequence-specific double-stranded DNA binding,Molecular Function
NOS3,http://purl.obolibrary.org/obo/GO_0000139,Golgi membrane,Cellular Component
NOS3,http://purl.obolibrary.org/obo/GO_0001974,blood vessel remodeling,Biological Process
NOS3,http://purl.obolibrary.org/obo/GO_0003100,regulation of systemic arterial blood pressure by endothelin,Biological Process
NOS3,http://purl.obolibrary.org/obo/GO_0003180,aortic valve morphogenesis,Biological Process
NOS3,http://purl.obolibrary.org/obo/GO_0003184,pulmonary valve morphogenesis,Biological Process
NOS3,http://purl.obolibrary.org/obo/GO_0003203,endocardial cushion morphogenesis,Biological Process
NOS3,http://purl.obolibrary.org/obo/GO_0003785,actin monomer binding,Molecular Function
NOS3,http://purl.obolibrary.org/obo/GO_0004517,nitric-oxide synthase activity,Molecular Function
NOS3,http://purl.obolibrary.org/obo/GO_0005515,protein binding,Molecular Function
NOS3,http://purl.obolibrary.org/obo/GO_0005516,calmodulin binding,Molecular Function
NOS3,http://purl.obolibrary.org/obo/GO_0005634,nucleus,Cellular Component
NOS3,http://purl.obolibrary.org/obo/GO_0005737,cytoplasm,Cellular Component
NOS3,http://purl.obolibrary.org/obo/GO_0005794,Golgi apparatus,Cellular Component
NOS3,http://purl.obolibrary.org/obo/GO_0005829,cytosol,Cellular Component
NOS3,http://purl.obolibrary.org/obo/GO_0005856,cytoskeleton,Cellular Component
NOS3,http://purl.obolibrary.org/obo/GO_0005886,plasma membrane,Cellular Component
NOS3,http://purl.obolibrary.org/obo/GO_0005901,caveola,Cellular Component
NOS3,http://purl.obolibrary.org/obo/GO_0006527,L-arginine catabolic process,Biological Process
NOS3,http://purl.obolibrary.org/obo/GO_0006809,nitric oxide biosynthetic process,Biological Process
NOS3,http://purl.obolibrary.org/obo/GO_0007005,mitochondrion organization,Biological Process
NOS3,http://purl.obolibrary.org/obo/GO_0008015,blood circulation,Biological Process
NOS3,http://purl.obolibrary.org/obo/GO_0008217,regulation of blood pressure,Biological Process
NOS3,http://purl.obolibrary.org/obo/GO_0008285,negative regulation of cell population proliferation,Biological Process
NOS3,http://purl.obolibrary.org/obo/GO_0009408,response to heat,Biological Process
NOS3,http://purl.obolibrary.org/obo/GO_0010181,FMN binding,Molecular Function
NOS3,http://purl.obolibrary.org/obo/GO_0010544,negative regulation of platelet activation,Biological Process
NOS3,http://purl.obolibrary.org/obo/GO_0014740,negative regulation of muscle hyperplasia,Biological Process
NOS3,http://purl.obolibrary.org/obo/GO_0014806,smooth muscle hyperplasia,Biological Process
NOS3,http://purl.obolibrary.org/obo/GO_0016175,superoxide-generating NAD(P)H oxidase activity,Molecular Function
NOS3,http://purl.obolibrary.org/obo/GO_0016491,oxidoreductase activity,Molecular Function
NOS3,http://purl.obolibrary.org/obo/GO_0019430,removal of superoxide radicals,Biological Process
NOS3,http://purl.obolibrary.org/obo/GO_0020037,heme binding,Molecular Function
NOS3,http://purl.obolibrary.org/obo/GO_0030666,endocytic vesicle membrane,Cellular Component
NOS3,http://purl.obolibrary.org/obo/GO_0031644,regulation of nervous system process,Biological Process
NOS3,http://purl.obolibrary.org/obo/GO_0034405,response to fluid shear stress,Biological Process
NOS3,http://purl.obolibrary.org/obo/GO_0034617,tetrahydrobiopterin binding,Molecular Function
NOS3,http://purl.obolibrary.org/obo/GO_0034618,arginine binding,Molecular Function
NOS3,http://purl.obolibrary.org/obo/GO_0042311,vasodilation,Biological Process
NOS3,http://purl.obolibrary.org/obo/GO_0043536,positive regulation of blood vessel endothelial cell migration,Biological Process
NOS3,http://purl.obolibrary.org/obo/GO_0043542,endothelial cell migration,Biological Process
NOS3,http://purl.obolibrary.org/obo/GO_0045454,cell redox homeostasis,Biological Process
NOS3,http://purl.obolibrary.org/obo/GO_0045747,positive regulation of Notch signaling pathway,Biological Process
NOS3,http://purl.obolibrary.org/obo/GO_0045766,positive regulation of angiogenesis,Biological Process
NOS3,http://purl.obolibrary.org/obo/GO_0046146,tetrahydrobiopterin metabolic process,Biological Process
NOS3,http://purl.obolibrary.org/obo/GO_0046209,nitric oxide metabolic process,Biological Process
NOS3,http://purl.obolibrary.org/obo/GO_0046870,cadmium ion binding,Molecular Function
NOS3,http://purl.obolibrary.org/obo/GO_0046872,metal ion binding,Molecular Function
NOS3,http://purl.obolibrary.org/obo/GO_0048873,homeostasis of number of cells within a tissue,Biological Process
NOS3,http://purl.obolibrary.org/obo/GO_0050660,flavin adenine dinucleotide binding,Molecular Function
NOS3,http://purl.obolibrary.org/obo/GO_0050661,NADP binding,Molecular Function
NOS3,http://purl.obolibrary.org/obo/GO_0060412,ventricular septum morphogenesis,Biological Process
NOS3,http://purl.obolibrary.org/obo/GO_0070168,negative regulation of biomineral tissue development,Biological Process
NOS3,http://purl.obolibrary.org/obo/GO_0097110,scaffold protein binding,Molecular Function
NOS3,http://purl.obolibrary.org/obo/GO_0097746,blood vessel diameter maintenance,Biological Process
NOS3,http://purl.obolibrary.org/obo/GO_1902042,negative regulation of extrinsic apoptotic signaling pathway via death domain receptors,Biological Process
NRXN2,http://purl.obolibrary.org/obo/GO_0004888,transmembrane signaling receptor activity,Molecular Function
NRXN2,http://purl.obolibrary.org/obo/GO_0005246,calcium channel regulator activity,Molecular Function
NRXN2,http://purl.obolibrary.org/obo/GO_0005886,plasma membrane,Cellular Component
NRXN2,http://purl.obolibrary.org/obo/GO_0007155,cell adhesion,Biological Process
NRXN2,http://purl.obolibrary.org/obo/GO_0007158,neuron cell-cell adhesion,Biological Process
NRXN2,http://purl.obolibrary.org/obo/GO_0007165,signal transduction,Biological Process
NRXN2,http://purl.obolibrary.org/obo/GO_0007268,chemical synaptic transmission,Biological Process
NRXN2,http://purl.obolibrary.org/obo/GO_0007269,neurotransmitter secretion,Biological Process
NRXN2,http://purl.obolibrary.org/obo/GO_0007416,synapse assembly,Biological Process
NRXN2,http://purl.obolibrary.org/obo/GO_0030534,adult behavior,Biological Process
NRXN2,http://purl.obolibrary.org/obo/GO_0035176,social behavior,Biological Process
NRXN2,http://purl.obolibrary.org/obo/GO_0042297,vocal learning,Biological Process
NRXN2,http://purl.obolibrary.org/obo/GO_0042734,presynaptic membrane,Cellular Component
NRXN2,http://purl.obolibrary.org/obo/GO_0046872,metal ion binding,Molecular Function
