sym,go,goLabel,ns
TNF,http://purl.obolibrary.org/obo/GO_0043122,regulation of canonical NF-kappaB signal transduction,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0043123,positive regulation of canonical NF-kappaB signal transduction,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0043243,positive regulation of protein-containing complex disassembly,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0043410,positive regulation of MAPK cascade,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0043525,positive regulation of neuron apoptotic process,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0043537,negative regulation of blood vessel endothelial cell migration,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0045071,negative regulation of viral genome replication,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0045087,innate immune response,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0045121,membrane raft,Cellular Component
TNF,http://purl.obolibrary.org/obo/GO_0045429,positive regulation of nitric oxide biosynthetic process,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0045471,response to ethanol,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0045598,regulation of fat cell differentiation,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0045599,negative regulation of fat cell differentiation,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0045668,negative regulation of osteoblast differentiation,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0045672,positive regulation of osteoclast differentiation,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0045732,positive regulation of protein catabolic process,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0045760,positive regulation of action potential,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0045785,positive regulation of cell adhesion,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0045840,positive regulation of mitotic nuclear division,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0045892,negative regulation of DNA-templated transcription,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0045893,positive regulation of DNA-templated transcription,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0045930,negative regulation of mitotic cell cycle,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0045944,positive regulation of transcription by RNA polymerase II,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0046325,negative regulation of D-glucose import across plasma membrane,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0046330,positive regulation of JNK cascade,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0046677,response to antibiotic,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0048018,receptor ligand activity,Molecular Function
TNF,http://purl.obolibrary.org/obo/GO_0048143,astrocyte activation,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0048566,embryonic digestive tract development,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0048661,positive regulation of smooth muscle cell proliferation,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0050729,positive regulation of inflammatory response,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0050768,negative regulation of neurogenesis,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0050793,regulation of developmental process,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0050796,regulation of insulin secretion,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0050804,modulation of chemical synaptic transmission,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0050806,positive regulation of synaptic transmission,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0050807,regulation of synapse organization,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0050890,cognition,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0050901,leukocyte tethering or rolling,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0050966,detection of mechanical stimulus involved in sensory perception of pain,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0050995,negative regulation of lipid catabolic process,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0051044,positive regulation of membrane protein ectodomain proteolysis,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0051046,regulation of secretion,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0051222,positive regulation of protein transport,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0051239,regulation of multicellular organismal process,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0051384,response to glucocorticoid,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0051798,positive regulation of hair follicle development,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0051897,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0051966,"regulation of synaptic transmission, glutamatergic",Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0055037,recycling endosome,Cellular Component
TNF,http://purl.obolibrary.org/obo/GO_0060252,positive regulation of glial cell proliferation,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0060557,positive regulation of vitamin D biosynthetic process,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0061044,negative regulation of vascular wound healing,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0061048,negative regulation of branching involved in lung morphogenesis,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0070374,positive regulation of ERK1 and ERK2 cascade,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0071219,cellular response to molecule of bacterial origin,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0071222,cellular response to lipopolysaccharide,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0071300,cellular response to retinoic acid,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0071316,cellular response to nicotine,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0071346,cellular response to type II interferon,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0071479,cellular response to ionizing radiation,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0071677,positive regulation of mononuclear cell migration,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0071803,positive regulation of podosome assembly,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0072577,endothelial cell apoptotic process,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0072659,protein localization to plasma membrane,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0090324,negative regulation of oxidative phosphorylation,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0090594,inflammatory response to wounding,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0097191,extrinsic apoptotic signaling pathway,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0097237,cellular response to toxic substance,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0097421,liver regeneration,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0097527,necroptotic signaling pathway,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0120190,negative regulation of bile acid secretion,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0140072,histone H3K9ac reader activity,Molecular Function
TNF,http://purl.obolibrary.org/obo/GO_0140374,antiviral innate immune response,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0140460,response to Gram-negative bacterium,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_0150078,positive regulation of neuroinflammatory response,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_1900222,negative regulation of amyloid-beta clearance,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_1901224,positive regulation of non-canonical NF-kappaB signal transduction,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_1902004,positive regulation of amyloid-beta formation,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_1902065,response to L-glutamate,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_1902565,positive regulation of neutrophil activation,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_1903078,positive regulation of protein localization to plasma membrane,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_1903140,regulation of establishment of endothelial barrier,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_1903347,negative regulation of bicellular tight junction assembly,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_1903829,positive regulation of protein localization,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_1904638,response to resveratrol,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_1904646,cellular response to amyloid-beta,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_1904707,positive regulation of vascular associated smooth muscle cell proliferation,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_1904880,response to hydrogen sulfide,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_1904996,positive regulation of leukocyte adhesion to vascular endothelial cell,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_1904999,positive regulation of leukocyte adhesion to arterial endothelial cell,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_1905235,response to quercetin,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_1905242,"response to 3,3',5-triiodo-L-thyronine",Biological Process
TNF,http://purl.obolibrary.org/obo/GO_1990268,response to gold nanoparticle,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_2000010,positive regulation of protein localization to cell surface,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_2000334,positive regulation of blood microparticle formation,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_2000343,positive regulation of chemokine (C-X-C motif) ligand 2 production,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_2000347,positive regulation of hepatocyte proliferation,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_2000351,regulation of endothelial cell apoptotic process,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_2000377,regulation of reactive oxygen species metabolic process,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_2000573,positive regulation of DNA biosynthetic process,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_2001238,positive regulation of extrinsic apoptotic signaling pathway,Biological Process
TNF,http://purl.obolibrary.org/obo/GO_2001240,negative regulation of extrinsic apoptotic signaling pathway in absence of ligand,Biological Process
TNFSF13,http://purl.obolibrary.org/obo/GO_0002376,immune system process,Biological Process
TNFSF13,http://purl.obolibrary.org/obo/GO_0005102,signaling receptor binding,Molecular Function
TNFSF13,http://purl.obolibrary.org/obo/GO_0005125,cytokine activity,Molecular Function
TNFSF13,http://purl.obolibrary.org/obo/GO_0005164,tumor necrosis factor receptor binding,Molecular Function
TNFSF13,http://purl.obolibrary.org/obo/GO_0005515,protein binding,Molecular Function
TNFSF13,http://purl.obolibrary.org/obo/GO_0005576,extracellular region,Cellular Component
TNFSF13,http://purl.obolibrary.org/obo/GO_0005615,extracellular space,Cellular Component
TNFSF13,http://purl.obolibrary.org/obo/GO_0005654,nucleoplasm,Cellular Component
TNFSF13,http://purl.obolibrary.org/obo/GO_0005737,cytoplasm,Cellular Component
TNFSF13,http://purl.obolibrary.org/obo/GO_0005829,cytosol,Cellular Component
TNFSF13,http://purl.obolibrary.org/obo/GO_0006955,immune response,Biological Process
TNFSF13,http://purl.obolibrary.org/obo/GO_0007154,cell communication,Biological Process
TNFSF13,http://purl.obolibrary.org/obo/GO_0007165,signal transduction,Biological Process
TNFSF13,http://purl.obolibrary.org/obo/GO_0008284,positive regulation of cell population proliferation,Biological Process
TNFSF13,http://purl.obolibrary.org/obo/GO_0016020,membrane,Cellular Component
TNFSF13,http://purl.obolibrary.org/obo/GO_0023052,signaling,Biological Process
TNFSF13,http://purl.obolibrary.org/obo/GO_0048298,positive regulation of isotype switching to IgA isotypes,Biological Process
TNFSF13,http://purl.obolibrary.org/obo/GO_0070062,extracellular exosome,Cellular Component
TOB1,http://purl.obolibrary.org/obo/GO_0003714,transcription corepressor activity,Molecular Function
TOB1,http://purl.obolibrary.org/obo/GO_0005515,protein binding,Molecular Function
TOB1,http://purl.obolibrary.org/obo/GO_0005634,nucleus,Cellular Component
TOB1,http://purl.obolibrary.org/obo/GO_0005737,cytoplasm,Cellular Component
TOB1,http://purl.obolibrary.org/obo/GO_0008285,negative regulation of cell population proliferation,Biological Process
TOB1,http://purl.obolibrary.org/obo/GO_0017148,negative regulation of translation,Biological Process
TOB1,http://purl.obolibrary.org/obo/GO_0030971,receptor tyrosine kinase binding,Molecular Function
TOB1,http://purl.obolibrary.org/obo/GO_0045892,negative regulation of DNA-templated transcription,Biological Process
TOB1,http://purl.obolibrary.org/obo/GO_0046332,SMAD binding,Molecular Function
TOB1,http://purl.obolibrary.org/obo/GO_0060212,negative regulation of nuclear-transcribed mRNA poly(A) tail shortening,Biological Process
TOB1,http://purl.obolibrary.org/obo/GO_0060213,positive regulation of nuclear-transcribed mRNA poly(A) tail shortening,Biological Process
TOB1,http://purl.obolibrary.org/obo/GO_1900153,"positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",Biological Process
TOMM40,http://purl.obolibrary.org/obo/GO_0005515,protein binding,Molecular Function
TOMM40,http://purl.obolibrary.org/obo/GO_0005739,mitochondrion,Cellular Component
TOMM40,http://purl.obolibrary.org/obo/GO_0005741,mitochondrial outer membrane,Cellular Component
TOMM40,http://purl.obolibrary.org/obo/GO_0005743,mitochondrial inner membrane,Cellular Component
TOMM40,http://purl.obolibrary.org/obo/GO_0006811,monoatomic ion transport,Biological Process
