traitLabel,entrez,sym,weight,scoreType,method
Alzheimer's disease,26261,FBXO24,1.67,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,3479,IGF1,4.04,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,29992,PILRA,2.22,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,344148,NCKAP5,1.02,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,23604,DAPK2,1.37,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,338398,TAS2R60,1.64,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,407024,MIR29B1,3.57,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,3400,ID4,1.16,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,23607,CD2AP,4.44,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,259307,IL4I1,2.33,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,29990,PILRB,2.19,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,254122,SNX32,1.13,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,4137,MAPT,2.28,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,3655,ITGA6,1.42,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,23251,KIAA1024,1.18,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,348,APOE,10.2,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,355,FAS,1.17,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,378,ARF4,1.94,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,4644,MYO5A,1.2,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,406936,MIR144,2.04,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,388325,SCIMP,2.38,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,406939,MIR147A,2.02,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,254170,FBXO33,1.19,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,3184,HNRNPD,1.29,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,27005,USP21,1.01,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,27332,ZNF638,1.25,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,442897,MIR323A,2.02,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,351,APP,4.65,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,2319,FLOT2,2.44,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,2793,GNGT2,1.35,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,4034,LRCH4,1.65,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,2736,GLI2,1.02,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,401024,FSIP2,1.23,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,406952,MIR17,2.17,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,4067,LYN,4.54,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,284058,KANSL1,2.4,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,284352,PPP1R37,1.49,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,25791,NGEF,1.26,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,388552,BLOC1S3,1.59,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,25797,QPCT,1.4,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,4311,MME,3.39,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,284353,NKPD1,2.13,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,3055,HCK,1.23,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,3382,ICA1,1.96,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,274,BIN1,9.04,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,3458,IFNG,4.68,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,23480,SEC61G,2.28,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,404550,C16orf74,1.16,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,4248,MGAT3,1.76,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,387694,SH2D4B,3.04,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,4353,MPO,1.2,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,2799,GNS,1.07,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,26060,APPL1,1.86,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,23683,PRKD3,2.18,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,406949,MIR15B,3.5,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,406893,MIR101-1,2.02,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,283899,INO80E,1.3,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,26047,CNTNAP2,2.75,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,406901,MIR107,2.04,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,406899,MIR106A,2.02,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,26986,PABPC1,1.25,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,406962,MIR186,3.52,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,3425,IDUA,1.64,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,2734,GLG1,1.28,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,29108,PYCARD,1.24,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,442907,MIR339,3.5,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,43,ACHE,3.55,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,3416,IDE,2.77,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,23385,NCSTN,4.07,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,3459,IFNGR1,4.19,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,406944,MIR153-1,3.52,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,2622,GAS8,1.32,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,348235,SKA2,1.14,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,3119,HLA-DQB1,1.39,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,390259,BSX,1.28,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,23360,FNBP4,2.1,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,252969,NEIL2,1.32,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,387715,ARMS2,1.7,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,327,APEH,1.65,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,284266,SIGLEC15,1.66,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,259282,BOD1L1,1.78,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,407035,MIR31,2.22,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,4258,MGST2,1.73,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,29760,BLNK,4.12,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,2931,GSK3A,5.08,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,27069,GHITM,1.1,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,284069,FAM171A2,1.51,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,3566,IL4R,1.01,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,26173,INTS1,1.2,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,26574,AATF,2.08,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,3123,HLA-DRB1,2.89,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,3565,IL4,1.07,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,389549,FEZF1,1.01,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,347731,LRRTM3,3.33,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,4094,MAF,1.47,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,3753,KCNE1,1.7,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,340205,TREML1,1.78,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,23279,NUP160,1.51,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,23261,CAMTA1,1.89,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,3094,HINT1,1.54,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,2896,GRN,2.73,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,246744,STH,1.48,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,26873,OPLAH,1.08,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,3394,IRF8,1.44,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,2878,GPX3,1.45,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,4641,MYO1C,1.6,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,26059,ERC2,1.44,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,389493,NUPR1L,1.91,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,340527,NHSL2,1.53,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,23522,KAT6B,1.33,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,3674,ITGA2B,1.13,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,3490,IGFBP7,1.43,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,441272,SPDYE3,1.22,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,3987,LIMS1,1.96,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,287015,TRIM42,1.81,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,25825,BACE2,4.49,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,3117,HLA-DQA1,2.65,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,2551,GABPA,1.2,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,399,RHOH,3.77,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,51704,GPRC5B,1.6,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,54756,IL17RD,1.55,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,5923,RASGRF1,1.07,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,51659,GINS2,1.07,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,4905,NSF,1.02,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,55771,PRR11,1.1,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,5293,PIK3CD,1.54,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,522,ATP5J,1.25,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,5345,SERPINF2,1.13,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,57554,LRRC7,1.05,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,5300,PIN1,3.8,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,57476,GRAMD1B,1.27,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,54014,BRWD1,1.05,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,6424,SFRP4,1.07,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,4763,NF1,1.03,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,51629,SLC25A39,1.26,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,64231,MS4A6A,3.44,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,5245,PHB,1.14,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,60468,BACH2,1.34,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,51428,DDX41,1.28,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,5336,PLCG2,5.71,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,4759,NEU2,2.75,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,5664,PSEN2,4.22,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,57761,TRIB3,1.42,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,50809,HP1BP3,2.15,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,54875,CNTLN,1.05,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,5460,POU5F1,1.01,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,55054,ATG16L1,1.96,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,57559,STAMBPL1,1.03,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,54209,TREM2,4.23,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,6441,SFTPD,2.04,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,5741,PTH,1.31,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,604,BCL6,1.24,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,494323,MIR361,3.5,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,48,ACO1,2.27,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,63979,FIGNL1,1.16,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,54540,FAM193B,1.08,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,5607,MAP2K5,1.25,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,5074,PAWR,2.63,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,57507,ZNF608,1.03,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,55063,ZCWPW1,1.09,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,5118,PCOLCE,1.49,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,59,ACTA2,1.3,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,51225,ABI3,1.46,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,53373,TPCN1,1.58,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,5777,PTPN6,2.13,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,5921,RASA1,2.96,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,54103,GSAP,3.47,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,58490,RPRD1B,1.08,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,6093,ROCK1,3.4,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,64799,IQCH,1.05,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,54749,EPDR1,1.08,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,55851,PSENEN,4.5,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,54512,EXOSC4,1.37,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,5580,PRKCD,1.5,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,5970,RELA,4.14,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,53834,FGFRL1,1.05,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,60529,ALX4,1.07,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,65065,NBEAL1,1.62,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,51142,CHCHD2,1.25,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,59338,PLEKHA1,2.68,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,64168,NECAB1,2.2,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,54664,TMEM106B,3.64,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,5617,PRL,1.36,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,64839,FBXL17,1.25,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,645843,TMEM14E,1.32,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,5654,HTRA1,1.39,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,5913,RAPSN,1.15,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,5702,PSMC3,1.49,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,5570,PKIB,1.77,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,64598,MOSPD3,1.45,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,51429,SNX9,1.2,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,5653,KLK6,2.16,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,619556,MIR455,3.5,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,5732,PTGER2,1.04,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,63941,NECAB3,2.22,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,53919,SLCO1C1,1.64,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,51471,NAT8B,1.8,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,54550,NECAB2,2.47,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,51107,APH1A,4.03,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,51314,NME8,2.36,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,4802,NFYC,1.02,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,56257,MEPCE,1.04,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,57091,CASS4,3.13,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,4690,NCK1,1.31,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,5663,PSEN1,5.08,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,55759,WDR12,2.33,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,574476,MIR520C,2.02,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,51338,MS4A4A,2.13,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,54822,TRPM7,1.78,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,57455,REXO1,1.89,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,53358,SHC3,1.2,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,50515,CHST11,1.01,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,4669,NAGLU,3.77,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,60625,DHX35,1.12,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,4956,ODF1,1.9,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,5652,PRSS8,1.23,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,6184,RPN1,1.39,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,5621,PRNP,4.43,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,51763,INPP5K,1.07,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,4915,NTRK2,3.64,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,6253,RTN2,7.88,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,6252,RTN1,3.8,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,55205,ZNF532,1.53,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,55854,ZC3H15,1.1,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,5368,PNOC,1.67,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,5788,PTPRC,2.88,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,6119,RPA3,3.03,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,57568,SIPA1L2,1.29,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,54491,FAM105A,1.81,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,57142,RTN4,3.9,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,6493,SIM2,1.59,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,5077,PAX3,1.18,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,5972,REN,1.67,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,55211,DPPA4,1.1,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,64841,GNPNAT1,2.44,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,80063,ATF7IP2,1.23,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,80757,TMEM121,4.29,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,695,BTK,2.08,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,9452,ITM2A,1.87,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,930,CD19,1.66,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,9712,USP6NL,2.6,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,7187,TRAF3,1.07,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,7596,ZNF45,1.97,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,91663,MYADM,1.29,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,836,CASP3,4.27,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,8301,PICALM,8.72,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,79168,LILRA6,1.14,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,945,CD33,3.78,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,90865,IL33,2.87,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,9256,TSPOAP1,2.26,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,81619,TSPAN14,2.15,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,84959,UBASH3B,1.61,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,7484,WNT9B,1.55,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,9344,TAOK2,1.09,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,7638,ZNF221,2.2,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,9475,ROCK2,4.03,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,9619,ABCG1,4.06,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,79841,AGBL2,1.66,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,80198,MUS81,1.1,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,972,CD74,1.41,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,65983,GRAMD3,1.09,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,79890,RIN3,3.81,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,6790,AURKA,1.66,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,971,CD72,1.61,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,8678,BECN1,1.67,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,84417,C2orf40,1.12,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,9790,BMS1,1.78,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,905,CCNT2,2.54,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,7975,MAFK,1.43,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,7124,TNF,5.89,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,9865,TRIL,2.18,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,722,C4BPA,3.09,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,79090,TRAPPC6A,1.59,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,8440,NCK2,3.65,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,79865,TREML2,1.18,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,6827,SUPT4H1,2.14,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,79856,SNX22,1.16,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,8908,GYG2,2.41,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,6688,SPI1,3.67,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,8479,HIRIP3,1.29,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,6646,SOAT1,2.01,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,7409,VAV1,1.31,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,8030,CCDC6,3.95,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,716,C1S,1.28,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,933,CD22,1.93,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,9510,ADAMTS1,2.09,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,8728,ADAM19,2.29,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,84246,MED10,1.06,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,6850,SYK,3.38,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,9101,USP8,1.65,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,7444,VRK2,1.06,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,9675,TTI1,1.24,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,79039,DDX54,1.25,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,9648,GCC2,1.34,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,7711,ZNF155,1.82,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,857,CAV1,1.65,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,8672,EIF4G3,1.87,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,729830,FAM160A1,1.31,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,94233,OPN4,1.15,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,79760,GEMIN7,1.05,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,9001,HAP1,3.79,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,84191,FAM96A,1.97,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,9715,FAM131B,1.08,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,84868,HAVCR2,1.19,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,6667,SP1,4.07,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,84622,ZNF594,1.55,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,7291,TWIST1,1.69,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,83464,APH1B,8.61,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,6917,TCEA1,1.06,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,6642,SNX1,1.97,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,84232,MAF1,1.61,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,79001,VKORC1,1.02,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,6653,SORL1,7.99,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,7402,UTRN,1.04,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,9043,SPAG9,1.67,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,84270,C9orf89,1.33,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,79895,ATP8B4,3.66,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,725,C4BPB,1.22,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,9445,ITM2B,2.39,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,9026,HIP1R,1.61,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,7791,ZYX,1.71,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,92154,MTSS1L,1.72,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,84888,SPPL2A,1.64,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,79007,DBNDD1,1.38,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,9134,CCNE2,1.36,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,9135,RABEP1,2.02,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,79698,ZMAT4,1.52,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,9911,TMCC2,2.51,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,91252,SLC39A13,2.04,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,79746,ECHDC3,2.92,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,8448,DOC2A,1.46,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,8820,HESX1,1.77,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,84281,C2orf88,1.4,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,94241,TP53INP1,3.13,PIGEANCombinedScore,PIGEAN
Alzheimer's disease,83723,FAM57B,1.37,PIGEANCombinedScore,PIGEAN
