go,K
http://purl.obolibrary.org/obo/GO_0043535,4
http://purl.obolibrary.org/obo/GO_0043536,33
http://purl.obolibrary.org/obo/GO_0043537,16
http://purl.obolibrary.org/obo/GO_0043539,38
http://purl.obolibrary.org/obo/GO_0043542,23
http://purl.obolibrary.org/obo/GO_0043546,3
http://purl.obolibrary.org/obo/GO_0043547,29
http://purl.obolibrary.org/obo/GO_0043548,14
http://purl.obolibrary.org/obo/GO_0043549,2
http://purl.obolibrary.org/obo/GO_0043550,3
http://purl.obolibrary.org/obo/GO_0043555,3
http://purl.obolibrary.org/obo/GO_0043558,2
http://purl.obolibrary.org/obo/GO_0043559,5
http://purl.obolibrary.org/obo/GO_0043560,12
http://purl.obolibrary.org/obo/GO_0043565,173
http://purl.obolibrary.org/obo/GO_0043567,2
http://purl.obolibrary.org/obo/GO_0043568,3
http://purl.obolibrary.org/obo/GO_0043569,4
http://purl.obolibrary.org/obo/GO_0043570,3
http://purl.obolibrary.org/obo/GO_0043576,2
http://purl.obolibrary.org/obo/GO_0043578,1
http://purl.obolibrary.org/obo/GO_0043583,2
http://purl.obolibrary.org/obo/GO_0043584,3
http://purl.obolibrary.org/obo/GO_0043585,3
http://purl.obolibrary.org/obo/GO_0043586,5
http://purl.obolibrary.org/obo/GO_0043587,1
http://purl.obolibrary.org/obo/GO_0043588,19
http://purl.obolibrary.org/obo/GO_0043589,9
http://purl.obolibrary.org/obo/GO_0043596,5
http://purl.obolibrary.org/obo/GO_0043602,1
http://purl.obolibrary.org/obo/GO_0043615,3
http://purl.obolibrary.org/obo/GO_0043616,7
http://purl.obolibrary.org/obo/GO_0043622,6
http://purl.obolibrary.org/obo/GO_0043627,28
http://purl.obolibrary.org/obo/GO_0043634,1
http://purl.obolibrary.org/obo/GO_0043647,8
http://purl.obolibrary.org/obo/GO_0043649,1
http://purl.obolibrary.org/obo/GO_0043651,12
http://purl.obolibrary.org/obo/GO_0043652,3
http://purl.obolibrary.org/obo/GO_0043653,8
http://purl.obolibrary.org/obo/GO_0043654,3
http://purl.obolibrary.org/obo/GO_0043657,7
http://purl.obolibrary.org/obo/GO_0043679,36
http://purl.obolibrary.org/obo/GO_0043687,31
http://purl.obolibrary.org/obo/GO_0043691,16
http://purl.obolibrary.org/obo/GO_0043697,3
http://purl.obolibrary.org/obo/GO_0043754,1
http://purl.obolibrary.org/obo/GO_0043771,4
http://purl.obolibrary.org/obo/GO_0043795,1
http://purl.obolibrary.org/obo/GO_0043799,1
http://purl.obolibrary.org/obo/GO_0043812,3
http://purl.obolibrary.org/obo/GO_0043813,4
http://purl.obolibrary.org/obo/GO_0043855,1
http://purl.obolibrary.org/obo/GO_0043874,1
http://purl.obolibrary.org/obo/GO_0043890,1
http://purl.obolibrary.org/obo/GO_0043896,1
http://purl.obolibrary.org/obo/GO_0043921,1
http://purl.obolibrary.org/obo/GO_0043922,1
http://purl.obolibrary.org/obo/GO_0043923,9
http://purl.obolibrary.org/obo/GO_0043924,2
http://purl.obolibrary.org/obo/GO_0043931,7
http://purl.obolibrary.org/obo/GO_0043932,1
http://purl.obolibrary.org/obo/GO_0043933,4
http://purl.obolibrary.org/obo/GO_0043992,2
http://purl.obolibrary.org/obo/GO_0043993,3
http://purl.obolibrary.org/obo/GO_0043995,2
http://purl.obolibrary.org/obo/GO_0043996,2
http://purl.obolibrary.org/obo/GO_0043997,3
http://purl.obolibrary.org/obo/GO_0043998,1
http://purl.obolibrary.org/obo/GO_0043999,1
http://purl.obolibrary.org/obo/GO_0044013,2
http://purl.obolibrary.org/obo/GO_0044017,2
http://purl.obolibrary.org/obo/GO_0044020,5
http://purl.obolibrary.org/obo/GO_0044022,2
http://purl.obolibrary.org/obo/GO_0044024,1
http://purl.obolibrary.org/obo/GO_0044027,7
http://purl.obolibrary.org/obo/GO_0044029,8
http://purl.obolibrary.org/obo/GO_0044057,2
http://purl.obolibrary.org/obo/GO_0044065,1
http://purl.obolibrary.org/obo/GO_0044070,2
http://purl.obolibrary.org/obo/GO_0044089,3
http://purl.obolibrary.org/obo/GO_0044090,2
http://purl.obolibrary.org/obo/GO_0044091,1
http://purl.obolibrary.org/obo/GO_0044183,35
http://purl.obolibrary.org/obo/GO_0044194,9
http://purl.obolibrary.org/obo/GO_0044205,3
http://purl.obolibrary.org/obo/GO_0044206,5
http://purl.obolibrary.org/obo/GO_0044208,7
http://purl.obolibrary.org/obo/GO_0044209,3
http://purl.obolibrary.org/obo/GO_0044210,2
http://purl.obolibrary.org/obo/GO_0044211,3
http://purl.obolibrary.org/obo/GO_0044218,6
http://purl.obolibrary.org/obo/GO_0044224,6
http://purl.obolibrary.org/obo/GO_0044225,1
http://purl.obolibrary.org/obo/GO_0044232,3
http://purl.obolibrary.org/obo/GO_0044233,14
http://purl.obolibrary.org/obo/GO_0044241,3
http://purl.obolibrary.org/obo/GO_0044245,4
http://purl.obolibrary.org/obo/GO_0044272,2
http://purl.obolibrary.org/obo/GO_0044281,9
http://purl.obolibrary.org/obo/GO_0044283,3
http://purl.obolibrary.org/obo/GO_0044284,4
http://purl.obolibrary.org/obo/GO_0044291,14
http://purl.obolibrary.org/obo/GO_0044292,1
http://purl.obolibrary.org/obo/GO_0044293,1
http://purl.obolibrary.org/obo/GO_0044294,7
http://purl.obolibrary.org/obo/GO_0044295,15
http://purl.obolibrary.org/obo/GO_0044297,60
http://purl.obolibrary.org/obo/GO_0044298,3
http://purl.obolibrary.org/obo/GO_0044299,1
http://purl.obolibrary.org/obo/GO_0044300,6
http://purl.obolibrary.org/obo/GO_0044301,1
http://purl.obolibrary.org/obo/GO_0044302,1
http://purl.obolibrary.org/obo/GO_0044304,3
http://purl.obolibrary.org/obo/GO_0044305,1
http://purl.obolibrary.org/obo/GO_0044306,9
http://purl.obolibrary.org/obo/GO_0044307,3
http://purl.obolibrary.org/obo/GO_0044308,1
http://purl.obolibrary.org/obo/GO_0044309,7
http://purl.obolibrary.org/obo/GO_0044313,1
http://purl.obolibrary.org/obo/GO_0044314,4
http://purl.obolibrary.org/obo/GO_0044316,1
http://purl.obolibrary.org/obo/GO_0044319,10
http://purl.obolibrary.org/obo/GO_0044320,7
http://purl.obolibrary.org/obo/GO_0044321,7
http://purl.obolibrary.org/obo/GO_0044322,12
http://purl.obolibrary.org/obo/GO_0044323,2
http://purl.obolibrary.org/obo/GO_0044325,89
http://purl.obolibrary.org/obo/GO_0044326,1
http://purl.obolibrary.org/obo/GO_0044327,5
http://purl.obolibrary.org/obo/GO_0044331,9
http://purl.obolibrary.org/obo/GO_0044341,2
http://purl.obolibrary.org/obo/GO_0044342,3
http://purl.obolibrary.org/obo/GO_0044344,19
http://purl.obolibrary.org/obo/GO_0044346,1
http://purl.obolibrary.org/obo/GO_0044351,5
http://purl.obolibrary.org/obo/GO_0044354,4
http://purl.obolibrary.org/obo/GO_0044355,2
http://purl.obolibrary.org/obo/GO_0044375,1
http://purl.obolibrary.org/obo/GO_0044378,2
http://purl.obolibrary.org/obo/GO_0044381,3
http://purl.obolibrary.org/obo/GO_0044387,2
http://purl.obolibrary.org/obo/GO_0044388,4
http://purl.obolibrary.org/obo/GO_0044389,13
http://purl.obolibrary.org/obo/GO_0044390,4
http://purl.obolibrary.org/obo/GO_0044393,3
http://purl.obolibrary.org/obo/GO_0044458,2
http://purl.obolibrary.org/obo/GO_0044508,1
http://purl.obolibrary.org/obo/GO_0044524,1
http://purl.obolibrary.org/obo/GO_0044528,5
http://purl.obolibrary.org/obo/GO_0044539,5
http://purl.obolibrary.org/obo/GO_0044540,1
http://purl.obolibrary.org/obo/GO_0044546,3
http://purl.obolibrary.org/obo/GO_0044547,3
http://purl.obolibrary.org/obo/GO_0044548,12
http://purl.obolibrary.org/obo/GO_0044557,1
http://purl.obolibrary.org/obo/GO_0044571,4
http://purl.obolibrary.org/obo/GO_0044572,1
http://purl.obolibrary.org/obo/GO_0044594,1
http://purl.obolibrary.org/obo/GO_0044597,7
http://purl.obolibrary.org/obo/GO_0044598,7
http://purl.obolibrary.org/obo/GO_0044602,1
http://purl.obolibrary.org/obo/GO_0044603,1
http://purl.obolibrary.org/obo/GO_0044610,1
http://purl.obolibrary.org/obo/GO_0044650,1
http://purl.obolibrary.org/obo/GO_0044691,1
http://purl.obolibrary.org/obo/GO_0044715,1
http://purl.obolibrary.org/obo/GO_0044721,1
http://purl.obolibrary.org/obo/GO_0044725,3
http://purl.obolibrary.org/obo/GO_0044727,1
http://purl.obolibrary.org/obo/GO_0044729,2
http://purl.obolibrary.org/obo/GO_0044751,2
http://purl.obolibrary.org/obo/GO_0044752,1
http://purl.obolibrary.org/obo/GO_0044753,2
http://purl.obolibrary.org/obo/GO_0044754,9
http://purl.obolibrary.org/obo/GO_0044770,4
http://purl.obolibrary.org/obo/GO_0044772,4
http://purl.obolibrary.org/obo/GO_0044782,7
http://purl.obolibrary.org/obo/GO_0044788,1
http://purl.obolibrary.org/obo/GO_0044790,6
http://purl.obolibrary.org/obo/GO_0044793,1
http://purl.obolibrary.org/obo/GO_0044794,5
http://purl.obolibrary.org/obo/GO_0044818,14
http://purl.obolibrary.org/obo/GO_0044819,1
http://purl.obolibrary.org/obo/GO_0044828,5
http://purl.obolibrary.org/obo/GO_0044829,4
http://purl.obolibrary.org/obo/GO_0044830,2
http://purl.obolibrary.org/obo/GO_0044839,4
http://purl.obolibrary.org/obo/GO_0044843,3
http://purl.obolibrary.org/obo/GO_0044849,10
http://purl.obolibrary.org/obo/GO_0044853,26
http://purl.obolibrary.org/obo/GO_0044854,1
http://purl.obolibrary.org/obo/GO_0044855,1
http://purl.obolibrary.org/obo/GO_0044857,2
http://purl.obolibrary.org/obo/GO_0044860,1
http://purl.obolibrary.org/obo/GO_0044861,1
http://purl.obolibrary.org/obo/GO_0044877,232
http://purl.obolibrary.org/obo/GO_0044878,4
http://purl.obolibrary.org/obo/GO_0045002,1
http://purl.obolibrary.org/obo/GO_0045003,1
http://purl.obolibrary.org/obo/GO_0045004,1
http://purl.obolibrary.org/obo/GO_0045006,3
http://purl.obolibrary.org/obo/GO_0045007,2
http://purl.obolibrary.org/obo/GO_0045008,1
http://purl.obolibrary.org/obo/GO_0045010,2
http://purl.obolibrary.org/obo/GO_0045019,9
http://purl.obolibrary.org/obo/GO_0045022,6
http://purl.obolibrary.org/obo/GO_0045023,1
http://purl.obolibrary.org/obo/GO_0045027,2
http://purl.obolibrary.org/obo/GO_0045028,9
http://purl.obolibrary.org/obo/GO_0045029,2
http://purl.obolibrary.org/obo/GO_0045030,2
http://purl.obolibrary.org/obo/GO_0045031,2
http://purl.obolibrary.org/obo/GO_0045039,5
http://purl.obolibrary.org/obo/GO_0045040,4
http://purl.obolibrary.org/obo/GO_0045041,2
http://purl.obolibrary.org/obo/GO_0045046,2
http://purl.obolibrary.org/obo/GO_0045047,6
http://purl.obolibrary.org/obo/GO_0045048,3
http://purl.obolibrary.org/obo/GO_0045050,6
http://purl.obolibrary.org/obo/GO_0045053,1
http://purl.obolibrary.org/obo/GO_0045054,2
http://purl.obolibrary.org/obo/GO_0045055,9
http://purl.obolibrary.org/obo/GO_0045056,8
http://purl.obolibrary.org/obo/GO_0045058,3
http://purl.obolibrary.org/obo/GO_0045059,3
http://purl.obolibrary.org/obo/GO_0045060,3
http://purl.obolibrary.org/obo/GO_0045061,13
http://purl.obolibrary.org/obo/GO_0045063,21
http://purl.obolibrary.org/obo/GO_0045064,3
http://purl.obolibrary.org/obo/GO_0045066,2
http://purl.obolibrary.org/obo/GO_0045069,3
http://purl.obolibrary.org/obo/GO_0045070,23
http://purl.obolibrary.org/obo/GO_0045071,21
http://purl.obolibrary.org/obo/GO_0045087,281
http://purl.obolibrary.org/obo/GO_0045088,20
http://purl.obolibrary.org/obo/GO_0045089,17
http://purl.obolibrary.org/obo/GO_0045091,1
http://purl.obolibrary.org/obo/GO_0045095,23
http://purl.obolibrary.org/obo/GO_0045104,13
http://purl.obolibrary.org/obo/GO_0045105,1
http://purl.obolibrary.org/obo/GO_0045107,1
http://purl.obolibrary.org/obo/GO_0045109,10
http://purl.obolibrary.org/obo/GO_0045110,4
http://purl.obolibrary.org/obo/GO_0045111,25
http://purl.obolibrary.org/obo/GO_0045112,1
http://purl.obolibrary.org/obo/GO_0045116,14
http://purl.obolibrary.org/obo/GO_0045117,1
http://purl.obolibrary.org/obo/GO_0045120,7
http://purl.obolibrary.org/obo/GO_0045121,152
http://purl.obolibrary.org/obo/GO_0045123,3
http://purl.obolibrary.org/obo/GO_0045124,7
http://purl.obolibrary.org/obo/GO_0045125,2
http://purl.obolibrary.org/obo/GO_0045130,1
http://purl.obolibrary.org/obo/GO_0045134,7
http://purl.obolibrary.org/obo/GO_0045137,1
http://purl.obolibrary.org/obo/GO_0045142,1
http://purl.obolibrary.org/obo/GO_0045145,2
http://purl.obolibrary.org/obo/GO_0045148,1
http://purl.obolibrary.org/obo/GO_0045159,1
http://purl.obolibrary.org/obo/GO_0045162,5
http://purl.obolibrary.org/obo/GO_0045163,2
http://purl.obolibrary.org/obo/GO_0045165,6
http://purl.obolibrary.org/obo/GO_0045171,26
http://purl.obolibrary.org/obo/GO_0045174,2
http://purl.obolibrary.org/obo/GO_0045176,3
http://purl.obolibrary.org/obo/GO_0045177,56
http://purl.obolibrary.org/obo/GO_0045178,12
http://purl.obolibrary.org/obo/GO_0045179,2
http://purl.obolibrary.org/obo/GO_0045180,4
http://purl.obolibrary.org/obo/GO_0045182,7
http://purl.obolibrary.org/obo/GO_0045184,18
http://purl.obolibrary.org/obo/GO_0045185,1
http://purl.obolibrary.org/obo/GO_0045187,5
http://purl.obolibrary.org/obo/GO_0045188,2
http://purl.obolibrary.org/obo/GO_0045190,8
http://purl.obolibrary.org/obo/GO_0045191,2
http://purl.obolibrary.org/obo/GO_0045197,12
http://purl.obolibrary.org/obo/GO_0045198,7
http://purl.obolibrary.org/obo/GO_0045199,5
http://purl.obolibrary.org/obo/GO_0045200,1
http://purl.obolibrary.org/obo/GO_0045202,266
http://purl.obolibrary.org/obo/GO_0045211,107
http://purl.obolibrary.org/obo/GO_0045214,11
http://purl.obolibrary.org/obo/GO_0045216,9
http://purl.obolibrary.org/obo/GO_0045217,6
http://purl.obolibrary.org/obo/GO_0045218,1
http://purl.obolibrary.org/obo/GO_0045234,1
http://purl.obolibrary.org/obo/GO_0045236,3
http://purl.obolibrary.org/obo/GO_0045237,1
http://purl.obolibrary.org/obo/GO_0045292,8
http://purl.obolibrary.org/obo/GO_0045294,6
http://purl.obolibrary.org/obo/GO_0045295,7
http://purl.obolibrary.org/obo/GO_0045296,239
http://purl.obolibrary.org/obo/GO_0045309,2
http://purl.obolibrary.org/obo/GO_0045321,10
http://purl.obolibrary.org/obo/GO_0045322,5
http://purl.obolibrary.org/obo/GO_0045329,3
http://purl.obolibrary.org/obo/GO_0045332,8
http://purl.obolibrary.org/obo/GO_0045333,20
http://purl.obolibrary.org/obo/GO_0045334,14
http://purl.obolibrary.org/obo/GO_0045335,52
http://purl.obolibrary.org/obo/GO_0045337,2
http://purl.obolibrary.org/obo/GO_0045338,1
http://purl.obolibrary.org/obo/GO_0045340,2
http://purl.obolibrary.org/obo/GO_0045343,1
http://purl.obolibrary.org/obo/GO_0045345,1
http://purl.obolibrary.org/obo/GO_0045348,8
http://purl.obolibrary.org/obo/GO_0045352,1
http://purl.obolibrary.org/obo/GO_0045353,1
http://purl.obolibrary.org/obo/GO_0045428,6
http://purl.obolibrary.org/obo/GO_0045429,25
http://purl.obolibrary.org/obo/GO_0045444,24
http://purl.obolibrary.org/obo/GO_0045445,9
http://purl.obolibrary.org/obo/GO_0045446,8
http://purl.obolibrary.org/obo/GO_0045453,6
http://purl.obolibrary.org/obo/GO_0045454,20
http://purl.obolibrary.org/obo/GO_0045471,89
http://purl.obolibrary.org/obo/GO_0045472,1
http://purl.obolibrary.org/obo/GO_0045475,8
http://purl.obolibrary.org/obo/GO_0045485,1
http://purl.obolibrary.org/obo/GO_0045494,13
http://purl.obolibrary.org/obo/GO_0045499,10
http://purl.obolibrary.org/obo/GO_0045503,1
http://purl.obolibrary.org/obo/GO_0045504,1
http://purl.obolibrary.org/obo/GO_0045505,13
http://purl.obolibrary.org/obo/GO_0045509,1
http://purl.obolibrary.org/obo/GO_0045515,1
http://purl.obolibrary.org/obo/GO_0045518,1
http://purl.obolibrary.org/obo/GO_0045540,6
http://purl.obolibrary.org/obo/GO_0045541,5
http://purl.obolibrary.org/obo/GO_0045542,11
http://purl.obolibrary.org/obo/GO_0045545,5
http://purl.obolibrary.org/obo/GO_0045547,1
http://purl.obolibrary.org/obo/GO_0045550,2
http://purl.obolibrary.org/obo/GO_0045569,5
http://purl.obolibrary.org/obo/GO_0045576,3
http://purl.obolibrary.org/obo/GO_0045577,4
http://purl.obolibrary.org/obo/GO_0045578,3
http://purl.obolibrary.org/obo/GO_0045579,6
http://purl.obolibrary.org/obo/GO_0045580,7
http://purl.obolibrary.org/obo/GO_0045581,2
http://purl.obolibrary.org/obo/GO_0045582,24
http://purl.obolibrary.org/obo/GO_0045584,1
http://purl.obolibrary.org/obo/GO_0045585,1
http://purl.obolibrary.org/obo/GO_0045588,2
http://purl.obolibrary.org/obo/GO_0045589,1
http://purl.obolibrary.org/obo/GO_0045590,17
http://purl.obolibrary.org/obo/GO_0045591,12
http://purl.obolibrary.org/obo/GO_0045595,24
http://purl.obolibrary.org/obo/GO_0045596,25
http://purl.obolibrary.org/obo/GO_0045597,47
http://purl.obolibrary.org/obo/GO_0045598,6
http://purl.obolibrary.org/obo/GO_0045599,24
http://purl.obolibrary.org/obo/GO_0045600,20
http://purl.obolibrary.org/obo/GO_0045601,1
http://purl.obolibrary.org/obo/GO_0045602,5
http://purl.obolibrary.org/obo/GO_0045603,5
http://purl.obolibrary.org/obo/GO_0045604,1
http://purl.obolibrary.org/obo/GO_0045606,3
http://purl.obolibrary.org/obo/GO_0045616,3
http://purl.obolibrary.org/obo/GO_0045617,2
http://purl.obolibrary.org/obo/GO_0045618,12
http://purl.obolibrary.org/obo/GO_0045621,4
http://purl.obolibrary.org/obo/GO_0045622,2
http://purl.obolibrary.org/obo/GO_0045624,1
http://purl.obolibrary.org/obo/GO_0045626,2
http://purl.obolibrary.org/obo/GO_0045627,2
http://purl.obolibrary.org/obo/GO_0045629,1
http://purl.obolibrary.org/obo/GO_0045630,6
http://purl.obolibrary.org/obo/GO_0045637,2
http://purl.obolibrary.org/obo/GO_0045638,8
http://purl.obolibrary.org/obo/GO_0045639,1
http://purl.obolibrary.org/obo/GO_0045645,1
http://purl.obolibrary.org/obo/GO_0045646,3
http://purl.obolibrary.org/obo/GO_0045647,1
http://purl.obolibrary.org/obo/GO_0045648,21
http://purl.obolibrary.org/obo/GO_0045649,1
http://purl.obolibrary.org/obo/GO_0045650,4
http://purl.obolibrary.org/obo/GO_0045651,9
http://purl.obolibrary.org/obo/GO_0045652,7
http://purl.obolibrary.org/obo/GO_0045653,2
http://purl.obolibrary.org/obo/GO_0045654,5
http://purl.obolibrary.org/obo/GO_0045655,1
http://purl.obolibrary.org/obo/GO_0045656,3
http://purl.obolibrary.org/obo/GO_0045657,7
http://purl.obolibrary.org/obo/GO_0045660,1
http://purl.obolibrary.org/obo/GO_0045661,1
http://purl.obolibrary.org/obo/GO_0045662,7
http://purl.obolibrary.org/obo/GO_0045663,22
http://purl.obolibrary.org/obo/GO_0045664,10
http://purl.obolibrary.org/obo/GO_0045665,15
http://purl.obolibrary.org/obo/GO_0045666,25
http://purl.obolibrary.org/obo/GO_0045667,7
http://purl.obolibrary.org/obo/GO_0045668,23
http://purl.obolibrary.org/obo/GO_0045669,37
http://purl.obolibrary.org/obo/GO_0045670,6
http://purl.obolibrary.org/obo/GO_0045671,11
http://purl.obolibrary.org/obo/GO_0045672,18
http://purl.obolibrary.org/obo/GO_0045682,1
http://purl.obolibrary.org/obo/GO_0045684,4
http://purl.obolibrary.org/obo/GO_0045687,2
http://purl.obolibrary.org/obo/GO_0045703,1
http://purl.obolibrary.org/obo/GO_0045717,10
http://purl.obolibrary.org/obo/GO_0045719,4
http://purl.obolibrary.org/obo/GO_0045721,12
http://purl.obolibrary.org/obo/GO_0045722,12
http://purl.obolibrary.org/obo/GO_0045723,10
http://purl.obolibrary.org/obo/GO_0045724,6
http://purl.obolibrary.org/obo/GO_0045725,9
http://purl.obolibrary.org/obo/GO_0045726,2
http://purl.obolibrary.org/obo/GO_0045727,45
http://purl.obolibrary.org/obo/GO_0045728,2
http://purl.obolibrary.org/obo/GO_0045730,8
http://purl.obolibrary.org/obo/GO_0045732,37
http://purl.obolibrary.org/obo/GO_0045736,4
http://purl.obolibrary.org/obo/GO_0045737,1
http://purl.obolibrary.org/obo/GO_0045738,2
http://purl.obolibrary.org/obo/GO_0045739,26
http://purl.obolibrary.org/obo/GO_0045740,16
http://purl.obolibrary.org/obo/GO_0045742,16
http://purl.obolibrary.org/obo/GO_0045743,4
http://purl.obolibrary.org/obo/GO_0045744,10
http://purl.obolibrary.org/obo/GO_0045745,11
http://purl.obolibrary.org/obo/GO_0045746,11
http://purl.obolibrary.org/obo/GO_0045747,18
http://purl.obolibrary.org/obo/GO_0045751,1
http://purl.obolibrary.org/obo/GO_0045752,1
http://purl.obolibrary.org/obo/GO_0045759,2
http://purl.obolibrary.org/obo/GO_0045760,5
http://purl.obolibrary.org/obo/GO_0045762,5
http://purl.obolibrary.org/obo/GO_0045765,22
http://purl.obolibrary.org/obo/GO_0045766,96
http://purl.obolibrary.org/obo/GO_0045772,1
http://purl.obolibrary.org/obo/GO_0045773,25
http://purl.obolibrary.org/obo/GO_0045776,13
http://purl.obolibrary.org/obo/GO_0045777,9
http://purl.obolibrary.org/obo/GO_0045778,9
http://purl.obolibrary.org/obo/GO_0045779,7
http://purl.obolibrary.org/obo/GO_0045780,9
http://purl.obolibrary.org/obo/GO_0045785,43
http://purl.obolibrary.org/obo/GO_0045786,30
http://purl.obolibrary.org/obo/GO_0045787,20
http://purl.obolibrary.org/obo/GO_0045792,3
http://purl.obolibrary.org/obo/GO_0045793,6
http://purl.obolibrary.org/obo/GO_0045794,4
http://purl.obolibrary.org/obo/GO_0045795,1
http://purl.obolibrary.org/obo/GO_0045797,3
http://purl.obolibrary.org/obo/GO_0045806,8
http://purl.obolibrary.org/obo/GO_0045807,15
http://purl.obolibrary.org/obo/GO_0045813,1
http://purl.obolibrary.org/obo/GO_0045814,25
http://purl.obolibrary.org/obo/GO_0045815,28
http://purl.obolibrary.org/obo/GO_0045819,2
http://purl.obolibrary.org/obo/GO_0045820,8
http://purl.obolibrary.org/obo/GO_0045821,12
http://purl.obolibrary.org/obo/GO_0045822,1
http://purl.obolibrary.org/obo/GO_0045823,4
http://purl.obolibrary.org/obo/GO_0045824,20
http://purl.obolibrary.org/obo/GO_0045829,1
http://purl.obolibrary.org/obo/GO_0045830,6
http://purl.obolibrary.org/obo/GO_0045833,2
http://purl.obolibrary.org/obo/GO_0045834,2
http://purl.obolibrary.org/obo/GO_0045835,2
http://purl.obolibrary.org/obo/GO_0045836,1
http://purl.obolibrary.org/obo/GO_0045838,4
http://purl.obolibrary.org/obo/GO_0045839,5
http://purl.obolibrary.org/obo/GO_0045840,13
http://purl.obolibrary.org/obo/GO_0045841,1
http://purl.obolibrary.org/obo/GO_0045842,3
http://purl.obolibrary.org/obo/GO_0045843,1
http://purl.obolibrary.org/obo/GO_0045844,1
http://purl.obolibrary.org/obo/GO_0045851,1
http://purl.obolibrary.org/obo/GO_0045859,3
http://purl.obolibrary.org/obo/GO_0045860,13
http://purl.obolibrary.org/obo/GO_0045861,17
http://purl.obolibrary.org/obo/GO_0045862,14
http://purl.obolibrary.org/obo/GO_0045869,1
http://purl.obolibrary.org/obo/GO_0045870,2
http://purl.obolibrary.org/obo/GO_0045875,1
http://purl.obolibrary.org/obo/GO_0045876,1
http://purl.obolibrary.org/obo/GO_0045879,15
http://purl.obolibrary.org/obo/GO_0045880,18
http://purl.obolibrary.org/obo/GO_0045887,1
http://purl.obolibrary.org/obo/GO_0045892,287
http://purl.obolibrary.org/obo/GO_0045893,392
http://purl.obolibrary.org/obo/GO_0045899,3
http://purl.obolibrary.org/obo/GO_0045900,1
http://purl.obolibrary.org/obo/GO_0045901,1
http://purl.obolibrary.org/obo/GO_0045906,8
http://purl.obolibrary.org/obo/GO_0045907,19
http://purl.obolibrary.org/obo/GO_0045910,3
http://purl.obolibrary.org/obo/GO_0045911,1
http://purl.obolibrary.org/obo/GO_0045916,4
http://purl.obolibrary.org/obo/GO_0045917,2
http://purl.obolibrary.org/obo/GO_0045920,4
http://purl.obolibrary.org/obo/GO_0045921,17
http://purl.obolibrary.org/obo/GO_0045922,3
http://purl.obolibrary.org/obo/GO_0045923,2
http://purl.obolibrary.org/obo/GO_0045925,1
http://purl.obolibrary.org/obo/GO_0045926,4
http://purl.obolibrary.org/obo/GO_0045927,3
http://purl.obolibrary.org/obo/GO_0045930,7
http://purl.obolibrary.org/obo/GO_0045931,23
http://purl.obolibrary.org/obo/GO_0045933,8
http://purl.obolibrary.org/obo/GO_0045937,2
http://purl.obolibrary.org/obo/GO_0045938,1
http://purl.obolibrary.org/obo/GO_0045939,2
http://purl.obolibrary.org/obo/GO_0045943,16
http://purl.obolibrary.org/obo/GO_0045944,531
http://purl.obolibrary.org/obo/GO_0045945,14
http://purl.obolibrary.org/obo/GO_0045947,12
http://purl.obolibrary.org/obo/GO_0045948,14
http://purl.obolibrary.org/obo/GO_0045953,12
http://purl.obolibrary.org/obo/GO_0045954,12
http://purl.obolibrary.org/obo/GO_0045955,2
http://purl.obolibrary.org/obo/GO_0045956,2
http://purl.obolibrary.org/obo/GO_0045957,2
http://purl.obolibrary.org/obo/GO_0045958,1
http://purl.obolibrary.org/obo/GO_0045959,3
http://purl.obolibrary.org/obo/GO_0045960,1
http://purl.obolibrary.org/obo/GO_0045963,3
http://purl.obolibrary.org/obo/GO_0045964,2
http://purl.obolibrary.org/obo/GO_0045976,2
http://purl.obolibrary.org/obo/GO_0045986,2
http://purl.obolibrary.org/obo/GO_0045987,11
http://purl.obolibrary.org/obo/GO_0045988,1
http://purl.obolibrary.org/obo/GO_0045989,1
http://purl.obolibrary.org/obo/GO_0045990,1
http://purl.obolibrary.org/obo/GO_0045992,1
http://purl.obolibrary.org/obo/GO_0045993,1
http://purl.obolibrary.org/obo/GO_0045995,35
http://purl.obolibrary.org/obo/GO_0046006,3
http://purl.obolibrary.org/obo/GO_0046007,8
http://purl.obolibrary.org/obo/GO_0046010,2
http://purl.obolibrary.org/obo/GO_0046015,3
http://purl.obolibrary.org/obo/GO_0046016,1
http://purl.obolibrary.org/obo/GO_0046030,1
http://purl.obolibrary.org/obo/GO_0046031,1
http://purl.obolibrary.org/obo/GO_0046032,2
http://purl.obolibrary.org/obo/GO_0046033,2
http://purl.obolibrary.org/obo/GO_0046034,23
http://purl.obolibrary.org/obo/GO_0046036,2
http://purl.obolibrary.org/obo/GO_0046037,4
http://purl.obolibrary.org/obo/GO_0046038,3
http://purl.obolibrary.org/obo/GO_0046039,9
http://purl.obolibrary.org/obo/GO_0046040,3
http://purl.obolibrary.org/obo/GO_0046042,1
http://purl.obolibrary.org/obo/GO_0046045,2
http://purl.obolibrary.org/obo/GO_0046050,4
http://purl.obolibrary.org/obo/GO_0046052,1
http://purl.obolibrary.org/obo/GO_0046054,1
http://purl.obolibrary.org/obo/GO_0046055,4
http://purl.obolibrary.org/obo/GO_0046058,3
http://purl.obolibrary.org/obo/GO_0046059,3
http://purl.obolibrary.org/obo/GO_0046061,1
http://purl.obolibrary.org/obo/GO_0046068,3
http://purl.obolibrary.org/obo/GO_0046069,5
http://purl.obolibrary.org/obo/GO_0046074,4
