go,K
http://purl.obolibrary.org/obo/GO_0002154,1
http://purl.obolibrary.org/obo/GO_0002157,3
http://purl.obolibrary.org/obo/GO_0002158,1
http://purl.obolibrary.org/obo/GO_0002159,7
http://purl.obolibrary.org/obo/GO_0002160,3
http://purl.obolibrary.org/obo/GO_0002161,9
http://purl.obolibrary.org/obo/GO_0002162,10
http://purl.obolibrary.org/obo/GO_0002172,1
http://purl.obolibrary.org/obo/GO_0002175,3
http://purl.obolibrary.org/obo/GO_0002177,6
http://purl.obolibrary.org/obo/GO_0002181,76
http://purl.obolibrary.org/obo/GO_0002182,1
http://purl.obolibrary.org/obo/GO_0002183,22
http://purl.obolibrary.org/obo/GO_0002188,1
http://purl.obolibrary.org/obo/GO_0002190,1
http://purl.obolibrary.org/obo/GO_0002191,5
http://purl.obolibrary.org/obo/GO_0002192,1
http://purl.obolibrary.org/obo/GO_0002196,2
http://purl.obolibrary.org/obo/GO_0002209,1
http://purl.obolibrary.org/obo/GO_0002215,1
http://purl.obolibrary.org/obo/GO_0002218,21
http://purl.obolibrary.org/obo/GO_0002221,11
http://purl.obolibrary.org/obo/GO_0002223,13
http://purl.obolibrary.org/obo/GO_0002224,17
http://purl.obolibrary.org/obo/GO_0002225,2
http://purl.obolibrary.org/obo/GO_0002227,9
http://purl.obolibrary.org/obo/GO_0002230,15
http://purl.obolibrary.org/obo/GO_0002232,4
http://purl.obolibrary.org/obo/GO_0002237,4
http://purl.obolibrary.org/obo/GO_0002244,11
http://purl.obolibrary.org/obo/GO_0002246,2
http://purl.obolibrary.org/obo/GO_0002248,3
http://purl.obolibrary.org/obo/GO_0002250,154
http://purl.obolibrary.org/obo/GO_0002252,3
http://purl.obolibrary.org/obo/GO_0002260,2
http://purl.obolibrary.org/obo/GO_0002262,1
http://purl.obolibrary.org/obo/GO_0002263,1
http://purl.obolibrary.org/obo/GO_0002265,4
http://purl.obolibrary.org/obo/GO_0002266,1
http://purl.obolibrary.org/obo/GO_0002270,1
http://purl.obolibrary.org/obo/GO_0002276,2
http://purl.obolibrary.org/obo/GO_0002277,2
http://purl.obolibrary.org/obo/GO_0002281,8
http://purl.obolibrary.org/obo/GO_0002282,5
http://purl.obolibrary.org/obo/GO_0002283,3
http://purl.obolibrary.org/obo/GO_0002286,5
http://purl.obolibrary.org/obo/GO_0002291,5
http://purl.obolibrary.org/obo/GO_0002292,1
http://purl.obolibrary.org/obo/GO_0002296,2
http://purl.obolibrary.org/obo/GO_0002309,1
http://purl.obolibrary.org/obo/GO_0002312,1
http://purl.obolibrary.org/obo/GO_0002313,2
http://purl.obolibrary.org/obo/GO_0002314,4
http://purl.obolibrary.org/obo/GO_0002315,7
http://purl.obolibrary.org/obo/GO_0002316,1
http://purl.obolibrary.org/obo/GO_0002317,2
http://purl.obolibrary.org/obo/GO_0002318,1
http://purl.obolibrary.org/obo/GO_0002319,1
http://purl.obolibrary.org/obo/GO_0002320,3
http://purl.obolibrary.org/obo/GO_0002322,1
http://purl.obolibrary.org/obo/GO_0002323,2
http://purl.obolibrary.org/obo/GO_0002327,4
http://purl.obolibrary.org/obo/GO_0002328,1
http://purl.obolibrary.org/obo/GO_0002329,2
http://purl.obolibrary.org/obo/GO_0002331,1
http://purl.obolibrary.org/obo/GO_0002334,1
http://purl.obolibrary.org/obo/GO_0002344,1
http://purl.obolibrary.org/obo/GO_0002353,1
http://purl.obolibrary.org/obo/GO_0002355,1
http://purl.obolibrary.org/obo/GO_0002357,6
http://purl.obolibrary.org/obo/GO_0002362,1
http://purl.obolibrary.org/obo/GO_0002364,1
http://purl.obolibrary.org/obo/GO_0002366,2
http://purl.obolibrary.org/obo/GO_0002376,435
http://purl.obolibrary.org/obo/GO_0002384,2
http://purl.obolibrary.org/obo/GO_0002385,4
http://purl.obolibrary.org/obo/GO_0002387,2
http://purl.obolibrary.org/obo/GO_0002398,1
http://purl.obolibrary.org/obo/GO_0002399,1
http://purl.obolibrary.org/obo/GO_0002407,14
http://purl.obolibrary.org/obo/GO_0002408,1
http://purl.obolibrary.org/obo/GO_0002414,1
http://purl.obolibrary.org/obo/GO_0002415,1
http://purl.obolibrary.org/obo/GO_0002416,1
http://purl.obolibrary.org/obo/GO_0002418,3
http://purl.obolibrary.org/obo/GO_0002419,1
http://purl.obolibrary.org/obo/GO_0002429,5
http://purl.obolibrary.org/obo/GO_0002430,8
http://purl.obolibrary.org/obo/GO_0002431,1
http://purl.obolibrary.org/obo/GO_0002434,1
http://purl.obolibrary.org/obo/GO_0002435,1
http://purl.obolibrary.org/obo/GO_0002436,1
http://purl.obolibrary.org/obo/GO_0002437,7
http://purl.obolibrary.org/obo/GO_0002438,1
http://purl.obolibrary.org/obo/GO_0002439,1
http://purl.obolibrary.org/obo/GO_0002443,2
http://purl.obolibrary.org/obo/GO_0002446,8
http://purl.obolibrary.org/obo/GO_0002447,1
http://purl.obolibrary.org/obo/GO_0002448,1
http://purl.obolibrary.org/obo/GO_0002449,1
http://purl.obolibrary.org/obo/GO_0002450,1
http://purl.obolibrary.org/obo/GO_0002455,3
http://purl.obolibrary.org/obo/GO_0002456,7
http://purl.obolibrary.org/obo/GO_0002460,1
http://purl.obolibrary.org/obo/GO_0002467,2
http://purl.obolibrary.org/obo/GO_0002468,1
http://purl.obolibrary.org/obo/GO_0002469,3
http://purl.obolibrary.org/obo/GO_0002474,13
http://purl.obolibrary.org/obo/GO_0002476,2
http://purl.obolibrary.org/obo/GO_0002477,6
http://purl.obolibrary.org/obo/GO_0002478,1
http://purl.obolibrary.org/obo/GO_0002479,2
http://purl.obolibrary.org/obo/GO_0002480,1
http://purl.obolibrary.org/obo/GO_0002485,1
http://purl.obolibrary.org/obo/GO_0002486,3
http://purl.obolibrary.org/obo/GO_0002489,1
http://purl.obolibrary.org/obo/GO_0002491,2
http://purl.obolibrary.org/obo/GO_0002495,2
http://purl.obolibrary.org/obo/GO_0002502,5
http://purl.obolibrary.org/obo/GO_0002503,4
http://purl.obolibrary.org/obo/GO_0002504,14
http://purl.obolibrary.org/obo/GO_0002505,1
http://purl.obolibrary.org/obo/GO_0002507,1
http://purl.obolibrary.org/obo/GO_0002513,1
http://purl.obolibrary.org/obo/GO_0002519,3
http://purl.obolibrary.org/obo/GO_0002520,1
http://purl.obolibrary.org/obo/GO_0002521,1
http://purl.obolibrary.org/obo/GO_0002522,2
http://purl.obolibrary.org/obo/GO_0002523,10
http://purl.obolibrary.org/obo/GO_0002526,4
http://purl.obolibrary.org/obo/GO_0002532,4
http://purl.obolibrary.org/obo/GO_0002539,1
http://purl.obolibrary.org/obo/GO_0002541,1
http://purl.obolibrary.org/obo/GO_0002542,3
http://purl.obolibrary.org/obo/GO_0002543,3
http://purl.obolibrary.org/obo/GO_0002544,7
http://purl.obolibrary.org/obo/GO_0002548,18
http://purl.obolibrary.org/obo/GO_0002551,4
http://purl.obolibrary.org/obo/GO_0002552,1
http://purl.obolibrary.org/obo/GO_0002553,3
http://purl.obolibrary.org/obo/GO_0002554,2
http://purl.obolibrary.org/obo/GO_0002573,4
http://purl.obolibrary.org/obo/GO_0002574,1
http://purl.obolibrary.org/obo/GO_0002576,3
http://purl.obolibrary.org/obo/GO_0002577,2
http://purl.obolibrary.org/obo/GO_0002578,1
http://purl.obolibrary.org/obo/GO_0002581,1
http://purl.obolibrary.org/obo/GO_0002587,1
http://purl.obolibrary.org/obo/GO_0002588,1
http://purl.obolibrary.org/obo/GO_0002605,3
http://purl.obolibrary.org/obo/GO_0002606,4
http://purl.obolibrary.org/obo/GO_0002622,1
http://purl.obolibrary.org/obo/GO_0002634,3
http://purl.obolibrary.org/obo/GO_0002638,4
http://purl.obolibrary.org/obo/GO_0002639,18
http://purl.obolibrary.org/obo/GO_0002643,1
http://purl.obolibrary.org/obo/GO_0002645,1
http://purl.obolibrary.org/obo/GO_0002651,1
http://purl.obolibrary.org/obo/GO_0002652,1
http://purl.obolibrary.org/obo/GO_0002663,1
http://purl.obolibrary.org/obo/GO_0002664,1
http://purl.obolibrary.org/obo/GO_0002666,2
http://purl.obolibrary.org/obo/GO_0002667,2
http://purl.obolibrary.org/obo/GO_0002669,2
http://purl.obolibrary.org/obo/GO_0002673,2
http://purl.obolibrary.org/obo/GO_0002674,4
http://purl.obolibrary.org/obo/GO_0002675,7
http://purl.obolibrary.org/obo/GO_0002676,1
http://purl.obolibrary.org/obo/GO_0002677,1
http://purl.obolibrary.org/obo/GO_0002679,2
http://purl.obolibrary.org/obo/GO_0002682,16
http://purl.obolibrary.org/obo/GO_0002683,4
http://purl.obolibrary.org/obo/GO_0002684,10
http://purl.obolibrary.org/obo/GO_0002685,2
http://purl.obolibrary.org/obo/GO_0002686,2
http://purl.obolibrary.org/obo/GO_0002687,10
http://purl.obolibrary.org/obo/GO_0002689,1
http://purl.obolibrary.org/obo/GO_0002690,9
http://purl.obolibrary.org/obo/GO_0002691,1
http://purl.obolibrary.org/obo/GO_0002692,1
http://purl.obolibrary.org/obo/GO_0002693,5
http://purl.obolibrary.org/obo/GO_0002695,2
http://purl.obolibrary.org/obo/GO_0002699,1
http://purl.obolibrary.org/obo/GO_0002700,2
http://purl.obolibrary.org/obo/GO_0002706,1
http://purl.obolibrary.org/obo/GO_0002708,1
http://purl.obolibrary.org/obo/GO_0002709,2
http://purl.obolibrary.org/obo/GO_0002710,1
http://purl.obolibrary.org/obo/GO_0002711,1
http://purl.obolibrary.org/obo/GO_0002715,6
http://purl.obolibrary.org/obo/GO_0002717,2
http://purl.obolibrary.org/obo/GO_0002718,3
http://purl.obolibrary.org/obo/GO_0002719,4
http://purl.obolibrary.org/obo/GO_0002720,9
http://purl.obolibrary.org/obo/GO_0002721,1
http://purl.obolibrary.org/obo/GO_0002724,3
http://purl.obolibrary.org/obo/GO_0002725,7
http://purl.obolibrary.org/obo/GO_0002726,10
http://purl.obolibrary.org/obo/GO_0002728,1
http://purl.obolibrary.org/obo/GO_0002729,4
http://purl.obolibrary.org/obo/GO_0002731,1
http://purl.obolibrary.org/obo/GO_0002732,4
http://purl.obolibrary.org/obo/GO_0002735,6
http://purl.obolibrary.org/obo/GO_0002737,1
http://purl.obolibrary.org/obo/GO_0002747,1
http://purl.obolibrary.org/obo/GO_0002752,10
http://purl.obolibrary.org/obo/GO_0002753,11
http://purl.obolibrary.org/obo/GO_0002755,10
http://purl.obolibrary.org/obo/GO_0002758,2
http://purl.obolibrary.org/obo/GO_0002760,1
http://purl.obolibrary.org/obo/GO_0002762,1
http://purl.obolibrary.org/obo/GO_0002764,2
http://purl.obolibrary.org/obo/GO_0002765,1
http://purl.obolibrary.org/obo/GO_0002767,2
http://purl.obolibrary.org/obo/GO_0002768,6
http://purl.obolibrary.org/obo/GO_0002774,4
http://purl.obolibrary.org/obo/GO_0002780,2
http://purl.obolibrary.org/obo/GO_0002791,1
http://purl.obolibrary.org/obo/GO_0002792,2
http://purl.obolibrary.org/obo/GO_0002793,1
http://purl.obolibrary.org/obo/GO_0002803,2
http://purl.obolibrary.org/obo/GO_0002819,5
http://purl.obolibrary.org/obo/GO_0002820,1
http://purl.obolibrary.org/obo/GO_0002821,5
http://purl.obolibrary.org/obo/GO_0002822,1
http://purl.obolibrary.org/obo/GO_0002824,1
http://purl.obolibrary.org/obo/GO_0002826,7
http://purl.obolibrary.org/obo/GO_0002827,4
http://purl.obolibrary.org/obo/GO_0002829,2
http://purl.obolibrary.org/obo/GO_0002830,4
http://purl.obolibrary.org/obo/GO_0002834,1
http://purl.obolibrary.org/obo/GO_0002838,1
http://purl.obolibrary.org/obo/GO_0002839,1
http://purl.obolibrary.org/obo/GO_0002840,1
http://purl.obolibrary.org/obo/GO_0002841,7
http://purl.obolibrary.org/obo/GO_0002842,5
http://purl.obolibrary.org/obo/GO_0002846,2
http://purl.obolibrary.org/obo/GO_0002854,2
http://purl.obolibrary.org/obo/GO_0002859,3
http://purl.obolibrary.org/obo/GO_0002860,5
http://purl.obolibrary.org/obo/GO_0002862,19
http://purl.obolibrary.org/obo/GO_0002863,2
http://purl.obolibrary.org/obo/GO_0002864,1
http://purl.obolibrary.org/obo/GO_0002865,2
http://purl.obolibrary.org/obo/GO_0002866,1
http://purl.obolibrary.org/obo/GO_0002879,2
http://purl.obolibrary.org/obo/GO_0002885,1
http://purl.obolibrary.org/obo/GO_0002891,3
http://purl.obolibrary.org/obo/GO_0002902,2
http://purl.obolibrary.org/obo/GO_0002903,5
http://purl.obolibrary.org/obo/GO_0002904,1
http://purl.obolibrary.org/obo/GO_0002906,3
http://purl.obolibrary.org/obo/GO_0002922,3
http://purl.obolibrary.org/obo/GO_0002924,1
http://purl.obolibrary.org/obo/GO_0002926,1
http://purl.obolibrary.org/obo/GO_0002930,1
http://purl.obolibrary.org/obo/GO_0002931,38
http://purl.obolibrary.org/obo/GO_0002933,5
http://purl.obolibrary.org/obo/GO_0002934,3
http://purl.obolibrary.org/obo/GO_0002940,2
http://purl.obolibrary.org/obo/GO_0002943,1
http://purl.obolibrary.org/obo/GO_0002949,4
http://purl.obolibrary.org/obo/GO_0002950,2
http://purl.obolibrary.org/obo/GO_0002951,2
http://purl.obolibrary.org/obo/GO_0002953,2
http://purl.obolibrary.org/obo/GO_0003002,2
http://purl.obolibrary.org/obo/GO_0003006,4
http://purl.obolibrary.org/obo/GO_0003007,18
http://purl.obolibrary.org/obo/GO_0003008,11
http://purl.obolibrary.org/obo/GO_0003009,10
http://purl.obolibrary.org/obo/GO_0003012,1
http://purl.obolibrary.org/obo/GO_0003013,1
http://purl.obolibrary.org/obo/GO_0003014,3
http://purl.obolibrary.org/obo/GO_0003015,7
http://purl.obolibrary.org/obo/GO_0003016,1
http://purl.obolibrary.org/obo/GO_0003029,1
http://purl.obolibrary.org/obo/GO_0003050,1
http://purl.obolibrary.org/obo/GO_0003051,2
http://purl.obolibrary.org/obo/GO_0003056,2
http://purl.obolibrary.org/obo/GO_0003058,1
http://purl.obolibrary.org/obo/GO_0003062,1
http://purl.obolibrary.org/obo/GO_0003064,2
http://purl.obolibrary.org/obo/GO_0003065,1
http://purl.obolibrary.org/obo/GO_0003069,1
http://purl.obolibrary.org/obo/GO_0003073,3
http://purl.obolibrary.org/obo/GO_0003081,5
http://purl.obolibrary.org/obo/GO_0003084,7
http://purl.obolibrary.org/obo/GO_0003085,7
http://purl.obolibrary.org/obo/GO_0003091,14
http://purl.obolibrary.org/obo/GO_0003092,1
http://purl.obolibrary.org/obo/GO_0003093,1
http://purl.obolibrary.org/obo/GO_0003094,12
http://purl.obolibrary.org/obo/GO_0003095,1
http://purl.obolibrary.org/obo/GO_0003096,1
http://purl.obolibrary.org/obo/GO_0003097,1
http://purl.obolibrary.org/obo/GO_0003099,1
http://purl.obolibrary.org/obo/GO_0003100,4
http://purl.obolibrary.org/obo/GO_0003104,3
http://purl.obolibrary.org/obo/GO_0003105,2
http://purl.obolibrary.org/obo/GO_0003108,1
http://purl.obolibrary.org/obo/GO_0003127,1
http://purl.obolibrary.org/obo/GO_0003129,5
http://purl.obolibrary.org/obo/GO_0003133,1
http://purl.obolibrary.org/obo/GO_0003138,2
http://purl.obolibrary.org/obo/GO_0003139,4
http://purl.obolibrary.org/obo/GO_0003140,5
http://purl.obolibrary.org/obo/GO_0003143,3
http://purl.obolibrary.org/obo/GO_0003147,1
http://purl.obolibrary.org/obo/GO_0003148,16
http://purl.obolibrary.org/obo/GO_0003149,5
http://purl.obolibrary.org/obo/GO_0003150,2
http://purl.obolibrary.org/obo/GO_0003151,25
http://purl.obolibrary.org/obo/GO_0003157,3
http://purl.obolibrary.org/obo/GO_0003158,3
http://purl.obolibrary.org/obo/GO_0003160,2
http://purl.obolibrary.org/obo/GO_0003161,5
http://purl.obolibrary.org/obo/GO_0003162,3
http://purl.obolibrary.org/obo/GO_0003163,3
http://purl.obolibrary.org/obo/GO_0003165,1
http://purl.obolibrary.org/obo/GO_0003169,2
http://purl.obolibrary.org/obo/GO_0003170,4
http://purl.obolibrary.org/obo/GO_0003171,2
http://purl.obolibrary.org/obo/GO_0003176,4
http://purl.obolibrary.org/obo/GO_0003177,4
http://purl.obolibrary.org/obo/GO_0003179,4
http://purl.obolibrary.org/obo/GO_0003180,23
http://purl.obolibrary.org/obo/GO_0003181,7
http://purl.obolibrary.org/obo/GO_0003182,1
http://purl.obolibrary.org/obo/GO_0003183,6
http://purl.obolibrary.org/obo/GO_0003184,12
http://purl.obolibrary.org/obo/GO_0003185,1
http://purl.obolibrary.org/obo/GO_0003186,3
http://purl.obolibrary.org/obo/GO_0003189,1
http://purl.obolibrary.org/obo/GO_0003190,2
http://purl.obolibrary.org/obo/GO_0003192,2
http://purl.obolibrary.org/obo/GO_0003197,3
http://purl.obolibrary.org/obo/GO_0003198,6
http://purl.obolibrary.org/obo/GO_0003199,1
http://purl.obolibrary.org/obo/GO_0003203,12
http://purl.obolibrary.org/obo/GO_0003207,2
http://purl.obolibrary.org/obo/GO_0003208,2
http://purl.obolibrary.org/obo/GO_0003209,2
http://purl.obolibrary.org/obo/GO_0003210,1
http://purl.obolibrary.org/obo/GO_0003211,1
http://purl.obolibrary.org/obo/GO_0003213,1
http://purl.obolibrary.org/obo/GO_0003214,7
http://purl.obolibrary.org/obo/GO_0003215,5
http://purl.obolibrary.org/obo/GO_0003220,3
http://purl.obolibrary.org/obo/GO_0003222,7
http://purl.obolibrary.org/obo/GO_0003223,6
http://purl.obolibrary.org/obo/GO_0003228,1
http://purl.obolibrary.org/obo/GO_0003229,3
http://purl.obolibrary.org/obo/GO_0003231,2
http://purl.obolibrary.org/obo/GO_0003241,1
http://purl.obolibrary.org/obo/GO_0003245,1
http://purl.obolibrary.org/obo/GO_0003253,4
http://purl.obolibrary.org/obo/GO_0003254,9
http://purl.obolibrary.org/obo/GO_0003264,1
http://purl.obolibrary.org/obo/GO_0003272,10
http://purl.obolibrary.org/obo/GO_0003273,2
http://purl.obolibrary.org/obo/GO_0003274,3
http://purl.obolibrary.org/obo/GO_0003277,1
http://purl.obolibrary.org/obo/GO_0003279,2
http://purl.obolibrary.org/obo/GO_0003281,3
http://purl.obolibrary.org/obo/GO_0003283,2
http://purl.obolibrary.org/obo/GO_0003289,2
http://purl.obolibrary.org/obo/GO_0003300,5
http://purl.obolibrary.org/obo/GO_0003310,1
http://purl.obolibrary.org/obo/GO_0003322,1
http://purl.obolibrary.org/obo/GO_0003323,6
http://purl.obolibrary.org/obo/GO_0003331,1
http://purl.obolibrary.org/obo/GO_0003332,3
http://purl.obolibrary.org/obo/GO_0003333,6
http://purl.obolibrary.org/obo/GO_0003334,2
http://purl.obolibrary.org/obo/GO_0003336,2
http://purl.obolibrary.org/obo/GO_0003337,3
http://purl.obolibrary.org/obo/GO_0003340,1
http://purl.obolibrary.org/obo/GO_0003341,13
http://purl.obolibrary.org/obo/GO_0003342,1
http://purl.obolibrary.org/obo/GO_0003344,3
http://purl.obolibrary.org/obo/GO_0003345,1
http://purl.obolibrary.org/obo/GO_0003350,1
http://purl.obolibrary.org/obo/GO_0003351,2
http://purl.obolibrary.org/obo/GO_0003352,1
http://purl.obolibrary.org/obo/GO_0003357,2
http://purl.obolibrary.org/obo/GO_0003360,5
http://purl.obolibrary.org/obo/GO_0003363,1
http://purl.obolibrary.org/obo/GO_0003366,2
http://purl.obolibrary.org/obo/GO_0003376,14
http://purl.obolibrary.org/obo/GO_0003382,3
http://purl.obolibrary.org/obo/GO_0003383,2
http://purl.obolibrary.org/obo/GO_0003400,2
http://purl.obolibrary.org/obo/GO_0003401,1
http://purl.obolibrary.org/obo/GO_0003406,2
http://purl.obolibrary.org/obo/GO_0003407,9
http://purl.obolibrary.org/obo/GO_0003408,2
http://purl.obolibrary.org/obo/GO_0003413,1
http://purl.obolibrary.org/obo/GO_0003415,1
http://purl.obolibrary.org/obo/GO_0003416,3
http://purl.obolibrary.org/obo/GO_0003418,2
http://purl.obolibrary.org/obo/GO_0003419,2
http://purl.obolibrary.org/obo/GO_0003421,1
http://purl.obolibrary.org/obo/GO_0003430,2
http://purl.obolibrary.org/obo/GO_0003431,1
http://purl.obolibrary.org/obo/GO_0003674,14
http://purl.obolibrary.org/obo/GO_0003676,336
http://purl.obolibrary.org/obo/GO_0003677,778
http://purl.obolibrary.org/obo/GO_0003678,28
http://purl.obolibrary.org/obo/GO_0003680,7
http://purl.obolibrary.org/obo/GO_0003682,246
http://purl.obolibrary.org/obo/GO_0003684,40
http://purl.obolibrary.org/obo/GO_0003688,6
http://purl.obolibrary.org/obo/GO_0003689,1
http://purl.obolibrary.org/obo/GO_0003690,66
http://purl.obolibrary.org/obo/GO_0003691,4
http://purl.obolibrary.org/obo/GO_0003696,1
http://purl.obolibrary.org/obo/GO_0003697,50
http://purl.obolibrary.org/obo/GO_0003700,231
http://purl.obolibrary.org/obo/GO_0003707,19
http://purl.obolibrary.org/obo/GO_0003711,8
http://purl.obolibrary.org/obo/GO_0003712,38
http://purl.obolibrary.org/obo/GO_0003713,150
http://purl.obolibrary.org/obo/GO_0003714,112
http://purl.obolibrary.org/obo/GO_0003720,3
http://purl.obolibrary.org/obo/GO_0003723,1024
http://purl.obolibrary.org/obo/GO_0003724,49
http://purl.obolibrary.org/obo/GO_0003725,48
http://purl.obolibrary.org/obo/GO_0003726,1
http://purl.obolibrary.org/obo/GO_0003727,24
http://purl.obolibrary.org/obo/GO_0003729,90
http://purl.obolibrary.org/obo/GO_0003730,50
http://purl.obolibrary.org/obo/GO_0003735,116
http://purl.obolibrary.org/obo/GO_0003743,42
http://purl.obolibrary.org/obo/GO_0003746,17
http://purl.obolibrary.org/obo/GO_0003747,4
http://purl.obolibrary.org/obo/GO_0003755,31
http://purl.obolibrary.org/obo/GO_0003756,13
http://purl.obolibrary.org/obo/GO_0003774,26
http://purl.obolibrary.org/obo/GO_0003777,28
http://purl.obolibrary.org/obo/GO_0003779,213
http://purl.obolibrary.org/obo/GO_0003785,18
http://purl.obolibrary.org/obo/GO_0003796,1
http://purl.obolibrary.org/obo/GO_0003810,6
http://purl.obolibrary.org/obo/GO_0003823,29
http://purl.obolibrary.org/obo/GO_0003824,193
http://purl.obolibrary.org/obo/GO_0003827,1
http://purl.obolibrary.org/obo/GO_0003828,2
http://purl.obolibrary.org/obo/GO_0003829,1
http://purl.obolibrary.org/obo/GO_0003830,1
http://purl.obolibrary.org/obo/GO_0003831,4
http://purl.obolibrary.org/obo/GO_0003835,2
http://purl.obolibrary.org/obo/GO_0003836,6
http://purl.obolibrary.org/obo/GO_0003839,1
http://purl.obolibrary.org/obo/GO_0003841,6
http://purl.obolibrary.org/obo/GO_0003842,1
http://purl.obolibrary.org/obo/GO_0003846,3
http://purl.obolibrary.org/obo/GO_0003847,5
http://purl.obolibrary.org/obo/GO_0003851,1
http://purl.obolibrary.org/obo/GO_0003854,2
