go,goLabel,ns,k
http://purl.obolibrary.org/obo/GO_0004713,protein tyrosine kinase activity,Molecular Function,4
http://purl.obolibrary.org/obo/GO_0030100,regulation of endocytosis,Biological Process,4
http://purl.obolibrary.org/obo/GO_0030136,clathrin-coated vesicle,Cellular Component,4
http://purl.obolibrary.org/obo/GO_0038024,cargo receptor activity,Molecular Function,4
http://purl.obolibrary.org/obo/GO_0008380,RNA splicing,Biological Process,4
http://purl.obolibrary.org/obo/GO_0010976,positive regulation of neuron projection development,Biological Process,4
http://purl.obolibrary.org/obo/GO_0030027,lamellipodium,Cellular Component,4
http://purl.obolibrary.org/obo/GO_0012505,endomembrane system,Cellular Component,4
http://purl.obolibrary.org/obo/GO_0072562,blood microparticle,Cellular Component,4
http://purl.obolibrary.org/obo/GO_0032956,regulation of actin cytoskeleton organization,Biological Process,4
http://purl.obolibrary.org/obo/GO_0015630,microtubule cytoskeleton,Cellular Component,4
http://purl.obolibrary.org/obo/GO_0006338,chromatin remodeling,Biological Process,3
http://purl.obolibrary.org/obo/GO_0070161,anchoring junction,Cellular Component,3
http://purl.obolibrary.org/obo/GO_1900273,positive regulation of long-term synaptic potentiation,Biological Process,3
http://purl.obolibrary.org/obo/GO_0006661,phosphatidylinositol biosynthetic process,Biological Process,3
http://purl.obolibrary.org/obo/GO_0006631,fatty acid metabolic process,Biological Process,3
http://purl.obolibrary.org/obo/GO_0016235,aggresome,Cellular Component,3
http://purl.obolibrary.org/obo/GO_0097708,intracellular vesicle,Cellular Component,3
http://purl.obolibrary.org/obo/GO_0010887,negative regulation of cholesterol storage,Biological Process,3
http://purl.obolibrary.org/obo/GO_0010719,negative regulation of epithelial to mesenchymal transition,Biological Process,3
http://purl.obolibrary.org/obo/GO_0016234,inclusion body,Cellular Component,3
http://purl.obolibrary.org/obo/GO_0097191,extrinsic apoptotic signaling pathway,Biological Process,3
http://purl.obolibrary.org/obo/GO_0010977,negative regulation of neuron projection development,Biological Process,3
http://purl.obolibrary.org/obo/GO_1900271,regulation of long-term synaptic potentiation,Biological Process,3
http://purl.obolibrary.org/obo/GO_0032689,negative regulation of type II interferon production,Biological Process,3
http://purl.obolibrary.org/obo/GO_0097418,neurofibrillary tangle,Cellular Component,3
http://purl.obolibrary.org/obo/GO_0097193,intrinsic apoptotic signaling pathway,Biological Process,3
http://purl.obolibrary.org/obo/GO_0097440,apical dendrite,Cellular Component,3
http://purl.obolibrary.org/obo/GO_0098553,lumenal side of endoplasmic reticulum membrane,Cellular Component,3
http://purl.obolibrary.org/obo/GO_0006816,calcium ion transport,Biological Process,3
http://purl.obolibrary.org/obo/GO_0097386,glial cell projection,Cellular Component,3
http://purl.obolibrary.org/obo/GO_0006417,regulation of translation,Biological Process,3
http://purl.obolibrary.org/obo/GO_1901030,positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway,Biological Process,3
http://purl.obolibrary.org/obo/GO_0032580,Golgi cisterna membrane,Cellular Component,3
http://purl.obolibrary.org/obo/GO_0032481,positive regulation of type I interferon production,Biological Process,3
http://purl.obolibrary.org/obo/GO_0012507,ER to Golgi transport vesicle membrane,Cellular Component,3
http://purl.obolibrary.org/obo/GO_0016328,lateral plasma membrane,Cellular Component,3
http://purl.obolibrary.org/obo/GO_0061518,microglial cell proliferation,Biological Process,3
http://purl.obolibrary.org/obo/GO_0097194,execution phase of apoptosis,Biological Process,3
http://purl.obolibrary.org/obo/GO_0097190,apoptotic signaling pathway,Biological Process,3
http://purl.obolibrary.org/obo/GO_0009615,response to virus,Biological Process,3
http://purl.obolibrary.org/obo/GO_0031966,mitochondrial membrane,Cellular Component,3
http://purl.obolibrary.org/obo/GO_0030324,lung development,Biological Process,3
http://purl.obolibrary.org/obo/GO_0008360,regulation of cell shape,Biological Process,3
http://purl.obolibrary.org/obo/GO_0120163,negative regulation of cold-induced thermogenesis,Biological Process,3
http://purl.obolibrary.org/obo/GO_0071813,lipoprotein particle binding,Molecular Function,3
http://purl.obolibrary.org/obo/GO_0008320,protein transmembrane transporter activity,Molecular Function,3
http://purl.obolibrary.org/obo/GO_0007267,cell-cell signaling,Biological Process,3
http://purl.obolibrary.org/obo/GO_0007268,chemical synaptic transmission,Biological Process,3
http://purl.obolibrary.org/obo/GO_0008286,insulin receptor signaling pathway,Biological Process,3
http://purl.obolibrary.org/obo/GO_0071333,cellular response to glucose stimulus,Biological Process,3
http://purl.obolibrary.org/obo/GO_0007411,axon guidance,Biological Process,3
http://purl.obolibrary.org/obo/GO_0140693,molecular condensate scaffold activity,Molecular Function,3
http://purl.obolibrary.org/obo/GO_0071346,cellular response to type II interferon,Biological Process,3
http://purl.obolibrary.org/obo/GO_0120283,protein serine/threonine kinase binding,Molecular Function,3
http://purl.obolibrary.org/obo/GO_0030336,negative regulation of cell migration,Biological Process,3
http://purl.obolibrary.org/obo/GO_0140448,signaling receptor ligand precursor processing,Biological Process,3
http://purl.obolibrary.org/obo/GO_0007601,visual perception,Biological Process,3
http://purl.obolibrary.org/obo/GO_0016567,protein ubiquitination,Biological Process,3
http://purl.obolibrary.org/obo/GO_0140359,ABC-type transporter activity,Molecular Function,3
http://purl.obolibrary.org/obo/GO_0007612,learning,Biological Process,3
http://purl.obolibrary.org/obo/GO_0140328,floppase activity,Molecular Function,3
http://purl.obolibrary.org/obo/GO_0008203,cholesterol metabolic process,Biological Process,3
http://purl.obolibrary.org/obo/GO_0007626,locomotory behavior,Biological Process,3
http://purl.obolibrary.org/obo/GO_0008013,beta-catenin binding,Molecular Function,3
http://purl.obolibrary.org/obo/GO_0030315,T-tubule,Cellular Component,3
http://purl.obolibrary.org/obo/GO_0008202,steroid metabolic process,Biological Process,3
http://purl.obolibrary.org/obo/GO_0140052,cellular response to oxidised low-density lipoprotein particle stimulus,Biological Process,3
http://purl.obolibrary.org/obo/GO_0140311,protein sequestering activity,Molecular Function,3
http://purl.obolibrary.org/obo/GO_0032720,negative regulation of tumor necrosis factor production,Biological Process,3
http://purl.obolibrary.org/obo/GO_0030183,B cell differentiation,Biological Process,3
http://purl.obolibrary.org/obo/GO_0030198,extracellular matrix organization,Biological Process,3
http://purl.obolibrary.org/obo/GO_0008083,growth factor activity,Molecular Function,3
http://purl.obolibrary.org/obo/GO_0071280,cellular response to copper ion,Biological Process,3
http://purl.obolibrary.org/obo/GO_0030097,hemopoiesis,Biological Process,3
http://purl.obolibrary.org/obo/GO_0030890,positive regulation of B cell proliferation,Biological Process,3
http://purl.obolibrary.org/obo/GO_0007179,transforming growth factor beta receptor signaling pathway,Biological Process,3
http://purl.obolibrary.org/obo/GO_0006869,lipid transport,Biological Process,3
http://purl.obolibrary.org/obo/GO_0010507,negative regulation of autophagy,Biological Process,3
http://purl.obolibrary.org/obo/GO_0010288,response to lead ion,Biological Process,3
http://purl.obolibrary.org/obo/GO_0010039,response to iron ion,Biological Process,3
http://purl.obolibrary.org/obo/GO_0017148,negative regulation of translation,Biological Process,3
http://purl.obolibrary.org/obo/GO_0031647,regulation of protein stability,Biological Process,3
http://purl.obolibrary.org/obo/GO_0099171,presynaptic modulation of chemical synaptic transmission,Biological Process,3
http://purl.obolibrary.org/obo/GO_0006914,autophagy,Biological Process,3
http://purl.obolibrary.org/obo/GO_0070507,regulation of microtubule cytoskeleton organization,Biological Process,3
http://purl.obolibrary.org/obo/GO_0099175,regulation of postsynapse organization,Biological Process,3
http://purl.obolibrary.org/obo/GO_0160213,beta-arrestin-dependent dopamine receptor signaling pathway,Biological Process,3
http://purl.obolibrary.org/obo/GO_0070573,metallodipeptidase activity,Molecular Function,3
http://purl.obolibrary.org/obo/GO_0019902,phosphatase binding,Molecular Function,3
http://purl.obolibrary.org/obo/GO_0031334,positive regulation of protein-containing complex assembly,Biological Process,3
http://purl.obolibrary.org/obo/GO_0031333,negative regulation of protein-containing complex assembly,Biological Process,3
http://purl.obolibrary.org/obo/GO_0070851,growth factor receptor binding,Molecular Function,3
http://purl.obolibrary.org/obo/GO_0019905,syntaxin binding,Molecular Function,3
http://purl.obolibrary.org/obo/GO_0020037,heme binding,Molecular Function,3
http://purl.obolibrary.org/obo/GO_0150078,positive regulation of neuroinflammatory response,Biological Process,3
http://purl.obolibrary.org/obo/GO_0021766,hippocampus development,Biological Process,3
http://purl.obolibrary.org/obo/GO_0007156,homophilic cell-cell adhesion,Biological Process,3
http://purl.obolibrary.org/obo/GO_0031093,platelet alpha granule lumen,Cellular Component,3
http://purl.obolibrary.org/obo/GO_0101003,ficolin-1-rich granule membrane,Cellular Component,3
http://purl.obolibrary.org/obo/GO_0007160,cell-matrix adhesion,Biological Process,3
http://purl.obolibrary.org/obo/GO_0022008,neurogenesis,Biological Process,3
http://purl.obolibrary.org/obo/GO_0007167,enzyme-linked receptor protein signaling pathway,Biological Process,3
http://purl.obolibrary.org/obo/GO_0007169,cell surface receptor protein tyrosine kinase signaling pathway,Biological Process,3
http://purl.obolibrary.org/obo/GO_0030971,receptor tyrosine kinase binding,Molecular Function,3
http://purl.obolibrary.org/obo/GO_0007173,epidermal growth factor receptor signaling pathway,Biological Process,3
http://purl.obolibrary.org/obo/GO_0071466,cellular response to xenobiotic stimulus,Biological Process,3
http://purl.obolibrary.org/obo/GO_0005819,spindle,Cellular Component,3
http://purl.obolibrary.org/obo/GO_0014910,regulation of smooth muscle cell migration,Biological Process,3
http://purl.obolibrary.org/obo/GO_0051247,positive regulation of protein metabolic process,Biological Process,3
http://purl.obolibrary.org/obo/GO_0034976,response to endoplasmic reticulum stress,Biological Process,3
http://purl.obolibrary.org/obo/GO_0045335,phagocytic vesicle,Cellular Component,3
http://purl.obolibrary.org/obo/GO_1902991,regulation of amyloid precursor protein catabolic process,Biological Process,3
http://purl.obolibrary.org/obo/GO_0034774,secretory granule lumen,Cellular Component,3
http://purl.obolibrary.org/obo/GO_0051246,regulation of protein metabolic process,Biological Process,3
http://purl.obolibrary.org/obo/GO_0050321,tau-protein kinase activity,Molecular Function,3
http://purl.obolibrary.org/obo/GO_0048813,dendrite morphogenesis,Biological Process,3
http://purl.obolibrary.org/obo/GO_0005164,tumor necrosis factor receptor binding,Molecular Function,3
http://purl.obolibrary.org/obo/GO_0001764,neuron migration,Biological Process,3
http://purl.obolibrary.org/obo/GO_0043484,regulation of RNA splicing,Biological Process,3
http://purl.obolibrary.org/obo/GO_0034446,substrate adhesion-dependent cell spreading,Biological Process,3
http://purl.obolibrary.org/obo/GO_0060173,limb development,Biological Process,3
http://purl.obolibrary.org/obo/GO_0034380,high-density lipoprotein particle assembly,Biological Process,3
http://purl.obolibrary.org/obo/GO_0050807,regulation of synapse organization,Biological Process,3
http://purl.obolibrary.org/obo/GO_0005507,copper ion binding,Molecular Function,3
http://purl.obolibrary.org/obo/GO_0003824,catalytic activity,Molecular Function,3
http://purl.obolibrary.org/obo/GO_0003774,cytoskeletal motor activity,Molecular Function,3
http://purl.obolibrary.org/obo/GO_0005547,"phosphatidylinositol-3,4,5-trisphosphate binding",Molecular Function,3
http://purl.obolibrary.org/obo/GO_0003730,mRNA 3'-UTR binding,Molecular Function,3
http://purl.obolibrary.org/obo/GO_0048678,response to axon injury,Biological Process,3
http://purl.obolibrary.org/obo/GO_0045740,positive regulation of DNA replication,Biological Process,3
http://purl.obolibrary.org/obo/GO_0042447,hormone catabolic process,Biological Process,3
http://purl.obolibrary.org/obo/GO_0003713,transcription coactivator activity,Molecular Function,3
http://purl.obolibrary.org/obo/GO_1902993,positive regulation of amyloid precursor protein catabolic process,Biological Process,3
http://purl.obolibrary.org/obo/GO_0035176,social behavior,Biological Process,3
http://purl.obolibrary.org/obo/GO_0043395,heparan sulfate proteoglycan binding,Molecular Function,3
http://purl.obolibrary.org/obo/GO_0043536,positive regulation of blood vessel endothelial cell migration,Biological Process,3
http://purl.obolibrary.org/obo/GO_0001974,blood vessel remodeling,Biological Process,3
http://purl.obolibrary.org/obo/GO_0002003,angiotensin maturation,Biological Process,3
http://purl.obolibrary.org/obo/GO_0004714,transmembrane receptor protein tyrosine kinase activity,Molecular Function,3
http://purl.obolibrary.org/obo/GO_1990535,neuron projection maintenance,Biological Process,3
http://purl.obolibrary.org/obo/GO_0001954,positive regulation of cell-matrix adhesion,Biological Process,3
http://purl.obolibrary.org/obo/GO_0044297,cell body,Cellular Component,3
http://purl.obolibrary.org/obo/GO_0040029,epigenetic regulation of gene expression,Biological Process,3
http://purl.obolibrary.org/obo/GO_0044291,cell-cell contact zone,Cellular Component,3
http://purl.obolibrary.org/obo/GO_0036269,swimming behavior,Biological Process,3
http://purl.obolibrary.org/obo/GO_0036064,ciliary basal body,Cellular Component,3
http://purl.obolibrary.org/obo/GO_0044853,plasma membrane raft,Cellular Component,3
http://purl.obolibrary.org/obo/GO_0044233,mitochondria-associated endoplasmic reticulum membrane contact site,Cellular Component,3
http://purl.obolibrary.org/obo/GO_0001921,positive regulation of receptor recycling,Biological Process,3
http://purl.obolibrary.org/obo/GO_0050766,positive regulation of phagocytosis,Biological Process,3
http://purl.obolibrary.org/obo/GO_0004867,serine-type endopeptidase inhibitor activity,Molecular Function,3
http://purl.obolibrary.org/obo/GO_0042110,T cell activation,Biological Process,3
