sym,pw,pwLabel
NUP85,https://identifiers.org/reactome/R-HSA-168325,Viral Messenger RNA Synthesis
NUP85,https://identifiers.org/reactome/R-HSA-168333,NEP/NS2 Interacts with the Cellular Export Machinery
NUP85,https://identifiers.org/reactome/R-HSA-170822,Regulation of Glucokinase by Glucokinase Regulatory Protein
NUP85,https://identifiers.org/reactome/R-HSA-180746,Nuclear import of Rev protein
NUP85,https://identifiers.org/reactome/R-HSA-180910,Vpr-mediated nuclear import of PICs
NUP85,https://identifiers.org/reactome/R-HSA-191859,snRNP Assembly
NUP85,https://identifiers.org/reactome/R-HSA-2467813,Separation of Sister Chromatids
NUP85,https://identifiers.org/reactome/R-HSA-2500257,Resolution of Sister Chromatid Cohesion
NUP85,https://identifiers.org/reactome/R-HSA-3108214,SUMOylation of DNA damage response and repair proteins
NUP85,https://identifiers.org/reactome/R-HSA-3232142,SUMOylation of ubiquitinylation proteins
NUP85,https://identifiers.org/reactome/R-HSA-3301854,Nuclear Pore Complex (NPC) Disassembly
NUP85,https://identifiers.org/reactome/R-HSA-3371453,Regulation of HSF1-mediated heat shock response
NUP85,https://identifiers.org/reactome/R-HSA-4085377,SUMOylation of SUMOylation proteins
NUP85,https://identifiers.org/reactome/R-HSA-4551638,SUMOylation of chromatin organization proteins
NUP85,https://identifiers.org/reactome/R-HSA-4570464,SUMOylation of RNA binding proteins
NUP85,https://identifiers.org/reactome/R-HSA-4615885,SUMOylation of DNA replication proteins
NUP85,https://identifiers.org/reactome/R-HSA-5578749,Transcriptional regulation by small RNAs
NUP85,https://identifiers.org/reactome/R-HSA-5619107,Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC)
NUP85,https://identifiers.org/reactome/R-HSA-5663220,RHO GTPases Activate Formins
NUP85,https://identifiers.org/reactome/R-HSA-6784531,tRNA processing in the nucleus
NUP85,https://identifiers.org/reactome/R-HSA-68877,Mitotic Prometaphase
NUP85,https://identifiers.org/reactome/R-HSA-9609690,HCMV Early Events
NUP85,https://identifiers.org/reactome/R-HSA-9610379,HCMV Late Events
NUP85,https://identifiers.org/reactome/R-HSA-9615933,Postmitotic nuclear pore complex (NPC) reformation
NUP85,https://identifiers.org/reactome/R-HSA-9648025,EML4 and NUDC in mitotic spindle formation
NUP85,https://identifiers.org/reactome/R-HSA-9705671,SARS-CoV-2 activates/modulates innate and adaptive immune responses
OPTN,https://identifiers.org/reactome/R-HSA-2565942,Regulation of PLK1 Activity at G2/M Transition
OPTN,https://identifiers.org/reactome/R-HSA-5205685,PINK1-PRKN Mediated Mitophagy
OPTN,https://identifiers.org/reactome/R-HSA-5357786,TNFR1-induced proapoptotic signaling
OPTN,https://identifiers.org/reactome/R-HSA-5357905,Regulation of TNFR1 signaling
OPTN,https://identifiers.org/reactome/R-HSA-5357956,TNFR1-induced NF-kappa-B signaling pathway
OPTN,https://identifiers.org/reactome/R-HSA-8854214,TBC/RABGAPs
OPTN,https://identifiers.org/reactome/R-HSA-9013973,TICAM1-dependent activation of IRF3/IRF7
OPTN,https://identifiers.org/reactome/R-HSA-936964,"Activation of IRF3, IRF7 mediated by TBK1, IKK (IKBKE)"
OPTN,https://identifiers.org/reactome/R-HSA-9824878,"Regulation of TBK1, IKK (IKBKE)-mediated activation of IRF3, IRF7 "
OPTN,https://identifiers.org/reactome/R-HSA-9828211,"Regulation of TBK1, IKK-mediated activation of IRF3, IRF7 upon TLR3 ligation"
OSMR,https://identifiers.org/reactome/R-HSA-6788467,IL-6-type cytokine receptor ligand interactions
PCCA,https://identifiers.org/reactome/R-HSA-196780,Biotin transport and metabolism
PCCA,https://identifiers.org/reactome/R-HSA-3371599,Defective HLCS causes multiple carboxylase deficiency
PCCA,https://identifiers.org/reactome/R-HSA-71032,Propionyl-CoA catabolism
PECAM1,https://identifiers.org/reactome/R-HSA-114608,Platelet degranulation 
PECAM1,https://identifiers.org/reactome/R-HSA-202733,Cell surface interactions at the vascular wall
PECAM1,https://identifiers.org/reactome/R-HSA-210990,PECAM1 interactions
PECAM1,https://identifiers.org/reactome/R-HSA-216083,Integrin cell surface interactions
PECAM1,https://identifiers.org/reactome/R-HSA-432142,Platelet sensitization by LDL
PECAM1,https://identifiers.org/reactome/R-HSA-6798695,Neutrophil degranulation
PECAM1,https://identifiers.org/reactome/R-HSA-9856530,High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells
PICALM,https://identifiers.org/reactome/R-HSA-432722,Golgi Associated Vesicle Biogenesis
PICALM,https://identifiers.org/reactome/R-HSA-8856825,Cargo recognition for clathrin-mediated endocytosis
PICALM,https://identifiers.org/reactome/R-HSA-8856828,Clathrin-mediated endocytosis
PICALM,https://identifiers.org/reactome/R-HSA-9696264,RND3 GTPase cycle
PIK3CD,https://identifiers.org/reactome/R-HSA-1257604,PIP3 activates AKT signaling
PIK3CD,https://identifiers.org/reactome/R-HSA-1660499,Synthesis of PIPs at the plasma membrane
PIK3CD,https://identifiers.org/reactome/R-HSA-2219530,Constitutive Signaling by Aberrant PI3K in Cancer
PIK3CD,https://identifiers.org/reactome/R-HSA-389357,CD28 dependent PI3K/Akt signaling
PIK3CD,https://identifiers.org/reactome/R-HSA-512988,"Interleukin-3, Interleukin-5 and GM-CSF signaling"
PIK3CD,https://identifiers.org/reactome/R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
PIK3CD,https://identifiers.org/reactome/R-HSA-8853659,RET signaling
PIK3CD,https://identifiers.org/reactome/R-HSA-9027276,Erythropoietin activates Phosphoinositide-3-kinase (PI3K)
PIK3CD,https://identifiers.org/reactome/R-HSA-912526,Interleukin receptor SHC signaling
PIK3CD,https://identifiers.org/reactome/R-HSA-912631,Regulation of signaling by CBL
PIK3CD,https://identifiers.org/reactome/R-HSA-9680350,Signaling by CSF1 (M-CSF) in myeloid cells
PIK3CD,https://identifiers.org/reactome/R-HSA-983695,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers
PIK3CD,https://identifiers.org/reactome/R-HSA-9856530,High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells
PIK3CD,https://identifiers.org/reactome/R-HSA-9927354,Co-stimulation by ICOS
PILRA,https://identifiers.org/reactome/R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell
PLAU,https://identifiers.org/reactome/R-HSA-6798695,Neutrophil degranulation
PLAU,https://identifiers.org/reactome/R-HSA-75205,Dissolution of Fibrin Clot
PLCG2,https://identifiers.org/reactome/R-HSA-114604,GPVI-mediated activation cascade
PLCG2,https://identifiers.org/reactome/R-HSA-166016,Toll Like Receptor 4 (TLR4) Cascade
PLCG2,https://identifiers.org/reactome/R-HSA-1855204,Synthesis of IP3 and IP4 in the cytosol
PLCG2,https://identifiers.org/reactome/R-HSA-202433,Generation of second messenger molecules
PLCG2,https://identifiers.org/reactome/R-HSA-2029485,Role of phospholipids in phagocytosis
PLCG2,https://identifiers.org/reactome/R-HSA-2424491,DAP12 signaling
PLCG2,https://identifiers.org/reactome/R-HSA-2871796,FCERI mediated MAPK activation
PLCG2,https://identifiers.org/reactome/R-HSA-2871809,FCERI mediated Ca+2 mobilization
PLCG2,https://identifiers.org/reactome/R-HSA-5607764,CLEC7A (Dectin-1) signaling
PLCG2,https://identifiers.org/reactome/R-HSA-5621480,Dectin-2 family
PLCG2,https://identifiers.org/reactome/R-HSA-9027277,Erythropoietin activates Phospholipase C gamma (PLCG)
PLCG2,https://identifiers.org/reactome/R-HSA-9664323,FCGR3A-mediated IL10 synthesis
PLCG2,https://identifiers.org/reactome/R-HSA-9679191,Potential therapeutics for SARS
PLCG2,https://identifiers.org/reactome/R-HSA-9680350,Signaling by CSF1 (M-CSF) in myeloid cells
PLCG2,https://identifiers.org/reactome/R-HSA-983695,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers
PLD3,https://identifiers.org/reactome/R-HSA-1483148,Synthesis of PG
PLD3,https://identifiers.org/reactome/R-HSA-2029485,Role of phospholipids in phagocytosis
PLEKHA1,https://identifiers.org/reactome/R-HSA-1660499,Synthesis of PIPs at the plasma membrane
PON2,https://identifiers.org/reactome/R-HSA-2142688,Synthesis of 5-eicosatetraenoic acids
PPARA,https://identifiers.org/reactome/R-HSA-1368108,"BMAL1:CLOCK,NPAS2 activates circadian expression"
PPARA,https://identifiers.org/reactome/R-HSA-1989781,PPARA activates gene expression
PPARA,https://identifiers.org/reactome/R-HSA-2151201,Transcriptional activation of mitochondrial biogenesis
PPARA,https://identifiers.org/reactome/R-HSA-2426168,Activation of gene expression by SREBF (SREBP)
PPARA,https://identifiers.org/reactome/R-HSA-381340,Transcriptional regulation of white adipocyte differentiation
PPARA,https://identifiers.org/reactome/R-HSA-383280,Nuclear Receptor transcription pathway
PPARA,https://identifiers.org/reactome/R-HSA-400206,Regulation of lipid metabolism by PPARalpha
PPARA,https://identifiers.org/reactome/R-HSA-4090294,SUMOylation of intracellular receptors
PPARA,https://identifiers.org/reactome/R-HSA-9707564,Cytoprotection by HMOX1
PPARA,https://identifiers.org/reactome/R-HSA-9707616,Heme signaling
PPARA,https://identifiers.org/reactome/R-HSA-9844594,Transcriptional regulation of brown and beige adipocyte differentiation by EBF2
PPARA,https://identifiers.org/reactome/R-HSA-9931509,"Expression of BMAL (ARNTL), CLOCK, and NPAS2"
PPARA,https://identifiers.org/reactome/R-HSA-9933387,"RORA,B,C and NR1D1 (REV-ERBA) regulate gene expression"
PRKD3,https://identifiers.org/reactome/R-HSA-1660661,Sphingolipid de novo biosynthesis
PRNP,https://identifiers.org/reactome/R-HSA-419037,NCAM1 interactions
PRNP,https://identifiers.org/reactome/R-HSA-9609523,Insertion of tail-anchored proteins into the endoplasmic reticulum membrane
PSEN1,https://identifiers.org/reactome/R-HSA-1251985,Nuclear signaling by ERBB4
PSEN1,https://identifiers.org/reactome/R-HSA-1474228,Degradation of the extracellular matrix
PSEN1,https://identifiers.org/reactome/R-HSA-193692,Regulated proteolysis of p75NTR
PSEN1,https://identifiers.org/reactome/R-HSA-205043,NRIF signals cell death from the nucleus
PSEN1,https://identifiers.org/reactome/R-HSA-2122948,Activated NOTCH1 Transmits Signal to the Nucleus
PSEN1,https://identifiers.org/reactome/R-HSA-2644606,Constitutive Signaling by NOTCH1 PEST Domain Mutants
PSEN1,https://identifiers.org/reactome/R-HSA-2894862,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants
PSEN1,https://identifiers.org/reactome/R-HSA-2979096,NOTCH2 Activation and Transmission of Signal to the Nucleus
PSEN1,https://identifiers.org/reactome/R-HSA-3928665,EPH-ephrin mediated repulsion of cells
PSEN1,https://identifiers.org/reactome/R-HSA-6798695,Neutrophil degranulation
PSEN1,https://identifiers.org/reactome/R-HSA-9013507,NOTCH3 Activation and Transmission of Signal to the Nucleus
PSEN1,https://identifiers.org/reactome/R-HSA-9013700,NOTCH4 Activation and Transmission of Signal to the Nucleus
PSEN1,https://identifiers.org/reactome/R-HSA-9017802,Noncanonical activation of NOTCH3
PSEN1,https://identifiers.org/reactome/R-HSA-9839383,TGFBR3 PTM regulation
PSEN2,https://identifiers.org/reactome/R-HSA-1251985,Nuclear signaling by ERBB4
PSEN2,https://identifiers.org/reactome/R-HSA-193692,Regulated proteolysis of p75NTR
PSEN2,https://identifiers.org/reactome/R-HSA-205043,NRIF signals cell death from the nucleus
PSEN2,https://identifiers.org/reactome/R-HSA-2122948,Activated NOTCH1 Transmits Signal to the Nucleus
PSEN2,https://identifiers.org/reactome/R-HSA-2644606,Constitutive Signaling by NOTCH1 PEST Domain Mutants
PSEN2,https://identifiers.org/reactome/R-HSA-2894862,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants
PSEN2,https://identifiers.org/reactome/R-HSA-2979096,NOTCH2 Activation and Transmission of Signal to the Nucleus
PSEN2,https://identifiers.org/reactome/R-HSA-3928665,EPH-ephrin mediated repulsion of cells
PSEN2,https://identifiers.org/reactome/R-HSA-9013507,NOTCH3 Activation and Transmission of Signal to the Nucleus
PSEN2,https://identifiers.org/reactome/R-HSA-9013700,NOTCH4 Activation and Transmission of Signal to the Nucleus
PSEN2,https://identifiers.org/reactome/R-HSA-9017802,Noncanonical activation of NOTCH3
PSEN2,https://identifiers.org/reactome/R-HSA-9839383,TGFBR3 PTM regulation
PSENEN,https://identifiers.org/reactome/R-HSA-1251985,Nuclear signaling by ERBB4
PSENEN,https://identifiers.org/reactome/R-HSA-193692,Regulated proteolysis of p75NTR
PSENEN,https://identifiers.org/reactome/R-HSA-205043,NRIF signals cell death from the nucleus
PSENEN,https://identifiers.org/reactome/R-HSA-2122948,Activated NOTCH1 Transmits Signal to the Nucleus
PSENEN,https://identifiers.org/reactome/R-HSA-2644606,Constitutive Signaling by NOTCH1 PEST Domain Mutants
PSENEN,https://identifiers.org/reactome/R-HSA-2894862,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants
PSENEN,https://identifiers.org/reactome/R-HSA-2979096,NOTCH2 Activation and Transmission of Signal to the Nucleus
PSENEN,https://identifiers.org/reactome/R-HSA-3928665,EPH-ephrin mediated repulsion of cells
PSENEN,https://identifiers.org/reactome/R-HSA-9013507,NOTCH3 Activation and Transmission of Signal to the Nucleus
PSENEN,https://identifiers.org/reactome/R-HSA-9013700,NOTCH4 Activation and Transmission of Signal to the Nucleus
PSENEN,https://identifiers.org/reactome/R-HSA-9017802,Noncanonical activation of NOTCH3
PSENEN,https://identifiers.org/reactome/R-HSA-977225,Amyloid fiber formation
PSENEN,https://identifiers.org/reactome/R-HSA-9839383,TGFBR3 PTM regulation
PSMC3,https://identifiers.org/reactome/R-HSA-1169091,Activation of NF-kappaB in B cells
PSMC3,https://identifiers.org/reactome/R-HSA-1234176,Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha
PSMC3,https://identifiers.org/reactome/R-HSA-1236974,ER-Phagosome pathway
PSMC3,https://identifiers.org/reactome/R-HSA-1236978,Cross-presentation of soluble exogenous antigens (endosomes)
PSMC3,https://identifiers.org/reactome/R-HSA-174084,Autodegradation of Cdh1 by Cdh1:APC/C
PSMC3,https://identifiers.org/reactome/R-HSA-174113,SCF-beta-TrCP mediated degradation of Emi1
PSMC3,https://identifiers.org/reactome/R-HSA-174154,APC/C:Cdc20 mediated degradation of Securin
PSMC3,https://identifiers.org/reactome/R-HSA-174178,APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1
PSMC3,https://identifiers.org/reactome/R-HSA-174184,Cdc20:Phospho-APC/C mediated degradation of Cyclin A
PSMC3,https://identifiers.org/reactome/R-HSA-180534,Vpu mediated degradation of CD4
PSMC3,https://identifiers.org/reactome/R-HSA-180585,Vif-mediated degradation of APOBEC3G
PSMC3,https://identifiers.org/reactome/R-HSA-187577,SCF(Skp2)-mediated degradation of p27/p21
PSMC3,https://identifiers.org/reactome/R-HSA-195253,Degradation of beta-catenin by the destruction complex
PSMC3,https://identifiers.org/reactome/R-HSA-202424,Downstream TCR signaling
PSMC3,https://identifiers.org/reactome/R-HSA-211733,Regulation of activated PAK-2p34 by proteasome mediated degradation
PSMC3,https://identifiers.org/reactome/R-HSA-2467813,Separation of Sister Chromatids
PSMC3,https://identifiers.org/reactome/R-HSA-2871837,FCERI mediated NF-kB activation
PSMC3,https://identifiers.org/reactome/R-HSA-349425,Autodegradation of the E3 ubiquitin ligase COP1
PSMC3,https://identifiers.org/reactome/R-HSA-350562,Regulation of ornithine decarboxylase (ODC)
PSMC3,https://identifiers.org/reactome/R-HSA-382556,ABC-family proteins mediated transport
PSMC3,https://identifiers.org/reactome/R-HSA-450408,AUF1 (hnRNP D0) binds and destabilizes mRNA
PSMC3,https://identifiers.org/reactome/R-HSA-4608870,Asymmetric localization of PCP proteins
PSMC3,https://identifiers.org/reactome/R-HSA-4641257,Degradation of AXIN
PSMC3,https://identifiers.org/reactome/R-HSA-4641258,Degradation of DVL
PSMC3,https://identifiers.org/reactome/R-HSA-5358346,Hedgehog ligand biogenesis
PSMC3,https://identifiers.org/reactome/R-HSA-5362768,Hh mutants are degraded by ERAD
PSMC3,https://identifiers.org/reactome/R-HSA-5607761,Dectin-1 mediated noncanonical NF-kB signaling
PSMC3,https://identifiers.org/reactome/R-HSA-5607764,CLEC7A (Dectin-1) signaling
PSMC3,https://identifiers.org/reactome/R-HSA-5610780,Degradation of GLI1 by the proteasome
PSMC3,https://identifiers.org/reactome/R-HSA-5610783,Degradation of GLI2 by the proteasome
PSMC3,https://identifiers.org/reactome/R-HSA-5610785,GLI3 is processed to GLI3R by the proteasome
PSMC3,https://identifiers.org/reactome/R-HSA-5632684,Hedgehog 'on' state
PSMC3,https://identifiers.org/reactome/R-HSA-5658442,Regulation of RAS by GAPs
PSMC3,https://identifiers.org/reactome/R-HSA-5668541,TNFR2 non-canonical NF-kB pathway
PSMC3,https://identifiers.org/reactome/R-HSA-5676590,NIK-->noncanonical NF-kB signaling
PSMC3,https://identifiers.org/reactome/R-HSA-5678895,Defective CFTR causes cystic fibrosis
PSMC3,https://identifiers.org/reactome/R-HSA-5687128,MAPK6/MAPK4 signaling
PSMC3,https://identifiers.org/reactome/R-HSA-5689603,UCH proteinases
PSMC3,https://identifiers.org/reactome/R-HSA-5689880,Ub-specific processing proteases
PSMC3,https://identifiers.org/reactome/R-HSA-6798695,Neutrophil degranulation
PSMC3,https://identifiers.org/reactome/R-HSA-68867,Assembly of the pre-replicative complex
PSMC3,https://identifiers.org/reactome/R-HSA-68949,Orc1 removal from chromatin
PSMC3,https://identifiers.org/reactome/R-HSA-69017,CDK-mediated phosphorylation and removal of Cdc6
PSMC3,https://identifiers.org/reactome/R-HSA-69481,G2/M Checkpoints
PSMC3,https://identifiers.org/reactome/R-HSA-69601,Ubiquitin-Mediated Degradation of Phosphorylated Cdc25A
PSMC3,https://identifiers.org/reactome/R-HSA-75815,Ubiquitin-dependent degradation of Cyclin D
PSMC3,https://identifiers.org/reactome/R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint
PSMC3,https://identifiers.org/reactome/R-HSA-8854050,FBXL7 down-regulates AURKA during mitotic entry and in early mitosis
PSMC3,https://identifiers.org/reactome/R-HSA-8939236,RUNX1 regulates transcription of genes involved in differentiation of HSCs
PSMC3,https://identifiers.org/reactome/R-HSA-8939902,Regulation of RUNX2 expression and activity
PSMC3,https://identifiers.org/reactome/R-HSA-8941858,Regulation of RUNX3 expression and activity
PSMC3,https://identifiers.org/reactome/R-HSA-8948751,Regulation of PTEN stability and activity
PSMC3,https://identifiers.org/reactome/R-HSA-8951664,Neddylation
PSMC3,https://identifiers.org/reactome/R-HSA-9010553,Regulation of expression of SLITs and ROBOs
PSMC3,https://identifiers.org/reactome/R-HSA-9020702,Interleukin-1 signaling
PSMC3,https://identifiers.org/reactome/R-HSA-9604323,Negative regulation of NOTCH4 signaling
PSMC3,https://identifiers.org/reactome/R-HSA-9755511,KEAP1-NFE2L2 pathway
PSMC3,https://identifiers.org/reactome/R-HSA-9762114,GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2
PSMC3,https://identifiers.org/reactome/R-HSA-9766229,Degradation of CDH1
PSMC3,https://identifiers.org/reactome/R-HSA-9824272,Somitogenesis
PSMC3,https://identifiers.org/reactome/R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation
PSMC3,https://identifiers.org/reactome/R-HSA-9907900,Proteasome assembly
PSMC3,https://identifiers.org/reactome/R-HSA-9932298,Degradation of CRY and PER proteins
PTK2B,https://identifiers.org/reactome/R-HSA-391160,Signal regulatory protein family interactions
PTK2B,https://identifiers.org/reactome/R-HSA-4420097,VEGFA-VEGFR2 Pathway
PTK2B,https://identifiers.org/reactome/R-HSA-9013420,RHOU GTPase cycle
PTK2B,https://identifiers.org/reactome/R-HSA-9020558,Interleukin-2 signaling
PTPRO,https://identifiers.org/reactome/R-HSA-9034015,Signaling by NTRK3 (TRKC)
RBP4,https://identifiers.org/reactome/R-HSA-2453902,The canonical retinoid cycle in rods (twilight vision)
RBP4,https://identifiers.org/reactome/R-HSA-6809583,Retinoid metabolism disease events
RBP4,https://identifiers.org/reactome/R-HSA-975634,Retinoid metabolism and transport
RBP4,https://identifiers.org/reactome/R-HSA-9918449,Defective visual phototransduction due to STRA6 loss of function
REN,https://identifiers.org/reactome/R-HSA-2022377,Metabolism of Angiotensinogen to Angiotensins
RHOH,https://identifiers.org/reactome/R-HSA-9013407,RHOH GTPase cycle
RIMS1,https://identifiers.org/reactome/R-HSA-181429,Serotonin Neurotransmitter Release Cycle
RIMS1,https://identifiers.org/reactome/R-HSA-181430,Norepinephrine Neurotransmitter Release Cycle
RIMS1,https://identifiers.org/reactome/R-HSA-210500,Glutamate Neurotransmitter Release Cycle
RIMS1,https://identifiers.org/reactome/R-HSA-212676,Dopamine Neurotransmitter Release Cycle
RIMS1,https://identifiers.org/reactome/R-HSA-264642,Acetylcholine Neurotransmitter Release Cycle
RIMS1,https://identifiers.org/reactome/R-HSA-888590,"GABA synthesis, release, reuptake and degradation"
SETD7,https://identifiers.org/reactome/R-HSA-3214841,PKMTs methylate histone lysines
SIGLEC11,https://identifiers.org/reactome/R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell
SLC25A11,https://identifiers.org/reactome/R-HSA-428643,Organic anion transport by SLC5/17/25 transporters
SLC25A11,https://identifiers.org/reactome/R-HSA-9856872,Malate-aspartate shuttle
SLC7A2,https://identifiers.org/reactome/R-HSA-352230,Amino acid transport across the plasma membrane
SMYD3,https://identifiers.org/reactome/R-HSA-3214841,PKMTs methylate histone lysines
SNCA,https://identifiers.org/reactome/R-HSA-977225,Amyloid fiber formation
SNCA,https://identifiers.org/reactome/R-HSA-9833482,PKR-mediated signaling
SOD1,https://identifiers.org/reactome/R-HSA-114608,Platelet degranulation 
SOD1,https://identifiers.org/reactome/R-HSA-3299685,Detoxification of Reactive Oxygen Species
SOD1,https://identifiers.org/reactome/R-HSA-8950505,Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation
SORL1,https://identifiers.org/reactome/R-HSA-977225,Amyloid fiber formation
SORT1,https://identifiers.org/reactome/R-HSA-432722,Golgi Associated Vesicle Biogenesis
SPON1,https://identifiers.org/reactome/R-HSA-5083635,Defective B3GALTL causes PpS
SPON1,https://identifiers.org/reactome/R-HSA-5173214,O-glycosylation of TSR domain-containing proteins
SPPL2A,https://identifiers.org/reactome/R-HSA-5357905,Regulation of TNFR1 signaling
SQSTM1,https://identifiers.org/reactome/R-HSA-205043,NRIF signals cell death from the nucleus
SQSTM1,https://identifiers.org/reactome/R-HSA-209543,p75NTR recruits signalling complexes
SQSTM1,https://identifiers.org/reactome/R-HSA-209560,NF-kB is activated and signals survival
SQSTM1,https://identifiers.org/reactome/R-HSA-5205685,PINK1-PRKN Mediated Mitophagy
SQSTM1,https://identifiers.org/reactome/R-HSA-8951664,Neddylation
SQSTM1,https://identifiers.org/reactome/R-HSA-9020702,Interleukin-1 signaling
SQSTM1,https://identifiers.org/reactome/R-HSA-9664873,Pexophagy
SQSTM1,https://identifiers.org/reactome/R-HSA-9725370,Signaling by ALK fusions and activated point mutants
SQSTM1,https://identifiers.org/reactome/R-HSA-9755511,KEAP1-NFE2L2 pathway
SQSTM1,https://identifiers.org/reactome/R-HSA-9759194,Nuclear events mediated by NFE2L2
STAG1,https://identifiers.org/reactome/R-HSA-1221632,Meiotic synapsis
STAG1,https://identifiers.org/reactome/R-HSA-2467813,Separation of Sister Chromatids
STAG1,https://identifiers.org/reactome/R-HSA-2468052,Establishment of Sister Chromatid Cohesion
STAG1,https://identifiers.org/reactome/R-HSA-2470946,Cohesin Loading onto Chromatin
STAG1,https://identifiers.org/reactome/R-HSA-2500257,Resolution of Sister Chromatid Cohesion
STAG1,https://identifiers.org/reactome/R-HSA-3108214,SUMOylation of DNA damage response and repair proteins
STAG1,https://identifiers.org/reactome/R-HSA-9018519,Estrogen-dependent gene expression
SYMPK,https://identifiers.org/reactome/R-HSA-159231,Transport of Mature mRNA Derived from an Intronless Transcript
SYMPK,https://identifiers.org/reactome/R-HSA-72187,mRNA 3'-end processing
SYMPK,https://identifiers.org/reactome/R-HSA-72203,Processing of Capped Intron-Containing Pre-mRNA
SYMPK,https://identifiers.org/reactome/R-HSA-73856,RNA Polymerase II Transcription Termination
SYMPK,https://identifiers.org/reactome/R-HSA-77595,Processing of Intronless Pre-mRNAs
TFR2,https://identifiers.org/reactome/R-HSA-917977,Transferrin endocytosis and recycling
TGFBR3,https://identifiers.org/reactome/R-HSA-1502540,Signaling by Activin
TGFBR3,https://identifiers.org/reactome/R-HSA-190370,FGFR1b ligand binding and activation
TGFBR3,https://identifiers.org/reactome/R-HSA-190373,FGFR1c ligand binding and activation
TGFBR3,https://identifiers.org/reactome/R-HSA-201451,Signaling by BMP
TGFBR3,https://identifiers.org/reactome/R-HSA-2173789,TGF-beta receptor signaling activates SMADs
TGFBR3,https://identifiers.org/reactome/R-HSA-9839383,TGFBR3 PTM regulation
TGFBR3,https://identifiers.org/reactome/R-HSA-9839389,TGFBR3 regulates TGF-beta signaling
TGFBR3,https://identifiers.org/reactome/R-HSA-9839394,TGFBR3 expression
TGFBR3,https://identifiers.org/reactome/R-HSA-9839397,TGFBR3 regulates FGF2 signaling
TGFBR3,https://identifiers.org/reactome/R-HSA-9839406,TGFBR3 regulates activin signaling
TLR4,https://identifiers.org/reactome/R-HSA-1236974,ER-Phagosome pathway
TLR4,https://identifiers.org/reactome/R-HSA-140534,Caspase activation via Death Receptors in the presence of ligand
TLR4,https://identifiers.org/reactome/R-HSA-166016,Toll Like Receptor 4 (TLR4) Cascade
TLR4,https://identifiers.org/reactome/R-HSA-166058,MyD88:MAL(TIRAP) cascade initiated on plasma membrane
TLR4,https://identifiers.org/reactome/R-HSA-166166,MyD88-independent TLR4 cascade 
TLR4,https://identifiers.org/reactome/R-HSA-2562578,TRIF-mediated programmed cell death
TLR4,https://identifiers.org/reactome/R-HSA-5602498,MyD88 deficiency (TLR2/4)
TLR4,https://identifiers.org/reactome/R-HSA-5603041,IRAK4 deficiency (TLR2/4)
TLR4,https://identifiers.org/reactome/R-HSA-5686938,Regulation of TLR by endogenous ligand
TLR4,https://identifiers.org/reactome/R-HSA-936964,"Activation of IRF3, IRF7 mediated by TBK1, IKK (IKBKE)"
TLR4,https://identifiers.org/reactome/R-HSA-937041,IKK complex recruitment mediated by RIP1
TLR4,https://identifiers.org/reactome/R-HSA-937072,TRAF6-mediated induction of TAK1 complex within TLR4 complex
TLR4,https://identifiers.org/reactome/R-HSA-9707616,Heme signaling
TLR4,https://identifiers.org/reactome/R-HSA-975163,IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation
TLR4,https://identifiers.org/reactome/R-HSA-9820960,Respiratory syncytial virus (RSV) attachment and entry
TLR4,https://identifiers.org/reactome/R-HSA-9824878,"Regulation of TBK1, IKK (IKBKE)-mediated activation of IRF3, IRF7 "
TLR4,https://identifiers.org/reactome/R-HSA-9833110,RSV-host interactions
TMED10,https://identifiers.org/reactome/R-HSA-204005,COPII-mediated vesicle transport
TMED10,https://identifiers.org/reactome/R-HSA-5694530,Cargo concentration in the ER
TMED10,https://identifiers.org/reactome/R-HSA-6807878,COPI-mediated anterograde transport
TMED10,https://identifiers.org/reactome/R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic
TNF,https://identifiers.org/reactome/R-HSA-381340,Transcriptional regulation of white adipocyte differentiation
TNF,https://identifiers.org/reactome/R-HSA-5357786,TNFR1-induced proapoptotic signaling
TNF,https://identifiers.org/reactome/R-HSA-5357905,Regulation of TNFR1 signaling
