gene,n_primary,primary_sources,n_secondary,secondary_sources,n_total
APLNR,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
APMAP,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
APOA1BP,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
APOBEC2,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
APOO,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
APPL1,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
AQP4,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ARF1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ARFGEF3,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ARHGAP18,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ARHGAP32,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ARHGEF1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ARHGEF10L,1,biomarkerkg_risk_variant,1,gxa_DE_ge2_regions,2
ARHGEF26,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ARHGEF9,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ASCL1,1,digcfdekg_core_AD_trait,1,gxa_DE_ge2_regions,2
ATF5,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
ATG16L1,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
ATG5,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ATL1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ATP11C,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ATP13A4,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ATP1A1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ATP1A2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ATP2A2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ATP5A1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ATP5B,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ATP5C1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ATP5F1A,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ATP5F1B,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ATP5F1C,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ATP5G1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ATP5IF1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ATP5J,1,digcfdekg_core_AD_trait,1,gxa_DE_ge2_regions,2
ATP5J2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ATP5MC1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ATP5MF,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ATP5MJ,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ATP5MPL,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ATP5PB,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ATP6AP1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ATP6V0B,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ATP6V1B2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ATP6V1C1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ATP6V1D,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ATP6V1E1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ATP6V1G2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ATP6V1H,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ATP8A2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ATP8B1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ATPIF1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
AUTS2,1,biomarkerkg_risk_variant,1,digcfdekg_endophenotype,2
AUXG01000058.1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
B3GALT2,1,digcfdekg_core_AD_trait,1,digcfdekg_endophenotype,2
B4GAT1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
BACH2,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
BAG3,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
BBIP1,1,digcfdekg_core_AD_trait,1,digcfdekg_endophenotype,2
BBX,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
BCAS2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
BCHE,1,spoke-okn_curated_DaG,1,digcfdekg_family_history,2
BECN1,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
BEX3,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
BEX5,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
BMERB1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
BMP7,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
BMPR1B,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
BNIP2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
BOLA3,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
BSX,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
BTBD10,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
BTBD9,1,biomarkerkg_risk_variant,1,digcfdekg_family_history,2
BTF3L4,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
BUD31,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
BZW2,1,biomarkerkg_risk_variant,1,digcfdekg_endophenotype,2
C10orf35,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
C12orf76,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
C14orf119,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
C14orf2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
C16orf45,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
C16orf74,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
C1orf216,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
C2CD3,1,biomarkerkg_risk_variant,1,digcfdekg_family_history,2
C2orf40,1,digcfdekg_core_AD_trait,1,digcfdekg_endophenotype,2
C4orf32,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
C7orf72,1,digcfdekg_core_AD_trait,1,digcfdekg_endophenotype,2
C9orf64,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
CA5A,1,biomarkerkg_risk_variant,1,digcfdekg_family_history,2
CAB39,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
CABP1,1,biomarkerkg_risk_variant,1,gxa_DE_ge2_regions,2
CACNA1E,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
CALB1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
CALY,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
CAMK4,1,biomarkerkg_risk_variant,1,gxa_DE_ge2_regions,2
CAST,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
CBR4,1,biomarkerkg_risk_variant,1,digcfdekg_endophenotype,2
CCDC152,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
CCDC184,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
CCDC28A,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
CCT2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
CCT4,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
CCT7,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
CD163,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
CD99L2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
CDC123,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
CDC37,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
CDH7,1,digcfdekg_core_AD_trait,1,digcfdekg_endophenotype,2
CDIN1,1,biomarkerkg_risk_variant,1,digcfdekg_family_history,2
CDK10,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
CDK5,1,spoke-okn_curated_DaG,1,gxa_DE_ge2_regions,2
CEACAM20,1,biomarkerkg_risk_variant,1,digcfdekg_endophenotype,2
CEBPB,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
CEBPD,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
CECR2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
CELF4,1,digcfdekg_core_AD_trait,1,digcfdekg_endophenotype,2
CELF5,1,biomarkerkg_risk_variant,1,digcfdekg_endophenotype,2
CEP295,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
CETN2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
CFAP20,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
CFAP36,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
CHCHD6,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
CHGB,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
CHMP2A,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
CHMP4B,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
CHN1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
CHP1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
CHRM1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
CHRM3,1,biomarkerkg_risk_variant,1,digcfdekg_endophenotype,2
CHST12,1,biomarkerkg_risk_variant,1,gxa_DE_ge2_regions,2
CLIC4,1,biomarkerkg_risk_variant,1,gxa_DE_ge2_regions,2
CLMN,1,biomarkerkg_risk_variant,1,gxa_DE_ge2_regions,2
CLTC,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
CMAS,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
CNTN4,1,biomarkerkg_risk_variant,1,digcfdekg_endophenotype,2
CNTNAP5,1,biomarkerkg_risk_variant,1,digcfdekg_endophenotype,2
CNTRL,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
COA1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
COA3,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
COG1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
COG3,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
COPG2IT1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
COPS4,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
COPS5,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
COPS6,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
COX4I1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
COX5A,1,biomarkerkg_risk_variant,1,gxa_DE_ge2_regions,2
COX5B,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
COX6B1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
COX6C,1,digcfdekg_core_AD_trait,1,gxa_DE_ge2_regions,2
COX7A1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
COX7B,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
CPA6,1,biomarkerkg_risk_variant,1,digcfdekg_endophenotype,2
CPSF3,1,digcfdekg_core_AD_trait,1,gxa_DE_ge2_regions,2
CRMP1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
CRYM,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
CSMD1,1,biomarkerkg_risk_variant,1,digcfdekg_family_history,2
CSPP1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
CSRNP2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
CTBP2,1,biomarkerkg_risk_variant,1,digcfdekg_endophenotype,2
CTD-3051D23.4,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
CTD-3092A11.2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
CTDSP2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
CUL1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
CWC27,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
CXXC5,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
CYBRD1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
CYLD,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
CYP20A1,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
CYP27C1,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
D4S234E,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
DAD1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
DAPK1,1,prokn_curated_variant,1,gxa_DE_ge2_regions,2
DAPK1-IT1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
DAPK2,1,digcfdekg_core_AD_trait,1,digcfdekg_endophenotype,2
DBH,1,prokn_curated_variant,1,digcfdekg_family_history,2
DBT,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
DCHS1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
DCLRE1C,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
DCTD,1,digcfdekg_core_AD_trait,1,digcfdekg_endophenotype,2
DCTN3,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
DCTN6,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
DDIT4L,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
DDX39B,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
DDX41,1,digcfdekg_core_AD_trait,1,gxa_DE_ge2_regions,2
DDX42,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
DDX59,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
DGCR5,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
DGCR9,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
DHRS7B,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
DLGAP2,1,biomarkerkg_risk_variant,1,gxa_DE_ge2_regions,2
DMAC1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
DMAP1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
DMRT1,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
DNAAF11,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
DNAJA4,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
DNAJC1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
DNAJC7,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
DNM3,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
DOP1A,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
DOPEY1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
DPP10-AS1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
DPP6,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
DPY30,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
DRG2,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
DSTN,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
DTD1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
DYNC1H1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
DYNC1I1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
DYNLL1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ECHS1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
EDEM1,1,digcfdekg_core_AD_trait,1,digcfdekg_endophenotype,2
EED,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
EEF1A2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
EFR3B,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
EHD3,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
EHMT1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
EIF2AK1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
EIF2B1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
EIF3D,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
EIF3G,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
EIF3H,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
EIF4H,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
EIPR1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ELF1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ELL2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ELMO1,1,biomarkerkg_risk_variant,1,digcfdekg_endophenotype,2
ELOB,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ELOVL6,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
EMC3,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
EMC4,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
EML6,1,biomarkerkg_risk_variant,1,gxa_DE_ge2_regions,2
EMX2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
EMX2OS,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ENDOG,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ENO1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ENO2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ENOX1,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
ENSA,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ENTPD3,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
EP300,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
EP400,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
EPB41L1,1,biomarkerkg_risk_variant,1,gxa_DE_ge2_regions,2
EPB41L4B,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
EPDR1,1,digcfdekg_core_AD_trait,1,gxa_DE_ge2_regions,2
EPHB6,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
EPM2A-DT,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
EPT1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ERBB2IP,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ERBB3,1,biomarkerkg_risk_variant,1,gxa_DE_ge2_regions,2
ERBIN,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ERC2-IT1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ERICH3,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ERLEC1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ESF1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ETS1,1,digcfdekg_core_AD_trait,1,gxa_DE_ge2_regions,2
EXOC3,1,digcfdekg_core_AD_trait,1,gxa_DE_ge2_regions,2
EXOSC1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
EXOSC4,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
EZR,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
FAM107A,1,biomarkerkg_risk_variant,1,gxa_DE_ge2_regions,2
FAM131A,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
FAM135B,1,biomarkerkg_risk_variant,1,digcfdekg_family_history,2
FAM161B,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
FAM162A,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
FAM168B,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
FAM19A1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
FAM19A5,1,digcfdekg_core_AD_trait,1,digcfdekg_endophenotype,2
FAM208A,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
FAM20B,1,biomarkerkg_risk_variant,1,gxa_DE_ge2_regions,2
FAM217B,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
FAM241B,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
FAM63B,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
FAM98B,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
FAR2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
FAT1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
FBP1,1,biomarkerkg_risk_variant,1,digcfdekg_endophenotype,2
FBXL17,1,digcfdekg_core_AD_trait,1,gxa_DE_ge2_regions,2
FBXO30-DT,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
FCRL5,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
FGD4,1,digcfdekg_core_AD_trait,1,gxa_DE_ge2_regions,2
FGFR3,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
FH,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
FIBP,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
FIG4,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
FIGNL1,1,digcfdekg_core_AD_trait,1,gxa_DE_ge2_regions,2
FLOT1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
FMN2,1,biomarkerkg_risk_variant,1,digcfdekg_endophenotype,2
FN1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
FNBP4,1,digcfdekg_core_AD_trait,1,gxa_DE_ge2_regions,2
FNDC3A,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
FOXO1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
FRMD3,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
FRMD4B,1,biomarkerkg_risk_variant,1,gxa_DE_ge2_regions,2
FTX,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
FUCA1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
FXNP2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
FXYD6,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
GABBR1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
GABRA1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
GABRB3,1,biomarkerkg_risk_variant,1,gxa_DE_ge2_regions,2
GABRD,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
GABRG1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
GABRG2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
GAD1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
GALNT15,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
GALNT17,1,biomarkerkg_risk_variant,1,gxa_DE_ge2_regions,2
GALNT18,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
GAP43,1,digcfdekg_core_AD_trait,1,gxa_DE_ge2_regions,2
GAS2L1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
GATM,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
GDA,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
GEM,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
GGNBP2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
GHITM,1,digcfdekg_core_AD_trait,1,gxa_DE_ge2_regions,2
GINS2,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
GK2,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
GLIS1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
GLIS3,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
GLO1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
GLOD4,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
GLS,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
GLS2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
GMPR,1,biomarkerkg_risk_variant,1,gxa_DE_ge2_regions,2
GNAS,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
GNG3,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
GNGT2,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
GNPDA2,1,digcfdekg_core_AD_trait,1,gxa_DE_ge2_regions,2
GNPNAT1,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
GOLGB1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
GOT1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
GOT2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
GPAA1,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
GPATCH2L,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
GPHN,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
GPI,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
GPNMB,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
GPR149,1,biomarkerkg_risk_variant,1,digcfdekg_endophenotype,2
GPR158,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
GPRASP1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
GPX3,1,digcfdekg_core_AD_trait,1,gxa_DE_ge2_regions,2
GRAMD2B,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
GRIA1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
GRIN2B,1,spoke-okn_curated_DaG,1,digcfdekg_endophenotype,2
GSS,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
GSTM3,1,prokn_curated_variant,1,gxa_DE_ge2_regions,2
GSTO1,1,prokn_curated_variant,1,gxa_DE_ge2_regions,2
GTF2E2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
GUCY1B1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
GUCY1B3,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
HAGH,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
HAX1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
