gene,n_primary,primary_sources,n_secondary,secondary_sources,n_total
APOA2,1,digcfdekg_core_AD_trait,0,,1
APOA4,1,digcfdekg_core_AD_trait,0,,1
APOBEC1,1,biomarkerkg_risk_variant,0,,1
ARF4,1,digcfdekg_core_AD_trait,0,,1
ARFGEF1-DT,1,biomarkerkg_risk_variant,0,,1
ARHGAP1,1,digcfdekg_core_AD_trait,0,,1
ARHGAP20,1,biomarkerkg_risk_variant,0,,1
ARHGAP27,1,digcfdekg_core_AD_trait,0,,1
ARHGEF2,1,biomarkerkg_risk_variant,0,,1
ARHGEF28,1,biomarkerkg_risk_variant,0,,1
ARIH2,1,biomarkerkg_risk_variant,0,,1
ARL17B,1,spoke-okn_curated_DaG,0,,1
ARL6IP6,1,biomarkerkg_risk_variant,0,,1
ARMH3,1,biomarkerkg_risk_variant,0,,1
ARMS2,1,digcfdekg_core_AD_trait,0,,1
ARSD,1,digcfdekg_core_AD_trait,0,,1
ASB9,1,digcfdekg_core_AD_trait,0,,1
ASCC1,1,biomarkerkg_risk_variant,0,,1
ASMER1,1,biomarkerkg_risk_variant,0,,1
ASTN2,1,biomarkerkg_risk_variant,0,,1
ATF7IP2,1,digcfdekg_core_AD_trait,0,,1
ATOSA,1,biomarkerkg_risk_variant,0,,1
ATP10B,1,digcfdekg_core_AD_trait,0,,1
ATP11B,1,biomarkerkg_risk_variant,0,,1
ATP11B-DT,1,biomarkerkg_risk_variant,0,,1
ATP6V0A2,1,biomarkerkg_risk_variant,0,,1
ATP7B,1,prokn_curated_variant,0,,1
ATP8B3,1,digcfdekg_core_AD_trait,0,,1
ATXN2-AS,1,biomarkerkg_risk_variant,0,,1
ATXN7L1,1,biomarkerkg_risk_variant,0,,1
AURKA,1,digcfdekg_core_AD_trait,0,,1
AXIN1,1,biomarkerkg_risk_variant,0,,1
B4GALT3,1,digcfdekg_core_AD_trait,0,,1
BAZ1B,1,biomarkerkg_risk_variant,0,,1
BCAS3,1,biomarkerkg_risk_variant,0,,1
BFSP2,1,biomarkerkg_risk_variant,0,,1
BLTP3A,1,biomarkerkg_risk_variant,0,,1
BMAL1,1,prokn_curated_variant,0,,1
BMP6,1,biomarkerkg_risk_variant,0,,1
BMP8A,1,biomarkerkg_risk_variant,0,,1
BMS1,1,digcfdekg_core_AD_trait,0,,1
BORCS5,1,biomarkerkg_risk_variant,0,,1
BRF1,1,biomarkerkg_risk_variant,0,,1
BRS3,1,digcfdekg_core_AD_trait,0,,1
BRWD1,1,digcfdekg_core_AD_trait,0,,1
BTK,1,digcfdekg_core_AD_trait,0,,1
C11orf49,1,digcfdekg_core_AD_trait,0,,1
C15orf61,1,digcfdekg_core_AD_trait,0,,1
C16orf92,1,digcfdekg_core_AD_trait,0,,1
C1S,1,digcfdekg_core_AD_trait,0,,1
C2orf42,1,biomarkerkg_risk_variant,0,,1
C2orf88,1,digcfdekg_core_AD_trait,0,,1
C3orf33,1,biomarkerkg_risk_variant,0,,1
C4BPA,1,digcfdekg_core_AD_trait,0,,1
C4BPB,1,digcfdekg_core_AD_trait,0,,1
C4orf45,1,digcfdekg_core_AD_trait,0,,1
C8orf44-SGK3,1,biomarkerkg_risk_variant,0,,1
C9orf152,1,digcfdekg_core_AD_trait,0,,1
C9orf72,1,spoke-okn_curated_DaG,0,,1
C9orf89,1,digcfdekg_core_AD_trait,0,,1
CABLES2,1,biomarkerkg_risk_variant,0,,1
CACNA1H,1,biomarkerkg_risk_variant,0,,1
CACNB2,1,biomarkerkg_risk_variant,0,,1
CAGE1,1,biomarkerkg_risk_variant,0,,1
CALHM1,1,prokn_curated_variant,0,,1
CAMK1D,1,biomarkerkg_risk_variant,0,,1
CANX,1,biomarkerkg_risk_variant,0,,1
CAPZA2,1,biomarkerkg_risk_variant,0,,1
CARD18,1,biomarkerkg_risk_variant,0,,1
CARM1P1,1,biomarkerkg_risk_variant,0,,1
CATSPER2,1,biomarkerkg_risk_variant,0,,1
CAV1,1,digcfdekg_core_AD_trait,0,,1
CBLN4,1,digcfdekg_core_AD_trait,0,,1
CBX2,1,biomarkerkg_risk_variant,0,,1
CCDC140,1,digcfdekg_core_AD_trait,0,,1
CCDC178,1,biomarkerkg_risk_variant,0,,1
CCDC85C,1,biomarkerkg_risk_variant,0,,1
CCM2L,1,biomarkerkg_risk_variant,0,,1
CCND3,1,biomarkerkg_risk_variant,0,,1
CCNE2,1,digcfdekg_core_AD_trait,0,,1
CCNJL,1,biomarkerkg_risk_variant,0,,1
CCNT2,1,digcfdekg_core_AD_trait,0,,1
CCNY,1,biomarkerkg_risk_variant,0,,1
CCR5,1,digcfdekg_core_AD_trait,0,,1
CCZ1B,1,digcfdekg_core_AD_trait,0,,1
CD19,1,digcfdekg_core_AD_trait,0,,1
CD22,1,digcfdekg_core_AD_trait,0,,1
CD55,1,digcfdekg_core_AD_trait,0,,1
CD72,1,digcfdekg_core_AD_trait,0,,1
CD74,1,digcfdekg_core_AD_trait,0,,1
CDC42EP5,1,digcfdekg_core_AD_trait,0,,1
CDH12,1,biomarkerkg_risk_variant,0,,1
CDH13,1,biomarkerkg_risk_variant,0,,1
CDH15,1,biomarkerkg_risk_variant,0,,1
CDH2,1,digcfdekg_core_AD_trait,0,,1
CDH4,1,biomarkerkg_risk_variant,0,,1
CDHR17P,1,biomarkerkg_risk_variant,0,,1
CDK5RAP2,1,prokn_curated_variant,0,,1
CDKAL1,1,biomarkerkg_risk_variant,0,,1
CDKN3,1,biomarkerkg_risk_variant,0,,1
CDON,1,biomarkerkg_risk_variant,0,,1
CEACAM16-AS1,1,biomarkerkg_risk_variant,0,,1
CEACAM22P,1,biomarkerkg_risk_variant,0,,1
CEBPZ,1,digcfdekg_core_AD_trait,0,,1
CELA3A,1,digcfdekg_core_AD_trait,0,,1
CELA3B,1,digcfdekg_core_AD_trait,0,,1
CEMIP,1,biomarkerkg_risk_variant,0,,1
CETP,1,prokn_curated_variant,0,,1
CFAP46,1,biomarkerkg_risk_variant,0,,1
CFL1,1,digcfdekg_core_AD_trait,0,,1
CHCHD2,1,digcfdekg_core_AD_trait,0,,1
CHLSN,1,biomarkerkg_risk_variant,0,,1
CHRNA2,1,biomarkerkg_risk_variant,0,,1
CHST15,1,biomarkerkg_risk_variant,0,,1
CHURC1,1,digcfdekg_core_AD_trait,0,,1
CHURC1-FNTB,1,digcfdekg_core_AD_trait,0,,1
CKAP5,1,biomarkerkg_risk_variant,0,,1
CLASRP,1,biomarkerkg_risk_variant,0,,1
CLCNKB,1,biomarkerkg_risk_variant,0,,1
CLDN18,1,digcfdekg_core_AD_trait,0,,1
CLEC3B,1,digcfdekg_core_AD_trait,0,,1
CLIP1,1,biomarkerkg_risk_variant,0,,1
CLIP2,1,biomarkerkg_risk_variant,0,,1
CLK2,1,biomarkerkg_risk_variant,0,,1
CLOCK,1,prokn_curated_variant,0,,1
CLPX,1,biomarkerkg_risk_variant,0,,1
CNGB1,1,biomarkerkg_risk_variant,0,,1
CNR2,1,digcfdekg_core_AD_trait,0,,1
CNTLN,1,digcfdekg_core_AD_trait,0,,1
COBL,1,biomarkerkg_risk_variant,0,,1
COL21A1,1,biomarkerkg_risk_variant,0,,1
COL6A4P1,1,biomarkerkg_risk_variant,0,,1
COL8A2,1,biomarkerkg_risk_variant,0,,1
COLQ,1,biomarkerkg_risk_variant,0,,1
COMT,1,prokn_curated_variant,0,,1
COQ6,1,biomarkerkg_risk_variant,0,,1
COX7C,1,digcfdekg_core_AD_trait,0,,1
CPB2,1,digcfdekg_core_AD_trait,0,,1
CPLX2,1,digcfdekg_core_AD_trait,0,,1
CPNE4,1,biomarkerkg_risk_variant,0,,1
CPSF6,1,digcfdekg_core_AD_trait,0,,1
CRADD,1,biomarkerkg_risk_variant,0,,1
CREB1,1,spoke-okn_curated_DaG,0,,1
CRTC1,1,biomarkerkg_risk_variant,0,,1
CRYBG1,1,biomarkerkg_risk_variant,0,,1
CSE1L,1,biomarkerkg_risk_variant,0,,1
CSNK1G3,1,digcfdekg_core_AD_trait,0,,1
CSRP3-AS1,1,biomarkerkg_risk_variant,0,,1
CST1,1,digcfdekg_core_AD_trait,0,,1
CST3,1,spoke-okn_curated_DaG,0,,1
CSTF1,1,digcfdekg_core_AD_trait,0,,1
CSTPP1,1,biomarkerkg_risk_variant,0,,1
CTCF,1,biomarkerkg_risk_variant,0,,1
CTDSPL,1,digcfdekg_core_AD_trait,0,,1
CTNNA2,1,biomarkerkg_risk_variant,0,,1
CTNND1,1,biomarkerkg_risk_variant,0,,1
CTSK,1,digcfdekg_core_AD_trait,0,,1
CTSL,1,digcfdekg_core_AD_trait,0,,1
CUL2,1,biomarkerkg_risk_variant,0,,1
CUX2,1,biomarkerkg_risk_variant,0,,1
CUZD1,1,biomarkerkg_risk_variant,0,,1
CWC25,1,biomarkerkg_risk_variant,0,,1
CYP17A1,1,prokn_curated_variant,0,,1
CYP19A1,1,prokn_curated_variant,0,,1
CYP2J2,1,prokn_curated_variant,0,,1
CYP2R1,1,digcfdekg_core_AD_trait,0,,1
CYP2U1-AS1,1,biomarkerkg_risk_variant,0,,1
DACH2,1,digcfdekg_core_AD_trait,0,,1
DARS2,1,biomarkerkg_risk_variant,0,,1
DAZAP1,1,biomarkerkg_risk_variant,0,,1
DBN1,1,spoke-okn_curated_DaG,0,,1
DBNDD1,1,digcfdekg_core_AD_trait,0,,1
DCBLD1,1,biomarkerkg_risk_variant,0,,1
DCHS2,1,biomarkerkg_risk_variant,0,,1
DCLK2,1,biomarkerkg_risk_variant,0,,1
DDC,1,digcfdekg_core_AD_trait,0,,1
DDX54,1,digcfdekg_core_AD_trait,0,,1
DEAF1,1,biomarkerkg_risk_variant,0,,1
DENND1A,1,biomarkerkg_risk_variant,0,,1
DENND3,1,biomarkerkg_risk_variant,0,,1
DHX35,1,digcfdekg_core_AD_trait,0,,1
DLEU7,1,digcfdekg_core_AD_trait,0,,1
DMPK,1,digcfdekg_core_AD_trait,0,,1
DMWD,1,digcfdekg_core_AD_trait,0,,1
DMXL1,1,biomarkerkg_risk_variant,0,,1
DNAAF2,1,biomarkerkg_risk_variant,0,,1
DNAH1,1,biomarkerkg_risk_variant,0,,1
DNAI2,1,biomarkerkg_risk_variant,0,,1
DNTT,1,digcfdekg_core_AD_trait,0,,1
DOCK4,1,biomarkerkg_risk_variant,0,,1
DOK3,1,digcfdekg_core_AD_trait,0,,1
DOK6,1,biomarkerkg_risk_variant,0,,1
DPPA4,1,digcfdekg_core_AD_trait,0,,1
DRAXIN,1,biomarkerkg_risk_variant,0,,1
DSCAS,1,biomarkerkg_risk_variant,0,,1
DSG3,1,digcfdekg_core_AD_trait,0,,1
DTNB,1,biomarkerkg_risk_variant,0,,1
DYDC1,1,digcfdekg_core_AD_trait,0,,1
DYDC2,1,digcfdekg_core_AD_trait,0,,1
DYM,1,biomarkerkg_risk_variant,0,,1
DYNLT1,1,biomarkerkg_risk_variant,0,,1
DYRK2,1,digcfdekg_core_AD_trait,0,,1
DYSF,1,digcfdekg_core_AD_trait,0,,1
EBLN3P,1,biomarkerkg_risk_variant,0,,1
ECHDC2,1,biomarkerkg_risk_variant,0,,1
ECHDC3,1,digcfdekg_core_AD_trait,0,,1
EEA1,1,biomarkerkg_risk_variant,0,,1
EFCAB10,1,biomarkerkg_risk_variant,0,,1
EFCAB12,1,biomarkerkg_risk_variant,0,,1
EFCAB3,1,digcfdekg_core_AD_trait,0,,1
EFTUD1,1,digcfdekg_core_AD_trait,0,,1
EGFLAM,1,biomarkerkg_risk_variant,0,,1
EHHADH,1,biomarkerkg_risk_variant,0,,1
EIF2AK2,1,prokn_curated_variant,0,,1
EIF4A1,1,digcfdekg_core_AD_trait,0,,1
EIF4EBP2,1,biomarkerkg_risk_variant,0,,1
EIF4G3,1,digcfdekg_core_AD_trait,0,,1
ELL,1,biomarkerkg_risk_variant,0,,1
EPCAM,1,biomarkerkg_risk_variant,0,,1
EPHA1-AS1,1,biomarkerkg_risk_variant,0,,1
EPSTI1,1,biomarkerkg_risk_variant,0,,1
ERBB4,1,biomarkerkg_risk_variant,0,,1
ERCC1,1,biomarkerkg_risk_variant,0,,1
ERG,1,biomarkerkg_risk_variant,0,,1
ERO1B,1,biomarkerkg_risk_variant,0,,1
ESPNL,1,biomarkerkg_risk_variant,0,,1
ESR1,1,prokn_curated_variant,0,,1
EXD1,1,biomarkerkg_risk_variant,0,,1
EXD3,1,biomarkerkg_risk_variant,0,,1
EXO1,1,biomarkerkg_risk_variant,0,,1
EXOC2,1,digcfdekg_core_AD_trait,0,,1
EXOC4,1,biomarkerkg_risk_variant,0,,1
EYA4,1,biomarkerkg_risk_variant,0,,1
FAM101A,1,digcfdekg_core_AD_trait,0,,1
FAM105A,1,digcfdekg_core_AD_trait,0,,1
FAM131B,1,digcfdekg_core_AD_trait,0,,1
FAM13A,1,digcfdekg_core_AD_trait,0,,1
FAM151B,1,biomarkerkg_risk_variant,0,,1
FAM160A1,1,digcfdekg_core_AD_trait,0,,1
FAM169B,1,digcfdekg_core_AD_trait,0,,1
FAM171A2,1,digcfdekg_core_AD_trait,0,,1
FAM193B,1,digcfdekg_core_AD_trait,0,,1
FAM20C,1,biomarkerkg_risk_variant,0,,1
FAM210B,1,digcfdekg_core_AD_trait,0,,1
FAM213A,1,digcfdekg_core_AD_trait,0,,1
FAM222B,1,biomarkerkg_risk_variant,0,,1
FAM227A,1,biomarkerkg_risk_variant,0,,1
FAM228B,1,biomarkerkg_risk_variant,0,,1
FAM230A,1,biomarkerkg_risk_variant,0,,1
FAM47E,1,spoke-okn_curated_DaG,0,,1
FAM57B,1,digcfdekg_core_AD_trait,0,,1
FAM71B,1,digcfdekg_core_AD_trait,0,,1
FAM96A,1,digcfdekg_core_AD_trait,0,,1
FANCD2,1,biomarkerkg_risk_variant,0,,1
FANCD2OS,1,biomarkerkg_risk_variant,0,,1
FARP2,1,biomarkerkg_risk_variant,0,,1
FBXL13,1,biomarkerkg_risk_variant,0,,1
FBXO24,1,digcfdekg_core_AD_trait,0,,1
FBXO33,1,digcfdekg_core_AD_trait,0,,1
FBXO34,1,biomarkerkg_risk_variant,0,,1
FBXO40,1,biomarkerkg_risk_variant,0,,1
FBXO47,1,biomarkerkg_risk_variant,0,,1
FBXW10,1,biomarkerkg_risk_variant,0,,1
FCGR1A,1,digcfdekg_core_AD_trait,0,,1
FCGR2B,1,digcfdekg_core_AD_trait,0,,1
FDFT1,1,digcfdekg_core_AD_trait,0,,1
FEM1B,1,biomarkerkg_risk_variant,0,,1
FER,1,digcfdekg_core_AD_trait,0,,1
FEZF1,1,digcfdekg_core_AD_trait,0,,1
FGD5-AS1,1,biomarkerkg_risk_variant,0,,1
FGFRL1,1,digcfdekg_core_AD_trait,0,,1
FGGY,1,biomarkerkg_risk_variant,0,,1
FHIP1A,1,biomarkerkg_risk_variant,0,,1
FHIP2A,1,biomarkerkg_risk_variant,0,,1
FHIT,1,biomarkerkg_risk_variant,0,,1
FKBP8,1,biomarkerkg_risk_variant,0,,1
FLJ40194,1,biomarkerkg_risk_variant,0,,1
FLT4,1,prokn_curated_variant,0,,1
FMN1,1,biomarkerkg_risk_variant,0,,1
FNIP1,1,digcfdekg_core_AD_trait,0,,1
FOXF1,1,digcfdekg_core_AD_trait,0,,1
FOXO3,1,digcfdekg_core_AD_trait,0,,1
FOXP2,1,biomarkerkg_risk_variant,0,,1
FRAS1,1,biomarkerkg_risk_variant,0,,1
FRMD5,1,biomarkerkg_risk_variant,0,,1
FSIP2,1,digcfdekg_core_AD_trait,0,,1
FUS,1,spoke-okn_curated_DaG,0,,1
FUT10,1,biomarkerkg_risk_variant,0,,1
FUT2,1,digcfdekg_core_AD_trait,0,,1
FUZ,1,biomarkerkg_risk_variant,0,,1
G3BP2,1,biomarkerkg_risk_variant,0,,1
GAB2,1,biomarkerkg_risk_variant,0,,1
GABPA,1,digcfdekg_core_AD_trait,0,,1
GABRG3,1,biomarkerkg_risk_variant,0,,1
GAK,1,biomarkerkg_risk_variant,0,,1
GALM,1,biomarkerkg_risk_variant,0,,1
GALNT13,1,biomarkerkg_risk_variant,0,,1
GAS8,1,digcfdekg_core_AD_trait,0,,1
GATA1,1,spoke-okn_curated_DaG,0,,1
GATAD2A,1,biomarkerkg_risk_variant,0,,1
GATS,1,digcfdekg_core_AD_trait,0,,1
GCC2,1,digcfdekg_core_AD_trait,0,,1
GEMIN7,1,digcfdekg_core_AD_trait,0,,1
GGA2,1,digcfdekg_core_AD_trait,0,,1
GGPS1,1,biomarkerkg_risk_variant,0,,1
GIGYF1,1,biomarkerkg_risk_variant,0,,1
GIPC3,1,biomarkerkg_risk_variant,0,,1
GLB1L3,1,biomarkerkg_risk_variant,0,,1
GLG1,1,digcfdekg_core_AD_trait,0,,1
GLI3,1,biomarkerkg_risk_variant,0,,1
GMEB1,1,biomarkerkg_risk_variant,0,,1
GNG7,1,biomarkerkg_risk_variant,0,,1
GNS,1,digcfdekg_core_AD_trait,0,,1
GOLPH3L,1,biomarkerkg_risk_variant,0,,1
GORAB,1,biomarkerkg_risk_variant,0,,1
GP1BA,1,digcfdekg_core_AD_trait,0,,1
GPAT3,1,biomarkerkg_risk_variant,0,,1
GRAP,1,biomarkerkg_risk_variant,0,,1
GREM1,1,digcfdekg_core_AD_trait,0,,1
GRIN3B,1,biomarkerkg_risk_variant,0,,1
GRINA,1,digcfdekg_core_AD_trait,0,,1
GRIP1,1,biomarkerkg_risk_variant,0,,1
GRK5,1,biomarkerkg_risk_variant,0,,1
GRM3,1,biomarkerkg_risk_variant,0,,1
GSTP1,1,prokn_curated_variant,0,,1
GTF2H1,1,biomarkerkg_risk_variant,0,,1
GTF2IRD1,1,biomarkerkg_risk_variant,0,,1
GYG2,1,digcfdekg_core_AD_trait,0,,1
H3C12,1,biomarkerkg_risk_variant,0,,1
HAS2-AS1,1,biomarkerkg_risk_variant,0,,1
HAVCR1,1,digcfdekg_core_AD_trait,0,,1
HAVCR2,1,digcfdekg_core_AD_trait,0,,1
HBEGF,1,digcfdekg_core_AD_trait,0,,1
HBG2,1,biomarkerkg_risk_variant,0,,1
HES4,1,digcfdekg_core_AD_trait,0,,1
HIRIP3,1,digcfdekg_core_AD_trait,0,,1
HLA-DRB9,1,biomarkerkg_risk_variant,0,,1
HMOX1,1,spoke-okn_curated_DaG,0,,1
HNF1B,1,biomarkerkg_risk_variant,0,,1
HNRNPD,1,digcfdekg_core_AD_trait,0,,1
HNRNPKP3,1,biomarkerkg_risk_variant,0,,1
HOMER2,1,prokn_curated_variant,0,,1
HOOK3,1,biomarkerkg_risk_variant,0,,1
HOXC-AS3,1,biomarkerkg_risk_variant,0,,1
HP1BP3,1,digcfdekg_core_AD_trait,0,,1
HPCAL1,1,biomarkerkg_risk_variant,0,,1
HRK,1,biomarkerkg_risk_variant,0,,1
HS3ST1,1,digcfdekg_core_AD_trait,0,,1
HSD17B4,1,biomarkerkg_risk_variant,0,,1
HTRA1,1,digcfdekg_core_AD_trait,0,,1
HTT,1,spoke-okn_curated_DaG,0,,1
IAH1,1,digcfdekg_core_AD_trait,0,,1
IDNK,1,digcfdekg_core_AD_trait,0,,1
IFI30,1,digcfdekg_core_AD_trait,0,,1
IFT81,1,biomarkerkg_risk_variant,0,,1
IGLON5,1,digcfdekg_core_AD_trait,0,,1
IGSF3,1,biomarkerkg_risk_variant,0,,1
IL10,1,spoke-okn_curated_DaG,0,,1
IL12B-AS1,1,biomarkerkg_risk_variant,0,,1
IL16,1,prokn_curated_variant,0,,1
IL19,1,biomarkerkg_risk_variant,0,,1
IL1B,1,spoke-okn_curated_DaG,0,,1
IL1RAP,1,biomarkerkg_risk_variant,0,,1
IL2,1,digcfdekg_core_AD_trait,0,,1
IL33,1,digcfdekg_core_AD_trait,0,,1
IL4,1,digcfdekg_core_AD_trait,0,,1
IL4R,1,digcfdekg_core_AD_trait,0,,1
IL6,1,spoke-okn_curated_DaG,0,,1
IMPA2,1,biomarkerkg_risk_variant,0,,1
ING2,1,biomarkerkg_risk_variant,0,,1
INO80E,1,digcfdekg_core_AD_trait,0,,1
INPP5A,1,biomarkerkg_risk_variant,0,,1
INPP5B,1,biomarkerkg_risk_variant,0,,1
INPP5K,1,digcfdekg_core_AD_trait,0,,1
INS,1,spoke-okn_curated_DaG,0,,1
INSC,1,digcfdekg_core_AD_trait,0,,1
INTS1,1,digcfdekg_core_AD_trait,0,,1
INTS2,1,biomarkerkg_risk_variant,0,,1
IQCD,1,digcfdekg_core_AD_trait,0,,1
IQCH,1,digcfdekg_core_AD_trait,0,,1
IRAK2,1,biomarkerkg_risk_variant,0,,1
IRF8,1,digcfdekg_core_AD_trait,0,,1
IRX1,1,digcfdekg_core_AD_trait,0,,1
ISCA2,1,digcfdekg_core_AD_trait,0,,1
ISG15,1,digcfdekg_core_AD_trait,0,,1
ITGA2B,1,digcfdekg_core_AD_trait,0,,1
ITGB3,1,biomarkerkg_risk_variant,0,,1
ITGBL1,1,digcfdekg_core_AD_trait,0,,1
IZUMO1,1,digcfdekg_core_AD_trait,0,,1
JUN-DT,1,biomarkerkg_risk_variant,0,,1
JUP,1,biomarkerkg_risk_variant,0,,1
KALRN,1,biomarkerkg_risk_variant,0,,1
KANSL1,1,digcfdekg_core_AD_trait,0,,1
KASH5,1,biomarkerkg_risk_variant,0,,1
KCNA4,1,digcfdekg_core_AD_trait,0,,1
KCNE1,1,digcfdekg_core_AD_trait,0,,1
KCNH1,1,biomarkerkg_risk_variant,0,,1
KCNQ2,1,biomarkerkg_risk_variant,0,,1
KDM2A,1,biomarkerkg_risk_variant,0,,1
KDM5B,1,biomarkerkg_risk_variant,0,,1
KIAA1024,1,digcfdekg_core_AD_trait,0,,1
KIF13B,1,biomarkerkg_risk_variant,0,,1
KIF21B,1,digcfdekg_core_AD_trait,0,,1
KLC3,1,biomarkerkg_risk_variant,0,,1
KLHDC1,1,biomarkerkg_risk_variant,0,,1
KLHDC10,1,biomarkerkg_risk_variant,0,,1
KLHDC7B-DT,1,biomarkerkg_risk_variant,0,,1
KLHL10,1,biomarkerkg_risk_variant,0,,1
KLHL3,1,biomarkerkg_risk_variant,0,,1
KLHL42,1,biomarkerkg_risk_variant,0,,1
KMT2C,1,biomarkerkg_risk_variant,0,,1
KMT5B,1,biomarkerkg_risk_variant,0,,1
KSR2,1,digcfdekg_core_AD_trait,0,,1
LACTB2,1,digcfdekg_core_AD_trait,0,,1
LAIR1,1,digcfdekg_core_AD_trait,0,,1
LAIR2,1,digcfdekg_core_AD_trait,0,,1
LCORL,1,biomarkerkg_risk_variant,0,,1
LCP1,1,digcfdekg_core_AD_trait,0,,1
LDLR,1,digcfdekg_core_AD_trait,0,,1
LDLRAD4,1,biomarkerkg_risk_variant,0,,1
LEF1-AS1,1,biomarkerkg_risk_variant,0,,1
LEPR,1,digcfdekg_core_AD_trait,0,,1
LGI2,1,biomarkerkg_risk_variant,0,,1
LGMN,1,biomarkerkg_risk_variant,0,,1
LHX6,1,biomarkerkg_risk_variant,0,,1
LILRA2,1,digcfdekg_core_AD_trait,0,,1
LILRA3,1,digcfdekg_core_AD_trait,0,,1
LILRA4,1,digcfdekg_core_AD_trait,0,,1
LILRA5,1,digcfdekg_core_AD_trait,0,,1
LILRA6,1,digcfdekg_core_AD_trait,0,,1
LILRB2,1,digcfdekg_core_AD_trait,0,,1
LILRB4,1,digcfdekg_core_AD_trait,0,,1
LILRB5,1,digcfdekg_core_AD_trait,0,,1
LIMASI,1,biomarkerkg_risk_variant,0,,1
LIMS1,1,digcfdekg_core_AD_trait,0,,1
LIMS2,1,biomarkerkg_risk_variant,0,,1
LIN9,1,biomarkerkg_risk_variant,0,,1
LINC00398,1,biomarkerkg_risk_variant,0,,1
LINC00489,1,biomarkerkg_risk_variant,0,,1
LINC00595,1,biomarkerkg_risk_variant,0,,1
LINC00621,1,biomarkerkg_risk_variant,0,,1
LINC00871,1,biomarkerkg_risk_variant,0,,1
LINC00944,1,biomarkerkg_risk_variant,0,,1
LINC00989,1,biomarkerkg_risk_variant,0,,1
LINC01005,1,biomarkerkg_risk_variant,0,,1
LINC01016,1,biomarkerkg_risk_variant,0,,1
LINC01036,1,biomarkerkg_risk_variant,0,,1
LINC01234,1,biomarkerkg_risk_variant,0,,1
LINC01252,1,biomarkerkg_risk_variant,0,,1
LINC01320,1,biomarkerkg_risk_variant,0,,1
LINC01440,1,biomarkerkg_risk_variant,0,,1
LINC01482,1,biomarkerkg_risk_variant,0,,1
LINC01499,1,biomarkerkg_risk_variant,0,,1
LINC01500,1,biomarkerkg_risk_variant,0,,1
LINC01602,1,biomarkerkg_risk_variant,0,,1
LINC01701,1,biomarkerkg_risk_variant,0,,1
LINC01725,1,biomarkerkg_risk_variant,0,,1
LINC01739,1,biomarkerkg_risk_variant,0,,1
LINC01755,1,biomarkerkg_risk_variant,0,,1
LINC01915,1,biomarkerkg_risk_variant,0,,1
LINC01950,1,biomarkerkg_risk_variant,0,,1
LINC01997,1,biomarkerkg_risk_variant,0,,1
LINC01999,1,biomarkerkg_risk_variant,0,,1
LINC02015,1,biomarkerkg_risk_variant,0,,1
LINC02054,1,biomarkerkg_risk_variant,0,,1
LINC02090,1,biomarkerkg_risk_variant,0,,1
LINC02109,1,biomarkerkg_risk_variant,0,,1
LINC02137,1,biomarkerkg_risk_variant,0,,1
LINC02177,1,biomarkerkg_risk_variant,0,,1
LINC02182,1,biomarkerkg_risk_variant,0,,1
LINC02245,1,biomarkerkg_risk_variant,0,,1
LINC02429,1,biomarkerkg_risk_variant,0,,1
LINC02497,1,biomarkerkg_risk_variant,0,,1
LINC02513,1,biomarkerkg_risk_variant,0,,1
LINC02532,1,biomarkerkg_risk_variant,0,,1
LINC02613,1,biomarkerkg_risk_variant,0,,1
LINC02646,1,biomarkerkg_risk_variant,0,,1
LINC02660,1,biomarkerkg_risk_variant,0,,1
LINC02689,1,biomarkerkg_risk_variant,0,,1
LINC02798,1,biomarkerkg_risk_variant,0,,1
LINC02934,1,biomarkerkg_risk_variant,0,,1
LINC02955,1,biomarkerkg_risk_variant,0,,1
LINC03022,1,biomarkerkg_risk_variant,0,,1
LINC03122,1,biomarkerkg_risk_variant,0,,1
LINC03124,1,biomarkerkg_risk_variant,0,,1
LIPC,1,digcfdekg_core_AD_trait,0,,1
LNC-LBCS,1,biomarkerkg_risk_variant,0,,1
LNCOB1,1,biomarkerkg_risk_variant,0,,1
LNCOG,1,biomarkerkg_risk_variant,0,,1
LNCRNA-IUR,1,biomarkerkg_risk_variant,0,,1
LOXHD1,1,digcfdekg_core_AD_trait,0,,1
LPCAT3,1,digcfdekg_core_AD_trait,0,,1
LPL,1,prokn_curated_variant,0,,1
LRAT,1,biomarkerkg_risk_variant,0,,1
LRCH4,1,digcfdekg_core_AD_trait,0,,1
LRIG3,1,digcfdekg_core_AD_trait,0,,1
LRP2,1,prokn_curated_variant,0,,1
LRP6,1,prokn_curated_variant,0,,1
LRRC7,1,digcfdekg_core_AD_trait,0,,1
LTC4S,1,digcfdekg_core_AD_trait,0,,1
LUC7L,1,biomarkerkg_risk_variant,0,,1
LUZP6,1,digcfdekg_core_AD_trait,0,,1
MACF1,1,biomarkerkg_risk_variant,0,,1
MACIR,1,biomarkerkg_risk_variant,0,,1
MAGI2,1,digcfdekg_core_AD_trait,0,,1
MAILR,1,biomarkerkg_risk_variant,0,,1
MALT1,1,digcfdekg_core_AD_trait,0,,1
MAOB,1,spoke-okn_curated_DaG,0,,1
MAP2K5,1,digcfdekg_core_AD_trait,0,,1
MAP3K4,1,biomarkerkg_risk_variant,0,,1
MAP4K1,1,digcfdekg_core_AD_trait,0,,1
MAP7D3,1,digcfdekg_core_AD_trait,0,,1
MAPK7,1,biomarkerkg_risk_variant,0,,1
