gene,n_evidence_types,n_sources,evidence_types,sources,pigean_score,de_assays,de_direction,de_contexts,consensus_score,tier
CX3CR1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
RTKN2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
TGFBI,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
SMPDL3A,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
AXL,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
ST3GAL6,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
MRC1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
DEPTOR,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
C3,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
PADI2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
PLBD1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
SOCS6,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
CREM,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
C1QB,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
EPB41L2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
ANKRD36BP2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
OLR1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
TANC1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
SPRED1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
MYOF,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
P2RY12,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
RIN2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
IGKV4-1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
RNF217,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
TUSC1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
FMNL2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
IGHV3-23,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
ARHGEF10L,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
THBD,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
CLEC7A,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
STON2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
CXADR,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
CYP1B1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
DAB2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
NFIL3,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
PLXNB2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
RNASE2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
WDFY3,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
ADGRG6,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
F13A1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
RXRA,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
TLR2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
HNMT,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
PLAUR,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
MCEMP1,1,1,differential_expression,gene-expression-atlas-okn,,2.0,"{""down"": 1, ""up"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'; 'relapsing-remitting multiple sclerosis' vs 'normal'",3,C
CD14,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
VEGFA,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
JCHAIN,1,1,differential_expression,gene-expression-atlas-okn,,2.0,"{""up"": 2}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'; 'relapsing-remitting multiple sclerosis' vs 'normal'",3,C
TMEM52B,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
IRS2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
RAPH1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
LYVE1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
STAB1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
IGSF6,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
NUAK1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
HBEGF,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
P3H2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
PAPSS2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
CALHM6-AS1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
RP1-93H18.6,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
Z84488.1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
IRAK3,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
RAB20,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
CAV1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
CXCL8,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
AVPI1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
C5AR1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
IL13RA1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
INAFM2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
ITGB5,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
AGPAT9,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
PALD1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
SCIN,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
FPR3,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
FCER1A,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
TMCC3,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
DSC2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
IER3,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
DLGAP5,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
SIRPA,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
TBC1D12,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
LILRA2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
CYFIP1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
SELENOP,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
TCHH,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
SULF2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
NR4A2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
DOCK5,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
SNCA,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
PTGS2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
PALLD,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
DUSP6,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
