fips,n_chem,n_chem_obs,n_media
55051,143,143,1
55053,141,141,1
55055,144,144,1
55057,141,141,1
55059,142,142,1
55061,141,141,1
55063,146,146,1
55065,141,141,1
55067,140,140,1
55069,147,147,1
55071,145,145,1
55073,148,148,1
55075,142,142,1
55077,140,140,1
55078,140,140,1
55079,150,150,1
55081,141,141,1
55083,141,141,1
55085,145,145,1
55087,149,149,1
55089,145,145,1
55091,139,139,1
55093,142,142,1
55095,143,143,1
55097,144,144,1
55099,144,144,1
55101,144,144,1
55103,141,141,1
55105,148,148,1
55107,146,146,1
55109,143,143,1
55111,146,146,1
55113,145,145,1
55115,142,142,1
55117,145,145,1
55119,145,145,1
55121,147,147,1
55123,143,143,1
55125,142,142,1
55127,144,144,1
55129,145,145,1
55131,143,143,1
55133,145,145,1
55135,143,143,1
55137,141,141,1
55139,148,148,1
55141,152,152,1
56001,145,145,1
56003,145,145,1
56005,148,148,1
56007,152,152,1
56009,148,148,1
56011,152,152,1
56013,146,146,1
56015,140,140,1
56017,142,142,1
56019,146,146,1
56021,149,149,1
56023,147,147,1
56025,147,147,1
56027,142,142,1
56029,145,145,1
56031,143,143,1
56033,144,144,1
56035,146,146,1
56037,147,147,1
56039,141,141,1
56041,145,145,1
56043,146,146,1
56045,146,146,1
72001,133,133,1
72003,133,133,1
72005,133,133,1
72007,133,133,1
72009,133,133,1
72013,133,133,1
72015,133,133,1
72017,134,134,1
72019,133,133,1
72023,133,133,1
72025,134,134,1
72027,133,133,1
72031,133,133,1
72035,133,133,1
72037,133,133,1
72039,133,133,1
72041,133,133,1
72043,133,133,1
72047,133,133,1
72049,133,133,1
72051,133,133,1
72053,133,133,1
72054,133,133,1
72057,134,134,1
72059,133,133,1
72061,134,134,1
72063,133,133,1
72065,133,133,1
72067,133,133,1
72069,133,133,1
72071,133,133,1
72073,133,133,1
72077,133,133,1
72079,133,133,1
72081,133,133,1
72085,133,133,1
72089,133,133,1
72093,133,133,1
72095,133,133,1
72099,133,133,1
72101,133,133,1
72103,133,133,1
72105,133,133,1
72107,133,133,1
72109,133,133,1
72113,133,133,1
72115,133,133,1
72121,133,133,1
72123,133,133,1
72127,133,133,1
72129,133,133,1
72133,133,133,1
72135,133,133,1
72137,133,133,1
72139,133,133,1
72141,133,133,1
72143,133,133,1
72145,133,133,1
72147,133,133,1
72149,133,133,1
72151,133,133,1
72153,133,133,1
