fips,var,val,year
56033,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.1983(0.2861,0.0681,0.2753,0.3838)",2020
20043,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.2263(0.3141,0.0204,0.3304,0.6006)",2020
18063,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.0713(0.0506,0.1836,0.4949,0.1251)",2020
27169,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.1553(0.1623,0.013,0.2928,0.726)",2020
31107,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.2066(0.0824,0.5891,0.4478,0.2839)",2020
01021,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.7222(0.7295,0.9176,0.5519,0.3463)",2020
08033,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.0627(0.029,0.6213,0.5589,0.0127)",2020
48471,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.8412(0.8036,0.0907,0.8285,0.9981)",2020
26121,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.6248(0.4717,0.515,0.6085,0.8262)",2020
39167,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.3374(0.3434,0.3568,0.0907,0.5516)",2020
20081,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.3644(0.5019,0.2559,0.7222,0.1808)",2020
41057,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.5968(0.4227,0.8304,0.4799,0.6203)",2020
29215,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.88(0.9666,0.6531,0.3001,0.8571)",2020
15001,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.6229(0.4386,0.6798,0.9644,0.5627)",2020
27099,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.6426(0.3396,0.8657,0.5831,0.7772)",2020
47057,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.5045(0.7011,0.5506,0.1623,0.3119)",2020
19045,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.3666(0.3546,0.5764,0.2928,0.3348)",2020
40019,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.7976(0.6878,0.9332,0.6938,0.6028)",2020
51101,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.0057(0.0535,0.0366,0.5939,0.0022)",2020
28091,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.9437(0.9863,0.6209,0.7435,0.9029)",2020
18069,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.1178(0.1572,0.2279,0.126,0.1836)",2020
04011,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.3571(0.1206,0.7075,0.8921,0.3679)",2020
29127,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.394(0.3845,0.2998,0.3253,0.5751)",2020
37067,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.7766(0.69,0.6254,0.8297,0.768)",2020
47141,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.6365(0.7645,0.5299,0.3845,0.5111)",2020
19147,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.0904(0.0092,0.5121,0.2409,0.2132)",2020
31117,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.0(0.0226,0.0089,0.0019,0.0032)",2020
48195,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.7638(0.9675,0.7976,0.8724,0.0802)",2020
08077,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.6833(0.6941,0.5859,0.5363,0.6521)",2020
48413,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.7069(0.9348,0.6572,0.9083,0.1082)",2020
08099,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.9612(0.8504,0.9634,0.8071,0.9605)",2020
19143,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.1419(0.1012,0.8008,0.3736,0.0436)",2020
21129,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.8014(0.8469,0.5019,0.0977,0.9656)",2020
13003,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.9052(0.9427,0.9504,0.8329,0.5127)",2020
32510,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.8504(0.6276,0.8358,0.7247,0.9475)",2020
36083,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.3418(0.2136,0.2031,0.5108,0.7212)",2020
47163,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.5452(0.6601,0.585,0.1945,0.4535)",2020
08021,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.8915(0.8628,0.9357,0.8988,0.6346)",2020
05099,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.7441(0.5729,0.8224,0.767,0.6906)",2020
39049,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.6356(0.5223,0.5315,0.7689,0.6996)",2020
13175,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.8692(0.8762,0.8087,0.8224,0.6693)",2020
48155,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.6881(0.88,0.5436,0.6785,0.2861)",2020
39033,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.3221(0.4249,0.76,0.0907,0.1388)",2020
21135,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.5703(0.8218,0.5948,0.0057,0.3558)",2020
41019,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.6279(0.5707,0.5697,0.4007,0.7451)",2020
54067,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.3654(0.5178,0.5633,0.0156,0.2562)",2020
49033,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.1362(0.0713,0.8596,0.3421,0.0452)",2020
54049,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.423(0.4061,0.5239,0.2409,0.4873)",2020
48325,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.7463(0.4316,0.8243,0.9122,0.8377)",2020
49023,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.1986(0.1614,0.507,0.2658,0.2212)",2020
28023,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.7257(0.81,0.8689,0.761,0.2136)",2020
35045,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.9335(0.9182,0.8539,0.9389,0.8176)",2020
41047,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.8857(0.7524,0.8479,0.7447,0.9316)",2020
27007,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.809(0.675,0.5216,0.6607,0.9682)",2020
19099,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.1945(0.0929,0.3947,0.1983,0.4545)",2020
02100,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.5248(0.4726,0.6015,0.6544,0.4351)",2020
31139,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.05(0.0719,0.3686,0.0458,0.0481)",2020
31049,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.0999(0.4188,0.2766,0.4112,0.0013)",2020
36053,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.1302(0.1544,0.0334,0.2336,0.4898)",2020
56035,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.0977(0.2037,0.4001,0.3596,0.0121)",2020
02220,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.4809(0.3851,0.0598,0.7763,0.8943)",2020
36117,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.3234(0.2546,0.4217,0.3469,0.4854)",2020
56027,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.388(0.6203,0.0563,0.3972,0.4443)",2020
38053,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.465(0.3024,0.2817,0.5939,0.8046)",2020
17017,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.5532(0.4911,0.8132,0.6232,0.3151)",2020
37055,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.2772(0.4959,0.1795,0.4087,0.1623)",2020
01019,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.3269(0.5029,0.4096,0.2778,0.1792)",2020
24033,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.7969(0.6665,0.5099,0.9911,0.881)",2020
44005,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.3027(0.2101,0.3393,0.4478,0.508)",2020
51570,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.5503(0.5048,0.9122,0.663,0.1887)",2020
41003,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.4443(0.4889,0.0232,0.5554,0.8616)",2020
44009,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.1257(0.184,0.0875,0.2966,0.2301)",2020
20195,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.0181(0.0691,0.0576,0.013,0.07)",2020
13215,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.9497(0.9328,0.8698,0.9239,0.8756)",2020
40153,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.6178(0.4656,0.8269,0.5554,0.5761)",2020
31081,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.0064(0.0165,0.1174,0.1181,0.0146)",2020
27013,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.318(0.2944,0.0277,0.3972,0.8794)",2020
47043,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.3463(0.3676,0.4567,0.3421,0.3237)",2020
08035,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.0248(0.0118,0.1133,0.5274,0.0538)",2020
08119,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.1038(0.2715,0.0353,0.4271,0.1073)",2020
25025,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.7861(0.6696,0.2206,0.8988,0.9761)",2020
01071,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.5528(0.6945,0.6095,0.3488,0.3262)",2020
19001,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.0493(0.14,0.17,0.0735,0.0426)",2020
06057,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.2164(0.2524,0.3106,0.4605,0.1782)",2020
31167,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.0251(0.0156,0.3533,0.3001,0.0197)",2020
13239,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.8383(0.9402,0.5471,0.915,0.5722)",2020
20095,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.0382(0.0551,0.1254,0.2046,0.0783)",2020
01005,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.9927(0.9567,0.9453,0.8962,0.9949)",2020
51133,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.1534(0.4239,0.1101,0.6916,0.0165)",2020
02070,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.9363(0.8727,0.775,0.9882,0.9386)",2020
21015,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.1496(0.0579,0.6197,0.4055,0.1795)",2020
29211,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.4459(0.4185,0.288,0.5996,0.5423)",2020
31075,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.2053(0.3724,0.1079,0.0105,0.318)",2020
40119,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.5411(0.7298,0.0111,0.5996,0.895)",2020
51195,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.803(0.9023,0.3332,0.2778,0.9328)",2020
48289,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)","0.7295(0.7842,0.9558,0.6114,0.2085)",2020
