comid,s2
4997521,9792604273299685376
4997527,9792609942656516096
4997527,9792610251894161408
4997553,9792604342019162112
4997555,9792600356289511424
4997617,9792795038567104512
4997621,9792795004207366144
4997653,9792795141646319616
4997659,9792794523171028992
4997679,9792604891774976000
4997681,9792604891774976000
4997689,9792794351372337152
4997695,9792794282652860416
4997735,9792793561098354688
4997783,9792793629817831424
4997783,9792793664177569792
4997815,9792793217500971008
4997815,9792793664177569792
4997843,9792798611979894784
4997845,9792798611979894784
4997887,9792799058656493568
4997899,9792799058656493568
4997937,9792799505333092352
4997953,9792827268001693696
4997995,9792826409008234496
4998049,9792824691021316096
4998075,9792590529404338176
4998107,9792609255461748736
4998107,9792787857381785600
4998107,9792795141646319616
4998107,9792795176006057984
4998109,9792610251894161408
4998111,9792610251894161408
4998113,9792603242507534336
4998123,9792794523171028992
4998129,9792791705672482816
4998129,9792793526738616320
4998137,9792798611979894784
4998165,9792614203264073728
4998191,9792602864550412288
4998193,9792602864550412288
4998203,9792603242507534336
4998203,9792603276867272704
4998205,9792603242507534336
4998205,9792603276867272704
4998207,9792602486593290240
4998207,9792602520953028608
4998207,9792602864550412288
4998215,9792610251894161408
4998217,9792610251894161408
4998219,9792610251894161408
4998221,9792610251894161408
4998223,9792610251894161408
4998225,9792602211715383296
4998225,9792602589672505344
4998227,9792602211715383296
4998227,9792602589672505344
4998229,9792610251894161408
4998231,9792610251894161408
4998233,9792603242507534336
4998233,9792603276867272704
4998241,9792600390649249792
4998241,9792602211715383296
4998241,9792602589672505344
4998243,9792600390649249792
4998257,9792604238939947008
4998259,9792604238939947008
4998267,9792609255461748736
4998267,9792609289821487104
4998271,9792604238939947008
4998271,9792604273299685376
4998271,9792604307659423744
4998271,9792604342019162112
4998273,9792604342019162112
4998275,9792600356289511424
4998275,9792600390649249792
4998279,9792604342019162112
4998283,9792795176006057984
4998285,9792795176006057984
4998287,9792795038567104512
4998289,9792795141646319616
4998289,9792795176006057984
4998291,9792795038567104512
4998291,9792795141646319616
4998295,9792795004207366144
4998295,9792795038567104512
4998299,9792795141646319616
4998301,9792795141646319616
4998307,9792794523171028992
4998309,9792794523171028992
4998311,9792794523171028992
4998313,9792794523171028992
4998315,9792794523171028992
4998317,9792794523171028992
4998321,9792794351372337152
4998321,9792794523171028992
4998323,9792794282652860416
4998325,9792794282652860416
4998327,9792791705672482816
4998327,9792794282652860416
4998329,9792791705672482816
4998329,9792794282652860416
4998331,9792791705672482816
4998331,9792793526738616320
4998333,9792791705672482816
4998333,9792793526738616320
4998339,9792793561098354688
4998341,9792793526738616320
4998341,9792793561098354688
4998343,9792793561098354688
4998347,9792793664177569792
4998349,9792793664177569792
4998351,9792793629817831424
4998351,9792793664177569792
4998353,9792793664177569792
4998355,9792793664177569792
4998357,9792793664177569792
4998357,9792798611979894784
4998359,9792798611979894784
4998361,9792798611979894784
4998363,9792798611979894784
4998365,9792798611979894784
4998367,9792798611979894784
4998369,9792798611979894784
4998371,9792798611979894784
4998387,9792799058656493568
4998389,9792799058656493568
4998391,9792799058656493568
4998393,9792799058656493568
4998395,9792799058656493568
4998399,9792799505333092352
4998401,9792799505333092352
4998405,9792799505333092352
4998415,9792827268001693696
4998417,9792827268001693696
4998421,9792827233641955328
4998421,9792827268001693696
4998427,9792826409008234496
4998429,9792826409008234496
4998431,9792826409008234496
4998435,9792824691021316096
4999957,9792583588737187840
4999999,9792584104133263360
5000063,9792584104133263360
5000065,9792583554377449472
5000233,9792592350470471680
5000233,9792592659708116992
5000269,9792592831506808832
5000289,9792592419189948416
5000305,9792592041232826368
5000307,9792592659708116992
5000369,9792592041232826368
5000369,9792592419189948416
5000379,9792589395532972032
5000401,9792590323245907968
5000411,9792590323245907968
5000427,9792591182239367168
5000431,9792591972513349632
5000433,9792591972513349632
5000433,9792592075592564736
5000459,9792591079160152064
5000475,9792589395532972032
5000477,9792590323245907968
5000477,9792590357605646336
5000517,9792591079160152064
5001059,9792583588737187840
5001061,9792583210780065792
5001061,9792583588737187840
5001061,9792583623096926208
5001065,9792583554377449472
5001065,9792583588737187840
5001075,9792584001054048256
5001079,9792592831506808832
5001079,9792592865866547200
5001081,9792592831506808832
5001085,9792592831506808832
5001087,9792592659708116992
5001089,9792592659708116992
5001091,9792592659708116992
5001093,9792592659708116992
5001095,9792592419189948416
5001097,9792592350470471680
5001097,9792592419189948416
5001097,9792592659708116992
5001099,9792592041232826368
5001101,9792592041232826368
5001103,9792592041232826368
5001103,9792592419189948416
5001105,9792592041232826368
5001107,9792592041232826368
5001107,9792592075592564736
5001109,9792592075592564736
5001111,9792592075592564736
5001113,9792591972513349632
5001113,9792592075592564736
5001115,9792591972513349632
5001117,9792589395532972032
5001119,9792589395532972032
5001119,9792591972513349632
5001121,9792589395532972032
5001123,9792589395532972032
5001125,9792591182239367168
5001127,9792589395532972032
5001127,9792591182239367168
5001131,9792591079160152064
5001133,9792591079160152064
5001135,9792591079160152064
5001135,9792591182239367168
5001137,9792591079160152064
5001147,9792590357605646336
5001149,9792590357605646336
5001153,9792590357605646336
5002597,9792824038186287104
5002603,9792824038186287104
5002631,9792821736083816448
5002631,9792824313064194048
5002631,9792824347423932416
5002649,9792862177495875584
5002651,9792862177495875584
5002653,9792862177495875584
5002713,9792824691021316096
5002715,9792824691021316096
5002717,9792824038186287104
5002717,9792824691021316096
5002719,9792824038186287104
5002721,9792824038186287104
5002723,9792824038186287104
5002725,9792824038186287104
5002725,9792824313064194048
5002725,9792824347423932416
5002725,9792824416143409152
5002727,9792824313064194048
5002731,9792821736083816448
5002731,9792824313064194048
5002751,9792862040056922112
5002753,9792861730819276800
5002761,9792824691021316096
5015806,9793022259516932096
5015808,9793022259516932096
5015828,9793022259516932096
503750,9818805429231157248
503768,9818805429231157248
503772,9818794296675926016
503772,9818805429231157248
504830,9818776635770404864
504832,9818776567050928128
504832,9818776635770404864
504878,9825925041898913792
504882,9825925007539175424
504882,9825925041898913792
504884,9825925007539175424
504884,9825925041898913792
504886,9818776635770404864
504886,9825924904459960320
504886,9825925007539175424
504888,9825925007539175424
504890,9825925007539175424
504892,9825925007539175424
504894,9825918376109670400
504902,9825918444829147136
504902,9825918479188885504
504904,9825918376109670400
504904,9825918444829147136
504904,9825918479188885504
504906,9825925041898913792
504906,9825925144978128896
504908,9825925144978128896
504920,9825918444829147136
504924,9825927069123477504
504938,9825927034763739136
504938,9825927069123477504
504940,9825925419856035840
504944,9825925385496297472
504944,9825925419856035840
504946,9825925385496297472
504946,9825925591654727680
504950,9825927069123477504
504952,9825927069123477504
504956,9825925419856035840
504958,9825925419856035840
504960,9825925007539175424
504960,9825925041898913792
504964,9825925385496297472
504966,9825918376109670400
504980,9825927069123477504
504984,9825927034763739136
504984,9825927069123477504
505028,9825925316776820736
505028,9825925419856035840
505028,9825926038331326464
505058,9825925969611849728
505058,9825926003971588096
505094,9825926141410541568
505108,9825926141410541568
505120,9825926141410541568
505120,9825926278849495040
505122,9825926278849495040
505130,9825924423423623168
505132,9825924423423623168
505132,9825926141410541568
505132,9825926175770279936
505150,9825924423423623168
505158,9825926278849495040
505162,9825919647419990016
505176,9825919647419990016
505176,9825919681779728384
505182,9825919647419990016
505258,9825923289552257024
505260,9825923289552257024
505286,9825923289552257024
505288,9825923289552257024
505318,9825923289552257024
505376,9818794296675926016
505378,9818794296675926016
505472,9818782648724619264
505472,9825918925865484288
505472,9825919028944699392
505474,9825919028944699392
505646,9825922705436704768
505648,9825922705436704768
505660,9825922705436704768
505662,9825922705436704768
505668,9825922705436704768
505668,9825933047717953536
505670,9825933047717953536
505682,9825933047717953536
505684,9825933047717953536
505698,9825932944638738432
505700,9825932497962139648
505700,9825932944638738432
505702,9825932497962139648
505702,9825932944638738432
5092218,9833654024526626816
5092598,9833654024526626816
5092600,9833654024526626816
5639352,9793092559541633024
5639352,9793092593901371392
5800544,9792802357191376896
5800546,9792802357191376896
5800776,9792814554898497536
5800794,9792814554898497536
5800840,9792814554898497536
5800860,9792805071610707968
5800912,9792814761056927744
5800952,9792811462522044416
5800994,9792811977918119936
5801102,9792819605780037632
5801130,9792819605780037632
5801174,9791046608920510464
5801362,9792807614231347200
5801364,9792807614231347200
5801414,9792807614231347200
5801416,9792816994439921664
5801416,9792817028799660032
5801438,9792807614231347200
5801464,9792816994439921664
5801464,9792817028799660032
5801564,9792817028799660032
5801846,9792916740760403968
5801886,9792916740760403968
5802044,9791022316585484288
5802046,9791022316585484288
5802086,9791022316585484288
5802088,9791022316585484288
5802198,9792911002684096512
5802264,9792911002684096512
5802374,9791019018050600960
5802378,9792888050378866688
5802432,9792885095441367040
5802446,9792894922326540288
5802476,9792909422136131584
5802482,9792909422136131584
5802744,9792802357191376896
5802762,9792814932855619584
5802762,9792820877090357248
5802956,9791022316585484288
5803778,9790253620518715392
5803778,9790253757957668864
5803778,9790253792317407232
5803798,9790253139482378240
5803800,9790253139482378240
5803810,9790253002043424768
5803812,9790253139482378240
5803894,9790253139482378240
5803962,9790252039970750464
5803966,9790251936891535360
5803966,9790252039970750464
5803968,9790251936891535360
5803980,9790251936891535360
6170356,9936647168486014976
6170360,9936647168486014976
6170544,9936647168486014976
6170780,9936647168486014976
6170782,9936647168486014976
6170784,9936647168486014976
6559783,9795649198954119168
6559803,9795649198954119168
6560225,9795649198954119168
6609844,9794940357551587328
6711813,5526986790935724032
6711815,5526986790935724032
6711853,5526986790935724032
6712073,5526597254581846016
6712073,5526597323301322752
6712583,5526597254581846016
6718973,5526960299577442304
6718975,5526960299577442304
6718985,5526960299577442304
6718995,5526960368296919040
6718997,5526960368296919040
6718999,5526960368296919040
6719001,5526960368296919040
6719003,5526960368296919040
6719005,5526960368296919040
6719011,5526958444151570432
6719015,5526958444151570432
6719017,5526958444151570432
6719019,5526958444151570432
6719169,5526958444151570432
6719195,5526958444151570432
6729671,5527212396977848320
6729703,5527213049812877312
6730451,5526835298849259520
6730451,5526835333208997888
6730465,5526836638879055872
6731441,5526835333208997888
6731471,5526835298849259520
6731471,5526836638879055872
6731473,5526836638879055872
6731475,5526836638879055872
6731483,5526836638879055872
6962687,9791315851830362112
6962687,9791315989269315584
6962687,9791316092348530688
6965309,9792762602974085120
6965309,9792762706053300224
6965317,9792831837846896640
6965319,9792831837846896640
6965323,9792831837846896640
6965325,9792831837846896640
6965343,9792831837846896640
7004086,9793267038293065728
7004088,9793267038293065728
7005374,9792781260312018944
7005382,9792781260312018944
7005404,9792775281717542912
7014151,9797352514264236032
7014389,9795560035433054208
7014409,9795560001073315840
7014409,9795560035433054208
7014429,9795560001073315840
7014781,9795560035433054208
7691559,9936849031948926976
7691607,9936849031948926976
7692109,9936849031948926976
804447,5529117060354801664
804521,5529117060354801664
868722,9818764712941191168
868724,9818764712941191168
868734,9818764712941191168
868758,9818764712941191168
868776,9818765193977528320
868782,9818765193977528320
868796,9818765193977528320
868812,9818765400135958528
868828,9818765400135958528
868868,9818769454585085952
868870,9818769454585085952
868886,9818769454585085952
879594,9790611648992509952
879596,9790611648992509952
879834,9790644668701081600
879836,9790644668701081600
879836,9790644806140035072
879836,9790644840499773440
879852,9790619001976520704
879852,9790619139415474176
879852,9790621750755590144
879852,9790621888194543616
879880,9790645046658203648
879880,9790645081017942016
879882,9790644256384221184
879882,9790644634341343232
879882,9790644668701081600
879884,9790644256384221184
879892,9790644359463436288
879898,9790644050225790976
879902,9790644187664744448
879902,9790644909219250176
879912,9790644153305006080
880470,9790611648992509952
880476,9790611648992509952
880536,9790613504418381824
880538,9790613263900213248
880538,9790613298259951616
880538,9790613504418381824
880544,9790613504418381824
880606,9790618898897305600
880606,9790618933257043968
880606,9790619311214166016
880606,9790619379933642752
880606,9790619483012857856
880608,9790619483012857856
880618,9790619483012857856
880620,9790644359463436288
880622,9790619792250503168
880628,9790619792250503168
880634,9790644359463436288
880636,9790619792250503168
880636,9790644359463436288
880646,9790644050225790976
880648,9790644015866052608
880648,9790644050225790976
880648,9790644359463436288
880650,9790644153305006080
880652,9790644050225790976
880652,9790644153305006080
880666,9790644153305006080
880670,9790643363031023616
880678,9790643500469977088
880678,9790643603549192192
880678,9790643637908930560
880796,9790618898897305600
880826,9790619792250503168
880826,9790644015866052608
880826,9790644359463436288
880828,9790643500469977088
880828,9790644015866052608
882710,9790643500469977088
882728,9790644153305006080
9326828,5527253250706767872
9327522,5527253250706767872
9327706,5527253250706767872
9327708,5527253250706767872
9327710,5527253250706767872
9327712,5527253250706767872
9327714,5527253250706767872
9336438,5527253250706767872
9336440,5527253250706767872
937010484,5959060294754893824
937010485,5959060294754893824
937010486,5959060294754893824
937010487,5959060294754893824
937010488,5959060569632800768
937010488,5959060638352277504
937010488,5959060672712015872
937010489,5959060569632800768
937010490,5959060638352277504
937010491,5959060638352277504
937010718,5959060226035417088
937010723,9797065163772264448
937070227,5572310343859830784
937130035,9802743247976529920
937130036,9802743247976529920
937130037,9802743247976529920
937130038,9802743316696006656
937130041,9802790320818094080
937130055,9790777091132751872
937130056,9790777091132751872
937130072,9790777091132751872
937130073,9790777091132751872
937130082,9802790320818094080
