hEntrez,humanSymbol,n_assays,n_studies,n_tissues,tissues,studies,organisms,n_up,n_down,max_abs_log2fc,min_adj_p,mean_log2fc,ambiguous,consistent_direction,net_direction
284069,FAM171A2,1,1,1,quadriceps femoris,OSD-666,Mus musculus,0,1,-1.7102,0.00672837,-1.7102,False,consistent,down
284207,METRNL,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.9161,8.00869e-21,-1.9161,False,consistent,down
284348,LYPD5,1,1,1,soleus,OSD-770,Mus musculus,1,0,3.3026,0.0465918,3.3026,False,consistent,up
284383,OR2Z1,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.9778,0.0246706,2.9778,False,consistent,up
284403,WDR62,1,1,1,quadriceps femoris,OSD-666,Mus musculus,1,0,2.0269,3.86117e-12,2.0269,False,consistent,up
284428,MBD3L5,1,1,1,soleus,OSD-770,Mus musculus,1,0,3.5653,0.00306929,3.5653,False,consistent,up
284434,NWD1,1,1,1,tibialis anterior,OSD-105,Mus musculus,0,1,-1.0306,1.73149e-09,-1.0306,False,consistent,down
284541,CYP4A22,1,1,1,soleus,OSD-104,Mus musculus,1,0,2.8264,0.00494777,2.8264,False,consistent,up
284615,ANKRD34A,1,1,1,quadriceps femoris,OSD-666,Mus musculus,0,1,-1.4892,0.0015141,-1.4892,False,consistent,down
284654,RSPO1,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.7172,0.0210659,1.7172,False,consistent,up
284656,EPHA10,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.1336,0.036141,2.1336,False,consistent,up
2849,GPR26,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.0259,0.0481008,2.0259,False,consistent,up
285016,ALKAL2,1,1,1,tibialis anterior,OSD-105,Mus musculus,1,0,1.1649,0.00197099,1.1649,False,consistent,up
285175,UNC80,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.7716,0.00857185,1.7716,False,consistent,up
285180,RUFY4,1,1,1,quadriceps femoris,OSD-666,Mus musculus,1,0,2.1319,0.0234136,2.1319,False,consistent,up
285498,RNF212,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.1031,0.0264766,-1.1031,False,consistent,down
285513,GPRIN3,1,1,1,quadriceps femoris,OSD-666,Mus musculus,1,0,1.3096,0.00039524,1.3096,False,consistent,up
285556,C4orf54,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.0549,4.58427e-16,2.0549,False,consistent,up
285643,KIF4B,1,1,1,extensor digitorum longus,OSD-99,Mus musculus,1,0,1.6562,0.0107435,1.6562,False,consistent,up
285782,CAGE1,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.4642,1.59983e-08,-1.4642,False,consistent,down
285958,SNHG15,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.2634,1.30476e-05,1.2634,False,consistent,up
286006,LSMEM1,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.2971,1.10136e-09,-1.2971,False,consistent,down
286133,SCARA5,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.3768,0.000204858,-1.3768,False,consistent,down
286187,PPP1R42,1,1,1,bone marrow,OSD-690,Mus musculus,1,0,1.0183,1.23533e-05,1.0183,False,consistent,up
286336,FAM78A,1,1,1,soleus,OSD-104,Mus musculus,1,0,1.1413,2.08563e-12,1.1413,False,consistent,up
2864,FFAR1,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.0561,0.0361597,2.0561,False,consistent,up
2872,MKNK2,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.1764,2.3119e-11,-1.1764,False,consistent,down
2888,GRB14,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.0752,1.21565e-05,-1.0752,False,consistent,down
28891,IGKV1D-43,1,1,1,bone marrow,OSD-690,Mus musculus,1,0,1.057,0.00828423,1.057,False,consistent,up
28908,IGKV4-1,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.7951,0.00573121,-1.7951,False,consistent,down
2891,GRIA2,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.3065,0.00157172,1.3065,False,consistent,up
28933,IGKV1-33,1,1,1,bone marrow,OSD-690,Mus musculus,1,0,1.057,0.00828423,1.057,False,consistent,up
2894,GRID1,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.9863,0.03938,1.9863,False,consistent,up
28940,IGKV1-12,1,1,1,bone marrow,OSD-690,Mus musculus,1,0,1.057,0.00828423,1.057,False,consistent,up
28978,TMEM14A,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.0532,1.82785e-05,-1.0532,False,consistent,down
2898,GRIK2,1,1,1,soleus,OSD-104,Mus musculus,1,0,1.022,0.0417724,1.022,False,consistent,up
28981,IFT81,1,1,1,soleus,OSD-104,Mus musculus,0,1,-1.1166,2.04756e-39,-1.1166,False,consistent,down
28982,FLVCR1,1,1,1,tibialis anterior,OSD-576,Mus musculus,1,0,1.2238,1.14432e-05,1.2238,False,consistent,up
28983,TMPRSS11E,1,1,1,soleus,OSD-770,Mus musculus,1,0,3.5721,0.0390514,3.5721,False,consistent,up
2901,GRIK5,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.0902,0.0110598,-1.0902,False,consistent,down
2904,GRIN2B,1,1,1,extensor digitorum longus,OSD-99,Mus musculus,0,1,-2.3872,0.036139,-2.3872,False,consistent,down
2905,GRIN2C,1,1,1,extensor digitorum longus,OSD-99,Mus musculus,1,0,2.3299,1.74088e-11,2.3299,False,consistent,up
29095,ORMDL2,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.0572,0.00021735,-1.0572,False,consistent,down
2911,GRM1,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.8246,8.24707e-06,-1.8246,False,consistent,down
29113,C6orf15,1,1,1,soleus,OSD-770,Mus musculus,1,0,3.493,0.0189586,3.493,False,consistent,up
29114,TAGLN3,1,1,1,quadriceps femoris,OSD-666,Mus musculus,0,1,-1.0241,0.00560266,-1.0241,False,consistent,down
29116,MYLIP,1,1,1,tibialis anterior,OSD-576,Mus musculus,1,0,1.1411,9.56583e-07,1.1411,False,consistent,up
29121,CLEC2D,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.2243,0.00366145,1.2243,False,consistent,up
29122,PRSS50,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.1433,0.0281738,-1.1433,False,consistent,down
2914,GRM4,1,1,1,soleus,OSD-770,Mus musculus,1,0,3.6306,0.00721198,3.6306,False,consistent,up
2931,GSK3A,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.121,6.17502e-11,-1.121,False,consistent,down
2953,GSTT2,1,1,1,tibialis anterior,OSD-105,Mus musculus,0,1,-1.0417,5.16557e-06,-1.0417,False,consistent,down
29760,BLNK,1,1,1,soleus,OSD-104,Mus musculus,1,0,1.3028,1.21438e-12,1.3028,False,consistent,up
29799,YPEL1,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.1284,0.0435305,1.1284,False,consistent,up
29801,ZDHHC8,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.1497,9.47726e-05,-1.1497,False,consistent,down
29842,TFCP2L1,1,1,1,soleus,OSD-104,Mus musculus,1,0,1.4489,1.22792e-07,1.4489,False,consistent,up
29881,NPC1L1,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.4773,2.23132e-08,1.4773,False,consistent,up
29895,MYLPF,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.1713,2.04668e-14,1.1713,False,consistent,up
29906,ST8SIA5,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.0822,1.28886e-07,-1.0822,False,consistent,down
29924,EPN1,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.0187,2.31716e-10,-1.0187,False,consistent,down
29925,GMPPB,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.6316,0.000400662,-1.6316,False,consistent,down
29951,PDZRN4,1,1,1,quadriceps femoris,OSD-666,Mus musculus,1,0,1.1068,0.00567183,1.1068,False,consistent,up
29958,DMGDH,1,1,1,soleus,OSD-104,Mus musculus,1,0,3.2097,0.00889979,3.2097,False,consistent,up
29960,MRM2,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.2318,1.79576e-11,-1.2318,False,consistent,down
29964,PRICKLE4,1,1,1,extensor digitorum longus,OSD-665,Mus musculus,0,1,-1.1218,0.0115168,-1.1218,False,consistent,down
29968,PSAT1,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.0988,0.00218783,1.0988,False,consistent,up
29990,PILRB,1,1,1,extensor digitorum longus,OSD-665,Mus musculus,0,1,-1.3022,0.0356659,-1.3022,False,consistent,down
29992,PILRA,1,1,1,extensor digitorum longus,OSD-665,Mus musculus,0,1,-1.3022,0.0356659,-1.3022,False,consistent,down
29995,LMCD1,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.6048,2.59482e-33,2.6048,False,consistent,up
30,ACAA1,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.9438,0.0291855,2.9438,False,consistent,up
3009,H1-5,1,1,1,extensor digitorum longus,OSD-99,Mus musculus,1,0,1.0973,0.0102885,1.0973,False,consistent,up
3012,H2AC8,1,1,1,extensor digitorum longus,OSD-99,Mus musculus,1,0,1.5919,1.38964e-05,1.5919,True,consistent,up
3013,H2AC7,1,1,1,extensor digitorum longus,OSD-99,Mus musculus,1,0,1.9962,3.15777e-05,1.9962,False,consistent,up
3017,H2BC5,1,1,1,extensor digitorum longus,OSD-99,Mus musculus,1,0,1.909,0.0027956,1.909,False,consistent,up
3024,H1-1,1,1,1,extensor digitorum longus,OSD-99,Mus musculus,1,0,1.2351,5.31399e-06,1.2351,False,consistent,up
3034,HAL,1,1,1,soleus,OSD-104,Mus musculus,1,0,2.6825,0.0373419,2.6825,False,consistent,up
3037,HAS2,1,1,1,soleus,OSD-104,Mus musculus,0,1,-1.1222,1.9359e-05,-1.1222,False,consistent,down
3081,HGD,1,1,1,soleus,OSD-104,Mus musculus,1,0,1.7812,0.0288576,1.7812,False,consistent,up
30818,KCNIP3,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.125,0.00479797,1.125,False,consistent,up
3083,HGFAC,1,1,1,tibialis anterior,OSD-576,Mus musculus,1,0,1.5909,0.023071,1.5909,False,consistent,up
3109,HLA-DMB,1,1,1,extensor digitorum longus,OSD-99,Mus musculus,1,0,1.9517,0.000104613,1.9517,False,consistent,up
3112,HLA-DOB,1,1,1,quadriceps femoris,OSD-666,Mus musculus,0,1,-1.098,0.0235685,-1.098,False,consistent,down
3119,HLA-DQB1,1,1,1,quadriceps femoris,OSD-666,Mus musculus,0,1,-1.0523,0.00176286,-1.0523,False,consistent,down
3120,HLA-DQB2,1,1,1,quadriceps femoris,OSD-666,Mus musculus,0,1,-1.0523,0.00176286,-1.0523,False,consistent,down
3123,HLA-DRB1,1,1,1,quadriceps femoris,OSD-666,Mus musculus,0,1,-1.0005,0.0028292,-1.0005,False,consistent,down
3127,HLA-DRB5,1,1,1,quadriceps femoris,OSD-666,Mus musculus,0,1,-1.0005,0.0028292,-1.0005,False,consistent,down
314,AOC2,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.1899,1.76068e-08,-1.1899,False,consistent,down
3140,MR1,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.1074,2.92868e-07,1.1074,False,consistent,up
3177,SLC29A2,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.2301,6.85509e-07,-1.2301,False,consistent,down
317701,VN1R2,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.657,0.0077936,2.657,True,consistent,up
317719,KLHL10,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.2804,0.00859453,-1.2804,False,consistent,down
317761,C14orf39,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.2093,0.024484,1.2093,False,consistent,up
3178,HNRNPA1,1,1,1,gastrocnemius,OSD-422,Rattus norvegicus,1,0,1.0132,0.0477123,1.0132,False,consistent,up
32,ACACB,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.2795,0.00919361,-1.2795,False,consistent,down
3202,HOXA5,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.1052,0.0292555,-1.1052,False,consistent,down
3203,HOXA6,1,1,1,soleus,OSD-770,Mus musculus,0,1,-2.1284,0.000376991,-2.1284,False,consistent,down
3207,HOXA11,1,1,1,quadriceps femoris,OSD-666,Mus musculus,0,1,-1.6399,0.0223999,-1.6399,False,consistent,down
3209,HOXA13,1,1,1,quadriceps femoris,OSD-666,Mus musculus,0,1,-1.2142,0.0250813,-1.2142,False,consistent,down
3234,HOXD8,1,1,1,quadriceps femoris,OSD-666,Mus musculus,0,1,-1.2669,0.0168459,-1.2669,False,consistent,down
3240,HP,1,1,1,extensor digitorum longus,OSD-665,Mus musculus,0,1,-1.3705,0.0284706,-1.3705,False,consistent,down
3242,HPD,1,1,1,soleus,OSD-104,Mus musculus,1,0,2.7936,0.0396622,2.7936,False,consistent,up
3250,HPR,1,1,1,extensor digitorum longus,OSD-665,Mus musculus,0,1,-1.3705,0.0284706,-1.3705,False,consistent,down
3269,HRH1,1,1,1,bone marrow,OSD-690,Mus musculus,1,0,1.599,0.0423401,1.599,False,consistent,up
3280,HES1,1,1,1,tibialis anterior,OSD-576,Mus musculus,0,1,-1.3868,3.05152e-08,-1.3868,False,consistent,down
3291,HSD11B2,1,1,1,soleus,OSD-104,Mus musculus,1,0,2.2373,0.000942647,2.2373,False,consistent,up
3298,HSF2,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.3303,6.92697e-20,1.3303,False,consistent,up
3312,HSPA8,1,1,1,quadriceps femoris,OSD-666,Mus musculus,0,1,-1.0594,2.44493e-06,-1.0594,False,consistent,down
3315,HSPB1,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.6091,8.98085e-16,2.6091,False,consistent,up
333929,SNAI3,1,1,1,tibialis anterior,OSD-576,Mus musculus,0,1,-1.5331,0.014106,-1.5331,False,consistent,down
337,APOA4,1,1,1,soleus,OSD-104,Mus musculus,1,0,2.9733,0.0305733,2.9733,False,consistent,up
3373,HYAL1,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.1929,2.68306e-09,-1.1929,False,consistent,down
337880,KRTAP11-1,1,1,1,soleus,OSD-104,Mus musculus,1,0,4.1703,0.0462555,4.1703,False,consistent,up
338,APOB,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.9549,0.00641775,2.9549,False,consistent,up
3381,IBSP,1,1,1,tibialis anterior,OSD-576,Mus musculus,1,0,4.4602,0.0452043,4.4602,False,consistent,up
338322,NLRP10,1,1,1,quadriceps femoris,OSD-666,Mus musculus,0,1,-1.5441,8.13988e-08,-1.5441,False,consistent,down
338324,S100A7A,1,1,1,quadriceps femoris,OSD-666,Mus musculus,0,1,-1.1824,0.029096,-1.1824,False,consistent,down
338557,FFAR4,1,1,1,quadriceps femoris,OSD-666,Mus musculus,1,0,2.5777,0.0118803,2.5777,False,consistent,up
338755,OR2AG2,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.7822,0.0267435,2.7822,True,consistent,up
338785,KRT79,1,1,1,soleus,OSD-104,Mus musculus,1,0,3.4513,0.0325776,3.4513,False,consistent,up
338949,TMEM202,1,1,1,soleus,OSD-104,Mus musculus,0,1,-1.1143,0.000905023,-1.1143,False,consistent,down
339210,C17orf67,1,1,1,soleus,OSD-104,Mus musculus,0,1,-1.3384,0.00347937,-1.3384,False,consistent,down
339291,LRRC30,1,1,1,quadriceps femoris,OSD-326,Mus musculus,1,0,1.0084,0.000113685,1.0084,False,consistent,up
339366,ADAMTSL5,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.3197,0.0425753,-1.3197,False,consistent,down
339674,SMIM45,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.9769,0.0110854,2.9769,False,consistent,up
3397,ID1,1,1,1,soleus,OSD-104,Mus musculus,0,1,-1.3874,5.7357e-19,-1.3874,False,consistent,down
339766,MROH2A,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.1539,0.00937448,2.1539,False,consistent,up
339768,ESPNL,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.2549,0.00609718,1.2549,False,consistent,up
339804,C2orf74,1,1,1,quadriceps femoris,OSD-666,Mus musculus,1,0,2.1606,0.00617496,2.1606,False,consistent,up
339829,CCDC39,1,1,1,tibialis anterior,OSD-576,Mus musculus,0,1,-1.3729,0.0237083,-1.3729,False,consistent,down
339896,GADL1,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.4194,1.77195e-10,1.4194,False,consistent,up
339965,CCDC158,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.987,0.0131395,1.987,False,consistent,up
339976,TRIML1,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.5875,0.042842,2.5875,False,consistent,up
339983,NAT8L,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.1383,7.23484e-05,-1.1383,False,consistent,down
340277,FAM221A,1,1,1,tibialis anterior,OSD-576,Mus musculus,1,0,1.6597,0.0121628,1.6597,False,consistent,up
340371,NRBP2,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.1964,0.0194006,-1.1964,False,consistent,down
340441,POTEA,1,1,1,soleus,OSD-770,Mus musculus,1,0,3.7516,0.0201116,3.7516,True,consistent,up
340485,ACER2,1,1,1,extensor digitorum longus,OSD-665,Mus musculus,1,0,1.1209,2.03247e-06,1.1209,False,consistent,up
340543,TCEAL5,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.171,0.00922075,1.171,False,consistent,up
340595,RTL4,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.3973,0.00953291,2.3973,False,consistent,up
340990,OTOG,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.0195,0.0258744,2.0195,False,consistent,up
341640,FREM2,1,1,1,tibialis anterior,OSD-105,Mus musculus,1,0,1.0177,0.000549721,1.0177,False,consistent,up
342125,TMC3,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.067,0.00532827,-1.067,False,consistent,down
342977,NANOS3,1,1,1,soleus,OSD-770,Mus musculus,0,1,-2.0346,0.0171836,-2.0346,False,consistent,down
342979,PALM3,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.1169,0.00258916,2.1169,False,consistent,up
3437,IFIT3,1,1,1,soleus,OSD-104,Mus musculus,1,0,1.1174,0.000353172,1.1174,False,consistent,up
344148,NCKAP5,1,1,1,soleus,OSD-104,Mus musculus,0,1,-1.2254,1.04043e-10,-1.2254,False,consistent,down
344454,AOX2P,1,1,1,extensor digitorum longus,OSD-99,Mus musculus,0,1,-1.3163,0.0166067,-1.3163,False,consistent,down
344805,TMPRSS7,1,1,1,quadriceps femoris,OSD-666,Mus musculus,0,1,-3.6703,0.0375574,-3.6703,False,consistent,down
344875,COL6A4P1,1,1,1,extensor digitorum longus,OSD-665,Mus musculus,0,1,-2.7978,0.0254254,-2.7978,False,consistent,down
344892,RTP2,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.8222,0.0279857,2.8222,False,consistent,up
344901,OSTN,1,1,1,soleus,OSD-104,Mus musculus,0,1,-1.6677,1.27332e-57,-1.6677,False,consistent,down
345,APOC3,1,1,1,soleus,OSD-104,Mus musculus,1,0,3.5875,0.0182751,3.5875,False,consistent,up
345274,SLC10A6,1,1,1,soleus,OSD-104,Mus musculus,1,0,1.1425,1.48539e-08,1.1425,False,consistent,up
3475,IFRD1,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.1742,8.45139e-14,2.1742,False,consistent,up
347733,TUBB2B,1,1,1,quadriceps femoris,OSD-666,Mus musculus,0,1,-1.1611,0.00259072,-1.1611,False,consistent,down
348487,FAM131C,1,1,1,soleus,OSD-104,Mus musculus,0,1,-3.4394,0.00891361,-3.4394,False,consistent,down
3486,IGFBP3,1,1,1,quadriceps femoris,OSD-666,Mus musculus,1,0,1.0901,6.74125e-07,1.0901,False,consistent,up
348932,SLC6A18,1,1,1,soleus,OSD-770,Mus musculus,0,1,-2.3966,6.36026e-13,-2.3966,False,consistent,down
348980,HCN1,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.4362,0.000253859,1.4362,False,consistent,up
349136,WDR86,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.142,0.00493036,2.142,False,consistent,up
349667,RTN4RL2,1,1,1,soleus,OSD-104,Mus musculus,1,0,1.0228,0.0165506,1.0228,False,consistent,up
350,APOH,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.2297,0.00336032,1.2297,False,consistent,up
353267,RAMACL,1,1,1,soleus,OSD-104,Mus musculus,1,0,1.1552,0.00385152,1.1552,False,consistent,up
353322,ANKRD37,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.6427,4.22446e-06,-1.6427,False,consistent,down
353355,ZNF233,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.6238,0.00612253,1.6238,False,consistent,up
3557,IL1RN,1,1,1,soleus,OSD-104,Mus musculus,1,0,3.1649,0.0413558,3.1649,False,consistent,up
3561,IL2RG,1,1,1,extensor digitorum longus,OSD-99,Mus musculus,1,0,1.0231,0.00306798,1.0231,False,consistent,up
3581,IL9R,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.728,0.0388485,1.728,False,consistent,up
359948,IRF2BP2,1,1,1,tibialis anterior,OSD-576,Mus musculus,0,1,-1.0131,0.000298087,-1.0131,False,consistent,down
360,AQP3,1,1,1,soleus,OSD-104,Mus musculus,1,0,3.9628,0.0105917,3.9628,False,consistent,up
3600,IL15,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.2896,6.74803e-07,-1.2896,False,consistent,down
3601,IL15RA,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.148,4.62225e-12,-1.148,False,consistent,down
3640,INSL3,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.5986,0.0143279,-1.5986,False,consistent,down
3645,INSRR,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.5133,0.0441571,2.5133,False,consistent,up
3673,ITGA2,1,1,1,extensor digitorum longus,OSD-99,Mus musculus,1,0,1.2836,8.89609e-05,1.2836,False,consistent,up
3678,ITGA5,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.1746,0.0032351,1.1746,False,consistent,up
368,ABCC6,1,1,1,soleus,OSD-104,Mus musculus,1,0,2.0091,0.030482,2.0091,False,consistent,up
3687,ITGAX,1,1,1,extensor digitorum longus,OSD-99,Mus musculus,1,0,1.1551,0.00396165,1.1551,False,consistent,up
3698,ITIH2,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.3457,1.65182e-10,1.3457,False,consistent,up
3699,ITIH3,1,1,1,extensor digitorum longus,OSD-665,Mus musculus,1,0,1.9149,0.00277468,1.9149,False,consistent,up
3700,ITIH4,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.7917,0.00010568,2.7917,False,consistent,up
3725,JUN,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.5389,8.16144e-22,1.5389,False,consistent,up
3736,KCNA1,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.2059,4.21677e-08,1.2059,False,consistent,up
374,AREG,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.575,0.0264669,2.575,False,consistent,up
374378,GALNT18,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.3802,0.0468055,-1.3802,False,consistent,down
3744,KCNA10,1,1,1,quadriceps femoris,OSD-666,Mus musculus,0,1,-2.4619,0.0256142,-2.4619,False,consistent,down
374470,C12orf42,1,1,1,extensor digitorum longus,OSD-99,Mus musculus,0,1,-1.24,3.07465e-06,-1.24,False,consistent,down
374654,KIF7,1,1,1,gastrocnemius,OSD-422,Rattus norvegicus,1,0,6.4711,0.0148387,6.4711,False,consistent,up
374786,EFCAB5,1,1,1,soleus,OSD-104,Mus musculus,1,0,1.29,0.00156729,1.29,False,consistent,up
3748,KCNC3,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.3473,0.0181825,1.3473,False,consistent,up
374819,LRRC37A3,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.3042,0.0202792,2.3042,False,consistent,up
374882,TMEM205,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.0751,1.64632e-05,-1.0751,False,consistent,down
374887,YJEFN3,1,1,1,quadriceps femoris,OSD-666,Mus musculus,0,1,-1.0721,0.032077,-1.0721,False,consistent,down
374977,MROH7,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.9297,0.00660646,-1.9297,False,consistent,down
3750,KCND1,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.0008,0.000574773,-1.0008,False,consistent,down
375189,PFN4,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.9023,4.69593e-16,-1.9023,False,consistent,down
375190,FAM228B,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.527,0.0414253,-1.527,False,consistent,down
375298,CERKL,1,1,1,extensor digitorum longus,OSD-99,Mus musculus,1,0,1.6812,0.00354652,1.6812,False,consistent,up
375346,STIMATE,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.1447,4.05898e-07,2.1447,False,consistent,up
3755,KCNG1,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.4177,0.0116806,-1.4177,False,consistent,down
375567,VWC2,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.9521,0.0441764,1.9521,False,consistent,up
3759,KCNJ2,1,1,1,tibialis anterior,OSD-576,Mus musculus,1,0,1.0359,0.0294673,1.0359,False,consistent,up
376267,RAB15,1,1,1,soleus,OSD-104,Mus musculus,0,1,-1.0243,2.25069e-08,-1.0243,False,consistent,down
3763,KCNJ6,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.8888,0.0248253,1.8888,False,consistent,up
3765,KCNJ9,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-2.214,0.00247135,-2.214,False,consistent,down
3766,KCNJ10,1,1,1,soleus,OSD-104,Mus musculus,1,0,1.3331,0.00984537,1.3331,False,consistent,up
3769,KCNJ13,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.1364,0.0239901,1.1364,False,consistent,up
3770,KCNJ14,1,1,1,soleus,OSD-104,Mus musculus,0,1,-2.8627,0.000297543,-2.8627,False,consistent,down
377007,KLHL30,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.5984,1.54351e-07,1.5984,False,consistent,up
3775,KCNK1,1,1,1,tibialis anterior,OSD-576,Mus musculus,1,0,1.1981,0.00143532,1.1981,False,consistent,up
3779,KCNMB1,1,1,1,tibialis anterior,OSD-576,Mus musculus,0,1,-1.1113,0.0448295,-1.1113,False,consistent,down
3785,KCNQ2,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.7241,0.010055,1.7241,False,consistent,up
378708,CENPS,1,1,1,extensor digitorum longus,OSD-665,Mus musculus,0,1,-1.4756,0.0366909,-1.4756,False,consistent,down
3792,KEL,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.1118,1.34507e-08,-1.1118,False,consistent,down
3800,KIF5C,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-2.0011,0.0182979,-2.0011,False,consistent,down
3821,KLRC1,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.0674,0.00278098,2.0674,False,consistent,up
3822,KLRC2,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.0674,0.00278098,2.0674,False,consistent,up
383,ARG1,1,1,1,soleus,OSD-104,Mus musculus,1,0,2.5865,0.0106118,2.5865,False,consistent,up
3832,KIF11,1,1,1,extensor digitorum longus,OSD-99,Mus musculus,1,0,1.4204,1.10594e-05,1.4204,False,consistent,up
384,ARG2,1,1,1,tibialis anterior,OSD-576,Mus musculus,0,1,-3.1099,0.0151849,-3.1099,False,consistent,down
