hEntrez,humanSymbol,n_assays,n_studies,n_tissues,tissues,studies,organisms,n_up,n_down,max_abs_log2fc,min_adj_p,mean_log2fc,ambiguous,consistent_direction,net_direction
2203,FBP1,1,1,1,soleus,OSD-104,Mus musculus,1,0,2.9192,5.87501e-05,2.9192,False,consistent,up
2209,FCGR1A,1,1,1,quadriceps femoris,OSD-666,Mus musculus,0,1,-1.2791,0.00072961,-1.2791,False,consistent,down
220929,ZNF438,1,1,1,gastrocnemius,OSD-422,Rattus norvegicus,1,0,7.0494,0.00607215,7.0494,False,consistent,up
220930,ZEB1-AS1,1,1,1,extensor digitorum longus,OSD-99,Mus musculus,0,1,-1.0862,0.0189947,-1.0862,False,consistent,down
220963,SLC16A9,1,1,1,soleus,OSD-104,Mus musculus,1,0,1.0091,1.1428e-10,1.0091,False,consistent,up
220965,FAM13C,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.1179,2.30665e-09,1.1179,False,consistent,up
2210,FCGR1BP,1,1,1,quadriceps femoris,OSD-666,Mus musculus,0,1,-1.2791,0.00072961,-1.2791,False,consistent,down
221301,CALHM4,1,1,1,soleus,OSD-104,Mus musculus,1,0,4.9354,0.0105917,4.9354,False,consistent,up
221336,BEND6,1,1,1,bone marrow,OSD-690,Mus musculus,1,0,1.1088,0.0356689,1.1088,False,consistent,up
221400,TDRD6,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.7407,0.0361174,1.7407,False,consistent,up
221476,PI16,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.1847,4.85918e-08,-1.1847,False,consistent,down
221662,RBM24,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.5264,1.23127e-49,1.5264,False,consistent,up
221692,PHACTR1,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.6183,0.0212644,-1.6183,False,consistent,down
221938,MMD2,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.2882,0.022565,2.2882,False,consistent,up
221981,THSD7A,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.1737,2.12486e-06,1.1737,False,consistent,up
222642,TSPO2,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.2052,0.0499006,2.2052,False,consistent,up
222663,SCUBE3,1,1,1,tibialis anterior,OSD-576,Mus musculus,0,1,-1.2256,0.0389887,-1.2256,False,consistent,down
222865,TMEM130,1,1,1,soleus,OSD-770,Mus musculus,1,0,3.7219,0.0397299,3.7219,False,consistent,up
2232,FDXR,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.0116,1.20664e-06,-1.0116,False,consistent,down
2251,FGF6,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.3871,3.14956e-07,1.3871,False,consistent,up
2255,FGF10,1,1,1,quadriceps femoris,OSD-666,Mus musculus,1,0,1.1434,0.042956,1.1434,False,consistent,up
2261,FGFR3,1,1,1,tibialis anterior,OSD-576,Mus musculus,0,1,-1.1326,0.00175132,-1.1326,False,consistent,down
22800,RRAS2,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.6712,7.05608e-18,1.6712,False,consistent,up
22822,PHLDA1,1,1,1,tibialis anterior,OSD-576,Mus musculus,0,1,-1.2553,0.00151354,-1.2553,False,consistent,down
22863,ATG14,1,1,1,tibialis anterior,OSD-576,Mus musculus,1,0,1.4153,1.14013e-14,1.4153,False,consistent,up
229,ALDOB,1,1,1,soleus,OSD-104,Mus musculus,1,0,2.5755,0.00409018,2.5755,False,consistent,up
22905,EPN2,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.0847,0.00536264,-1.0847,False,consistent,down
22924,MAPRE3,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.1992,0.0200699,-1.1992,False,consistent,down
22941,SHANK2,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-2.4181,0.0237885,-2.4181,False,consistent,down
2297,FOXD1,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.7138,0.0447801,1.7138,False,consistent,up
22974,TPX2,1,1,1,quadriceps femoris,OSD-666,Mus musculus,0,1,-1.1978,7.09038e-07,-1.1978,False,consistent,down
22981,NINL,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.2104,2.60797e-10,-1.2104,False,consistent,down
22997,IGSF9B,1,1,1,soleus,OSD-104,Mus musculus,1,0,1.275,1.76819e-05,1.275,False,consistent,up
22998,LIMCH1,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.1031,0.0234649,-1.1031,False,consistent,down
230,ALDOC,1,1,1,soleus,OSD-104,Mus musculus,1,0,1.6512,0.0123146,1.6512,False,consistent,up
23022,PALLD,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.1065,2.43632e-16,1.1065,False,consistent,up
23025,UNC13A,1,1,1,quadriceps femoris,OSD-666,Mus musculus,1,0,2.3458,0.0230045,2.3458,False,consistent,up
23029,RBM34,1,1,1,quadriceps femoris,OSD-666,Mus musculus,1,0,1.0496,1.52636e-25,1.0496,False,consistent,up
23038,WDTC1,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.1279,3.98838e-07,-1.1279,False,consistent,down
23043,TNIK,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.0833,1.12467e-13,1.0833,False,consistent,up
2307,FOXS1,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.1942,0.000232833,1.1942,False,consistent,up
23105,FSTL4,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.2161,0.0371287,2.2161,False,consistent,up
23109,DDN,1,1,1,soleus,OSD-104,Mus musculus,1,0,1.0077,0.0494386,1.0077,False,consistent,up
23114,NFASC,1,1,1,soleus,OSD-104,Mus musculus,1,0,1.1219,0.0218235,1.1219,False,consistent,up
23148,NACAD,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.4701,0.00232736,-1.4701,False,consistent,down
23152,CIC,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.1053,1.31551e-07,-1.1053,False,consistent,down
23175,LPIN1,1,1,1,gastrocnemius,OSD-422,Rattus norvegicus,1,0,2.0787,6.59272e-06,2.0787,False,consistent,up
23178,PASK,1,1,1,tibialis anterior,OSD-576,Mus musculus,1,0,2.0969,0.000578937,2.0969,False,consistent,up
2318,FLNC,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.9915,5.00025e-12,1.9915,False,consistent,up
23189,KANK1,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.5549,0.0099775,-1.5549,False,consistent,down
23205,ACSBG1,1,1,1,soleus,OSD-104,Mus musculus,1,0,1.3621,0.00980222,1.3621,False,consistent,up
23225,NUP210,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.9754,1.76975e-07,1.9754,False,consistent,up
23245,ASTN2,1,1,1,soleus,OSD-104,Mus musculus,0,1,-1.3581,1.49429e-44,-1.3581,False,consistent,down
23286,WWC1,1,1,1,extensor digitorum longus,OSD-99,Mus musculus,0,1,-1.0291,0.0102252,-1.0291,False,consistent,down
23368,PPP1R13B,1,1,1,quadriceps femoris,OSD-666,Mus musculus,1,0,1.0124,1.47703e-07,1.0124,False,consistent,up
23395,LARS2,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.0229,0.0189659,-1.0229,False,consistent,down
23400,ATP13A2,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.1003,1.93659e-10,-1.1003,False,consistent,down
23401,FRAT2,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.8495,2.67235e-07,1.8495,False,consistent,up
23408,SIRT5,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.2816,8.75767e-12,-1.2816,False,consistent,down
23413,NCS1,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.2026,0.000621122,-1.2026,False,consistent,down
23416,KCNH3,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.0645,0.0360209,2.0645,False,consistent,up
23464,GCAT,1,1,1,soleus,OSD-104,Mus musculus,0,1,-6.4499,4.14885e-06,-6.4499,False,consistent,down
23504,RIMBP2,1,1,1,soleus,OSD-104,Mus musculus,0,1,-1.3872,0.0454255,-1.3872,False,consistent,down
23508,TTC9,1,1,1,extensor digitorum longus,OSD-99,Mus musculus,1,0,1.1912,7.84944e-12,1.1912,False,consistent,up
23523,CABIN1,1,1,1,gastrocnemius,OSD-422,Rattus norvegicus,0,1,-2.137,0.0379347,-2.137,False,consistent,down
23539,SLC16A8,1,1,1,soleus,OSD-104,Mus musculus,0,1,-1.1025,7.79323e-05,-1.1025,False,consistent,down
23551,RASD2,1,1,1,quadriceps femoris,OSD-666,Mus musculus,0,1,-1.0178,0.0119078,-1.0178,False,consistent,down
23567,ZNF346,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.1396,8.33122e-13,-1.1396,False,consistent,down
23589,CARHSP1,1,1,1,soleus,OSD-104,Mus musculus,0,1,-1.0466,1.30641e-36,-1.0466,False,consistent,down
23600,AMACR,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.0038,2.4377e-10,-1.0038,False,consistent,down
23650,TRIM29,1,1,1,soleus,OSD-104,Mus musculus,1,0,4.0559,0.000136595,4.0559,False,consistent,up
23657,SLC7A11,1,1,1,bone marrow,OSD-690,Mus musculus,1,0,1.2404,3.37476e-06,1.2404,False,consistent,up
23710,GABARAPL1,1,1,1,soleus,OSD-104,Mus musculus,0,1,-1.5781,3.87031e-44,-1.5781,False,consistent,down
23732,FRRS1L,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.6018,0.0269268,1.6018,False,consistent,up
23753,SDF2L1,1,1,1,soleus,OSD-770,Mus musculus,0,1,-2.1027,8.38348e-06,-2.1027,False,consistent,down
23762,OSBP2,1,1,1,tibialis anterior,OSD-576,Mus musculus,1,0,1.0396,0.040805,1.0396,False,consistent,up
23769,FLRT1,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.3667,4.8871e-05,1.3667,False,consistent,up
24137,KIF4A,1,1,1,extensor digitorum longus,OSD-99,Mus musculus,1,0,1.6562,0.0107435,1.6562,False,consistent,up
245802,MS4A6E,1,1,1,extensor digitorum longus,OSD-665,Mus musculus,0,1,-1.021,0.033812,-1.021,False,consistent,down
245812,CNPY4,1,1,1,quadriceps femoris,OSD-666,Mus musculus,0,1,-1.0093,7.71988e-05,-1.0093,False,consistent,down
246777,SPESP1,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.8143,0.0278956,2.8143,False,consistent,up
246778,IL27,1,1,1,soleus,OSD-770,Mus musculus,1,0,3.7002,1.16366e-24,3.7002,False,consistent,up
247,ALOX15B,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.8531,0.0365981,2.8531,False,consistent,up
2475,MTOR,1,1,1,gastrocnemius,OSD-422,Rattus norvegicus,1,0,2.1001,0.00852446,2.1001,False,consistent,up
2487,FRZB,1,1,1,soleus,OSD-104,Mus musculus,1,0,1.6449,7.97462e-16,1.6449,False,consistent,up
2524,FUT2,1,1,1,extensor digitorum longus,OSD-665,Mus musculus,0,1,-1.5672,0.0430578,-1.5672,False,consistent,down
2526,FUT4,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.447,0.0306815,-1.447,False,consistent,down
252969,NEIL2,1,1,1,quadriceps femoris,OSD-103,Mus musculus,0,1,-1.0065,0.0403796,-1.0065,False,consistent,down
253017,TECRL,1,1,1,soleus,OSD-104,Mus musculus,0,1,-1.0948,1.04622e-07,-1.0948,False,consistent,down
2532,ACKR1,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.0724,7.47549e-11,-1.0724,False,consistent,down
2533,FYB1,1,1,1,quadriceps femoris,OSD-326,Mus musculus,1,0,4.0754,9.45329e-05,4.0754,False,consistent,up
253512,SLC25A30,1,1,1,quadriceps femoris,OSD-666,Mus musculus,0,1,-1.0503,0.00472693,-1.0503,False,consistent,down
253559,CADM2,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.0127,0.0196619,1.0127,False,consistent,up
254065,BRWD3,1,1,1,gastrocnemius,OSD-422,Rattus norvegicus,1,0,6.9378,0.0420962,6.9378,False,consistent,up
254228,CALHM5,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.2154,2.53393e-06,1.2154,False,consistent,up
254439,C11orf86,1,1,1,extensor digitorum longus,OSD-665,Mus musculus,0,1,-3.1618,0.010956,-3.1618,False,consistent,down
255403,ZNF718,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.3097,0.0254733,2.3097,False,consistent,up
255877,BCL6B,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.1633,0.00124816,1.1633,False,consistent,up
255928,SYT14,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.2072,1.52473e-05,-1.2072,False,consistent,down
2560,GABRB1,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.6805,0.00471986,1.6805,False,consistent,up
256227,STEAP1B|LOC401312,1,1,1,soleus,OSD-104,Mus musculus,0,1,-2.1807,0.0289437,-2.1807,False,consistent,down
256302,NATD1,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.0148,1.03956e-10,-1.0148,False,consistent,down
256309,CCDC110,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.2171,0.0199982,1.2171,False,consistent,up
256435,ST6GALNAC3,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.1346,0.00822481,1.1346,False,consistent,up
256536,TCERG1L,1,1,1,soleus,OSD-770,Mus musculus,1,0,3.1535,0.0275853,3.1535,False,consistent,up
256714,MAP7D2,1,1,1,soleus,OSD-104,Mus musculus,0,1,-1.229,0.00224885,-1.229,False,consistent,down
2571,GAD1,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.9063,0.0107975,1.9063,False,consistent,up
25759,SHC2,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.4137,0.035869,-1.4137,False,consistent,down
25769,SLC24A2,1,1,1,quadriceps femoris,OSD-666,Mus musculus,1,0,1.1537,3.87357e-05,1.1537,False,consistent,up
25809,TTLL1,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.019,5.35714e-07,-1.019,False,consistent,down
25822,DNAJB5,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.0654,4.25246e-15,1.0654,False,consistent,up
25827,FBXL2,1,1,1,soleus,OSD-104,Mus musculus,0,1,-1.0775,4.60125e-06,-1.0775,False,consistent,down
25834,MGAT4C,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.249,0.00501231,2.249,False,consistent,up
2587,GALR1,1,1,1,quadriceps femoris,OSD-666,Mus musculus,0,1,-1.6295,0.0388449,-1.6295,False,consistent,down
25890,ABI3BP,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.1588,0.0220644,-1.1588,False,consistent,down
25902,MTHFD1L,1,1,1,tibialis anterior,OSD-576,Mus musculus,0,1,-1.0326,0.0032147,-1.0326,False,consistent,down
25907,TMEM158,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.1213,0.0117797,1.1213,False,consistent,up
259249,MRGPRX1,1,1,1,quadriceps femoris,OSD-103,Mus musculus,1,0,1.1604,0.000581109,1.1604,False,consistent,up
25925,ZNF521,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.0524,0.0100275,-1.0524,False,consistent,down
25936,NSL1,1,1,1,tibialis anterior,OSD-105,Mus musculus,0,1,-1.3806,0.0178472,-1.3806,False,consistent,down
25945,NECTIN3,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.0334,0.0406849,-1.0334,False,consistent,down
25946,ZNF385A,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.384,1.90873e-05,-1.384,False,consistent,down
2596,GAP43,1,1,1,quadriceps femoris,OSD-666,Mus musculus,0,1,-1.9285,0.0282092,-1.9285,False,consistent,down
25973,PARS2,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.2106,7.79795e-06,-1.2106,False,consistent,down
25975,EGFL6,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.2806,0.0168569,-1.2806,False,consistent,down
25976,TIPARP,1,1,1,gastrocnemius,OSD-422,Rattus norvegicus,1,0,1.5479,0.000602898,1.5479,False,consistent,up
26027,ACOT11,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.7055,1.37369e-10,-1.7055,False,consistent,down
26038,CHD5,1,1,1,extensor digitorum longus,OSD-99,Mus musculus,0,1,-1.1835,0.0345873,-1.1835,False,consistent,down
26049,FAM169A,1,1,1,tibialis anterior,OSD-576,Mus musculus,1,0,1.0863,0.048582,1.0863,False,consistent,up
26056,RAB11FIP5,1,1,1,soleus,OSD-104,Mus musculus,0,1,-1.2618,2.93351e-39,-1.2618,False,consistent,down
26063,DECR2,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.2152,7.68813e-12,-1.2152,False,consistent,down
26103,LRIT1,1,1,1,soleus,OSD-770,Mus musculus,0,1,-2.2031,0.000123578,-2.2031,False,consistent,down
26112,CCDC69,1,1,1,soleus,OSD-104,Mus musculus,1,0,1.0796,1.81997e-07,1.0796,False,consistent,up
26123,TCTN3,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.3679,6.61499e-12,-1.3679,False,consistent,down
26136,TES,1,1,1,extensor digitorum longus,OSD-665,Mus musculus,0,1,-1.3577,0.018163,-1.3577,False,consistent,down
262,AMD1,1,1,1,quadriceps femoris,OSD-326,Mus musculus,0,1,-1.1553,0.0339502,-1.1553,False,consistent,down
26228,STAP1,1,1,1,quadriceps femoris,OSD-666,Mus musculus,1,0,1.3648,0.00733581,1.3648,False,consistent,up
26249,KLHL3,1,1,1,quadriceps femoris,OSD-666,Mus musculus,1,0,1.105,0.000686986,1.105,False,consistent,up
2625,GATA3,1,1,1,soleus,OSD-104,Mus musculus,1,0,1.4749,0.00806775,1.4749,False,consistent,up
26256,CABYR,1,1,1,quadriceps femoris,OSD-666,Mus musculus,1,0,1.5677,0.0283874,1.5677,False,consistent,up
26262,TSPAN17,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.2444,1.27111e-10,-1.2444,False,consistent,down
26279,PLA2G2D,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.5221,1.71013e-05,1.5221,False,consistent,up
26280,IL1RAPL2,1,1,1,quadriceps femoris,OSD-666,Mus musculus,1,0,4.2232,0.000281936,4.2232,False,consistent,up
26287,ANKRD2,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.5198,7.49835e-08,1.5198,False,consistent,up
2633,GBP1,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.2132,2.72461e-05,-1.2132,False,consistent,down
26333,OR7A17,1,1,1,soleus,OSD-770,Mus musculus,1,0,3.4051,0.0277757,3.4051,False,consistent,up
26338,OR5L2,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.362,0.0286534,2.362,False,consistent,up
2634,GBP2,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.2132,2.72461e-05,-1.2132,False,consistent,down
26341,OR5H1,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.2016,0.0308021,2.2016,False,consistent,up
2635,GBP3,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.2132,2.72461e-05,-1.2132,False,consistent,down
26354,GNL3,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.0441,1.76975e-07,1.0441,False,consistent,up
2638,GC,1,1,1,soleus,OSD-104,Mus musculus,1,0,3.5614,0.0193512,3.5614,False,consistent,up
2643,GCH1,1,1,1,tibialis anterior,OSD-576,Mus musculus,0,1,-1.1804,2.89735e-06,-1.1804,False,consistent,down
26470,SEZ6L2,1,1,1,extensor digitorum longus,OSD-99,Mus musculus,1,0,1.1381,0.0328135,1.1381,False,consistent,up
26502,NARF,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.0442,1.91828e-19,-1.0442,False,consistent,down
26507,CNNM1,1,1,1,extensor digitorum longus,OSD-99,Mus musculus,1,0,1.3706,0.0184887,1.3706,False,consistent,up
26508,HEYL,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.1279,0.0252407,-1.1279,False,consistent,down
26586,CKAP2,1,1,1,extensor digitorum longus,OSD-99,Mus musculus,1,0,1.8996,7.13414e-05,1.8996,False,consistent,up
2660,MSTN,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.8361,2.05651e-23,2.8361,False,consistent,up
2662,GDF10,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.085,0.00287017,1.085,False,consistent,up
26659,OR7A5,1,1,1,soleus,OSD-770,Mus musculus,1,0,3.4051,0.0277757,3.4051,False,consistent,up
266812,NAP1L5,1,1,1,soleus,OSD-104,Mus musculus,1,0,1.1847,0.0412718,1.1847,False,consistent,up
267002,PGBD2,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.1024,0.0017118,-1.1024,False,consistent,down
2681,GGTA1,1,1,1,gastrocnemius,OSD-422,Rattus norvegicus,1,0,4.9443,2.52573e-05,4.9443,False,consistent,up
26872,STEAP1,1,1,1,soleus,OSD-104,Mus musculus,0,1,-2.1807,0.0289437,-2.1807,False,consistent,down
26873,OPLAH,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.1155,0.0017744,-1.1155,False,consistent,down
269,AMHR2,1,1,1,quadriceps femoris,OSD-666,Mus musculus,0,1,-1.1214,0.0186681,-1.1214,False,consistent,down
2702,GJA5,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.3578,3.79042e-06,-1.3578,False,consistent,down
2703,GJA8,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.1267,0.0171774,2.1267,False,consistent,up
27039,PKD2L2,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.1515,8.26219e-09,-1.1515,False,consistent,down
2710,GK,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.0218,1.55513e-06,-1.0218,False,consistent,down
27115,PDE7B,1,1,1,bone marrow,OSD-690,Mus musculus,1,0,1.0058,0.00928666,1.0058,False,consistent,up
27122,DKK3,1,1,1,quadriceps femoris,OSD-666,Mus musculus,1,0,1.5426,0.00300872,1.5426,False,consistent,up
27124,INPP5J,1,1,1,quadriceps femoris,OSD-666,Mus musculus,0,1,-1.0502,0.03759,-1.0502,False,consistent,down
2713,GK3P,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.0218,1.55513e-06,-1.0218,False,consistent,down
27146,FAM184B,1,1,1,extensor digitorum longus,OSD-665,Mus musculus,1,0,1.158,0.0312762,1.158,False,consistent,up
27148,STK36,1,1,1,soleus,OSD-104,Mus musculus,0,1,-1.3211,0.0138424,-1.3211,False,consistent,down
27152,INTU,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.0276,5.11701e-08,-1.0276,False,consistent,down
27154,BRPF3,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.0813,1.67217e-11,-1.0813,False,consistent,down
27159,CHIA,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.5752,0.000168876,2.5752,False,consistent,up
27164,SALL3,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.2697,0.0272005,2.2697,False,consistent,up
27237,ARHGEF16,1,1,1,soleus,OSD-104,Mus musculus,1,0,1.5189,0.0189213,1.5189,False,consistent,up
27239,GPR162,1,1,1,extensor digitorum longus,OSD-665,Mus musculus,0,1,-2.0913,0.0263383,-2.0913,False,consistent,down
27245,AHDC1,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.0501,0.000286828,-1.0501,False,consistent,down
27295,PDLIM3,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.4085,2.03258e-38,2.4085,False,consistent,up
27302,BMP10,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.7412,0.0238217,2.7412,False,consistent,up
27303,RBMS3,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.0037,0.0367173,-1.0037,False,consistent,down
27306,HPGDS,1,1,1,quadriceps femoris,OSD-666,Mus musculus,1,0,1.2666,0.00610711,1.2666,False,consistent,up
27329,ANGPTL3,1,1,1,quadriceps femoris,OSD-666,Mus musculus,1,0,2.8496,0.0391539,2.8496,False,consistent,up
2735,GLI1,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.0916,0.00518016,1.0916,False,consistent,up
27443,CECR2,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.2674,1.43367e-13,-1.2674,False,consistent,down
2752,GLUL,1,1,1,quadriceps femoris,OSD-666,Mus musculus,1,0,1.1377,4.49767e-06,1.1377,False,consistent,up
2770,GNAI1,1,1,1,quadriceps femoris,OSD-666,Mus musculus,1,0,1.0427,0.00259072,1.0427,False,consistent,up
2774,GNAL,1,1,1,soleus,OSD-104,Mus musculus,0,1,-1.278,9.23985e-07,-1.278,False,consistent,down
2775,GNAO1,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.6991,0.00881518,-1.6991,False,consistent,down
2784,GNB3,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.2615,3.71427e-05,-1.2615,False,consistent,down
2820,GPD2,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.0936,1.55678e-10,1.0936,False,consistent,up
2822,GPLD1,1,1,1,bone marrow,OSD-690,Mus musculus,1,0,1.0756,0.00373915,1.0756,False,consistent,up
2823,GPM6A,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.0845,0.00583599,1.0845,False,consistent,up
2827,GPR3,1,1,1,tibialis anterior,OSD-576,Mus musculus,0,1,-3.7571,0.000718091,-3.7571,False,consistent,down
282770,OR10AG1,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.6001,0.0378,1.6001,False,consistent,up
282973,JAKMIP3,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.0012,0.0174082,2.0012,False,consistent,up
283092,OR4C13,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.7811,0.039316,1.7811,False,consistent,up
2831,NPBWR1,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.6273,0.0255147,2.6273,False,consistent,up
283110,OR52Z1P,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.7414,0.0159043,-1.7414,False,consistent,down
283111,OR51V1,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.0012,0.00989607,2.0012,False,consistent,up
283120,H19|LOC102724852,1,1,1,quadriceps femoris,OSD-666,Mus musculus,0,1,-1.132,8.52373e-06,-1.132,False,consistent,down
283219,KCTD21,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.2192,1.1856e-08,-1.2192,False,consistent,down
283365,OR6C6,1,1,1,soleus,OSD-770,Mus musculus,1,0,2.8164,0.015622,2.8164,False,consistent,up
283431,GAS2L3,1,1,1,soleus,OSD-770,Mus musculus,1,0,1.4128,0.00309477,1.4128,False,consistent,up
283463,MUC19,1,1,1,soleus,OSD-770,Mus musculus,0,1,-2.3572,0.0469411,-2.3572,False,consistent,down
2835,GPR12,1,1,1,bone marrow,OSD-690,Mus musculus,0,1,-1.3945,0.0437269,-1.3945,False,consistent,down
283635,FAM177A1|LOC101927178,1,1,1,quadriceps femoris,OSD-326,Mus musculus,0,1,-10.5435,0.0325484,-10.5435,False,consistent,down
2837,UTS2R,1,1,1,quadriceps femoris,OSD-666,Mus musculus,0,1,-1.1706,0.00150158,-1.1706,False,consistent,down
283748,PLA2G4D,1,1,1,tibialis anterior,OSD-576,Mus musculus,1,0,3.495,0.0141988,3.495,False,consistent,up
28378,IGHV7-81,1,1,1,bone marrow,OSD-690,Mus musculus,1,0,2.6318,0.0325348,2.6318,False,consistent,up
283807,FBXL22,1,1,1,quadriceps femoris,OSD-666,Mus musculus,0,1,-1.137,1.31413e-07,-1.137,False,consistent,down
283927,NUDT7,1,1,1,quadriceps femoris,OSD-326,Mus musculus,0,1,-1.1587,0.0384812,-1.1587,False,consistent,down
283985,FADS6,1,1,1,soleus,OSD-770,Mus musculus,0,1,-1.9659,5.71029e-17,-1.9659,False,consistent,down
