geneEntrez	digcfde_bonecats
840	osteoporosis
8403	osteoporosis
8405	BMD|fracture
84056	osteoporosis
84059	BMD
84060	BMD
84068	BMD|fracture
84071	BMD
84074	osteolysis_necrosis
84081	BMD
84085	BMD|fracture
84100	BMD
84109	BMD|fracture
84124	BMD
84133	BMD
84146	BMD
84159	BMD
84173	BMD
84179	BMD
84188	BMD|fracture
8419	osteoporosis
84193	BMD|fracture
84197	BMD|fracture
84203	fracture
84218	fracture
84247	BMD
84251	BMD|fracture
84267	BMD
84273	BMD|fracture
84276	osteoporosis
84287	BMD|fracture
84290	BMD
84294	BMD
84314	BMD
84315	BMD
84316	BMD
84318	BMD|fracture
84334	fracture
8434	BMD|fracture
84364	BMD|fracture
8439	BMD
84433	BMD
84440	BMD
84456	BMD
84464	BMD|fracture
84466	BMD
84504	BMD
8452	BMD
84529	BMD
84532	BMD
84557	fracture
8456	BMD|fracture
846	BMD|fracture
84640	fracture
84643	osteoporosis
84649	BMD
84662	fracture
84665	osteoporosis
8467	BMD
847	BMD
8470	BMD
84779	BMD
84790	BMD
8481	BMD
84811	BMD
8482	BMD
84830	BMD
84858	osteoporosis
84869	BMD|fracture
84870	BMD|fracture|osteoporosis
84888	BMD
84890	BMD
84894	osteoporosis
84898	BMD
8490	BMD
84902	BMD
84920	BMD
84940	BMD
84959	osteoporosis
8496	osteoporosis
84975	BMD
84976	BMD|fracture
8504	BMD|fracture
8507	BMD
8516	BMD
8517	BMD
8520	BMD|fracture
8521	BMD
8527	BMD
8530	BMD
85301	BMD|fracture
8532	BMD
85352	BMD
85365	osteoporosis
8538	osteoporosis
85407	BMD|fracture
85409	BMD|fracture
85415	BMD|fracture
85416	BMD
8543	BMD
85439	BMD
85442	BMD
85444	BMD
85445	BMD|osteoporosis
85449	BMD
85451	BMD
85458	BMD
8546	BMD
85460	BMD|osteolysis_necrosis
85461	BMD
85474	BMD
85478	fracture
85481	BMD
8549	BMD|osteoporosis
8553	osteoporosis
8557	BMD
857	BMD
8575	BMD
859	BMD
860	BMD|fracture|osteolysis_necrosis
8600	BMD|OI|fracture|osteoporosis
8603	osteoporosis
8607	BMD
861	BMD|fracture|osteoporosis
8611	BMD|fracture
8613	BMD
8618	osteoporosis
862	BMD|fracture
8620	BMD
8626	BMD
864	BMD|fracture
8642	BMD|fracture
8646	BMD|fracture
865	BMD|fracture
8658	BMD|fracture
8660	BMD
8662	BMD
867	BMD|fracture
8671	BMD
8692	BMD
8701	BMD
8707	BMD|fracture|osteoporosis
8708	osteoporosis
871	BMD|OI|fracture
8715	BMD|osteoporosis
8720	BMD|OI
8724	fracture
8728	fracture
873	osteoporosis
8731	BMD|fracture
8738	BMD|fracture
8742	osteoporosis
8772	osteoporosis
8774	osteoporosis
8777	BMD
8786	BMD
8787	BMD
8788	BMD
8789	BMD
8792	BMD|OI|fracture|osteolysis_necrosis
8814	osteoporosis
8815	osteolysis_necrosis
8817	BMD|fracture
8820	BMD
8821	BMD|fracture
8826	BMD
8829	BMD
8835	BMD
8840	BMD
8854	BMD|fracture
8861	BMD
8877	osteolysis_necrosis
8878	BMD|fracture
8879	BMD
8887	BMD
889	BMD
8892	BMD
8899	fracture
89	BMD
8924	BMD
8928	BMD|fracture
8932	BMD
8935	fracture
8939	BMD|fracture
894	BMD|fracture|osteoporosis
8945	BMD
8974	BMD|OI
89780	BMD|fracture
89796	BMD
898	BMD
89822	BMD
89869	BMD|osteoporosis
89870	BMD
8988	osteoporosis
8989	BMD
8994	BMD|fracture
8995	osteoporosis
8997	BMD
8dd0d90fd5ff78ce24f6	fracture
90	BMD|fracture
9001	BMD
90025	BMD
90102	fracture
90134	BMD|osteoporosis
9021	BMD|osteoporosis
9037	BMD|osteoporosis
90410	BMD|fracture
90441	BMD
9050	fracture
90523	BMD
9060	BMD|fracture
90627	osteoporosis
9063	fracture
9077	BMD|fracture|osteoporosis
90780	BMD|fracture
9094	BMD
9095	BMD
9096	BMD|fracture|osteoporosis
90993	BMD|OI|fracture|osteoporosis
9101	BMD
91010	BMD
91057	BMD|fracture
9113	BMD|fracture
91133	fracture
9124	BMD
91252	fracture
9126	BMD
91272	BMD
9140	fracture
91442	BMD
91452	BMD|fracture
91461	BMD|fracture
91526	BMD
91612	BMD
91653	BMD|fracture
91662	bone_marker
91663	bone_marker
91694	osteoporosis
9172	BMD|osteoporosis
91754	BMD
91768	BMD
9180	BMD
91851	BMD
91862	fracture
9194	BMD
91947	BMD
91d8fc613d70cb8c6718	BMD|fracture
92	BMD|osteolysis_necrosis
920	BMD
9201	osteoporosis
92140	osteoporosis
92154	BMD
92162	BMD
9218	fracture
922	BMD|fracture
9227	osteoporosis
92270	BMD|osteoporosis
92293	BMD
92335	BMD
92344	BMD
92346	BMD
9241	BMD|fracture
9242	osteoporosis
9249	BMD
9252	BMD|fracture
92579	BMD|fracture
9258	BMD
92591	BMD|fracture
92609	BMD|fracture
9267	fracture
92747	osteoporosis
92797	BMD
929	fracture
9290	BMD
92912	BMD|fracture
92949	BMD
9295	BMD
92979	BMD
93	BMD|fracture
9308	BMD
9314	BMD|osteoporosis
93145	fracture
9321	BMD|fracture|osteoporosis
93273	osteoporosis
9337	BMD
93408	BMD|osteoporosis
9342	BMD|fracture
9350	BMD|fracture
93517	osteoporosis
9355	BMD
9364	osteoporosis
9365	BMD|fracture
93661	BMD|osteoporosis
93663	BMD|osteoporosis
9368	BMD
9369	BMD|osteoporosis
9370	BMD|fracture
9378	BMD|osteoporosis
9394	BMD
94	BMD
94005	BMD
94026	osteoporosis
94033	BMD|fracture
9416	fracture
94160	BMD
9420	BMD
9421	BMD
9423	BMD
94234	BMD
9425	BMD
9427	BMD
9435	BMD
9436	osteoporosis
9439	BMD
9444	BMD|fracture|osteolysis_necrosis
9450	BMD
9451	BMD
9464	BMD|fracture
9465	BMD|osteoporosis
9480	BMD
9489	osteoporosis
9496	BMD|fracture
950	osteolysis_necrosis
9507	BMD|fracture
9508	BMD|fracture
9509	BMD|OI
9515	BMD|osteoporosis
9516	BMD
9529	fracture
9530	BMD
9537	fracture
955	BMD
9551	BMD
9562	BMD
9564	BMD|osteoporosis
9570	BMD
9573	BMD
9577	BMD|fracture
9580	BMD|fracture|osteoporosis
9585	BMD|fracture
9586	BMD
9595	osteoporosis
960	BMD|fracture
9601	BMD
9603	BMD
9609	BMD
9611	fracture
9612	BMD|fracture
9615	BMD|fracture
9619	osteolysis_necrosis
9620	BMD
9628	BMD
963	BMD
9633	BMD|osteoporosis
9644	fracture|osteoporosis
9646	BMD
9650	BMD
9653	BMD
9658	fracture
96764	BMD
9678	osteoporosis
9679	BMD
9686	BMD
9693	fracture
9695	BMD
97	BMD
9700	BMD
9719	BMD
9723	osteolysis_necrosis
9728	BMD|fracture
9734	BMD
9736	BMD
9739	BMD|fracture
9741	BMD
9742	BMD|fracture
9759	BMD
9761	BMD|fracture
9764	BMD
9765	BMD
9770	BMD|fracture
9776	BMD|fracture
9780	BMD
9786	BMD|fracture
9790	BMD
9791	BMD
9792	BMD|fracture
9804	BMD
9811	BMD
9816	osteoporosis
9821	fracture
9833	osteoporosis
9839	BMD
9842	BMD|fracture
9843	BMD
9859	osteoporosis
987	BMD
9871	BMD|OI
988	BMD|osteoporosis
9891	BMD|fracture
9894	BMD
9896	BMD|fracture
9917	fracture
9923	BMD|fracture|osteoporosis
9931	osteoporosis
9935	BMD|osteolysis_necrosis
9938	BMD
9942	BMD|fracture
9950	BMD|fracture
9951	BMD
9953	fracture
9955	fracture|osteoporosis
9960	BMD
9965	fracture
9968	BMD
9978	BMD
998	BMD|fracture
9980	BMD|fracture
9989	BMD|fracture
9992	BMD
c54aef98eaf1cf7eb640	fracture
ec70aa549fd5b7bafdd9	osteoporosis
