hEntrez,humanSymbol,mouse_symbols,log2fc,log2fc_mean,adj_p_value,n_mouse_map,sign_flip,assay,osd,tissue,organism
1187,CLCNKA,Clcnka,3.998,3.998,0.00594381,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
6554,SLC10A1,Slc10a1,3.9825,3.9825,0.0230753,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
360,AQP3,Aqp3,3.9628,3.9628,0.0105917,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
151242,PPP1R1C,Ppp1r1c,-3.8876,-3.8876,3.30857e-08,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
51716,CES1P1|LOC107987423,Ces1c,3.7993,3.7993,0.0129346,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
1066,CES1,Ces1c|Ces1e,3.7993,2.4395,0.0129346,2,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
3159,HMGA1,Hmga1b,3.7404,3.7404,0.00826801,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
10170,DHRS9,Dhrs9,-3.7399,-3.7399,1.85091e-15,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
146664,MGAT5B,Mgat5b,-3.7283,-3.7283,6.47983e-12,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
201294,UNC13D,Unc13d,-3.7237,-3.7237,9.66816e-41,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
3963,LGALS7|LGALS7B,Lgals7,3.6478,3.6478,0.0162071,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
653499,LGALS7|LGALS7B,Lgals7,3.6478,3.6478,0.0162071,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
345,APOC3,Apoc3,3.5875,3.5875,0.0182751,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
2638,GC,Gc,3.5614,3.5614,0.0193512,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
1308,COL17A1,Col17a1,3.5379,3.5379,0.00238237,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
338785,KRT79,Krt79,3.4513,3.4513,0.0325776,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
348487,FAM131C,Fam131c,-3.4394,-3.4394,0.00891361,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
5730,PTGDS,Ptgds,3.4374,3.4374,0.000566832,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
6561,SLC13A1,Slc13a1,3.3601,3.3601,0.0142713,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
943,TNFRSF8,Tnfrsf8,3.2464,3.2464,0.00136893,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
29958,DMGDH,Dmgdh,3.2097,3.2097,0.00889979,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
3557,IL1RN,Il1rn,3.1649,3.1649,0.0413558,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
213,ALB,Alb,3.1607,3.1607,0.0472845,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
151516,ASPRV1|PCBP1-AS1,Asprv1,3.0964,3.0964,0.0150289,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
735,C9,C9,-3.0404,-3.0404,0.00457536,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
5355,PLP2,Prp2rt,-3.0111,-3.0111,0.0124344,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
337,APOA4,Apoa4,2.9733,2.9733,0.0305733,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
1672,DEFB1,Defb1,2.9512,2.9512,0.0183897,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
8608,RDH16,Rdh16|Rdh16f2,2.94,2.6661,0.00807265,2,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
9899,SV2B,Sv2b,2.9364,2.9364,7.27186e-13,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
2203,FBP1,Fbp1,2.9192,2.9192,5.87501e-05,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
80004,ESRP2,Esrp2,2.9138,2.9138,0.00287846,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
148523,CIART,Ciart,-2.9118,-2.9118,3.94941e-23,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
1548,CYP2A6,Cyp2a4,2.8975,2.8975,0.00428673,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
1549,CYP2A7,Cyp2a4,2.8975,2.8975,0.00428673,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
1553,CYP2A13,Cyp2a4,2.8975,2.8975,0.00428673,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
1159,CKMT1B,Ckmt1,2.8871,2.8871,0.00300545,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
548596,CKMT1A,Ckmt1,2.8871,2.8871,0.00300545,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
869,CBLN1,Cbln1,2.8801,2.8801,0.0140675,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
643904,RNF222,Rnf222,-2.8644,-2.8644,1.03937e-06,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
84630,TTBK1,Ttbk1,2.8641,2.8641,2.33972e-14,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
3770,KCNJ14,Kcnj14,-2.8627,-2.8627,0.000297543,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
7020,TFAP2A,Tfap2a,2.8552,2.8552,0.0329884,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
5053,PAH,Pah,2.8544,2.8544,0.00171974,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
440699,LRRC52,Lrrc52,-2.846,-2.846,3.39474e-52,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
66002,CYP4F12,Cyp4a10,2.8264,2.8264,0.00494777,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
1579,CYP4A11,Cyp4a10,2.8264,2.8264,0.00494777,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
57834,CYP4F11,Cyp4a10,2.8264,2.8264,0.00494777,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
284541,CYP4A22,Cyp4a10,2.8264,2.8264,0.00494777,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
3242,HPD,Hpd,2.7936,2.7936,0.0396622,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
131669,UROC1,Uroc1,2.7888,2.7888,0.0190432,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
2890,GRIA1,Gria1,2.7777,2.7777,0.0422657,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
54716,SLC6A20,Slc6a20b,2.7758,2.7758,0.0224407,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
5284,PIGR,Pigr,2.768,2.768,0.0368459,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
197021,LCTL,Lctl,-2.7539,-2.7539,0.00072877,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
6579,SLCO1A2,Slco1a6,2.7429,2.7429,0.014756,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
5017,OVOL1,Ovol1,2.7302,2.7302,0.0218855,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
41,ASIC1,Asic1,2.724,2.724,0.00111408,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
13,AADAC,Aadac,2.7115,2.7115,0.0273725,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
3034,HAL,Hal,2.6825,2.6825,0.0373419,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
9333,TGM5,Tgm5,-2.6804,-2.6804,2.87608e-06,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
134285,TMEM171,Tmem171,-2.6748,-2.6748,3.29719e-20,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
284451,ODF3L2,Odf3l2,2.6521,2.6521,4.30843e-08,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
51440,HPCAL4,Hpcal4,2.6343,2.6343,0.0205558,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
9518,GDF15,Gdf15,-2.6262,-2.6262,2.36425e-10,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
57393,CLTRN,Cltrn,2.6225,2.6225,0.0123216,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
648791,PPP1R3G,Ppp1r3g,-2.5883,-2.5883,0.000215272,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
383,ARG1,Arg1,2.5865,2.5865,0.0106118,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
229,ALDOB,Aldob,2.5755,2.5755,0.00409018,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
7484,WNT9B,Wnt9b,-2.5643,-2.5643,4.39967e-06,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
9376,SLC22A8,Slc22a8,2.564,2.564,0.0496504,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
11001,SLC27A2,Slc27a2,2.5423,2.5423,0.0202869,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
10786,SLC17A3,Slc17a3,2.5409,2.5409,0.0193538,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
4036,LRP2,Lrp2,2.5362,2.5362,0.00667274,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
79983,POF1B,Pof1b,2.5305,2.5305,0.00230401,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
1271,CNTFR,Cntfr,2.522,2.522,1.72895e-68,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
6557,SLC12A1,Slc12a1,2.4937,2.4937,0.0140195,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
2196,FAT2,Fat2,2.4849,2.4849,0.0119536,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
8814,CDKL1,Cdkl1,-2.4706,-2.4706,3.42778e-42,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
6489,ST8SIA1,St8sia1,-2.4419,-2.4419,6.19722e-13,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
135250,RAET1E,H60b,-2.4368,-2.4368,0.00533197,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
51733,UPB1,Upb1,2.4255,2.4255,0.00125997,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
26074,CFAP61,Cfap61,-2.4115,-2.4115,0.0309371,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
10998,SLC27A5,Slc27a5,2.4086,2.4086,0.022682,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
27063,ANKRD1,Ankrd1,-2.4032,-2.4032,6.24097e-05,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
4435,CITED1,Cited1,-2.4009,-2.4009,3.85694e-07,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
55586,MIOX,Miox,2.3784,2.3784,0.00579544,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
116285,ACSM1,Acsm1,2.367,2.367,0.0164562,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
102724657,MSANTD5,Msantd5f9,-2.3661,-2.3661,2.23391e-07,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
171389,NLRP6,Nlrp6,2.3589,2.3589,0.037336,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
771,CA12,Car12,2.3562,2.3562,8.31593e-05,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
100190949,C5orf52,4921536K21Rik,-2.3338,-2.3338,9.15758e-15,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
57172,CAMK1G,Camk1g,-2.3311,-2.3311,7.07365e-22,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
5314,PKHD1,Pkhd1,2.3287,2.3287,0.000280992,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
1641,DCX,Dcx,-2.319,-2.319,0.01428,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
341,APOC1,Apoc1,2.3083,2.3083,0.00705397,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
55010,PARPBP,Parpbp,-2.3068,-2.3068,0.00379062,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
64284,RAB17,Rab17,-2.3047,-2.3047,0.0163538,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
219681,ARMC3,Armc3,2.2742,2.2742,0.0034913,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
7369,UMOD,Umod,2.2447,2.2447,0.0352359,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
64579,NDST4,Ndst4,-2.2404,-2.2404,0.0490867,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
3291,HSD11B2,Hsd11b2,2.2373,2.2373,0.000942647,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
6508,SLC4A3,Slc4a3,-2.2336,-2.2336,6.69959e-102,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
159963,SLC5A12,Slc5a12,2.232,2.232,0.0270707,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
65009,NDRG4,Ndrg4,-2.2265,-2.2265,4.28358e-24,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
27106,ARRDC2,Arrdc2,2.2218,2.2218,1.22727e-41,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
5350,PLN,Pln,-2.22,-2.22,3.2684e-24,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
145741,C2CD4A,C2cd4a,2.2177,2.2177,0.00533197,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
6263,RYR3,Ryr3,-2.2143,-2.2143,9.0587e-20,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
54658,UGT1A1,Ugt1a1,2.1997,2.1997,0.0274857,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
1001,CDH3,Cdh3,2.192,2.192,0.00163003,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
26872,STEAP1,Steap1,-2.1807,-2.1807,0.0289437,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
256227,STEAP1B|LOC401312,Steap1,-2.1807,-2.1807,0.0289437,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
167127,UGT3A2,Ugt3a2,2.169,2.169,0.0250717,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
133688,UGT3A1,Ugt3a2,2.169,2.169,0.0250717,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
84904,ARHGEF39,Arhgef39,-2.1684,-2.1684,0.0482875,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
442213,PTCHD4,Ptchd4,2.1582,2.1582,0.0213514,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
10385,BTN2A2,Btn2a2,-2.1497,-2.1497,2.02894e-05,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
54718,BTN2A3P,Btn2a2,-2.1497,-2.1497,2.02894e-05,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
11120,BTN2A1,Btn2a2,-2.1497,-2.1497,2.02894e-05,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
3754,KCNF1,Kcnf1,-2.1439,-2.1439,9.34514e-07,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
1767,DNAH5,Dnah5,-2.1314,-2.1314,0.00952386,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
6581,SLC22A3,Slc22a3,2.12,2.12,5.39908e-42,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
8786,RGS11,Rgs11,-2.1163,-2.1163,0.000290467,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
81575,APOLD1,Apold1,-2.1125,-2.1125,9.36018e-10,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
875,CBS,Cbs,2.0937,2.0937,0.000110971,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
91807,MYLK3,Mylk3,2.0901,2.0901,1.37754e-21,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,OSD-104,soleus,Mus musculus
