hEntrez,humanSymbol,mouse_symbols,log2fc,log2fc_mean,adj_p_value,n_mouse_map,sign_flip,assay,osd,tissue,organism
25925,ZNF521,Zfp521,-1.0524,-1.0524,0.0100275,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-f82a89dc82f2903149d2d11cbd6a130d,OSD-690,bone marrow,Mus musculus
4537,ND3,ND3,1.0505,1.0505,9.38201e-08,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-f82a89dc82f2903149d2d11cbd6a130d,OSD-690,bone marrow,Mus musculus
56099,PCDHGB7,Pcdhgb7,-1.0445,-1.0445,0.0187344,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-f82a89dc82f2903149d2d11cbd6a130d,OSD-690,bone marrow,Mus musculus
10561,IFI44,Ifi44,-1.0411,-1.0411,0.0273704,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-f82a89dc82f2903149d2d11cbd6a130d,OSD-690,bone marrow,Mus musculus
6453,ITSN1,Itsn1,-1.0408,-1.0408,3.71228e-10,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-f82a89dc82f2903149d2d11cbd6a130d,OSD-690,bone marrow,Mus musculus
43,ACHE,Ache,-1.0408,-1.0408,9.05203e-09,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-f82a89dc82f2903149d2d11cbd6a130d,OSD-690,bone marrow,Mus musculus
8839,CCN5,Ccn5,-1.0382,-1.0382,0.0380455,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-f82a89dc82f2903149d2d11cbd6a130d,OSD-690,bone marrow,Mus musculus
5091,PC,Pcx,-1.0378,-1.0378,5.01292e-07,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-f82a89dc82f2903149d2d11cbd6a130d,OSD-690,bone marrow,Mus musculus
50486,G0S2,G0s2,1.037,1.037,1.51861e-08,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-f82a89dc82f2903149d2d11cbd6a130d,OSD-690,bone marrow,Mus musculus
4355,MPP2,Mpp2,-1.0368,-1.0368,1.75686e-06,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-f82a89dc82f2903149d2d11cbd6a130d,OSD-690,bone marrow,Mus musculus
104,ADARB1,Adarb1,-1.0357,-1.0357,0.0416765,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-f82a89dc82f2903149d2d11cbd6a130d,OSD-690,bone marrow,Mus musculus
54511,HMGCLL1,Hmgcll1,-1.0336,-1.0336,0.00399295,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-f82a89dc82f2903149d2d11cbd6a130d,OSD-690,bone marrow,Mus musculus
2039,DMTN,Dmtn,-1.0325,-1.0325,7.56438e-11,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-f82a89dc82f2903149d2d11cbd6a130d,OSD-690,bone marrow,Mus musculus
10630,PDPN,Pdpn,1.031,1.031,0.0392498,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-f82a89dc82f2903149d2d11cbd6a130d,OSD-690,bone marrow,Mus musculus
338339,CLEC4D,Clec4d,1.0262,1.0262,8.46057e-05,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-f82a89dc82f2903149d2d11cbd6a130d,OSD-690,bone marrow,Mus musculus
56106,PCDHGA10,Pcdhga10,-1.0224,-1.0224,0.017167,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-f82a89dc82f2903149d2d11cbd6a130d,OSD-690,bone marrow,Mus musculus
54857,GDPD2,Gdpd2,-1.0218,-1.0218,0.0465215,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-f82a89dc82f2903149d2d11cbd6a130d,OSD-690,bone marrow,Mus musculus
91584,PLXNA4,Plxna4,-1.0201,-1.0201,0.00193326,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-f82a89dc82f2903149d2d11cbd6a130d,OSD-690,bone marrow,Mus musculus
5797,PTPRM,Ptprm,-1.0194,-1.0194,0.028217,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-f82a89dc82f2903149d2d11cbd6a130d,OSD-690,bone marrow,Mus musculus
80332,ADAM33,Adam33,-1.0191,-1.0191,0.0026201,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-f82a89dc82f2903149d2d11cbd6a130d,OSD-690,bone marrow,Mus musculus
286187,PPP1R42,Ppp1r42,1.0183,1.0183,1.23533e-05,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-f82a89dc82f2903149d2d11cbd6a130d,OSD-690,bone marrow,Mus musculus
57482,CRACD,Cracd,-1.0164,-1.0164,2.6399e-10,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-f82a89dc82f2903149d2d11cbd6a130d,OSD-690,bone marrow,Mus musculus
4635,MYL4,Myl4,-1.0156,-1.0156,0.000694099,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-f82a89dc82f2903149d2d11cbd6a130d,OSD-690,bone marrow,Mus musculus
5913,RAPSN,Rapsn,1.0152,1.0152,0.0243858,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-f82a89dc82f2903149d2d11cbd6a130d,OSD-690,bone marrow,Mus musculus
402682,UFSP1,Ufsp1,-1.0129,-1.0129,1.76068e-08,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-f82a89dc82f2903149d2d11cbd6a130d,OSD-690,bone marrow,Mus musculus
5990,RFX2,Rfx2,-1.0112,-1.0112,3.86835e-09,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-f82a89dc82f2903149d2d11cbd6a130d,OSD-690,bone marrow,Mus musculus
4651,MYO10,Myo10,-1.0057,-1.0057,0.0252392,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-f82a89dc82f2903149d2d11cbd6a130d,OSD-690,bone marrow,Mus musculus
126129,CPT1C,Cpt1c,-1.0021,-1.0021,0.0281318,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-f82a89dc82f2903149d2d11cbd6a130d,OSD-690,bone marrow,Mus musculus
2191,FAP,Fap,-1.0015,-1.0015,0.0425915,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-f82a89dc82f2903149d2d11cbd6a130d,OSD-690,bone marrow,Mus musculus
3750,KCND1,Kcnd1,-1.0008,-1.0008,0.000574773,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-f82a89dc82f2903149d2d11cbd6a130d,OSD-690,bone marrow,Mus musculus
1014,CDH16,Cdh16,-6.0185,-6.0185,1.60466e-12,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
149647,GARIN4,Garin4,5.2144,5.2144,4.08745e-13,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
284451,ODF3L2,Odf3l2,4.8279,4.8279,1.59742e-15,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
171482,FAM9A,Xlr4a,4.4922,4.4922,0.000374625,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
171484,FAM9C,Xlr4a,4.4922,4.4922,0.000374625,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
81626,SHCBP1L,Shcbp1l,4.4636,4.4636,0.000680568,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
1588,CYP19A1,Cyp19a1,4.4314,4.4314,0.00533287,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
127602,DNAH14,Dnah14,4.1791,4.1791,0.00111389,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
1770,DNAH9,Dnah9,4.1062,4.1062,0.0488913,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
5173,PDYN,Pdyn,4.0335,4.0335,0.0219075,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
100288814,CLDN34,Cldn34c6,4.0213,4.0213,0.00616375,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
196792,FAM24B,Fam24b,4.0086,4.0086,0.00479886,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
118670,FAM24A,Fam24b,4.0086,4.0086,0.00479886,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
2939,GSTA2,Gsta1|Gsta13|Gsta2,-4.0036,-3.0976,4.30697e-08,3,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
2940,GSTA3,Gsta1|Gsta13|Gsta2,-4.0036,-3.0976,4.30697e-08,3,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
2938,GSTA1,Gsta1|Gsta13|Gsta2,-4.0036,-3.0976,4.30697e-08,3,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
221357,GSTA5,Gsta1|Gsta13|Gsta2,-4.0036,-3.0976,4.30697e-08,3,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
80307,FER1L4,Fer1l4,3.947,3.947,0.0100315,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
89,ACTN3,Actn3,3.9236,3.9236,1.63728e-14,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
79755,ZNF750,Zfp750,-3.9182,-3.9182,9.90234e-11,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
2100,ESR2,Esr2,3.8556,3.8556,0.0326096,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
5409,PNMT,Pnmt,3.8212,3.8212,8.71247e-15,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
105375355,UPK3B,Upk3b,3.7811,3.7811,0.00604145,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
200162,SPAG17,Spag17,3.7648,3.7648,0.0015717,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
11166,SOX21,Sox21,3.7568,3.7568,0.0154006,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
340441,POTEA,9530057J20Rik|Potefam1,3.7516,3.2661,0.0201116,2,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
400224,PLEKHD1,Plekhd1,3.7406,3.7406,8.11765e-05,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
1964,EIF1AX,Eif1ad17|Eif1ad6,3.7381,3.4912,0.0320628,2,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
9086,EIF1AY,Eif1ad17|Eif1ad6,3.7381,3.4912,0.0320628,2,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
222865,TMEM130,Tmem130,3.7219,3.7219,0.0397299,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
246778,IL27,Il27,3.7002,3.7002,1.16366e-24,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
778,CACNA1F,Cacna1f,3.6623,3.6623,0.0359327,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
57156,TMEM63C,Tmem63c,3.6605,3.6605,1.35309e-05,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
2914,GRM4,Grm4,3.6306,3.6306,0.00721198,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
56143,PCDHA5,Pcdha5,3.63,3.63,0.0359015,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
81327,OR4A16,Olfr1238|Or4a72,3.6024,2.82,0.0251988,2,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
3934,LCN2,Lcn2,3.5957,3.5957,1.67178e-09,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
28983,TMPRSS11E,Tmprss11e,3.5721,3.5721,0.0390514,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
125997,MBD3L2,Mbd3l2,3.5653,3.5653,0.00306929,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
653657,MBD3L3,Mbd3l2,3.5653,3.5653,0.00306929,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
284428,MBD3L5,Mbd3l2,3.5653,3.5653,0.00306929,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
100132994,CXorf49B,4933412E24Rik,3.5562,3.5562,0.0314924,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
3849,KRT2,Krt2,3.5561,3.5561,0.0165953,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
163051,ZNF709,Zfp872,3.5444,3.5444,0.0116924,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
199692,ZNF627,Zfp872,3.5444,3.5444,0.0116924,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
1113,CHGA,Chga,3.5267,3.5267,0.0232597,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
29113,C6orf15,2300002M23Rik,3.493,3.493,0.0189586,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
5350,PLN,Pln,-3.4858,-3.4858,1.65219e-37,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
728858,C12orf71,1700034J05Rik,3.414,3.414,0.00173319,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
26333,OR7A17,Olfr1354,3.4051,3.4051,0.0277757,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
390892,OR7A10,Olfr1354,3.4051,3.4051,0.0277757,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
26659,OR7A5,Olfr1354,3.4051,3.4051,0.0277757,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
256691,MAMDC2,Mamdc2,-3.3856,-3.3856,6.46491e-62,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
134083,OR2Y1,Olfr1385,3.3602,3.3602,0.00351985,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
939,CD27,Cd27,3.3371,3.3371,7.26361e-19,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
284348,LYPD5,Lypd5,3.3026,3.3026,0.0465918,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
79733,E2F8,E2f8,3.2841,3.2841,9.3514e-07,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
118611,C10orf90,D7Ertd443e,3.2834,3.2834,0.00225564,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
6870,TACR3,Tacr3,3.264,3.264,0.0102699,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
390883,OR7G3,Olfr832,3.2624,3.2624,0.0255965,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
9992,KCNE2,Kcne2,3.2387,3.2387,0.0313264,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
9899,SV2B,Sv2b,3.2353,3.2353,1.50058e-32,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
100309464,OTX2-AS1,Otx2os1,3.2056,3.2056,0.0306725,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
467,ATF3,Atf3,3.2046,3.2046,2.08836e-10,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
126353,MISP,Misp,-3.2027,-3.2027,0.0020463,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
643669,CCER2,Ccer2,3.1961,3.1961,0.00503476,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
9856,KIAA0319,D130043K22Rik,3.1928,3.1928,0.0331053,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
80235,PIGZ,Pigz,-3.1917,-3.1917,0.000543818,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
390431,OR4K2,Olfr730,3.1915,3.1915,0.0127423,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
116337,PANX3,Panx3,3.189,3.189,0.032113,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
10842,PPP1R17,Ppp1r17,3.1781,3.1781,0.0187104,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
57126,CD177,Cd177,-3.1705,-3.1705,0.0306874,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
100130827,SBK3,Sbk3,3.1618,3.1618,1.24461e-34,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
256536,TCERG1L,Tcerg1l,3.1535,3.1535,0.0275853,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
4608,MYBPH,Mybph,3.1426,3.1426,0.00100437,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
317705,VN1R5,Vmn1r1|Vmn1r13|Vmn1r18|Vmn1r27|Vmn1r28|Vmn1r47|Vmn1r51,3.1386,2.2827,0.025546,7,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
4988,OPRM1,Oprm1,3.1329,3.1329,0.045279,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
1262,CNGA4,Cnga4,3.1299,3.1299,0.0360973,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
390882,OR7G2,Olfr836|Olfr843|Olfr851,3.1275,2.4041,0.0198325,3,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
1621,DBH,Dbh,3.1115,3.1115,0.0166801,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
205147,AMER3,Amer3,3.1036,3.1036,0.0347717,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
9633,TESMIN,Tesmin,-3.1024,-3.1024,4.23938e-06,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
85416,ZIC5,Zic5,3.1008,3.1008,0.00820105,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
124221,PRSS30P,Prss30,3.0976,3.0976,0.0236495,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
4622,MYH4,Myh4,3.0789,3.0789,0.000923158,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
100130519,TMEM221,Tmem221,3.0633,3.0633,0.0266971,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
735,C9,C9,-3.035,-3.035,0.000298768,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
125336,LOXHD1,Loxhd1,3.0325,3.0325,0.00472691,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
5304,PIP,Pip,3.0163,3.0163,0.0338013,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
84666,RETNLB,Retnlg,-3.016,-3.016,0.0172611,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
80759,KHDC1,Khdc1b,2.9889,2.9889,0.0482067,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
100129128,KHDC1L,Khdc1b,2.9889,2.9889,0.0482067,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
1016,CDH18,Cdh18,2.9842,2.9842,0.0228138,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
643376,BTBD18,Btbd18,2.9817,2.9817,0.0478733,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
213,ALB,Alb,2.9792,2.9792,0.000430027,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
284383,OR2Z1,Olfr373,2.9778,2.9778,0.0246706,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
339674,SMIM45,Smim45,2.9769,2.9769,0.0110854,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
51471,NAT8B,Nat8f2,2.9757,2.9757,0.047905,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
9027,NAT8,Nat8f2,2.9757,2.9757,0.047905,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
338,APOB,Apob,2.9549,2.9549,0.00641775,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
