assay,gene,symbol,organism,taxonomy,log2fc,adj_p,osd,tissue,entrez
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-666-c82351edcee1ddd508c2e56d39337eaf,http://www.ncbi.nlm.nih.gov/gene/20568,Slpi,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-2.13141,0.0283544,OSD-666,quadriceps femoris,20568
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-f82a89dc82f2903149d2d11cbd6a130d,http://www.ncbi.nlm.nih.gov/gene/20583,Snai2,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.20282,0.02461,OSD-690,bone marrow,20583
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/20614,Snap25,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.74886,0.0277997,OSD-770,soleus,20614
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/20617,Snca,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.03029,0.00108617,OSD-770,soleus,20617
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-665-a4167284b0876ec8d3daba0d0e4a567f,http://www.ncbi.nlm.nih.gov/gene/20617,Snca,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.2048,2.79178e-06,OSD-665,EDL,20617
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,http://www.ncbi.nlm.nih.gov/gene/20617,Snca,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.00829,0.0038841,OSD-576,tibialis anterior,20617
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/20649,Sntb1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.66237,2.96008e-06,OSD-770,soleus,20649
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-d89cbb20c4b7855f3f955e4adbb6515d,http://www.ncbi.nlm.nih.gov/gene/20667,Sox12,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.0796,1.06401e-06,OSD-690,bone marrow,20667
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-d89cbb20c4b7855f3f955e4adbb6515d,http://www.ncbi.nlm.nih.gov/gene/20672,Sox18,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.31798,0.00809173,OSD-690,bone marrow,20672
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-665-a4167284b0876ec8d3daba0d0e4a567f,http://www.ncbi.nlm.nih.gov/gene/20677,Sox4,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.58182,1.83949e-10,OSD-665,EDL,20677
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-101-315b0669c5d09d5618b4b25934569250,http://www.ncbi.nlm.nih.gov/gene/20677,Sox4,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.26467,1.17726e-06,OSD-101,gastrocnemius,20677
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-666-c82351edcee1ddd508c2e56d39337eaf,http://www.ncbi.nlm.nih.gov/gene/20677,Sox4,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.51105,1.68029e-05,OSD-666,quadriceps femoris,20677
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,http://www.ncbi.nlm.nih.gov/gene/20677,Sox4,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.67219,0.0113878,OSD-576,tibialis anterior,20677
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-103-f007f036b41857967d769f4df2450e35,http://www.ncbi.nlm.nih.gov/gene/20677,Sox4,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.08673,6.15553e-09,OSD-103,quadriceps femoris,20677
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/20682,Sox9,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.68743,6.60517e-07,OSD-770,soleus,20682
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,http://www.ncbi.nlm.nih.gov/gene/20682,Sox9,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.86923,2.14842e-25,OSD-104,soleus,20682
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/20689,Sall3,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,2.26967,0.0272005,OSD-770,soleus,20689
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,http://www.ncbi.nlm.nih.gov/gene/20698,Sphk1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.73696,3.89165e-10,OSD-104,soleus,20698
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,http://www.ncbi.nlm.nih.gov/gene/20716,Serpina3n,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.2552,0.000205988,OSD-576,tibialis anterior,20716
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-d89cbb20c4b7855f3f955e4adbb6515d,http://www.ncbi.nlm.nih.gov/gene/207181,Rbms3,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.00375,0.0367173,OSD-690,bone marrow,207181
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/20719,Serpinb6a,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.10283,3.26671e-17,OSD-770,soleus,20719
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-99-69f6c3ba8382c8668e921659326759d7,http://www.ncbi.nlm.nih.gov/gene/20725,Serpinb8,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.26855,5.76111e-05,OSD-99,EDL,20725
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,http://www.ncbi.nlm.nih.gov/gene/20730,Spink1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,5.65089,0.000317918,OSD-104,soleus,20730
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,http://www.ncbi.nlm.nih.gov/gene/20732,Spint1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.89315,0.0299231,OSD-104,soleus,20732
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-665-a4167284b0876ec8d3daba0d0e4a567f,http://www.ncbi.nlm.nih.gov/gene/20737,Spn,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.01588,0.0166339,OSD-665,EDL,20737
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/20739,Spta1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.16683,0.0264419,OSD-770,soleus,20739
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/207393,Elfn2,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,2.07915,0.0262933,OSD-770,soleus,207393
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-d89cbb20c4b7855f3f955e4adbb6515d,http://www.ncbi.nlm.nih.gov/gene/20741,Sptb,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.21795,5.69336e-11,OSD-690,bone marrow,20741
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-f82a89dc82f2903149d2d11cbd6a130d,http://www.ncbi.nlm.nih.gov/gene/20741,Sptb,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.13692,1.18624e-09,OSD-690,bone marrow,20741
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-666-c82351edcee1ddd508c2e56d39337eaf,http://www.ncbi.nlm.nih.gov/gene/20743,Sptbn2,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.85894,0.0444201,OSD-666,quadriceps femoris,20743
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-666-c82351edcee1ddd508c2e56d39337eaf,http://www.ncbi.nlm.nih.gov/gene/207495,Baiap2l2,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.12236,0.0328603,OSD-666,quadriceps femoris,207495
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,http://www.ncbi.nlm.nih.gov/gene/20750,Spp1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.82184,0.012567,OSD-576,tibialis anterior,20750
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/207683,Igsf11,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.10335,0.0356225,OSD-770,soleus,207683
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-665-a4167284b0876ec8d3daba0d0e4a567f,http://www.ncbi.nlm.nih.gov/gene/207686,Cfap69,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.38479,0.00528337,OSD-665,EDL,207686
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,http://www.ncbi.nlm.nih.gov/gene/207686,Cfap69,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.68942,0.0441792,OSD-576,tibialis anterior,207686
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-99-69f6c3ba8382c8668e921659326759d7,http://www.ncbi.nlm.nih.gov/gene/207728,Pde2a,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-23.2866,3.1488e-12,OSD-99,EDL,207728
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-666-c82351edcee1ddd508c2e56d39337eaf,http://www.ncbi.nlm.nih.gov/gene/207777,Tspoap1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-4.08959,0.00303832,OSD-666,quadriceps femoris,207777
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,http://www.ncbi.nlm.nih.gov/gene/207911,Mchr1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.52023,1.58496e-08,OSD-104,soleus,207911
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/207911,Mchr1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.22771,3.45828e-05,OSD-770,soleus,207911
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-666-c82351edcee1ddd508c2e56d39337eaf,http://www.ncbi.nlm.nih.gov/gene/207911,Mchr1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.21466,0.0025464,OSD-666,quadriceps femoris,207911
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,http://www.ncbi.nlm.nih.gov/gene/207920,Esrp1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,4.40321,0.00266902,OSD-104,soleus,207920
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-f82a89dc82f2903149d2d11cbd6a130d,http://www.ncbi.nlm.nih.gov/gene/207921,Fam228b,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.52697,0.0414253,OSD-690,bone marrow,207921
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-666-c82351edcee1ddd508c2e56d39337eaf,http://www.ncbi.nlm.nih.gov/gene/208079,A530053G22Rik,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,2.36681,0.00257523,OSD-666,quadriceps femoris,208079
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/208079,A530053G22Rik,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.70657,0.0196803,OSD-770,soleus,208079
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/208080,Ubap1l,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.51884,0.000211935,OSD-770,soleus,208080
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/208098,Panx3,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,3.18902,0.032113,OSD-770,soleus,208098
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/208151,Tmem132b,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.92488,0.017579,OSD-770,soleus,208151
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/20817,Srpk2,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.29412,8.05111e-12,OSD-770,soleus,20817
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-666-c82351edcee1ddd508c2e56d39337eaf,http://www.ncbi.nlm.nih.gov/gene/208171,Tmprss7,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-3.67032,0.0375574,OSD-666,quadriceps femoris,208171
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-f82a89dc82f2903149d2d11cbd6a130d,http://www.ncbi.nlm.nih.gov/gene/208177,Phldb2,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.08667,0.0119708,OSD-690,bone marrow,208177
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/208194,Exog,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.3423,2.03237e-10,OSD-770,soleus,208194
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-f82a89dc82f2903149d2d11cbd6a130d,http://www.ncbi.nlm.nih.gov/gene/208366,Rpp40,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.19241,0.000370189,OSD-690,bone marrow,208366
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/208372,Asb18,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.62673,6.32323e-10,OSD-770,soleus,208372
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/20846,Stat1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.00634,1.91488e-11,OSD-770,soleus,20846
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,http://www.ncbi.nlm.nih.gov/gene/20855,Stc1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.12922,0.00171725,OSD-104,soleus,20855
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/20856,Stc2,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.29806,5.00843e-10,OSD-770,soleus,20856
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-665-a4167284b0876ec8d3daba0d0e4a567f,http://www.ncbi.nlm.nih.gov/gene/20856,Stc2,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.15846,6.32718e-06,OSD-665,EDL,20856
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-666-c82351edcee1ddd508c2e56d39337eaf,http://www.ncbi.nlm.nih.gov/gene/20856,Stc2,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.69674,1.42781e-06,OSD-666,quadriceps femoris,20856
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/208595,Mterf1b,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.3397,5.19924e-06,OSD-770,soleus,208595
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-f82a89dc82f2903149d2d11cbd6a130d,http://www.ncbi.nlm.nih.gov/gene/20861,Stfa1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.74253,5.47492e-21,OSD-690,bone marrow,20861
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-d89cbb20c4b7855f3f955e4adbb6515d,http://www.ncbi.nlm.nih.gov/gene/20861,Stfa1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.33341,7.5212e-13,OSD-690,bone marrow,20861
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-d89cbb20c4b7855f3f955e4adbb6515d,http://www.ncbi.nlm.nih.gov/gene/20862,Stfa2,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.70815,8.88775e-05,OSD-690,bone marrow,20862
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-f82a89dc82f2903149d2d11cbd6a130d,http://www.ncbi.nlm.nih.gov/gene/20862,Stfa2,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,2.5763,2.41814e-08,OSD-690,bone marrow,20862
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-d89cbb20c4b7855f3f955e4adbb6515d,http://www.ncbi.nlm.nih.gov/gene/20863,Stfa3,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.30206,6.02446e-07,OSD-690,bone marrow,20863
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-f82a89dc82f2903149d2d11cbd6a130d,http://www.ncbi.nlm.nih.gov/gene/20863,Stfa3,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.68272,3.07235e-09,OSD-690,bone marrow,20863
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-f82a89dc82f2903149d2d11cbd6a130d,http://www.ncbi.nlm.nih.gov/gene/208659,Fam20a,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-2.01399,0.00541153,OSD-690,bone marrow,208659
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-666-c82351edcee1ddd508c2e56d39337eaf,http://www.ncbi.nlm.nih.gov/gene/20867,Stip1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.07352,5.43438e-06,OSD-666,quadriceps femoris,20867
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-99-69f6c3ba8382c8668e921659326759d7,http://www.ncbi.nlm.nih.gov/gene/20877,Aurkb,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.54444,0.00982579,OSD-99,EDL,20877
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-665-a4167284b0876ec8d3daba0d0e4a567f,http://www.ncbi.nlm.nih.gov/gene/20878,Aurka,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.47879,1.25627e-10,OSD-665,EDL,20878
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-666-c82351edcee1ddd508c2e56d39337eaf,http://www.ncbi.nlm.nih.gov/gene/20878,Aurka,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.52262,1.67859e-08,OSD-666,quadriceps femoris,20878
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,http://www.ncbi.nlm.nih.gov/gene/20878,Aurka,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.61391,6.68216e-07,OSD-576,tibialis anterior,20878
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,http://www.ncbi.nlm.nih.gov/gene/208898,Unc13c,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.01644,0.00325246,OSD-104,soleus,208898
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-105-cfde96b31f3c39139e213c293fde11e0,http://www.ncbi.nlm.nih.gov/gene/208898,Unc13c,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.0577,0.00255447,OSD-105,tibialis anterior,208898
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-f82a89dc82f2903149d2d11cbd6a130d,http://www.ncbi.nlm.nih.gov/gene/208982,Hmgcll1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.03357,0.00399295,OSD-690,bone marrow,208982
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-d89cbb20c4b7855f3f955e4adbb6515d,http://www.ncbi.nlm.nih.gov/gene/209039,Tns2,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.23108,0.0188952,OSD-690,bone marrow,209039
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-f82a89dc82f2903149d2d11cbd6a130d,http://www.ncbi.nlm.nih.gov/gene/209039,Tns2,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.13,0.0290631,OSD-690,bone marrow,209039
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-d89cbb20c4b7855f3f955e4adbb6515d,http://www.ncbi.nlm.nih.gov/gene/209047,Gipc3,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-2.0189,0.00797063,OSD-690,bone marrow,209047
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-d89cbb20c4b7855f3f955e4adbb6515d,http://www.ncbi.nlm.nih.gov/gene/20905,Sts,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.40563,0.0135998,OSD-690,bone marrow,20905
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,http://www.ncbi.nlm.nih.gov/gene/209268,Igsf1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.49852,2.59913e-23,OSD-104,soleus,209268
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/209268,Igsf1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.77197,1.65778e-11,OSD-770,soleus,209268
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-665-a4167284b0876ec8d3daba0d0e4a567f,http://www.ncbi.nlm.nih.gov/gene/20927,Abcc8,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.00745,2.52458e-06,OSD-665,EDL,20927
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,http://www.ncbi.nlm.nih.gov/gene/20927,Abcc8,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.01555,0.039988,OSD-576,tibialis anterior,20927
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-105-cfde96b31f3c39139e213c293fde11e0,http://www.ncbi.nlm.nih.gov/gene/209540,Rtl9,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.10116,0.048185,OSD-105,tibialis anterior,209540
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,http://www.ncbi.nlm.nih.gov/gene/209540,Rtl9,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.42982,0.0138688,OSD-104,soleus,209540
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/20958,Sycp1-ps1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.76513,0.0417084,OSD-770,soleus,20958
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-666-c82351edcee1ddd508c2e56d39337eaf,http://www.ncbi.nlm.nih.gov/gene/20962,Sycp3,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,2.51488,0.0121105,OSD-666,quadriceps femoris,20962
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/209692,Dhtkd1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.2407,0.00526604,OSD-770,soleus,209692
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/20975,Synj2,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.21844,5.54032e-18,OSD-770,soleus,20975
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-666-c82351edcee1ddd508c2e56d39337eaf,http://www.ncbi.nlm.nih.gov/gene/20975,Synj2,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.06615,1.7368e-05,OSD-666,quadriceps femoris,20975
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/209760,Tmc7,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.24479,1.70812e-23,OSD-770,soleus,209760
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/20979,Syt1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,2.70486,0.00103637,OSD-770,soleus,20979
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-666-c82351edcee1ddd508c2e56d39337eaf,http://www.ncbi.nlm.nih.gov/gene/20980,Syt2,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,2.17279,0.0300129,OSD-666,quadriceps femoris,20980
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/209824,Vmn1r183,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.60464,0.0472277,OSD-770,soleus,209824
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/210029,Metrnl,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.91611,8.00869e-21,OSD-770,soleus,210029
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/210106,Tent4a,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.37157,4.42593e-12,OSD-770,soleus,210106
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/210108,D130043K22Rik,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,3.19281,0.0331053,OSD-770,soleus,210108
