fips,indicator,value
47023,poverty,15.2
47025,poverty,18.9
47027,poverty,21.0
47029,poverty,19.7
47031,poverty,13.8
47033,poverty,15.2
47035,poverty,12.0
47037,poverty,12.8
47039,poverty,17.1
47041,poverty,17.5
47043,poverty,11.0
47045,poverty,16.7
47047,poverty,10.2
47049,poverty,19.4
47051,poverty,13.9
47053,poverty,13.4
47055,poverty,12.5
47057,poverty,14.2
47059,poverty,16.4
47061,poverty,18.2
47065,poverty,13.3
47067,poverty,28.6
47069,poverty,22.0
47071,poverty,14.8
47073,poverty,15.5
47075,poverty,18.7
47077,poverty,14.6
47079,poverty,17.8
47081,poverty,14.4
47083,poverty,15.6
47085,poverty,13.9
47087,poverty,16.8
47089,poverty,12.9
47091,poverty,18.6
47093,poverty,10.9
47095,poverty,36.4
47097,poverty,19.8
47099,poverty,15.2
47101,poverty,14.3
47103,poverty,12.4
47105,poverty,10.6
47107,poverty,14.0
47109,poverty,15.0
47111,poverty,16.7
47113,poverty,22.2
47115,poverty,14.7
47117,poverty,12.1
47119,poverty,9.9
47121,poverty,16.0
47123,poverty,13.8
47125,poverty,10.8
47127,poverty,9.8
47129,poverty,18.8
47131,poverty,15.1
47133,poverty,16.3
47135,poverty,16.1
47137,poverty,16.5
47139,poverty,12.4
47141,poverty,17.0
47143,poverty,15.0
47145,poverty,13.5
47147,poverty,9.2
47149,poverty,8.8
47151,poverty,19.8
47153,poverty,16.1
47155,poverty,13.8
47157,poverty,19.1
47159,poverty,11.7
47161,poverty,13.2
47163,poverty,13.6
47165,poverty,9.6
47167,poverty,12.7
47169,poverty,15.4
47171,poverty,16.2
47173,poverty,16.9
47175,poverty,16.1
47177,poverty,16.5
47179,poverty,13.2
47181,poverty,20.2
47183,poverty,16.9
47185,poverty,13.8
47187,poverty,4.1
47189,poverty,8.0
48001,poverty,20.9
48003,poverty,9.2
48005,poverty,17.0
48007,poverty,17.1
48009,poverty,6.9
48011,poverty,9.3
48013,poverty,14.9
48015,poverty,11.4
48017,poverty,14.4
48019,poverty,11.0
48021,poverty,10.8
48023,poverty,15.3
48025,poverty,23.1
48027,poverty,14.7
48029,poverty,15.0
48031,poverty,9.8
48033,poverty,7.5
48035,poverty,12.5
48037,poverty,17.4
48039,poverty,8.3
48041,poverty,22.3
48043,poverty,14.0
48045,poverty,13.4
48047,poverty,28.7
48049,poverty,15.6
48051,poverty,13.1
48053,poverty,9.5
48055,poverty,12.7
48057,poverty,12.4
48059,poverty,12.2
48061,poverty,24.4
48063,poverty,16.7
48065,poverty,8.3
48067,poverty,17.7
48069,poverty,15.3
48071,poverty,9.3
48073,poverty,16.7
48075,poverty,21.4
48077,poverty,11.1
48079,poverty,19.2
48081,poverty,11.4
48083,poverty,16.0
48085,poverty,6.2
48087,poverty,16.9
48089,poverty,12.7
48091,poverty,7.5
48093,poverty,15.9
48095,poverty,13.5
48097,poverty,11.3
48099,poverty,12.7
48101,poverty,17.9
48103,poverty,9.0
48105,poverty,12.4
48107,poverty,19.8
48109,poverty,18.6
48111,poverty,11.1
48113,poverty,13.7
48115,poverty,18.7
48117,poverty,15.5
48119,poverty,14.3
48121,poverty,6.9
48123,poverty,20.5
48125,poverty,18.9
48127,poverty,25.5
48129,poverty,16.3
48131,poverty,20.0
48133,poverty,17.0
48135,poverty,13.6
48137,poverty,19.1
48139,poverty,7.9
48141,poverty,17.6
48143,poverty,12.6
48145,poverty,20.0
48147,poverty,15.4
48149,poverty,9.4
48151,poverty,13.3
48153,poverty,17.7
48155,poverty,16.8
48157,poverty,7.4
48159,poverty,12.9
48161,poverty,13.3
48163,poverty,22.3
48165,poverty,11.1
48167,poverty,9.9
48169,poverty,20.6
48171,poverty,9.2
48173,poverty,7.3
48175,poverty,13.2
48177,poverty,14.3
48179,poverty,14.2
48181,poverty,13.6
48183,poverty,18.1
48185,poverty,15.3
48187,poverty,8.5
48189,poverty,17.6
48191,poverty,18.6
48193,poverty,14.7
48195,poverty,10.7
48197,poverty,15.0
48199,poverty,10.4
48201,poverty,15.9
48203,poverty,15.6
48205,poverty,9.5
48207,poverty,20.0
48209,poverty,9.6
48211,poverty,9.5
48213,poverty,14.2
48215,poverty,23.9
48217,poverty,14.0
48219,poverty,12.9
48221,poverty,9.4
48223,poverty,12.7
48225,poverty,20.0
48227,poverty,15.7
48229,poverty,24.2
48231,poverty,12.6
48233,poverty,12.1
48235,poverty,6.9
48237,poverty,13.6
48239,poverty,12.7
48241,poverty,17.3
48243,poverty,22.2
48245,poverty,18.3
48247,poverty,20.1
48249,poverty,20.1
48251,poverty,9.5
48253,poverty,19.5
48255,poverty,17.5
48257,poverty,9.2
48259,poverty,6.7
48261,poverty,10.8
48263,poverty,11.3
48265,poverty,11.6
48267,poverty,15.7
48269,poverty,12.4
48271,poverty,17.9
48273,poverty,20.8
48275,poverty,16.3
48277,poverty,19.6
48279,poverty,17.6
48281,poverty,10.0
48283,poverty,24.0
48285,poverty,10.6
48287,poverty,10.6
48289,poverty,13.8
48291,poverty,14.4
48293,poverty,16.8
48295,poverty,11.3
48297,poverty,17.0
48299,poverty,10.9
48301,poverty,3.9
48303,poverty,15.8
48305,poverty,14.4
48307,poverty,16.2
48309,poverty,17.0
48311,poverty,9.7
48313,poverty,17.4
48315,poverty,20.0
48317,poverty,11.1
48319,poverty,9.8
48321,poverty,17.3
48323,poverty,20.0
48325,poverty,11.2
48327,poverty,19.1
48331,poverty,17.4
48333,poverty,14.4
48335,poverty,18.7
48337,poverty,12.4
48339,poverty,8.2
48341,poverty,10.6
48343,poverty,17.0
48345,poverty,16.3
48347,poverty,19.5
48349,poverty,14.8
48351,poverty,21.3
48353,poverty,17.2
48355,poverty,17.5
48357,poverty,9.2
48359,poverty,14.0
48361,poverty,15.1
48363,poverty,13.9
48365,poverty,15.3
48367,poverty,8.0
48369,poverty,12.2
48371,poverty,16.5
48373,poverty,15.0
48375,poverty,20.8
48377,poverty,19.4
48379,poverty,13.6
48381,poverty,9.6
48383,poverty,8.3
48385,poverty,16.4
48387,poverty,15.7
48389,poverty,19.0
48391,poverty,15.3
48393,poverty,6.4
48395,poverty,14.2
48397,poverty,4.8
48399,poverty,14.3
48401,poverty,14.2
48403,poverty,16.0
48405,poverty,19.6
48407,poverty,16.1
48409,poverty,14.8
48411,poverty,17.4
48413,poverty,13.2
48415,poverty,13.8
48417,poverty,12.5
48419,poverty,18.0
48421,poverty,11.3
48423,poverty,12.7
48425,poverty,8.3
48427,poverty,25.2
48429,poverty,15.6
48431,poverty,10.2
48433,poverty,14.3
48435,poverty,11.7
48437,poverty,19.6
48439,poverty,10.5
48441,poverty,12.2
48443,poverty,14.0
48445,poverty,18.5
48447,poverty,13.5
48449,poverty,14.3
48451,poverty,12.0
48453,poverty,10.2
48455,poverty,16.8
48457,poverty,18.9
48459,poverty,12.6
48461,poverty,12.1
48463,poverty,19.0
48465,poverty,15.6
48467,poverty,12.9
48469,poverty,16.5
48471,poverty,18.0
48473,poverty,12.6
48475,poverty,9.8
48477,poverty,11.7
48479,poverty,19.9
48481,poverty,13.8
48483,poverty,13.5
48485,poverty,16.0
48487,poverty,14.6
48489,poverty,24.7
48491,poverty,5.6
48493,poverty,9.4
48495,poverty,11.8
48497,poverty,10.0
48499,poverty,13.5
48501,poverty,10.8
48503,poverty,14.8
48505,poverty,24.6
48507,poverty,27.2
49001,poverty,7.7
49003,poverty,6.8
49005,poverty,9.2
49007,poverty,12.8
49009,poverty,6.5
49011,poverty,5.0
49013,poverty,10.6
49015,poverty,9.3
49017,poverty,9.7
49019,poverty,10.4
49021,poverty,13.7
49023,poverty,7.7
49025,poverty,9.0
49027,poverty,10.7
49029,poverty,3.7
49031,poverty,15.3
49033,poverty,8.4
49035,poverty,7.0
49037,poverty,18.6
49039,poverty,14.1
49041,poverty,10.0
49043,poverty,4.5
49045,poverty,5.7
49047,poverty,10.8
49049,poverty,7.8
49051,poverty,4.7
49053,poverty,6.9
49055,poverty,11.2
49057,poverty,7.3
50001,poverty,8.4
50003,poverty,10.4
50005,poverty,11.0
50007,poverty,8.5
50009,poverty,12.7
50011,poverty,8.9
50013,poverty,7.4
50015,poverty,8.1
50017,poverty,9.6
50019,poverty,10.6
50021,poverty,12.0
50023,poverty,8.0
50025,poverty,11.3
50027,poverty,8.6
51001,poverty,17.6
51003,poverty,6.3
51005,poverty,11.7
51007,poverty,9.0
51009,poverty,11.2
51011,poverty,12.6
51013,poverty,6.0
51015,poverty,8.3
51017,poverty,11.2
51019,poverty,6.8
51021,poverty,12.1
51023,poverty,6.6
51025,poverty,20.2
51027,poverty,23.7
51029,poverty,16.8
51031,poverty,8.9
51033,poverty,9.8
51035,poverty,13.2
51036,poverty,9.9
51037,poverty,17.2
51041,poverty,6.6
51043,poverty,6.2
51045,poverty,10.4
51047,poverty,8.5
51049,poverty,13.5
51051,poverty,19.3
51053,poverty,11.1
51057,poverty,12.3
51059,poverty,5.3
51061,poverty,6.0
51063,poverty,10.9
51065,poverty,6.8
51067,poverty,11.5
51069,poverty,7.4
51071,poverty,10.7
51073,poverty,7.9
51075,poverty,5.8
51077,poverty,16.2
51079,poverty,8.1
51083,poverty,17.8
51085,poverty,5.0
51087,poverty,8.3
51089,poverty,12.9
51091,poverty,12.2
51093,poverty,7.6
51097,poverty,11.1
51099,poverty,6.0
51101,poverty,6.2
51103,poverty,10.3
51105,poverty,26.0
51107,poverty,3.2
51109,poverty,7.9
51111,poverty,16.5
51113,poverty,9.4
51115,poverty,8.5
51117,poverty,15.4
51119,poverty,11.6
51121,poverty,19.3
51125,poverty,10.7
51127,poverty,4.6
51131,poverty,16.2
51133,poverty,12.3
51135,poverty,19.2
51137,poverty,9.4
51139,poverty,11.3
51141,poverty,14.2
51143,poverty,14.0
51147,poverty,23.6
51149,poverty,8.2
51153,poverty,4.9
51155,poverty,12.5
51157,poverty,8.9
51159,poverty,16.0
51161,poverty,6.0
51163,poverty,10.5
51165,poverty,8.3
51167,poverty,16.2
51169,poverty,17.6
51171,poverty,10.1
51173,poverty,15.2
51175,poverty,12.5
51177,poverty,6.6
51179,poverty,5.4
51181,poverty,11.6
51183,poverty,18.9
51185,poverty,16.4
51187,poverty,10.1
51191,poverty,13.2
51193,poverty,12.9
51195,poverty,20.3
51197,poverty,12.0
51199,poverty,4.7
51510,poverty,8.0
51520,poverty,17.2
51530,poverty,14.0
51540,poverty,15.8
51550,poverty,7.6
51570,poverty,8.7
51580,poverty,14.8
51590,poverty,22.1
51595,poverty,19.1
51600,poverty,7.2
51610,poverty,3.3
51620,poverty,18.1
51630,poverty,12.2
51640,poverty,18.8
51650,poverty,13.4
51660,poverty,22.2
51670,poverty,17.4
51678,poverty,18.5
51680,poverty,15.5
51683,poverty,7.9
51685,poverty,6.7
51690,poverty,21.3
51700,poverty,14.5
51710,poverty,17.6
51720,poverty,20.5
51730,poverty,20.8
51735,poverty,4.7
51740,poverty,15.3
51750,poverty,24.6
51760,poverty,17.9
51770,poverty,15.9
51775,poverty,9.0
51790,poverty,12.3
51800,poverty,9.0
51810,poverty,8.1
51820,poverty,11.3
51830,poverty,16.8
51840,poverty,13.2
53001,poverty,12.7
53003,poverty,14.1
53005,poverty,9.1
53007,poverty,8.3
53009,poverty,13.3
53011,poverty,8.7
53013,poverty,12.6
53015,poverty,11.9
53017,poverty,10.5
53019,poverty,18.4
53021,poverty,12.4
53023,poverty,11.4
53025,poverty,13.6
53027,poverty,15.1
53029,poverty,6.5
53031,poverty,10.6
53033,poverty,7.6
53035,poverty,8.3
53037,poverty,12.9
53039,poverty,14.0
53041,poverty,13.3
53043,poverty,11.4
53045,poverty,12.6
53047,poverty,19.8
53049,poverty,13.6
53051,poverty,14.7
53053,poverty,8.7
53055,poverty,9.6
53057,poverty,9.5
53059,poverty,10.6
53061,poverty,7.1
53063,poverty,13.4
53065,poverty,15.0
53067,poverty,9.7
53069,poverty,10.7
53071,poverty,12.9
53073,poverty,11.7
53075,poverty,15.7
53077,poverty,14.8
54001,poverty,20.8
54003,poverty,10.0
54005,poverty,17.8
54007,poverty,17.8
54009,poverty,11.9
54011,poverty,19.9
54013,poverty,20.0
54015,poverty,23.3
54017,poverty,17.0
54019,poverty,20.8
54021,poverty,23.0
54023,poverty,13.3
54025,poverty,17.8
54027,poverty,13.7
54029,poverty,12.0
54031,poverty,13.5
54033,poverty,13.6
54035,poverty,14.2
54037,poverty,7.8
54039,poverty,15.7
54041,poverty,13.9
54043,poverty,20.6
54045,poverty,22.3
54047,poverty,31.8
54049,poverty,13.2
54051,poverty,13.7
54053,poverty,17.1
54055,poverty,15.1
54057,poverty,13.8
54059,poverty,24.9
54061,poverty,15.2
54063,poverty,15.3
54065,poverty,11.0
54067,poverty,19.0
54069,poverty,18.1
54071,poverty,11.5
54073,poverty,13.0
54075,poverty,18.1
54077,poverty,15.7
54079,poverty,9.9
54081,poverty,21.8
54083,poverty,15.2
54085,poverty,16.4
54087,poverty,20.7
54089,poverty,21.1
54091,poverty,13.7
54093,poverty,13.8
54095,poverty,14.4
54097,poverty,17.1
54099,poverty,17.1
54101,poverty,23.7
54103,poverty,15.9
54105,poverty,18.0
54107,poverty,14.4
54109,poverty,21.3
55001,poverty,12.3
55003,poverty,12.5
55005,poverty,10.0
55007,poverty,11.0
55009,poverty,8.5
55011,poverty,8.0
55013,poverty,10.7
55015,poverty,4.5
55017,poverty,9.4
55019,poverty,13.1
55021,poverty,6.9
55023,poverty,13.3
55025,poverty,9.6
55027,poverty,7.2
55029,poverty,7.8
55031,poverty,10.0
55033,poverty,10.1
55035,poverty,9.8
55037,poverty,10.6
55039,poverty,7.6
55041,poverty,12.0
55043,poverty,12.0
55045,poverty,7.4
55047,poverty,9.7
55049,poverty,7.2
55051,poverty,11.2
55053,poverty,12.7
55055,poverty,7.3
55057,poverty,11.9
55059,poverty,11.0
55061,poverty,6.7
55063,poverty,10.0
55065,poverty,8.8
55067,poverty,10.7
55069,poverty,7.7
55071,poverty,7.9
55073,poverty,6.7
55075,poverty,9.4
55077,poverty,10.3
55078,poverty,22.6
55079,poverty,19.0
55081,poverty,10.5
55083,poverty,7.6
55085,poverty,7.8
55087,poverty,6.6
55089,poverty,4.3
55091,poverty,9.1
55093,poverty,7.3
55095,poverty,8.9
55097,poverty,8.3
55099,poverty,11.2
55101,poverty,9.4
55103,poverty,13.4
55105,poverty,9.3
55107,poverty,11.7
55109,poverty,4.9
55111,poverty,8.1
55113,poverty,12.3
55115,poverty,10.3
55117,poverty,7.6
55119,poverty,9.6
55121,poverty,7.3
55123,poverty,11.9
55125,poverty,9.7
55127,poverty,8.3
55129,poverty,10.4
55131,poverty,5.1
55133,poverty,4.2
55135,poverty,8.0
55137,poverty,10.5
55139,poverty,8.7
55141,poverty,9.4
56001,poverty,15.3
56003,poverty,11.5
56005,poverty,7.3
56007,poverty,10.4
56009,poverty,8.2
56011,poverty,7.3
56013,poverty,15.0
56015,poverty,12.8
56017,poverty,10.9
56019,poverty,8.9
56021,poverty,7.4
56023,poverty,6.9
56025,poverty,9.4
56027,poverty,12.6
56029,poverty,8.2
56031,poverty,9.9
56033,poverty,9.5
56035,poverty,6.2
56037,poverty,7.6
56039,poverty,5.2
56041,poverty,8.5
56043,poverty,9.7
56045,poverty,10.6
01001,svi,0.513
01003,svi,0.31
01005,svi,0.993
01007,svi,0.808
01009,svi,0.514
01011,svi,0.831
01013,svi,0.684
01015,svi,0.735
01017,svi,0.807
01019,svi,0.327
01021,svi,0.722
01023,svi,0.712
01025,svi,0.855
01027,svi,0.531
01029,svi,0.454
01031,svi,0.649
01033,svi,0.348
01035,svi,0.658
01037,svi,0.436
01039,svi,0.708
01041,svi,0.602
01043,svi,0.516
01045,svi,0.806
01047,svi,0.916
01049,svi,0.739
01051,svi,0.456
01053,svi,0.871
01055,svi,0.648
01057,svi,0.672
01059,svi,0.73
01061,svi,0.569
01063,svi,0.951
01065,svi,0.935
01067,svi,0.565
01069,svi,0.702
01071,svi,0.553
01073,svi,0.756
01075,svi,0.552
01077,svi,0.474
01079,svi,0.424
01081,svi,0.68
01083,svi,0.46
01085,svi,0.9
01087,svi,0.89
01089,svi,0.36
01091,svi,0.811
01093,svi,0.683
01095,svi,0.622
01097,svi,0.795
01099,svi,0.724
01101,svi,0.903
01103,svi,0.641
01105,svi,0.914
01107,svi,0.938
01109,svi,0.806
01111,svi,0.535
01113,svi,0.892
01115,svi,0.322
01117,svi,0.116
01119,svi,0.965
01121,svi,0.877
01123,svi,0.893
01125,svi,0.682
01127,svi,0.688
01129,svi,0.46
01131,svi,0.921
01133,svi,0.685
02013,svi,0.644
02016,svi,0.496
02020,svi,0.576
02050,svi,0.954
02060,svi,0.231
02068,svi,0.216
02070,svi,0.936
02090,svi,0.526
02100,svi,0.525
02105,svi,0.513
02110,svi,0.353
02122,svi,0.524
02130,svi,0.652
02150,svi,0.767
02164,svi,0.852
02170,svi,0.499
02180,svi,0.937
02185,svi,0.856
02188,svi,0.915
02195,svi,0.656
02198,svi,0.834
02220,svi,0.481
02230,svi,0.353
02240,svi,0.688
02275,svi,0.491
02282,svi,0.447
02290,svi,0.866
04001,svi,0.965
04003,svi,0.924
04005,svi,0.826
04007,svi,0.82
04009,svi,0.882
04011,svi,0.357
04012,svi,0.948
04013,svi,0.74
04015,svi,0.87
04017,svi,0.99
04019,svi,0.912
04021,svi,0.838
04023,svi,0.945
04025,svi,0.619
04027,svi,0.994
05001,svi,0.697
05003,svi,0.671
05005,svi,0.309
05007,svi,0.33
05009,svi,0.291
05011,svi,0.907
05013,svi,0.547
05015,svi,0.641
05017,svi,0.997
05019,svi,0.86
05021,svi,0.462
05023,svi,0.269
05025,svi,0.262
05027,svi,0.861
05029,svi,0.749
05031,svi,0.788
05033,svi,0.637
05035,svi,0.925
05037,svi,0.848
05039,svi,0.736
05041,svi,0.927
05043,svi,0.632
05045,svi,0.518
05047,svi,0.566
05049,svi,0.638
05051,svi,0.89
05053,svi,0.169
05055,svi,0.649
05057,svi,0.91
05059,svi,0.641
05061,svi,0.885
05063,svi,0.682
05065,svi,0.556
05067,svi,0.686
05069,svi,0.944
05071,svi,0.844
05073,svi,0.858
05075,svi,0.58
05077,svi,0.974
05079,svi,0.397
05081,svi,0.405
05083,svi,0.508
05085,svi,0.305
05087,svi,0.515
05089,svi,0.444
05091,svi,0.897
05093,svi,0.923
05095,svi,0.896
05097,svi,0.574
05099,svi,0.744
05101,svi,0.208
05103,svi,0.865
05105,svi,0.386
05107,svi,0.902
05109,svi,0.555
05111,svi,0.739
05113,svi,0.85
05115,svi,0.761
05117,svi,0.467
05119,svi,0.764
05121,svi,0.653
05123,svi,0.984
05125,svi,0.295
05127,svi,0.853
05129,svi,0.326
05131,svi,0.851
05133,svi,0.782
05135,svi,0.583
05137,svi,0.695
05139,svi,0.701
05141,svi,0.759
05143,svi,0.785
05145,svi,0.81
05147,svi,0.744
05149,svi,0.735
06001,svi,0.515
06003,svi,0.504
06005,svi,0.594
06007,svi,0.829
06009,svi,0.324
06011,svi,0.764
06013,svi,0.474
06015,svi,0.946
06017,svi,0.227
06019,svi,0.961
06021,svi,0.885
06023,svi,0.828
06025,svi,0.995
06027,svi,0.529
06029,svi,0.969
06031,svi,0.946
06033,svi,0.895
06035,svi,0.635
06037,svi,0.858
06039,svi,0.935
06041,svi,0.332
06043,svi,0.83
06045,svi,0.956
06047,svi,0.97
06049,svi,0.772
06051,svi,0.422
06053,svi,0.845
06055,svi,0.621
06057,svi,0.216
06059,svi,0.562
06061,svi,0.178
06063,svi,0.397
06065,svi,0.83
06067,svi,0.767
06069,svi,0.574
06071,svi,0.906
06073,svi,0.699
06075,svi,0.432
06077,svi,0.886
06079,svi,0.446
06081,svi,0.264
06083,svi,0.836
06085,svi,0.371
06087,svi,0.614
06089,svi,0.745
06091,svi,0.281
06093,svi,0.749
06095,svi,0.631
06097,svi,0.508
06099,svi,0.85
06101,svi,0.862
06103,svi,0.929
06105,svi,0.861
06107,svi,0.934
06109,svi,0.596
06111,svi,0.607
06113,svi,0.731
06115,svi,0.915
08001,svi,0.689
08003,svi,0.981
08005,svi,0.413
08007,svi,0.284
08009,svi,0.552
08011,svi,0.812
08013,svi,0.212
08014,svi,0.069
08015,svi,0.62
08017,svi,0.061
08019,svi,0.138
08021,svi,0.892
08023,svi,0.916
08025,svi,0.824
08027,svi,0.056
08029,svi,0.733
08031,svi,0.582
08033,svi,0.063
08035,svi,0.025
08037,svi,0.356
08039,svi,0.001
08041,svi,0.49
08043,svi,0.62
08045,svi,0.572
08047,svi,0.015
08049,svi,0.188
08051,svi,0.187
08053,svi,0.26
08055,svi,0.419
08057,svi,0.226
08059,svi,0.108
08061,svi,0.129
08063,svi,0.666
08065,svi,0.448
08067,svi,0.253
08069,svi,0.183
08071,svi,0.833
08073,svi,0.503
08075,svi,0.66
08077,svi,0.683
08079,svi,0.075
08081,svi,0.809
08083,svi,0.53
08085,svi,0.536
08087,svi,0.842
08089,svi,0.889
08091,svi,0.027
08093,svi,0.017
08095,svi,0.433
08097,svi,0.146
08099,svi,0.961
08101,svi,0.859
08103,svi,0.481
08105,svi,0.941
08107,svi,0.107
08109,svi,0.805
08111,svi,0.42
08113,svi,0.16
08115,svi,0.812
08117,svi,0.2
08119,svi,0.104
08121,svi,0.242
08123,svi,0.611
08125,svi,0.492
09001,svi,0.618
09003,svi,0.596
09005,svi,0.151
09007,svi,0.184
09009,svi,0.651
09011,svi,0.396
09013,svi,0.107
09015,svi,0.48
10001,svi,0.844
10003,svi,0.473
10005,svi,0.49
11001,svi,0.65
12001,svi,0.633
12003,svi,0.437
12005,svi,0.733
12007,svi,0.898
12009,svi,0.471
12011,svi,0.783
12013,svi,0.736
12015,svi,0.617
12017,svi,0.539
12019,svi,0.391
12021,svi,0.647
12023,svi,0.895
12027,svi,0.994
12029,svi,0.767
12031,svi,0.797
12033,svi,0.75
12035,svi,0.349
12037,svi,0.907
12039,svi,0.973
12041,svi,0.816
12043,svi,0.892
12045,svi,0.672
12047,svi,0.98
12049,svi,0.962
12051,svi,0.996
12053,svi,0.664
12055,svi,0.847
12057,svi,0.791
12059,svi,0.862
12061,svi,0.521
12063,svi,0.899
12065,svi,0.669
12067,svi,0.796
12069,svi,0.678
12071,svi,0.721
12073,svi,0.659
12075,svi,0.774
12077,svi,0.706
12079,svi,0.915
12081,svi,0.698
12083,svi,0.854
12085,svi,0.49
12086,svi,0.901
12087,svi,0.699
12089,svi,0.298
12091,svi,0.538
12093,svi,0.909
12095,svi,0.801
12097,svi,0.873
12099,svi,0.788
12101,svi,0.747
12103,svi,0.725
12105,svi,0.919
12107,svi,0.967
12109,svi,0.163
12111,svi,0.787
12113,svi,0.464
12115,svi,0.412
12117,svi,0.336
12119,svi,0.276
12121,svi,0.879
12123,svi,0.854
12125,svi,0.645
12127,svi,0.658
12129,svi,0.228
12131,svi,0.714
12133,svi,0.862
13001,svi,0.889
13003,svi,0.905
13005,svi,0.933
13007,svi,0.7
13009,svi,0.887
13011,svi,0.51
13013,svi,0.526
13015,svi,0.634
13019,svi,0.702
13021,svi,0.956
13023,svi,0.632
13025,svi,0.476
13027,svi,0.899
13029,svi,0.356
13031,svi,0.825
13033,svi,0.685
13035,svi,0.724
13037,svi,0.954
13039,svi,0.602
13043,svi,0.991
13045,svi,0.768
13047,svi,0.275
13049,svi,0.946
13051,svi,0.832
13053,svi,0.743
13055,svi,0.912
13057,svi,0.223
13059,svi,0.821
13061,svi,0.941
13063,svi,0.954
13065,svi,0.943
13067,svi,0.423
13069,svi,0.968
13071,svi,0.981
13073,svi,0.164
13075,svi,0.891
13077,svi,0.296
13079,svi,0.54
13081,svi,0.993
13083,svi,0.568
13085,svi,0.189
13087,svi,0.96
13089,svi,0.816
13091,svi,0.817
13093,svi,0.919
13095,svi,0.972
13097,svi,0.693
13099,svi,0.966
13101,svi,0.518
13103,svi,0.335
13105,svi,0.969
13107,svi,0.987
13109,svi,0.964
13111,svi,0.487
13113,svi,0.14
13115,svi,0.953
13117,svi,0.07
13119,svi,0.747
13121,svi,0.69
13123,svi,0.654
13125,svi,0.664
13127,svi,0.755
13129,svi,0.872
13131,svi,0.925
13133,svi,0.563
13135,svi,0.602
13137,svi,0.67
13139,svi,0.79
13141,svi,0.902
13143,svi,0.422
13145,svi,0.068
13147,svi,0.812
13149,svi,0.81
13151,svi,0.4
13153,svi,0.537
13155,svi,0.826
13157,svi,0.387
13159,svi,0.606
13161,svi,0.872
13163,svi,0.982
13165,svi,0.85
13167,svi,0.947
13169,svi,0.271
13171,svi,0.584
13173,svi,0.652
13175,svi,0.869
13177,svi,0.292
13179,svi,0.861
13181,svi,0.732
13183,svi,0.95
13185,svi,0.873
13187,svi,0.406
13189,svi,0.851
13191,svi,0.538
13193,svi,0.979
13195,svi,0.706
13197,svi,0.791
13199,svi,0.894
13201,svi,0.911
13205,svi,0.992
13207,svi,0.472
13209,svi,0.848
13211,svi,0.246
13213,svi,0.692
13215,svi,0.95
13217,svi,0.721
13219,svi,0.047
13221,svi,0.595
13223,svi,0.166
13225,svi,0.942
13227,svi,0.404
13229,svi,0.488
13231,svi,0.091
13233,svi,0.844
13235,svi,0.975
13237,svi,0.747
13239,svi,0.838
13241,svi,0.622
13243,svi,0.999
13245,svi,0.963
13247,svi,0.77
13249,svi,0.619
13251,svi,0.819
13253,svi,0.93
13255,svi,0.773
13257,svi,0.754
13259,svi,0.964
13261,svi,0.936
13263,svi,0.896
13265,svi,0.802
13267,svi,0.904
13269,svi,0.932
13271,svi,0.871
13273,svi,0.983
13275,svi,0.886
13277,svi,0.898
13279,svi,0.969
13281,svi,0.285
13283,svi,0.972
13285,svi,0.938
13287,svi,0.955
13289,svi,0.558
13291,svi,0.603
13293,svi,0.708
13295,svi,0.695
13297,svi,0.417
13299,svi,0.884
13301,svi,0.773
13303,svi,0.914
13305,svi,0.856
13307,svi,0.875
13309,svi,0.587
13311,svi,0.289
13313,svi,0.916
13315,svi,0.766
13317,svi,0.749
13319,svi,0.78
13321,svi,0.756
15001,svi,0.623
15003,svi,0.538
15007,svi,0.362
15009,svi,0.48
16001,svi,0.167
16003,svi,0.214
16005,svi,0.602
16007,svi,0.175
16009,svi,0.612
16011,svi,0.509
16013,svi,0.513
16015,svi,0.099
16017,svi,0.343
16019,svi,0.435
16021,svi,0.326
16023,svi,0.302
16025,svi,0.319
16027,svi,0.643
16029,svi,0.191
16031,svi,0.583
16033,svi,0.633
16035,svi,0.65
16037,svi,0.398
16039,svi,0.793
16041,svi,0.122
16043,svi,0.638
16045,svi,0.74
16047,svi,0.846
16049,svi,0.554
16051,svi,0.108
16053,svi,0.67
16055,svi,0.256
16057,svi,0.299
16059,svi,0.509
16061,svi,0.64
16063,svi,0.703
16065,svi,0.38
16067,svi,0.687
16069,svi,0.542
16071,svi,0.205
16073,svi,0.76
16075,svi,0.609
16077,svi,0.615
16079,svi,0.754
16081,svi,0.131
16083,svi,0.538
16085,svi,0.114
16087,svi,0.912
17001,svi,0.283
17003,svi,0.923
17005,svi,0.434
17007,svi,0.415
17009,svi,0.455
17011,svi,0.272
17013,svi,0.031
17015,svi,0.147
17017,svi,0.553
17019,svi,0.56
17021,svi,0.181
17023,svi,0.071
17025,svi,0.4
17027,svi,0.132
17029,svi,0.541
17031,svi,0.8
17033,svi,0.416
17035,svi,0.018
17037,svi,0.495
17039,svi,0.044
17041,svi,0.535
17043,svi,0.22
17045,svi,0.252
17047,svi,0.235
17049,svi,0.213
17051,svi,0.473
17053,svi,0.243
17055,svi,0.547
17057,svi,0.233
17059,svi,0.483
17061,svi,0.054
17063,svi,0.08
17065,svi,0.312
17067,svi,0.089
17069,svi,0.305
17071,svi,0.027
17073,svi,0.117
17075,svi,0.381
17077,svi,0.789
17079,svi,0.216
