DTXSID,abbr,chemLabel,assayName,entrez,ac50_uM
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",BSK_3C_SRB_down,None,39.9999999974246
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",BSK_3C_Thrombomodulin_up,7056,39.9999999974246
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",BSK_3C_TissueFactor_down,2152,39.9999999974246
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",BSK_3C_VCAM1_down,7412,39.9999999974246
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",BSK_3C_uPAR_down,5329,39.9999999974246
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",BSK_4H_Eotaxin3_down,10344,39.9999999974246
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",BSK_4H_MCP1_down,6347,39.9999999974246
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",BSK_4H_Pselectin_down,6403,39.9999999974246
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",BSK_4H_SRB_down,None,39.9999999974246
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",BSK_4H_VCAM1_down,7412,39.9999999974246
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",BSK_4H_uPAR_down,5329,39.9999999974246
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",BSK_BE3C_HLADR_down,3122,10.0
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",BSK_BE3C_PAI1_down,5054,10.0
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",BSK_BE3C_uPA_down,5328,10.0
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",BSK_CASM3C_MCP1_down,6347,39.9999999974246
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",BSK_CASM3C_MCSF_down,1435,39.9999999974246
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",BSK_CASM3C_Proliferation_down,None,39.9999999974246
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",BSK_CASM3C_Thrombomodulin_up,7056,39.9999999974246
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",BSK_CASM3C_TissueFactor_down,2152,39.9999999974246
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",BSK_CASM3C_VCAM1_down,7412,39.9999999974246
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",BSK_CASM3C_uPAR_down,5329,39.9999999974246
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",BSK_KF3CT_ICAM1_down,3383,3.99999999974246
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",BSK_KF3CT_IL1a_down,3552,10.0
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",BSK_KF3CT_IP10_down,3627,3.99999999974246
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",BSK_KF3CT_MCP1_down,6347,3.99999999974246
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",BSK_KF3CT_TIMP2_down,7077,10.0
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",BSK_LPS_CD40_down,958,39.9999999974246
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",BSK_LPS_Eselectin_down,6401,39.9999999974246
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",BSK_LPS_IL1a_down,3552,39.9999999974246
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",BSK_LPS_IL8_down,3576,39.9999999974246
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",BSK_LPS_MCP1_down,6347,39.9999999974246
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",BSK_LPS_MCSF_down,1435,10.0
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",BSK_LPS_SRB_down,None,39.9999999974246
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",BSK_LPS_TNFa_down,7124,3.99999999974246
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",BSK_LPS_TissueFactor_down,2152,39.9999999974246
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",BSK_LPS_VCAM1_down,7412,10.0
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",BSK_SAg_CD38_down,952,39.9999999974246
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",BSK_SAg_CD40_down,958,39.9999999974246
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",BSK_SAg_CD69_down,969,39.9999999974246
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",BSK_SAg_Eselectin_down,6401,39.9999999974246
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",BSK_SAg_IL8_down,3576,39.9999999974246
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",BSK_SAg_MCP1_down,6347,39.9999999974246
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",BSK_SAg_MIG_down,4283,39.9999999974246
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",BSK_SAg_PBMCCytotoxicity_down,None,39.9999999974246
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",BSK_SAg_Proliferation_down,None,10.0
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",BSK_SAg_SRB_down,None,39.9999999974246
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",BSK_hDFCGF_CollagenIII_down,1281,3.99999999974246
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",BSK_hDFCGF_IL8_down,3576,10.0
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",BSK_hDFCGF_IP10_down,3627,3.99999999974246
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",BSK_hDFCGF_MCSF_down,1435,3.99999999974246
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",BSK_hDFCGF_MIG_down,4283,10.0
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",BSK_hDFCGF_MMP1_down,4312,3.99999999974246
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",BSK_hDFCGF_PAI1_down,5054,3.99999999974246
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",BSK_hDFCGF_TIMP1_down,7076,3.99999999974246
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",BSK_hDFCGF_VCAM1_down,7412,3.99999999974246
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",CCTE_GLTED_hDIO1_dn,1733,39.5589136427836
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",CCTE_GLTED_hDIO2_dn,1734,51.2827336975386
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",CCTE_GLTED_hDIO3_dn,1735,39.5937278039279
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",CCTE_GLTED_hIYD_dn,389434,98.8693730684942
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",CCTE_Padilla_ZF_144hpf_TERATOSCORE_up,None,2.9514690748912
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",CCTE_Simmons_AUR_TPO_dn,54314,20.2516904354537
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",CCTE_Simmons_CellTiterGLO_HEK293T,None,13.4148403746935
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",CCTE_Simmons_MITO_basal_resp_rate_OCR_dn,None,4.51915225170893
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",CCTE_Simmons_MITO_max_resp_rate_OCR_dn,None,6.69111941483341
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",CEETOX_H295R_MTT_cell_viability_up,None,1.45811858680869
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",CEETOX_H295R_OHPROG_up,5241,4.3239186005935
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",CEETOX_H295R_PROG_up,5241,5.03934072608958
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",CPHEA_Stoker_NIS_Cytotoxicity,None,40.8519073237086
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",CPHEA_Stoker_NIS_Inhibition_RAIU,6528,40.2393801685992
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",LTEA_HepaRG_ABCB11_dn,8647,10.5420880372855
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",LTEA_HepaRG_ACOX1_up,51,81.7766237314347
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",LTEA_HepaRG_ADK_up,132,81.7766203797369
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",LTEA_HepaRG_BAX_up,581,43.5323244354883
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",LTEA_HepaRG_CASP3_dn,836,67.571471090241
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",LTEA_HepaRG_CCND1_dn,595,32.6034067022401
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",LTEA_HepaRG_CDKN1A_up,1026,81.7766958118011
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",LTEA_HepaRG_CFLAR_dn,8837,48.6532221482642
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",LTEA_HepaRG_CYP2B6_up,1555,81.4160754351113
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",LTEA_HepaRG_CYP2E1_dn,1571,81.7760506495914
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",LTEA_HepaRG_CYP3A7_dn,1551,11.8049349015661
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",LTEA_HepaRG_FAS_up,355,81.7766560433152
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",LTEA_HepaRG_FOXO3_up,2309,81.7441689415169
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",LTEA_HepaRG_GCLC_dn,2729,65.7866532210511
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",LTEA_HepaRG_GSTA2_dn,2939,50.3134714813823
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",LTEA_HepaRG_HMGCS2_up,3158,81.7766846834018
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",LTEA_HepaRG_IGF1_up,3479,81.7931909879683
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",LTEA_HepaRG_LDH_cytotoxicity,None,54.1671175191367
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",LTEA_HepaRG_LPL_dn,4023,73.6233894023599
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",LTEA_HepaRG_MYC_up,4609,81.7766241645193
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",LTEA_HepaRG_NQO1_up,1728,79.4650802660513
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",LTEA_HepaRG_PDK4_up,5166,81.7767036073304
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",LTEA_HepaRG_PEG10_dn,23089,41.292850687201
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",LTEA_HepaRG_PTEN_dn,5728,44.0796973195615
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",LTEA_HepaRG_SLC22A1_dn,6580,51.4188106128602
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",LTEA_HepaRG_SULT2A1_up,6822,81.7766134503845
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",LTEA_HepaRG_TGFA_up,7039,81.776566620782
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",LTEA_HepaRG_TP53_up,7157,81.7766892213783
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",LTEA_HepaRG_UGT1A1_dn,54658,65.6522333869291
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",NVS_ADME_hCYP2C19,1557,1.41083307812193
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",NVS_ADME_hCYP2C9,1559,2.73006343182776
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",NVS_NR_hGR,2908,4.41532007507432
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",NVS_NR_hPPARa,5465,8.51932870220909
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",NVS_NR_hPPARg,5468,0.002000000073388
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",NVS_NR_rAR,24208,9.16973200192927
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",OT_AR_ARSRC1_0960,367,43.2657147341507
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",OT_FXR_FXRSRC1_0480,6714,41.0865153761214
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",OT_FXR_FXRSRC1_1440,6714,57.5918247348312
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",OT_NURR1_NURR1RXRa_0480,4929,41.9232095218038
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",OT_NURR1_NURR1RXRa_1440,4929,89.3703079667745
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",TOX21_AP1_BLA_Agonist_ratio,3725,12.6801103658898
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",TOX21_AP1_BLA_Agonist_viability,None,36.7671359293159
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",TOX21_ARE_BLA_agonist_ratio,4780,14.278448583828
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",TOX21_ARE_BLA_agonist_viability,None,44.7304522648277
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",TOX21_AR_BLA_Antagonist_ratio,367,31.4626614112173
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",TOX21_AR_BLA_Antagonist_viability,None,38.9107780650225
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",TOX21_AR_LUC_MDAKB2_Antagonist_0.5nM_R1881,367,79.2903745196487
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",TOX21_Aromatase_Inhibition,1588,48.431866521937
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",TOX21_DT40,None,43.8478063454767
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",TOX21_DT40_100,8438,49.8553520222121
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",TOX21_DT40_657,5980,71.1810512548523
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",TOX21_ERR_Antagonist,2101,46.2366848175186
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",TOX21_ERa_BLA_Antagonist_ratio,2099,28.1375511050445
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",TOX21_ERa_BLA_Antagonist_viability,None,66.7639528715552
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",TOX21_ERa_LUC_VM7_Antagonist_0.1nM_E2,2099,50.2093411762003
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",TOX21_ERb_BLA_Agonist_viability,None,60.7640015020052
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",TOX21_ERb_BLA_Antagonist_ratio,2100,12.74091915533
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",TOX21_ERb_BLA_Antagonist_viability,None,40.6599977903056
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",TOX21_ESRE_BLA_ratio,22926,60.6814657014781
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",TOX21_ESRE_BLA_viability,None,27.1811907982987
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",TOX21_FXR_BLA_antagonist_ratio,9971,40.91075103489
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",TOX21_GR_BLA_Agonist_ratio,2908,68.8566864860748
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",TOX21_GR_BLA_Antagonist_ratio,2908,21.8245054528798
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",TOX21_GR_BLA_Antagonist_viability,None,41.1587295886068
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",TOX21_H2AX_HTRF_CHO_Agonist_ratio,3014,91.0482832037623
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",TOX21_H2AX_HTRF_CHO_viability,None,93.3438998540511
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",TOX21_HRE_BLA_Agonist_ratio,3091,51.4305274634207
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",TOX21_HRE_BLA_Agonist_viability,None,39.0359694728538
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",TOX21_HSE_BLA_agonist_ratio,3297,31.9669800197846
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",TOX21_MMP_ratio_down,None,12.4789253259846
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",TOX21_MMP_rhodamine,None,61.6148889246888
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",TOX21_NFkB_BLA_agonist_viability,None,59.6095436178522
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",TOX21_PPARd_BLA_Agonist_viability,None,62.9231197564614
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",TOX21_PPARd_BLA_antagonist_ratio,5467,30.832763995995
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",TOX21_PPARd_BLA_antagonist_viability,None,66.7134413650579
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",TOX21_PPARg_BLA_antagonist_ratio,5468,1.62992829491332
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",TOX21_PPARg_BLA_antagonist_viability,None,33.3796143447122
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",TOX21_PR_BLA_Agonist_viability,None,80.1548202809915
DTXSID1026081,TBBPA,"3,3',5,5'-Tetrabromobisphenol A",TOX21_PR_BLA_Antagonist_ratio,5241,14.1102937906254
